# xb = th_nq
# yb = pm
# current header line:
#
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
234,3,11,25.0,0.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
255,3,12,25.0,0.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
276,3,13,25.0,0.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
297,3,14,25.0,0.52,13999.999,11176.085,12.743,2823.914,7707579.723,3960.059,3615.849,3491.992,531.474,539.97,1083.675,0.843,1.857,3482.84,252.645,3.86,4.149,809.608,17.331,26.301,27.897,-0.983,0.007,0.645,19,40,0.003002,thrq26,0.00905303098,0.00728444709,0.804641783,
318,3,15,25.0,0.56,13999.996,11185.509,12.823,2814.487,7811063.245,3966.409,3589.516,3464.718,564.734,573.145,1100.582,0.846,1.874,3455.036,258.831,3.977,4.284,785.869,18.23,25.235,26.846,-0.964,-0.02,0.627,19,40,0.02465,thrq26,0.00690391613,0.0054281,0.786234915,
339,3,16,25.0,0.6,13999.99,11175.991,12.919,2823.999,7920645.21,3986.931,3578.88,3453.698,601.985,610.941,1120.729,0.848,1.889,3442.548,277.301,4.281,4.605,767.602,19.863,25.414,26.994,-0.945,-0.029,0.613,19,40,0.0781,thrq26,0.00505720312,0.00391861238,0.77485764,
360,3,17,25.0,0.64,13999.99,11165.668,13.028,2834.322,8047061.084,4010.043,3567.49,3441.894,641.2,649.914,1142.442,0.851,1.907,3429.476,292.114,4.549,4.869,747.566,21.343,25.251,26.709,-0.926,-0.008,0.598,19,40,0.1302,thrq26,0.00362146343,0.00262793223,0.725654781,
381,3,18,25.0,0.68,13999.979,11149.196,13.133,2850.783,8165465.054,4036.388,3561.593,3435.781,680.432,688.459,1164.801,0.854,1.922,3421.752,310.16,4.885,5.179,730.632,23.002,25.516,26.777,-0.912,-0.025,0.586,19,40,0.1644,thrq26,0.00259042764,0.00180216692,0.695702493,
402,3,19,25.0,0.72,13999.989,11132.88,13.248,2867.108,8295822.376,4064.004,3554.386,3428.31,719.963,727.563,1188.332,0.857,1.94,3412.901,324.674,5.15,5.434,712.27,24.505,25.354,26.503,-0.894,-0.008,0.572,19,40,0.178,thrq26,0.00181751559,0.00120629999,0.66370821,
423,3,20,25.0,0.76,14000.012,11117.506,13.35,2882.506,8412236.542,4089.142,3545.09,3418.67,759.835,767.235,1213.027,0.859,1.956,3401.66,340.614,5.44,5.718,694.306,26.132,25.289,26.356,-0.885,-0.001,0.559,19,40,0.1778,thrq26,0.00127036136,0.000799279718,0.629175067,
444,3,21,25.0,0.8,13999.96,11097.713,13.454,2902.247,8527803.17,4117.14,3540.067,3413.462,799.529,805.816,1237.79,0.862,1.971,3394.738,357.037,5.764,6.004,678.399,27.758,25.423,26.3,-0.877,-0.018,0.549,19,40,0.1552,thrq26,0.000885670946,0.000521762006,0.589114964,
465,3,22,25.0,0.84,13999.978,11073.615,13.564,2926.363,8647799.524,4148.662,3537.785,3411.095,839.311,845.805,1264.188,0.864,1.986,3390.44,374.814,6.063,6.308,663.198,29.473,25.449,26.305,-0.873,0.01,0.539,19,40,0.1273,thrq26,0.000602848595,0.00033087589,0.548854053,
486,3,23,25.0,0.88,13999.987,11047.056,13.676,2952.93,8769188.107,4181.984,3537.628,3410.932,878.992,885.252,1290.913,0.866,2.0,3388.317,392.128,6.366,6.601,648.938,31.143,25.509,26.293,-0.872,0.008,0.529,19,40,0.1045,thrq26,0.000407191605,0.000206113691,0.506183565,
507,3,24,25.0,0.92,13999.961,11016.844,13.793,2983.117,8895384.489,4218.338,3540.586,3414.0,919.019,924.507,1318.141,0.868,2.015,3389.375,409.308,6.676,6.886,635.698,32.776,25.603,26.278,-0.865,-0.001,0.521,19,40,0.07801,thrq26,0.000270435441,0.000125029663,0.462327212,
528,3,25,25.0,0.96,13999.975,10985.96,13.909,3014.015,9019045.66,4254.801,3543.286,3416.8,958.753,964.284,1346.339,0.87,2.029,3390.054,426.681,6.964,7.174,622.615,34.423,25.612,26.263,-0.864,0.011,0.513,19,40,0.05653,thrq26,0.000176917049,7.43842975e-05,0.42044732,
549,3,26,25.0,1.0,14000.007,10948.425,14.044,3051.581,9162834.736,4298.254,3551.9,3425.732,998.89,1004.311,1375.291,0.872,2.046,3396.959,443.069,7.224,7.431,610.474,35.971,25.562,26.178,-0.861,0.009,0.504,19,40,0.03776,thrq26,0.000112421731,4.33332025e-05,0.385452181,
570,3,27,25.0,1.04,13999.99,10911.942,14.167,3088.048,9291916.425,4339.119,3559.376,3433.483,1038.685,1043.659,1404.282,0.874,2.059,3402.48,460.36,7.513,7.705,599.154,37.537,25.616,26.174,-0.859,0.01,0.498,19,40,0.02608,thrq26,7.11317334e-05,2.59966037e-05,0.365471244,
591,3,28,25.0,1.08,13999.962,10877.245,14.275,3122.717,9403689.297,4376.648,3563.615,3437.876,1078.549,1084.258,1434.712,0.876,2.07,3404.252,479.647,7.806,8.02,587.729,39.218,25.661,26.255,-0.852,0.037,0.492,19,40,0.01741,thrq26,4.37480012e-05,1.6367243e-05,0.37412551,
612,3,29,25.0,1.12,13999.982,10839.27,14.398,3160.712,9532928.426,4418.487,3571.237,3445.777,1118.524,1124.14,1465.085,0.877,2.084,3409.845,496.319,8.071,8.282,576.608,40.72,25.635,26.2,-0.852,0.046,0.486,19,40,0.01087,thrq26,2.63519469e-05,1.16266456e-05,0.441206336,
633,3,30,25.0,1.16,13999.97,10804.627,14.501,3195.343,9637489.561,4455.076,3575.477,3450.171,1158.16,1163.471,1495.476,0.879,2.094,3411.583,514.573,8.377,8.577,566.004,42.275,25.726,26.249,-0.851,0.054,0.481,19,40,0.006839,thrq26,1.56803253e-05,9.60421221e-06,0.612500846,
654,3,31,25.0,1.2,13999.98,10780.372,14.555,3219.608,9687096.94,4478.055,3569.947,3444.44,1193.449,1201.527,1525.271,0.879,2.096,3402.535,535.653,8.665,8.947,555.495,43.958,25.778,26.475,-0.839,0.148,0.479,19,40,0.002589,thrq26,9.35691787e-06,9.18175647e-06,0.981280029,
675,3,32,25.0,1.24,14000.004,10792.427,14.397,3207.577,9489528.724,4447.255,3508.173,3380.373,1238.366,1264.075,1575.014,0.875,2.065,3328.695,588.82,9.265,10.031,535.63,47.708,26.053,27.763,-0.761,0.49,0.486,19,40,0.000512,thrq26,4.021736e-06,1.02934646e-05,2.55945802,
696,3,33,25.0,1.28,14000.003,10764.805,14.54,3235.198,9653918.187,4485.58,3505.165,3377.252,1279.711,1302.039,1605.643,0.878,2.086,3325.206,590.624,9.387,10.072,519.209,48.682,25.481,26.976,-0.752,0.516,0.474,19,40,0.0002681,thrq26,2.03756008e-06,9.91355228e-06,4.86540365,
717,3,34,25.0,1.32,13999.993,10749.828,14.586,3250.165,9700383.383,4501.55,3490.014,3361.524,1317.594,1339.003,1635.761,0.878,2.091,3306.735,604.439,9.687,10.359,505.458,50.096,25.445,26.834,-0.73,0.554,0.469,19,40,0.0002156,thrq26,1.00788213e-06,9.86892064e-06,9.79174042,
738,3,35,25.0,1.36,13999.997,10712.804,14.711,3287.193,9832623.991,4542.936,3492.379,3363.979,1361.036,1381.135,1670.425,0.88,2.105,3307.012,616.463,9.932,10.559,492.415,51.383,25.24,26.509,-0.773,0.554,0.462,19,40,0.0001048,thrq26,3.8901203e-07,9.64836909e-06,24.8022385,
759,3,36,25.0,1.4,13999.998,10711.838,14.72,3288.16,9843533.953,4544.836,3467.374,3338.012,1398.532,1412.436,1696.396,0.88,2.107,3278.763,626.129,10.35,10.811,478.165,52.632,25.398,26.314,-0.742,0.623,0.458,19,40,6.595e-05,thrq26,1.71935241e-07,9.47338049e-06,55.0985374,
780,3,37,25.0,1.44,14000.003,10664.157,14.721,3335.846,9801791.361,4574.894,3477.694,3348.732,1439.361,1457.101,1733.761,0.878,2.088,3281.007,670.074,10.999,11.543,476.272,54.596,26.342,27.379,-0.75,0.627,0.468,19,40,2.48e-05,thrq26,4.89393912e-08,8.80113112e-06,179.837357,
801,3,38,25.0,1.48,13999.997,10652.678,14.811,3347.32,9910358.568,4595.096,3461.431,3331.839,1475.522,1489.997,1761.498,0.88,2.104,3263.911,669.357,11.134,11.589,459.798,55.514,25.874,26.695,-0.697,0.692,0.458,19,40,1.804e-05,thrq26,3.23120979e-08,8.14712712e-06,252.138596,
822,3,39,25.0,1.52,14000.0,10643.559,15.033,3356.441,10198888.121,4632.988,3434.082,3303.417,1518.487,1532.941,1797.969,0.886,2.152,3240.59,641.199,10.697,11.192,429.811,56.165,23.836,24.726,-0.734,0.648,0.432,19,40,3.533e-06,thrq26,5.26961266e-08,7.6420265e-06,145.020645,
843,3,40,25.0,1.56,14000.0,10650.353,15.0,3349.647,10161615.527,4624.04,3416.578,3285.217,1550.503,1545.488,1808.679,0.885,2.147,3220.762,647.568,11.44,11.368,423.647,56.807,24.912,24.772,-0.538,0.824,0.431,19,40,2.975e-06,thrq26,6.58069084e-08,7.00232567e-06,106.40715,
25,4,1,35.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
46,4,2,35.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
67,4,3,35.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
88,4,4,35.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
109,4,5,35.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
130,4,6,35.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
151,4,7,35.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
172,4,8,35.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
193,4,9,35.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
214,4,10,35.0,0.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
235,4,11,35.0,0.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
256,4,12,35.0,0.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
277,4,13,35.0,0.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
298,4,14,35.0,0.52,14000.001,11153.29,12.67,2846.711,7604457.356,3963.36,3639.928,3516.92,531.368,537.392,1082.393,0.839,1.839,3505.631,281.557,4.424,4.592,828.963,18.76,30.696,31.596,-0.957,-0.289,0.665,19,40,0.0003463,thrq26,0.00960754417,0.00783431437,0.815433621,
319,4,15,35.0,0.56,14000.001,11088.706,12.777,2911.295,7688130.034,4020.419,3684.197,3562.717,566.592,577.218,1102.708,0.84,1.842,3547.334,330.714,5.036,5.326,834.705,21.614,33.556,34.956,-0.976,-0.038,0.67,19,40,0.01633,thrq26,0.00699386885,0.0055924356,0.799619734,
340,4,16,35.0,0.6,13999.992,11069.54,12.862,2930.452,7776725.519,4045.278,3683.909,3562.419,603.097,613.551,1122.154,0.842,1.852,3544.708,354.787,5.434,5.716,822.221,23.34,34.068,35.328,-0.963,-0.009,0.662,19,40,0.05968,thrq26,0.00519443396,0.00404267991,0.778271496,
361,4,17,35.0,0.64,13999.992,11045.657,12.953,2954.335,7870197.319,4074.1,3686.692,3565.297,641.605,651.34,1143.253,0.844,1.862,3545.002,379.868,5.854,6.116,810.34,25.116,34.582,35.677,-0.955,-0.01,0.654,19,40,0.1202,thrq26,0.00378716155,0.00288088433,0.760697484,
382,4,18,35.0,0.68,13999.999,11022.417,13.058,2977.582,7980211.423,4104.413,3687.481,3566.113,680.993,689.999,1165.711,0.846,1.874,3543.414,401.719,6.222,6.468,796.159,26.774,34.642,35.606,-0.938,-0.01,0.644,19,40,0.1688,thrq26,0.00269281724,0.00195465609,0.725877762,
403,4,19,35.0,0.72,14000.006,10995.99,13.159,3004.016,8084788.532,4136.291,3690.939,3569.688,719.929,728.144,1188.687,0.848,1.885,3544.405,424.105,6.597,6.823,783.599,28.423,34.784,35.623,-0.933,-0.011,0.635,19,40,0.1877,thrq26,0.0019163934,0.00133541308,0.696836591,
424,4,20,35.0,0.76,13999.996,10975.478,13.245,3024.518,8174376.774,4161.981,3686.808,3565.417,759.82,767.699,1213.32,0.849,1.895,3537.369,446.342,6.972,7.192,769.092,30.129,34.781,35.549,-0.922,-0.004,0.627,19,40,0.1932,thrq26,0.00134581898,0.000895067584,0.665072799,
445,4,21,35.0,0.8,13999.997,10949.863,13.337,3050.134,8269202.299,4191.959,3687.227,3565.85,799.911,806.932,1238.517,0.851,1.904,3534.943,468.475,7.352,7.549,756.022,31.785,34.834,35.49,-0.92,-0.015,0.619,19,40,0.1789,thrq26,0.000936904573,0.000593061501,0.63300097,
466,4,22,35.0,0.84,13999.988,10926.098,13.416,3073.89,8349088.657,4218.754,3684.981,3563.528,839.64,846.3,1264.519,0.852,1.912,3529.524,491.107,7.732,7.921,743.075,33.461,34.87,35.472,-0.909,-0.007,0.612,19,40,0.1571,thrq26,0.00064657972,0.000387304055,0.599004328,
487,4,23,35.0,0.88,14000.001,10896.99,13.5,3103.011,8430724.196,4249.636,3687.641,3566.278,879.298,885.351,1290.981,0.854,1.92,3528.996,514.32,8.118,8.292,731.93,35.095,34.985,35.515,-0.906,0.004,0.607,19,40,0.132,thrq26,0.000442321441,0.000251281541,0.568097115,
508,4,24,35.0,0.92,14000.034,10866.382,13.588,3133.653,8516170.574,4282.05,3691.095,3569.85,919.06,924.544,1318.168,0.855,1.927,3529.267,536.75,8.487,8.648,720.778,36.674,35.017,35.49,-0.902,-0.005,0.602,19,40,0.1041,thrq26,0.000297497143,0.000157518662,0.529479563,
529,4,25,35.0,0.96,13999.941,10834.745,13.666,3165.195,8588200.017,4313.544,3694.445,3573.314,958.87,964.314,1346.36,0.856,1.933,3529.039,560.762,8.87,9.029,710.452,38.284,35.108,35.557,-0.899,-0.007,0.598,19,40,0.08013,thrq26,0.00019741508,0.000100798869,0.510593534,
550,4,26,35.0,1.0,13999.972,10798.326,13.76,3201.646,8676866.875,4350.564,3702.338,3581.474,998.987,1003.8,1374.918,0.857,1.94,3533.651,583.324,9.231,9.374,700.674,39.778,35.135,35.529,-0.895,0.0,0.594,19,40,0.05711,thrq26,0.000128103056,6.32976516e-05,0.494115084,
571,4,27,35.0,1.04,14000.0,10765.036,13.836,3234.964,8746303.908,4383.07,3706.229,3585.495,1038.826,1043.745,1404.346,0.858,1.945,3533.787,606.731,9.597,9.742,690.635,41.3,35.157,35.542,-0.892,0.012,0.591,19,40,0.04017,thrq26,8.20814603e-05,4.06588006e-05,0.495346934,
592,4,28,35.0,1.08,14000.013,10725.325,13.927,3274.689,8827805.979,4421.696,3716.314,3595.919,1078.45,1083.295,1433.985,0.859,1.95,3540.327,629.855,9.946,10.088,682.099,42.72,35.185,35.551,-0.889,0.013,0.588,19,40,0.0271,thrq26,5.13487539e-05,2.7201273e-05,0.529735804,
613,4,29,35.0,1.12,13999.954,10692.728,13.989,3307.226,8879626.835,4451.671,3718.329,3598.002,1118.485,1123.386,1464.507,0.859,1.953,3538.109,653.76,10.326,10.469,672.409,44.194,35.232,35.588,-0.884,0.024,0.586,19,40,0.01771,thrq26,3.1649688e-05,1.97280242e-05,0.623324454,
634,4,30,35.0,1.16,13999.982,10651.416,14.083,3348.566,8964419.458,4491.917,3729.086,3609.118,1158.287,1162.974,1495.09,0.86,1.959,3545.317,675.617,10.65,10.789,663.813,45.505,35.18,35.517,-0.882,0.03,0.584,19,40,0.01093,thrq26,1.88049162e-05,1.53168221e-05,0.814511597,
655,4,31,35.0,1.2,14000.02,10630.147,14.11,3369.873,8979933.861,4509.543,3722.258,3602.062,1192.537,1198.928,1523.225,0.86,1.958,3533.995,696.947,10.98,11.156,653.816,46.829,35.137,35.543,-0.867,0.101,0.583,19,40,0.004168,thrq26,1.16796318e-05,1.32048599e-05,1.13058877,
676,4,32,35.0,1.24,13999.992,10627.959,14.036,3372.033,8885059.685,4500.63,3677.708,3556.007,1237.944,1257.74,1569.935,0.858,1.945,3479.396,734.16,11.445,11.915,632.426,49.258,34.753,35.712,-0.864,0.316,0.584,19,40,0.0005728,thrq26,5.33469347e-06,1.21450648e-05,2.27661896,
697,4,33,35.0,1.28,13999.998,10610.228,14.067,3389.77,8908505.996,4516.531,3661.025,3538.75,1277.818,1300.45,1604.355,0.858,1.945,3457.37,754.552,11.775,12.311,616.748,50.738,34.413,35.466,-0.836,0.411,0.58,19,40,0.0003838,thrq26,2.64657001e-06,1.09892562e-05,4.15226364,
718,4,34,35.0,1.32,13999.999,10568.114,14.173,3431.885,9007437.58,4559.087,3667.356,3545.299,1320.549,1344.348,1640.139,0.859,1.953,3459.81,773.862,12.053,12.608,604.671,51.997,34.082,35.145,-0.864,0.379,0.576,19,40,0.0001782,thrq26,1.144566e-06,9.91531851e-06,8.66295052,
739,4,35,35.0,1.36,14000.0,10617.506,14.081,3382.494,8932125.898,4513.689,3596.026,3471.462,1357.1,1371.029,1662.078,0.858,1.95,3383.565,776.233,12.562,12.921,578.325,53.312,33.805,34.483,-0.789,0.541,0.566,19,40,0.0001408,thrq26,6.7395905e-07,9.90764238e-06,14.7006598,
760,4,36,35.0,1.4,14000.001,10581.12,14.06,3418.881,8875614.34,4534.795,3591.984,3467.275,1402.273,1419.77,1702.508,0.857,1.938,3370.672,812.752,13.143,13.557,569.811,54.966,34.194,34.921,-0.775,0.585,0.573,19,40,5.815e-05,thrq26,2.07175034e-07,8.72078272e-06,42.093792,
781,4,37,35.0,1.44,14000.0,10511.072,14.155,3488.928,8935850.167,4594.395,3634.422,3511.221,1435.862,1452.761,1730.116,0.856,1.937,3409.222,840.166,13.442,13.844,574.458,55.638,34.642,35.333,-0.79,0.579,0.58,19,40,3.249e-05,thrq26,8.41993426e-08,7.39483221e-06,87.8252945,
802,4,38,35.0,1.48,14000.001,10529.278,14.231,3470.723,9046916.901,4592.694,3589.59,3464.794,1473.671,1484.373,1756.743,0.859,1.953,3363.415,832.008,13.642,13.894,546.63,56.695,33.671,34.091,-0.748,0.652,0.561,19,40,1.492e-05,thrq26,4.55366269e-08,6.96166489e-06,152.880554,
823,4,39,35.0,1.52,14000.0,10504.661,14.051,3495.339,8800421.215,4584.519,3575.64,3450.341,1516.633,1529.82,1795.309,0.854,1.92,3335.39,883.19,14.468,14.831,543.806,58.378,34.704,35.262,-0.773,0.618,0.581,19,40,8.253e-06,thrq26,6.58045991e-08,5.94563699e-06,90.3529129,
844,4,40,35.0,1.56,13999.999,10504.022,14.607,3495.977,9505964.913,4661.311,3538.769,3412.116,1552.294,1573.67,1832.818,0.868,2.012,3313.865,812.913,13.286,13.783,489.014,58.971,30.307,31.103,-0.589,0.806,0.517,19,40,1.129e-06,thrq26,9.53518722e-08,5.10202244e-06,53.5073128,
26,5,1,45.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
47,5,2,45.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
68,5,3,45.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
89,5,4,45.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
110,5,5,45.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
131,5,6,45.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
152,5,7,45.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
173,5,8,45.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
194,5,9,45.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
215,5,10,45.0,0.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
236,5,11,45.0,0.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
257,5,12,45.0,0.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
278,5,13,45.0,0.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
299,5,14,45.0,0.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq26,-1.0,-1.0,1.0,
320,5,15,45.0,0.56,13999.999,11001.467,12.686,2998.532,7519568.179,4063.344,3765.825,3647.065,575.539,587.863,1108.317,0.834,1.811,3625.864,392.676,5.916,6.181,880.83,24.027,40.78,41.911,-0.992,-0.11,0.714,19,40,0.0005201,thrq26,0.00692238566,0.00585547416,0.845875144,
341,5,16,45.0,0.6,14000.001,10979.416,12.729,3020.585,7555440.51,4084.039,3771.909,3653.347,605.411,617.442,1124.286,0.834,1.813,3629.383,417.759,6.311,6.566,875.926,25.498,41.562,42.578,-0.976,-0.021,0.713,19,40,0.006668,thrq26,0.00549017219,0.0045788209,0.83400315,
362,5,17,45.0,0.64,13999.997,10946.616,12.803,3053.381,7620074.87,4116.213,3784.077,3665.908,643.955,654.251,1144.914,0.835,1.818,3638.544,447.076,6.785,7.005,869.764,27.204,42.296,43.105,-0.974,-0.005,0.71,19,40,0.02115,thrq26,0.00406817021,0.00334206666,0.821515918,
383,5,18,45.0,0.68,13999.999,10922.42,12.877,3077.579,7691512.851,4142.826,3787.441,3669.381,681.054,690.061,1165.748,0.836,1.824,3638.963,471.494,7.189,7.383,859.589,28.745,42.428,43.099,-0.971,-0.014,0.704,19,40,0.04383,thrq26,0.00301250396,0.00242762873,0.805850804,
404,5,19,45.0,0.72,13999.989,10886.951,12.925,3113.037,7723954.23,4173.123,3798.857,3681.163,721.205,729.943,1189.79,0.837,1.825,3646.322,505.269,7.701,7.889,855.012,30.581,43.197,43.805,-0.962,-0.011,0.706,19,40,0.06623,thrq26,0.00217296206,0.00172165805,0.792309284,
