# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
234,3,11,25.0,0.4,22000.025,17138.134,10.329,4861.891,12220583.181,5988.202,5708.141,5630.499,399.014,420.473,1029.36,0.889,2.182,5626.42,214.27,1.733,2.181,1206.796,10.068,25.3,30.637,-0.7,-0.013,0.711,19,40,0.2216,thrq65,0.00431161793,0.00353131071,0.819022179,
255,3,12,25.0,0.44,22000.008,17124.695,10.435,4875.313,12461313.733,6019.135,5704.753,5627.065,439.123,460.094,1046.169,0.892,2.208,5622.249,232.74,1.934,2.37,1183.43,11.126,25.651,30.388,-0.719,0.01,0.691,19,40,0.1948,thrq65,0.00261716754,0.0021346251,0.815624177,
276,3,13,25.0,0.48,21999.996,17110.464,10.546,4889.532,12716207.641,6051.754,5702.213,5624.489,478.273,497.025,1062.929,0.895,2.237,5619.162,244.74,2.096,2.494,1159.477,11.919,25.506,29.499,-0.702,0.055,0.671,19,40,0.1409,thrq65,0.00166567916,0.00134270603,0.806101263,
297,3,14,25.0,0.52,22000.017,17116.102,10.618,4883.915,12896051.72,6062.069,5678.404,5600.35,518.048,534.825,1081.121,0.897,2.26,5594.341,259.362,2.294,2.654,1134.366,12.879,25.675,29.009,-0.655,0.052,0.653,19,40,0.09964,thrq65,0.00109331415,0.000862417161,0.788810015,
318,3,15,25.0,0.56,22000.011,17108.955,10.707,4891.056,13106229.153,6085.118,5665.77,5587.54,558.99,573.748,1100.896,0.899,2.286,5580.835,273.652,2.486,2.807,1110.551,13.843,25.722,28.487,-0.676,0.07,0.635,19,40,0.06213,thrq65,0.00072008156,0.000554130878,0.769539058,
339,3,16,25.0,0.6,22000.015,17107.229,10.766,4892.786,13250083.804,6098.314,5646.328,5567.824,598.919,613.395,1122.068,0.901,2.305,5560.049,294.148,2.718,3.028,1089.653,15.107,26.189,28.655,-0.664,0.05,0.621,19,40,0.04017,thrq65,0.00047922376,0.000353813783,0.738305986,
360,3,17,25.0,0.64,22000.004,17100.798,10.837,4899.206,13419024.027,6117.291,5631.867,5553.158,637.208,650.807,1142.95,0.903,2.327,5544.551,309.061,2.896,3.19,1068.707,16.129,26.154,28.352,-0.669,0.107,0.607,19,40,0.02133,thrq65,0.000324539724,0.000231009573,0.711806774,
381,3,18,25.0,0.68,22000.008,17091.415,10.894,4908.592,13553142.156,6135.749,5618.787,5539.893,676.801,689.498,1165.415,0.904,2.344,5530.085,329.512,3.137,3.41,1050.879,17.409,26.64,28.548,-0.69,0.07,0.596,19,40,0.009418,thrq65,0.000219473543,0.000149721352,0.682184041,
402,3,19,25.0,0.72,21999.994,17079.729,10.946,4920.265,13673246.498,6154.856,5607.433,5528.377,716.914,727.744,1188.442,0.906,2.359,5517.236,350.787,3.411,3.638,1034.792,18.726,27.329,28.817,-0.664,0.229,0.586,19,40,0.002998,thrq65,0.000147033614,9.59285462e-05,0.652425945,
423,3,20,25.0,0.76,22000.004,17076.01,10.983,4923.994,13762866.498,6165.11,5586.672,5507.318,753.936,767.085,1212.932,0.907,2.371,5494.688,372.765,3.613,3.881,1017.833,20.114,27.426,29.075,-0.583,0.256,0.577,19,40,0.0008579,thrq65,9.62429185e-05,5.96762657e-05,0.620058775,
444,3,21,25.0,0.8,22000.004,17070.814,11.048,4929.19,13920468.739,6182.021,5567.261,5487.626,796.786,805.43,1237.539,0.908,2.393,5474.157,384.248,3.836,4.015,996.375,21.089,27.438,28.494,-0.645,0.045,0.564,19,40,0.0003957,thrq65,6.48643108e-05,3.80197453e-05,0.586142719,
465,3,22,25.0,0.84,22000.002,17032.057,11.059,4967.945,13915298.247,6212.55,5549.358,5469.463,859.114,890.034,1294.197,0.908,2.384,5450.149,459.244,4.239,4.817,983.434,25.032,28.072,31.063,-0.585,-0.811,0.566,19,40,7.897e-06,thrq65,2.66687603e-05,1.50908172e-05,0.565861225,
486,3,23,25.0,0.88,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
507,3,24,25.0,0.92,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
528,3,25,25.0,0.96,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
549,3,26,25.0,1.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
570,3,27,25.0,1.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
591,3,28,25.0,1.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
612,3,29,25.0,1.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
633,3,30,25.0,1.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
654,3,31,25.0,1.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
675,3,32,25.0,1.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
696,3,33,25.0,1.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
717,3,34,25.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
738,3,35,25.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
759,3,36,25.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
780,3,37,25.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
801,3,38,25.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
822,3,39,25.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
843,3,40,25.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
25,4,1,35.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
46,4,2,35.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
67,4,3,35.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
88,4,4,35.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
109,4,5,35.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
130,4,6,35.0,0.2,22000.0,17242.09,9.51,4757.91,10427176.634,5750.207,5657.714,5579.37,213.612,263.462,975.806,0.867,2.006,5575.873,197.534,1.289,2.029,1346.88,8.344,36.013,48.57,-0.963,-0.192,0.853,19,40,0.08401,thrq65,0.0889955163,0.0671008974,0.753980637,
151,4,7,35.0,0.24,21999.998,17269.831,9.595,4730.167,10630946.72,5745.035,5628.262,5549.502,241.104,269.727,977.516,0.87,2.026,5546.498,182.58,1.426,1.885,1320.156,7.874,34.99,42.602,-0.913,0.046,0.829,19,40,0.4334,thrq65,0.0731040612,0.0572098978,0.782581687,
172,4,8,35.0,0.28,22000.006,17238.976,9.713,4761.03,10872772.929,5791.389,5646.124,5567.617,278.035,313.59,990.516,0.873,2.048,5563.45,215.366,1.659,2.217,1303.17,9.384,35.495,43.376,-0.854,-0.019,0.812,19,40,0.558,thrq65,0.0301948264,0.0233267285,0.772540569,
193,4,9,35.0,0.32,22000.002,17177.193,9.909,4822.809,11275455.786,5876.644,5696.399,5618.595,319.324,348.223,1002.02,0.877,2.084,5613.944,228.578,1.868,2.332,1284.388,10.091,35.044,41.027,-0.825,0.04,0.787,19,40,0.5314,thrq65,0.0151264751,0.0119363451,0.789102912,
214,4,10,35.0,0.36,21999.987,17138.283,10.047,4861.704,11563564.253,5932.936,5721.998,5644.547,358.583,384.813,1015.316,0.881,2.11,5639.076,248.451,2.103,2.523,1266.736,11.097,35.314,40.214,-0.81,0.033,0.768,19,40,0.5153,thrq65,0.00829433557,0.0066285925,0.799171031,
235,4,11,35.0,0.4,22000.011,17101.444,10.182,4898.567,11850702.562,5987.208,5744.543,5667.399,399.222,421.145,1029.635,0.884,2.138,5661.129,266.524,2.343,2.695,1248.238,12.053,35.512,39.261,-0.778,-0.011,0.749,19,40,0.4236,thrq65,0.00482197292,0.00389997405,0.808792174,
256,4,12,35.0,0.44,21999.987,17073.875,10.303,4926.111,12113931.635,6031.625,5755.695,5678.703,439.828,459.768,1046.026,0.887,2.164,5671.505,285.832,2.561,2.885,1227.786,13.105,35.263,38.44,-0.772,-0.007,0.73,19,40,0.3559,thrq65,0.00290301605,0.00235972321,0.812852263,
277,4,13,35.0,0.48,22000.008,17066.395,10.378,4933.613,12285038.698,6051.907,5746.804,5669.691,479.266,495.934,1062.419,0.889,2.182,5661.441,305.756,2.819,3.091,1208.275,14.201,35.608,38.063,-0.74,0.033,0.715,19,40,0.2902,thrq65,0.00189718779,0.00154104561,0.812278926,
298,4,14,35.0,0.52,22000.023,17053.274,10.461,4946.749,12471662.915,6077.992,5741.695,5664.513,519.482,533.901,1080.664,0.891,2.202,5655.128,325.939,3.061,3.299,1188.631,15.334,35.64,37.625,-0.719,0.023,0.7,19,40,0.215,thrq65,0.00123545947,0.000995803042,0.806018412,
319,4,15,35.0,0.56,21999.973,17042.94,10.524,4957.033,12613486.243,6098.005,5732.438,5655.129,558.46,572.423,1100.205,0.892,2.217,5644.345,349.085,3.308,3.539,1171.071,16.599,35.793,37.578,-0.704,0.023,0.688,19,40,0.171,thrq65,0.000820988149,0.000654966163,0.797777832,
340,4,16,35.0,0.6,22000.013,17033.905,10.592,4966.108,12771278.026,6118.293,5720.841,5643.373,599.087,611.214,1120.878,0.894,2.234,5631.276,369.319,3.548,3.752,1151.492,17.783,35.705,37.174,-0.703,0.031,0.675,19,40,0.1097,thrq65,0.000546788855,0.0004284303,0.783538818,
361,4,17,35.0,0.64,22000.023,17024.412,10.643,4975.611,12886608.959,6135.414,5708.426,5630.788,638.493,650.534,1142.794,0.896,2.247,5617.053,393.06,3.801,4.003,1134.863,19.104,35.814,37.172,-0.687,0.061,0.665,19,40,0.08152,thrq65,0.000365129992,0.000279063242,0.764284611,
382,4,18,35.0,0.68,22000.004,17010.054,10.694,4989.95,12999618.314,6156.234,5700.696,5622.951,678.372,688.567,1164.864,0.897,2.259,5607.541,416.005,4.069,4.243,1120.064,20.376,36.069,37.168,-0.664,0.045,0.656,19,40,0.04991,thrq65,0.000245212956,0.000182748219,0.745263338,
403,4,19,35.0,0.72,21999.994,16989.679,10.74,5010.315,13094310.363,6180.418,5697.307,5619.515,717.984,728.03,1188.618,0.898,2.268,5602.088,442.225,4.345,4.514,1107.911,21.76,36.406,37.404,-0.657,0.109,0.65,19,40,0.0295,thrq65,0.0001629951,0.000119127435,0.730865121,
424,4,20,35.0,0.76,21999.998,16982.027,10.776,5017.971,13176867.057,6193.295,5681.136,5603.12,758.345,766.315,1212.445,0.898,2.277,5583.83,464.534,4.617,4.756,1092.602,23.033,36.542,37.315,-0.624,0.113,0.642,19,40,0.01617,thrq65,0.000108767177,7.73409702e-05,0.711069047,
445,4,21,35.0,0.8,22000.01,16967.813,10.8,5032.196,13224178.835,6208.637,5669.967,5591.795,798.131,805.892,1237.839,0.899,2.281,5570.134,491.707,4.914,5.045,1081.345,24.452,36.914,37.6,-0.594,0.195,0.638,19,40,0.008128,thrq65,7.16465511e-05,5.05549506e-05,0.705615997,
466,4,22,35.0,0.84,22000.008,16964.222,10.808,5035.786,13241880.261,6212.972,5647.09,5568.597,838.318,845.981,1264.306,0.899,2.283,5544.416,518.38,5.213,5.341,1068.319,25.884,37.153,37.789,-0.554,0.207,0.634,19,40,0.004488,thrq65,4.6947036e-05,3.33310418e-05,0.709971189,
487,4,23,35.0,0.88,21999.99,16947.479,10.84,5052.511,13305202.014,6231.619,5639.113,5560.507,877.868,882.473,1289.008,0.899,2.288,5534.16,540.657,5.499,5.58,1057.151,27.086,37.399,37.782,-0.524,0.212,0.63,19,40,0.00206,thrq65,3.12843295e-05,2.24577798e-05,0.717860341,
508,4,24,35.0,0.92,21999.998,16933.563,10.789,5066.435,13169472.244,6232.033,5620.869,5542.005,918.823,928.828,1321.176,0.898,2.27,5510.989,585.505,5.913,6.065,1055.487,29.018,38.424,39.077,-0.528,0.512,0.639,19,40,0.001172,thrq65,1.98454636e-05,1.61889966e-05,0.815752983,
529,4,25,35.0,0.96,22000.0,16906.216,10.865,5093.784,13334749.912,6267.487,5626.61,5547.827,958.261,959.315,1342.784,0.899,2.286,5515.727,595.938,6.146,6.167,1042.14,29.763,38.315,38.405,-0.52,0.452,0.629,19,40,0.0004878,thrq65,1.36193212e-05,1.16444344e-05,0.854993761,
550,4,26,35.0,1.0,22000.006,16894.886,10.843,5105.12,13271750.081,6271.682,5601.173,5522.027,1001.863,1010.145,1379.557,0.898,2.277,5485.481,634.256,6.471,6.596,1032.133,31.571,38.406,38.894,-0.525,0.389,0.632,19,40,0.0002424,thrq65,7.96970562e-06,8.51877394e-06,1.06889439,
571,4,27,35.0,1.04,21999.998,16856.627,10.86,5143.372,13283402.614,6303.782,5607.903,5528.853,1039.897,1052.786,1411.079,0.898,2.274,5488.573,666.177,6.728,6.92,1027.982,32.945,38.543,39.255,-0.461,0.442,0.634,19,40,0.0001216,thrq65,4.79233358e-06,6.15538738e-06,1.28442383,
592,4,28,35.0,1.08,22000.002,16855.787,10.874,5144.215,13315744.593,6307.035,5587.853,5508.516,1080.438,1080.628,1431.971,0.898,2.278,5466.49,679.147,7.076,7.082,1015.875,33.764,38.913,38.938,-0.467,0.433,0.629,19,40,4.358e-05,thrq65,3.51954282e-06,5.36447487e-06,1.52419651,
613,4,29,35.0,1.12,22000.002,16829.313,10.881,5170.689,13312949.024,6328.426,5581.117,5501.682,1124.138,1124.266,1465.182,0.898,2.274,5455.82,708.896,7.398,7.403,1008.085,35.115,39.067,39.09,-0.382,0.66,0.631,19,40,1.044e-05,thrq65,2.09304699e-06,4.38397137e-06,2.09454036,
634,4,30,35.0,1.16,22000.002,16798.101,10.89,5201.9,13309778.944,6353.703,5589.762,5510.453,1156.647,1153.521,1487.748,0.898,2.27,5461.699,731.394,7.671,7.627,1006.924,35.993,39.491,39.35,-0.501,0.355,0.634,19,40,4.544e-06,thrq65,1.57744705e-06,4.09274799e-06,2.59453917,
655,4,31,35.0,1.2,22000.002,16776.369,10.958,5223.633,13458200.859,6383.145,5582.968,5503.56,1195.535,1190.087,1516.275,0.899,2.285,5453.222,742.663,7.832,7.755,990.232,36.869,38.856,38.612,-0.399,0.909,0.624,19,40,2.798e-06,thrq65,9.92079663e-07,3.32105014e-06,3.34756398,
676,4,32,35.0,1.24,22000.002,16726.551,10.941,5273.451,13377503.736,6417.693,5601.864,5522.728,1234.916,1229.241,1547.197,0.898,2.27,5467.407,779.737,8.195,8.117,995.496,38.07,39.603,39.37,-0.476,0.877,0.635,19,40,1.313e-06,thrq65,6.89238277e-07,3.0145502e-06,4.37374163,
697,4,33,35.0,1.28,22000.0,16764.011,10.975,5235.989,13489657.554,6395.72,5548.091,5468.177,1269.178,1249.708,1563.507,0.899,2.287,5413.341,772.465,8.401,8.121,969.087,38.559,39.009,38.179,-0.372,0.928,0.619,19,40,3.081e-07,thrq65,5.36297819e-07,2.72639045e-06,5.0837245,
718,4,34,35.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
739,4,35,35.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
760,4,36,35.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
781,4,37,35.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
802,4,38,35.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
823,4,39,35.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
844,4,40,35.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
26,5,1,45.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
47,5,2,45.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
68,5,3,45.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
89,5,4,45.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
110,5,5,45.0,0.16,22000.0,17350.901,9.144,4649.099,9702731.418,5596.147,5564.493,5484.818,172.072,198.068,960.216,0.858,1.945,5482.42,162.165,1.357,1.694,1380.535,6.7,49.01,54.958,-0.928,0.373,0.901,19,40,0.03297,thrq65,0.507477641,0.392963856,0.774347126,
131,5,6,45.0,0.2,22000.002,17327.087,9.329,4672.914,10082878.067,5649.691,5583.196,5503.791,209.933,221.53,965.329,0.863,1.978,5501.332,164.515,1.549,1.713,1353.664,6.929,45.117,47.956,-0.927,0.126,0.87,19,40,0.1556,thrq65,0.250128716,0.196939364,0.787352085,
152,5,7,45.0,0.24,22000.0,17263.126,9.458,4736.874,10325843.188,5723.968,5635.926,5557.275,241.156,266.234,976.558,0.866,1.997,5553.511,204.511,1.765,2.109,1347.92,8.627,45.316,50.189,-0.908,0.061,0.858,19,40,0.4916,thrq65,0.087047115,0.0642660856,0.738290846,
173,5,8,45.0,0.28,21999.998,17232.239,9.559,4767.759,10527209.047,5767.039,5653.976,5575.58,279.239,310.025,989.393,0.868,2.014,5570.425,239.704,2.049,2.464,1334.12,10.186,45.616,50.64,-0.859,0.02,0.844,19,40,0.7329,thrq65,0.0360394865,0.0262867939,0.729388714,
194,5,9,45.0,0.32,22000.011,17174.986,9.723,4825.026,10856040.286,5842.68,5699.079,5621.312,319.32,346.887,1001.556,0.872,2.043,5615.208,261.892,2.296,2.67,1319.183,11.229,44.888,49.023,-0.857,0.018,0.824,19,40,0.6542,thrq65,0.0178446937,0.0133930091,0.750531733,
215,5,10,45.0,0.36,21999.981,17143.795,9.828,4856.186,11070445.209,5886.679,5715.867,5638.331,360.163,386.43,1015.929,0.874,2.061,5630.886,289.652,2.589,2.945,1304.053,12.523,45.038,48.552,-0.823,0.012,0.809,19,40,0.6618,thrq65,0.00957025774,0.00750751374,0.784463048,
236,5,11,45.0,0.4,21999.985,17096.029,9.946,4903.955,11304884.881,5945.895,5748.983,5671.9,400.111,423.458,1030.583,0.877,2.081,5663.134,315.219,2.872,3.186,1292.78,13.703,45.288,48.107,-0.824,0.036,0.796,19,40,0.5938,thrq65,0.00562595576,0.00459835446,0.817346334,
257,5,12,45.0,0.44,21999.985,17050.756,10.057,4949.228,11526721.058,6001.798,5779.201,5702.527,439.555,458.883,1045.637,0.879,2.101,5692.445,338.931,3.148,3.407,1281.704,14.812,45.459,47.612,-0.821,-0.018,0.784,19,40,0.5815,thrq65,0.00352182239,0.00297323242,0.844231248,
278,5,13,45.0,0.48,21999.977,17016.09,10.151,4983.887,11719530.707,6046.376,5796.861,5720.423,479.592,496.398,1062.636,0.881,2.117,5708.832,363.971,3.422,3.648,1268.647,16.008,45.418,47.157,-0.815,0.002,0.772,19,40,0.4629,thrq65,0.00224439474,0.00193812314,0.863539338,
299,5,14,45.0,0.52,22000.025,16991.77,10.221,5008.255,11865459.337,6078.493,5803.644,5727.297,519.135,533.004,1080.221,0.883,2.131,5714.074,388.962,3.706,3.894,1255.794,17.21,45.521,46.866,-0.792,0.003,0.762,19,40,0.4094,thrq65,0.00148678361,0.0013072344,0.87923646,
320,5,15,45.0,0.56,21999.985,16970.484,10.278,5029.501,11980976.55,6105.478,5804.914,5728.584,559.398,572.406,1100.197,0.884,2.141,5713.384,417.027,3.998,4.175,1243.159,18.544,45.585,46.765,-0.784,0.035,0.754,19,40,0.3439,thrq65,0.000983247766,0.000883179484,0.898226798,
341,5,16,45.0,0.6,22000.013,16955.704,10.315,5044.31,12058013.208,6123.975,5799.048,5722.64,599.119,611.202,1120.871,0.885,2.148,5705.29,445.276,4.299,4.463,1231.143,19.884,45.75,46.763,-0.765,0.048,0.747,19,40,0.2654,thrq65,0.000663189276,0.00061190594,0.922671616,
362,5,17,45.0,0.64,22000.008,16928.864,10.366,5071.144,12158575.422,6154.273,5804.005,5727.663,638.754,650.455,1142.749,0.886,2.156,5708.075,473.285,4.58,4.74,1220.66,21.193,45.762,46.687,-0.753,0.05,0.741,19,40,0.2079,thrq65,0.000441554672,0.000415600982,0.941222012,
383,5,18,45.0,0.68,21999.96,16900.12,10.413,5099.84,12247087.683,6185.1,5810.631,5734.377,678.966,688.491,1164.819,0.887,2.163,5712.48,500.65,4.877,5.009,1211.669,22.45,45.926,46.65,-0.739,0.04,0.737,19,40,0.1546,thrq65,0.000297182618,0.000284828508,0.958429217,
404,5,19,45.0,0.72,22000.029,16867.769,10.456,5132.259,12324812.169,6218.111,5819.019,5742.877,718.713,728.409,1188.85,0.887,2.168,5718.373,529.946,5.161,5.295,1203.712,23.762,45.99,46.68,-0.73,0.047,0.733,19,40,0.1101,thrq65,0.000196298017,0.000192095817,0.978592753,
