# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
#! i_b[i,0]/ i_x[i,1]/ i_y[i,2]/ xb[f,3]/ yb[f,4]/ Ei[f,5]/ kf[f,6]/ th_e[f,7]/ omega[f,8]/ Q2_calc[f,9]/ q_lab[f,10]/ Ep_calc[f,11]/ pf[f,12]/ pm_mc[f,13]/ pm[f,14]/ En_calc[f,15]/ beta_cm[f,16]/ gamma_cm[f,17]/ PfPar_q[f,18]/ PfPerp_q[f,19]/ theta_pq[f,20]/ theta_pq_calc[f,21]/ PfPar_cm[f,22]/ th_pq_cm[f,23]/ th_nq_mc[f,24]/ th_nq_calc[f,25]/ cos_phi[f,26]/ sin_phi[f,27]/ alpha_c[f,28]/ nx[i,29]/ ny[i,30]/ cont[f,31]/ kin[s,32]/ crs0[f,33]/ crs12[f,34]/ ratio[f,35]/ 
22 1 1 5.0 0.0 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
43 1 2 5.0 0.04 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
64 1 3 5.0 0.08 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
85 1 4 5.0 0.12 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
106 1 5 5.0 0.16 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
127 1 6 5.0 0.2 0.0 0.0 0.0 -0.511 0.0 0.511 938.272 0.0 0.0 0.0 939.566 0.0 1.0 0.255 0.0 0.0 0.0 -0.0 180.0 0.0 -1.0 0.0 0.0 1.0 19 40 0.0 thrq65 -1.0 -1.0 1.0 
148 1 7 5.0 0.24 14000.001 9357.222 16.668 4642.779 11008221.192 5706.454 5551.528 5471.664 236.631 228.116 966.862 0.875 2.069 5471.935 27.875 0.292 0.292 1266.032 1.261 6.78 0.0 -0.391 0.367 0.786 19 40 0.007101 thrq65 0.0436436459 0.038467925 0.881409526 
169 1 8 5.0 0.28 14000.002 9304.985 17.038 4695.017 11434300.344 5785.973 5583.594 5504.195 284.23 302.407 987.033 0.881 2.11 5503.154 107.067 0.367 1.115 1237.288 4.946 7.162 20.735 -0.825 -0.156 0.75 19 40 0.02168 thrq65 0.00917896349 0.00778911542 0.848583341 
190 1 9 5.0 0.32 14000.0 9285.495 17.269 4714.505 11720081.496 5826.375 5589.196 5509.878 318.725 345.045 1000.92 0.884 2.14 5508.257 133.631 0.356 1.39 1212.979 6.287 6.189 22.786 -0.521 0.252 0.727 19 40 0.0142 thrq65 0.0041062762 0.00344434148 0.838799298 
211 1 10 5.0 0.36 14000.002 9274.63 17.537 4725.372 12069715.714 5865.054 5586.745 5507.391 360.878 381.961 1014.238 0.889 2.179 5505.859 129.896 0.463 1.351 1181.137 6.276 7.096 19.882 -0.485 -0.198 0.697 19 40 0.01393 thrq65 0.00220457115 0.00185335637 0.840687931 
