# histogram parameters 
# dx = 5.0
# dy = 0.04
# nx = 38
# ny = 40
# xmin = 0.0
# ymin = -0.02

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
1132,12,28,57.500,1.080,10545.766,7489.520,14.319,3056.246,3056.246,4907324.841,3774.647,3485.659,3357.003,1099.414,1099.412,1446.199,3219.999,949.249,16.425,16.425,47.890,59.702,59.702,-0.788,0.615,0.949,4.327E-06
1172,12,29,57.500,1.120,10546.133,7436.949,14.392,3109.185,3109.184,4922995.875,3819.689,3520.509,3393.173,1123.086,1123.101,1464.288,3251.874,968.990,16.593,16.593,48.325,59.627,59.630,-0.803,0.132,0.954,1.399E-05
1212,12,30,57.500,1.160,10543.717,7355.718,14.471,3188.000,3187.999,4921027.897,3883.860,3572.028,3446.597,1158.417,1158.463,1491.583,3298.441,999.661,16.860,16.861,48.945,59.642,59.646,-0.828,0.122,0.964,3.022E-05
1252,12,31,57.500,1.200,10546.152,7310.905,14.494,3235.247,3235.247,4907971.773,3921.070,3598.326,3473.844,1185.309,1185.316,1512.534,3320.192,1021.723,17.106,17.105,49.508,59.540,59.540,-0.817,-0.169,0.970,3.736E-06
253,13,6,62.500,0.200,10548.956,8136.415,13.786,2412.540,2412.540,4944788.743,3281.027,3323.276,3188.073,219.555,219.551,964.877,3182.044,195.972,3.524,3.524,11.165,63.203,63.202,-0.995,0.098,0.922,3.414E-02
293,13,7,62.500,0.240,10548.135,8136.752,13.838,2411.382,2411.383,4982186.612,3285.872,3317.185,3181.723,240.042,240.307,969.810,3174.587,212.986,3.832,3.838,12.212,62.380,62.413,-0.933,-0.325,0.914,1.399E-01
333,13,8,62.500,0.280,10545.243,8126.444,13.844,2418.801,2418.799,4978738.611,3290.795,3313.484,3177.865,281.734,281.843,980.928,3167.733,253.557,4.574,4.576,14.529,64.095,64.111,-0.938,-0.146,0.913,1.288E-01
373,13,9,62.500,0.320,10546.042,8116.209,13.889,2429.833,2429.833,5005329.423,3302.941,3313.818,3178.213,316.860,317.082,991.628,3165.348,285.673,5.152,5.157,16.387,64.259,64.282,-0.925,0.084,0.909,6.987E-02
413,13,10,62.500,0.360,10546.324,8107.944,13.898,2438.379,2438.379,5006619.512,3309.428,3306.792,3170.886,362.669,362.860,1007.200,3153.893,327.836,5.930,5.934,18.818,64.599,64.619,-0.918,-0.004,0.906,3.475E-02
453,13,11,62.500,0.400,10547.848,8109.137,13.888,2438.711,2438.711,5001041.285,3308.830,3299.927,3163.727,382.387,382.382,1014.397,3144.813,345.420,6.268,6.268,19.851,64.600,64.600,-0.731,0.682,0.905,4.292E-03
