# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 2.90 GeV (step: 0.10) 
# x-Bjorken (xbj) = 0.50 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.2000 	 0.7000 	 8.3413 	 10.4159 	 2.9784 	 31.5148 	 2.7882 	 32.7428 	 161.3886 	 1.2280 	 2.9000
  0.2000 	 0.8000 	 8.6173 	 10.2473 	 2.6877 	 32.9311 	 2.5752 	 36.5333 	 122.3997 	 3.6023 	 2.9000
  0.2000 	 0.7000 	 8.2652 	 10.6433 	 3.0581 	 31.0818 	 2.8663 	 32.1793 	 162.9702 	 1.0975 	 3.0000
  0.2000 	 0.8000 	 8.5506 	 10.4636 	 2.7581 	 32.4672 	 2.6445 	 35.9596 	 122.8527 	 3.4924 	 3.0000
  0.2000 	 0.9000 	 8.7727 	 10.3300 	 2.5225 	 34.8680 	 2.4810 	 39.3502 	 99.7176 	 4.4822 	 3.0000
  0.3000 	 0.6000 	 7.9733 	 10.6542 	 3.3355 	 25.4973 	 3.0877 	 28.5167 	 144.1505 	 3.0194 	 2.9000
  0.3000 	 0.7000 	 8.3413 	 10.4159 	 2.9515 	 27.7146 	 2.7882 	 32.7428 	 120.4265 	 5.0282 	 2.9000
  0.3000 	 0.8000 	 8.6173 	 10.2473 	 2.6605 	 30.2340 	 2.5752 	 36.5333 	 103.3353 	 6.2993 	 2.9000
  0.3000 	 0.9000 	 8.8319 	 10.1217 	 2.4317 	 32.8410 	 2.4184 	 39.9266 	 88.9977 	 7.0856 	 2.9000
  0.3000 	 0.6000 	 7.8845 	 10.8979 	 3.4277 	 25.0871 	 3.1780 	 27.9733 	 144.8795 	 2.8861 	 3.0000
  0.3000 	 0.7000 	 8.2652 	 10.6433 	 3.0313 	 27.3067 	 2.8663 	 32.1793 	 120.8779 	 4.8727 	 3.0000
  0.3000 	 0.8000 	 8.5506 	 10.4636 	 2.7310 	 29.8321 	 2.6445 	 35.9596 	 103.6653 	 6.1275 	 3.0000
  0.3000 	 0.9000 	 8.7727 	 10.3300 	 2.4950 	 32.4450 	 2.4810 	 39.3502 	 89.2276 	 6.9052 	 3.0000
  0.4000 	 0.5000 	 7.4582 	 11.0171 	 3.8320 	 19.7550 	 3.5289 	 23.8216 	 137.2043 	 4.0666 	 2.9000
  0.4000 	 0.6000 	 7.9733 	 10.6542 	 3.2993 	 22.4199 	 3.0877 	 28.5167 	 118.8323 	 6.0968 	 2.9000
  0.4000 	 0.7000 	 8.3413 	 10.4159 	 2.9149 	 25.1118 	 2.7882 	 32.7428 	 104.6052 	 7.6310 	 2.9000
  0.4000 	 0.8000 	 8.6173 	 10.2473 	 2.6234 	 27.7718 	 2.5752 	 36.5333 	 92.5277 	 8.7616 	 2.9000
  0.4000 	 0.9000 	 8.8319 	 10.1217 	 2.3943 	 30.4086 	 2.4184 	 39.9266 	 81.8002 	 9.5180 	 2.9000
  0.4000 	 1.0000 	 9.0036 	 10.0245 	 2.2088 	 33.0471 	 2.2996 	 42.9630 	 71.9714 	 9.9158 	 2.9000
  0.4000 	 0.5000 	 7.3516 	 11.2873 	 3.9417 	 19.3981 	 3.6364 	 23.3098 	 137.7590 	 3.9117 	 3.0000
  0.4000 	 0.6000 	 7.8845 	 10.8979 	 3.3915 	 22.0680 	 3.1780 	 27.9733 	 119.2696 	 5.9052 	 3.0000
  0.4000 	 0.7000 	 8.2652 	 10.6433 	 2.9947 	 24.7657 	 2.8663 	 32.1793 	 104.9755 	 7.4136 	 3.0000
  0.4000 	 0.8000 	 8.5506 	 10.4636 	 2.6941 	 27.4316 	 2.6445 	 35.9596 	 92.8364 	 8.5279 	 3.0000
  0.4000 	 0.9000 	 8.7727 	 10.3300 	 2.4578 	 30.0746 	 2.4810 	 39.3502 	 82.0431 	 9.2756 	 3.0000
  0.4000 	 1.0000 	 8.9503 	 10.2267 	 2.2666 	 32.7198 	 2.3571 	 42.3897 	 72.1404 	 9.6699 	 3.0000
  0.5000 	 0.5000 	 7.4582 	 11.0171 	 3.7876 	 17.1124 	 3.5289 	 23.8216 	 117.7461 	 6.7093 	 2.9000
  0.5000 	 0.6000 	 7.9733 	 10.6542 	 3.2544 	 19.9884 	 3.0877 	 28.5167 	 105.1515 	 8.5283 	 2.9000
  0.5000 	 0.7000 	 8.3413 	 10.4159 	 2.8695 	 22.7368 	 2.7882 	 32.7428 	 94.3198 	 10.0060 	 2.9000
  0.5000 	 0.8000 	 8.6173 	 10.2473 	 2.5776 	 25.3965 	 2.5752 	 36.5333 	 84.7025 	 11.1368 	 2.9000
  0.5000 	 0.9000 	 8.8319 	 10.1217 	 2.3479 	 28.0027 	 2.4184 	 39.9266 	 75.9763 	 11.9239 	 2.9000
  0.5000 	 1.0000 	 9.0036 	 10.0245 	 2.1619 	 30.5878 	 2.2996 	 42.9630 	 67.9143 	 12.3752 	 2.9000
  0.5000 	 1.1000 	 9.1441 	 9.9470 	 2.0078 	 33.1847 	 2.2077 	 45.6820 	 60.3361 	 12.4974 	 2.9000
  0.5000 	 0.5000 	 7.3516 	 11.2873 	 3.8973 	 16.8150 	 3.6364 	 23.3098 	 118.1544 	 6.4949 	 3.0000
  0.5000 	 0.6000 	 7.8845 	 10.8979 	 3.3467 	 19.6973 	 3.1780 	 27.9733 	 105.5352 	 8.2760 	 3.0000
  0.5000 	 0.7000 	 8.2652 	 10.6433 	 2.9495 	 22.4521 	 2.8663 	 32.1793 	 94.6734 	 9.7272 	 3.0000
  0.5000 	 0.8000 	 8.5506 	 10.4636 	 2.6483 	 25.1186 	 2.6445 	 35.9596 	 85.0176 	 10.8410 	 3.0000
  0.5000 	 0.9000 	 8.7727 	 10.3300 	 2.4115 	 27.7318 	 2.4810 	 39.3502 	 76.2439 	 11.6184 	 3.0000
  0.5000 	 1.0000 	 8.9503 	 10.2267 	 2.2198 	 30.3244 	 2.3571 	 42.3897 	 68.1258 	 12.0653 	 3.0000
  0.5000 	 1.1000 	 9.0957 	 10.1444 	 2.0611 	 32.9293 	 2.2610 	 45.1161 	 60.4822 	 12.1868 	 3.0000
  0.6000 	 0.5000 	 7.4582 	 11.0171 	 3.7356 	 14.9238 	 3.5289 	 23.8216 	 105.6380 	 8.8978 	 2.9000
  0.6000 	 0.6000 	 7.9733 	 10.6542 	 3.2018 	 17.7670 	 3.0877 	 28.5167 	 95.5391 	 10.7497 	 2.9000
  0.6000 	 0.7000 	 8.3413 	 10.4159 	 2.8163 	 20.4649 	 2.7882 	 32.7428 	 86.5348 	 12.2779 	 2.9000
  0.6000 	 0.8000 	 8.6173 	 10.2473 	 2.5238 	 23.0672 	 2.5752 	 36.5333 	 78.3855 	 13.4661 	 2.9000
  0.6000 	 0.9000 	 8.8319 	 10.1217 	 2.2934 	 25.6121 	 2.4184 	 39.9266 	 70.9179 	 14.3145 	 2.9000
  0.6000 	 1.0000 	 9.0036 	 10.0245 	 2.1067 	 28.1322 	 2.2996 	 42.9630 	 63.9927 	 14.8308 	 2.9000
  0.6000 	 1.1000 	 9.1441 	 9.9470 	 1.9519 	 30.6581 	 2.2077 	 45.6820 	 57.4902 	 15.0239 	 2.9000
  0.6000 	 1.2000 	 9.2612 	 9.8837 	 1.8211 	 33.2217 	 2.1351 	 48.1210 	 51.2996 	 14.8993 	 2.9000
  0.6000 	 0.5000 	 7.3516 	 11.2873 	 3.8454 	 14.6841 	 3.6364 	 23.3098 	 106.0120 	 8.6257 	 3.0000
  0.6000 	 0.6000 	 7.8845 	 10.8979 	 3.2943 	 17.5356 	 3.1780 	 27.9733 	 95.9120 	 10.4377 	 3.0000
