# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.4000 	 1.0000 	 8.6839 	 11.2173 	 2.5526 	 48.3634 	 2.6417 	 39.7515 	 72.8558 	 8.6119 	 3.5000
  0.4000 	 1.0000 	 8.6306 	 11.4121 	 2.6093 	 47.6930 	 2.6982 	 39.2641 	 72.9776 	 8.4289 	 3.6000
  0.4000 	 1.0000 	 8.5773 	 11.6061 	 2.6659 	 47.0425 	 2.7546 	 38.7886 	 73.0936 	 8.2539 	 3.7000
  0.4000 	 1.1000 	 8.7565 	 11.4863 	 2.4750 	 49.8413 	 2.6292 	 41.5444 	 63.2371 	 8.2969 	 3.7000
  0.4000 	 1.0000 	 8.5240 	 11.7993 	 2.7223 	 46.4108 	 2.8108 	 38.3244 	 73.2040 	 8.0864 	 3.8000
  0.4000 	 1.1000 	 8.7081 	 11.6734 	 2.5268 	 49.2111 	 2.6812 	 41.0821 	 63.2823 	 8.1290 	 3.8000
  0.4000 	 1.0000 	 8.4707 	 11.9917 	 2.7786 	 45.7969 	 2.8669 	 37.8710 	 73.3094 	 7.9259 	 3.9000
  0.4000 	 1.1000 	 8.6596 	 11.8597 	 2.5784 	 48.5983 	 2.7331 	 40.6301 	 63.3244 	 7.9682 	 3.9000
  0.4000 	 1.0000 	 8.4174 	 12.1836 	 2.8348 	 45.1998 	 2.9229 	 37.4278 	 73.4101 	 7.7720 	 4.0000
  0.4000 	 1.1000 	 8.6112 	 12.0452 	 2.6299 	 48.0019 	 2.7848 	 40.1880 	 63.3637 	 7.8139 	 4.0000
  0.4000 	 1.0000 	 8.3641 	 12.3749 	 2.8909 	 44.6187 	 2.9789 	 36.9946 	 73.5064 	 7.6241 	 4.1000
  0.4000 	 1.1000 	 8.5628 	 12.2300 	 2.6813 	 47.4210 	 2.8364 	 39.7553 	 63.4003 	 7.6657 	 4.1000
  0.4000 	 1.2000 	 8.7283 	 12.1131 	 2.5052 	 49.6333 	 2.7231 	 42.2688 	 53.3993 	 7.3645 	 4.1000
  0.4000 	 1.0000 	 8.3108 	 12.5658 	 2.9468 	 44.0527 	 3.0347 	 36.5707 	 73.5985 	 7.4820 	 4.2000
  0.4000 	 1.1000 	 8.5143 	 12.4141 	 2.7325 	 46.8550 	 2.8879 	 39.3317 	 63.4345 	 7.5233 	 4.2000
  0.4000 	 1.2000 	 8.6839 	 12.2919 	 2.5526 	 49.0715 	 2.7710 	 41.8480 	 53.3600 	 7.2234 	 4.2000
  0.4000 	 1.0000 	 8.2576 	 12.7562 	 3.0027 	 43.5012 	 3.0904 	 36.1558 	 73.6868 	 7.3454 	 4.3000
  0.4000 	 1.1000 	 8.4659 	 12.5977 	 2.7837 	 46.3031 	 2.9393 	 38.9168 	 63.4665 	 7.3863 	 4.3000
  0.4000 	 1.2000 	 8.6395 	 12.4700 	 2.5999 	 48.5233 	 2.8189 	 41.4356 	 53.3203 	 7.0878 	 4.3000
  0.4000 	 1.0000 	 8.2043 	 12.9464 	 3.0585 	 42.9634 	 3.1461 	 35.7496 	 73.7715 	 7.2138 	 4.4000
  0.4000 	 1.1000 	 8.4174 	 12.7807 	 2.8348 	 45.7646 	 2.9906 	 38.5102 	 63.4965 	 7.2544 	 4.4000
  0.4000 	 1.2000 	 8.5951 	 12.6474 	 2.6470 	 47.9883 	 2.8667 	 41.0311 	 53.2802 	 6.9572 	 4.4000
  0.4000 	 1.3000 	 8.7454 	 12.5378 	 2.4870 	 49.5891 	 2.7664 	 43.3344 	 42.6396 	 6.2547 	 4.4000
  0.4000 	 1.5000 	 8.9858 	 12.3682 	 2.2281 	 49.6879 	 2.6160 	 47.3702 	 13.0179 	 2.3176 	 4.4000
  0.4000 	 1.0000 	 8.1510 	 13.1362 	 3.1142 	 42.4386 	 3.2016 	 35.3516 	 73.8528 	 7.0870 	 4.5000
  0.4000 	 1.1000 	 8.3690 	 12.9632 	 2.8858 	 45.2389 	 3.0418 	 38.1116 	 63.5246 	 7.1273 	 4.5000
  0.4000 	 1.2000 	 8.5506 	 12.8242 	 2.6941 	 47.4657 	 2.9143 	 40.6343 	 53.2399 	 6.8315 	 4.5000
  0.4000 	 1.3000 	 8.7044 	 12.7100 	 2.5307 	 49.0714 	 2.8112 	 42.9412 	 42.5033 	 6.1302 	 4.5000
  0.4000 	 1.4000 	 8.8361 	 12.6145 	 2.3897 	 49.8979 	 2.7265 	 45.0528 	 30.3048 	 4.8451 	 4.5000
  0.4000 	 1.5000 	 8.9503 	 12.5334 	 2.2666 	 49.0971 	 2.6563 	 46.9882 	 12.0359 	 2.1089 	 4.5000
  0.4000 	 1.0000 	 8.0977 	 13.3258 	 3.1698 	 41.9264 	 3.2571 	 34.9615 	 73.9309 	 6.9648 	 4.6000
  0.4000 	 1.1000 	 8.3205 	 13.1454 	 2.9367 	 44.7254 	 3.0929 	 37.7207 	 63.5509 	 7.0048 	 4.6000
  0.4000 	 1.2000 	 8.5062 	 13.0005 	 2.7411 	 46.9551 	 2.9619 	 40.2449 	 53.1993 	 6.7103 	 4.6000
  0.4000 	 1.3000 	 8.6634 	 12.8815 	 2.5744 	 48.5654 	 2.8558 	 42.5552 	 42.3685 	 6.0103 	 4.6000
  0.4000 	 1.4000 	 8.7981 	 12.7821 	 2.4306 	 49.3922 	 2.7687 	 44.6715 	 30.0055 	 4.7207 	 4.6000
  0.4000 	 1.5000 	 8.9148 	 12.6978 	 2.3050 	 48.5079 	 2.6964 	 46.6126 	 10.9866 	 1.8952 	 4.6000
  0.4000 	 1.0000 	 8.0444 	 13.5153 	 3.2253 	 41.4260 	 3.3126 	 34.5791 	 74.0060 	 6.8469 	 4.7000
  0.4000 	 1.1000 	 8.2721 	 13.3272 	 2.9875 	 44.2236 	 3.1439 	 37.3371 	 63.5755 	 6.8865 	 4.7000
  0.4000 	 1.2000 	 8.4618 	 13.1762 	 2.7880 	 46.4559 	 3.0094 	 39.8626 	 53.1587 	 6.5934 	 4.7000
  0.4000 	 1.3000 	 8.6224 	 13.0524 	 2.6180 	 48.0706 	 2.9003 	 42.1759 	 42.2352 	 5.8947 	 4.7000
  0.4000 	 1.4000 	 8.7600 	 12.9491 	 2.4713 	 48.8976 	 2.8108 	 44.2967 	 29.7083 	 4.6008 	 4.7000
  0.4000 	 1.5000 	 8.8793 	 12.8614 	 2.3433 	 47.9162 	 2.7364 	 46.2433 	 9.8478 	 1.6730 	 4.7000
  0.4000 	 1.0000 	 7.9911 	 13.7047 	 3.2808 	 40.9370 	 3.3679 	 34.2039 	 74.0782 	 6.7331 	 4.8000
  0.4000 	 1.1000 	 8.2236 	 13.5086 	 3.0382 	 43.7330 	 3.1949 	 36.9607 	 63.5987 	 6.7723 	 4.8000
  0.4000 	 1.2000 	 8.4174 	 13.3515 	 2.8348 	 45.9677 	 3.0567 	 39.4871 	 53.1180 	 6.4805 	 4.8000
  0.4000 	 1.3000 	 8.5814 	 13.2228 	 2.6615 	 47.5865 	 2.9447 	 41.8033 	 42.1033 	 5.7832 	 4.8000
  0.4000 	 1.4000 	 8.7219 	 13.1153 	 2.5120 	 48.4134 	 2.8527 	 43.9282 	 29.4133 	 4.4852 	 4.8000
  0.4000 	 1.5000 	 8.8437 	 13.0243 	 2.3815 	 47.3164 	 2.7763 	 45.8799 	 8.5837 	 1.4365 	 4.8000
  0.4000 	 1.0000 	 7.9378 	 13.8941 	 3.3362 	 40.4589 	 3.4232 	 33.8358 	 74.1478 	 6.6231 	 4.9000
  0.4000 	 1.1000 	 8.1752 	 13.6899 	 3.0889 	 43.2531 	 3.2458 	 36.5911 	 63.6205 	 6.6620 	 4.9000
  0.4000 	 1.2000 	 8.3730 	 13.5264 	 2.8815 	 45.4898 	 3.1040 	 39.1183 	 53.0773 	 6.3716 	 4.9000
  0.4000 	 1.3000 	 8.5404 	 13.3926 	 2.7049 	 47.1127 	 2.9891 	 41.4370 	 41.9730 	 5.6757 	 4.9000
  0.4000 	 1.4000 	 8.6839 	 13.2810 	 2.5526 	 47.9394 	 2.8946 	 43.5658 	 29.1204 	 4.3736 	 4.9000
  0.4000 	 1.5000 	 8.8082 	 13.1865 	 2.4197 	 46.6976 	 2.8161 	 45.5223 	 7.1271 	 1.1752 	 4.9000
  0.4000 	 1.0000 	 7.8845 	 14.0834 	 3.3915 	 39.9912 	 3.4784 	 33.4745 	 74.2149 	 6.5167 	 5.0000
  0.4000 	 1.1000 	 8.1268 	 13.8709 	 3.1395 	 42.7834 	 3.2966 	 36.2280 	 63.6409 	 6.5553 	 5.0000
  0.4000 	 1.2000 	 8.3286 	 13.7010 	 2.9282 	 45.0221 	 3.1512 	 38.7558 	 53.0366 	 6.2663 	 5.0000
  0.4000 	 1.3000 	 8.4994 	 13.5619 	 2.7483 	 46.6486 	 3.0333 	 41.0768 	 41.8442 	 5.5719 	 5.0000
  0.4000 	 1.4000 	 8.6458 	 13.4461 	 2.5931 	 47.4750 	 2.9363 	 43.2092 	 28.8296 	 4.2658 	 5.0000
  0.4000 	 1.5000 	 8.7727 	 13.3481 	 2.4578 	 46.0352 	 2.8557 	 45.1704 	 5.3214 	 0.8648 	 5.0000
