# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.5000 	 1.0000 	 8.6306 	 11.4121 	 2.5634 	 49.7684 	 2.6982 	 39.2641 	 69.1722 	 10.5042 	 3.6000
  0.5000 	 1.0000 	 8.5773 	 11.6061 	 2.6201 	 49.0731 	 2.7546 	 38.7886 	 69.3169 	 10.2845 	 3.7000
  0.5000 	 1.0000 	 8.5240 	 11.7993 	 2.6766 	 48.3986 	 2.8108 	 38.3244 	 69.4548 	 10.0742 	 3.8000
  0.5000 	 1.0000 	 8.4707 	 11.9917 	 2.7330 	 47.7437 	 2.8669 	 37.8710 	 69.5862 	 9.8727 	 3.9000
  0.5000 	 1.0000 	 8.4174 	 12.1836 	 2.7893 	 47.1073 	 2.9229 	 37.4278 	 69.7118 	 9.6795 	 4.0000
  0.5000 	 1.1000 	 8.6112 	 12.0452 	 2.5840 	 49.9805 	 2.7848 	 40.1880 	 61.5200 	 9.7925 	 4.0000
  0.5000 	 1.0000 	 8.3641 	 12.3749 	 2.8455 	 46.4886 	 2.9789 	 36.9946 	 69.8318 	 9.4940 	 4.1000
  0.5000 	 1.1000 	 8.5628 	 12.2300 	 2.6355 	 49.3615 	 2.8364 	 39.7553 	 61.5939 	 9.6062 	 4.1000
  0.5000 	 1.0000 	 8.3108 	 12.5658 	 2.9015 	 45.8865 	 3.0347 	 36.5707 	 69.9467 	 9.3158 	 4.2000
  0.5000 	 1.1000 	 8.5143 	 12.4141 	 2.6869 	 48.7588 	 2.8879 	 39.3317 	 61.6639 	 9.4271 	 4.2000
  0.5000 	 1.0000 	 8.2576 	 12.7562 	 2.9575 	 45.3003 	 3.0904 	 36.1558 	 70.0567 	 9.1445 	 4.3000
  0.5000 	 1.1000 	 8.4659 	 12.5977 	 2.7381 	 48.1717 	 2.9393 	 38.9168 	 61.7303 	 9.2549 	 4.3000
  0.5000 	 1.0000 	 8.2043 	 12.9464 	 3.0133 	 44.7292 	 3.1461 	 35.7496 	 70.1623 	 8.9796 	 4.4000
  0.5000 	 1.1000 	 8.4174 	 12.7807 	 2.7893 	 47.5993 	 2.9906 	 38.5102 	 61.7934 	 9.0891 	 4.4000
  0.5000 	 1.2000 	 8.5951 	 12.6474 	 2.6012 	 49.9298 	 2.8667 	 41.0311 	 53.5855 	 8.8987 	 4.4000
  0.5000 	 1.0000 	 8.1510 	 13.1362 	 3.0691 	 44.1724 	 3.2016 	 35.3516 	 70.2635 	 8.8208 	 4.5000
  0.5000 	 1.1000 	 8.3690 	 12.9632 	 2.8404 	 47.0410 	 3.0418 	 38.1116 	 61.8534 	 8.9294 	 4.5000
  0.5000 	 1.2000 	 8.5506 	 12.8242 	 2.6483 	 49.3742 	 2.9143 	 40.6343 	 53.5940 	 8.7399 	 4.5000
  0.5000 	 1.0000 	 8.0977 	 13.3258 	 3.1248 	 43.6292 	 3.2571 	 34.9615 	 70.3608 	 8.6677 	 4.6000
  0.5000 	 1.1000 	 8.3205 	 13.1454 	 2.8913 	 46.4961 	 3.0929 	 37.7207 	 61.9104 	 8.7754 	 4.6000
  0.5000 	 1.2000 	 8.5062 	 13.0005 	 2.6954 	 48.8318 	 2.9619 	 40.2449 	 53.6007 	 8.5869 	 4.6000
  0.5000 	 1.0000 	 8.0444 	 13.5153 	 3.1804 	 43.0991 	 3.3126 	 34.5791 	 70.4543 	 8.5200 	 4.7000
  0.5000 	 1.1000 	 8.2721 	 13.3272 	 2.9422 	 45.9640 	 3.1439 	 37.3371 	 61.9648 	 8.6269 	 4.7000
  0.5000 	 1.2000 	 8.4618 	 13.1762 	 2.7424 	 48.3019 	 3.0094 	 39.8626 	 53.6059 	 8.4393 	 4.7000
