# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 4.000 GeV
# 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.1000 	 2.3529 	 34.9783 	 2.4011 	 34.7079 	 2.4725 	 33.0615 	 43.6198 	 1.6464 	 3.4000
  0.1000 	 1.1000 	 2.3044 	 35.8896 	 2.4530 	 33.9475 	 2.5249 	 32.3468 	 43.2515 	 1.6007 	 3.5000
  0.1000 	 1.1000 	 2.2560 	 36.8192 	 2.5048 	 33.1992 	 2.5771 	 31.6421 	 42.8921 	 1.5571 	 3.6000
  0.1000 	 1.1000 	 2.2075 	 37.7686 	 2.5565 	 32.4621 	 2.6292 	 30.9466 	 42.5412 	 1.5155 	 3.7000
  0.1000 	 1.1000 	 2.1591 	 38.7394 	 2.6080 	 31.7354 	 2.6812 	 30.2595 	 42.1985 	 1.4758 	 3.8000
  0.1000 	 1.1000 	 2.1106 	 39.7333 	 2.6594 	 31.0182 	 2.7331 	 29.5802 	 41.8637 	 1.4379 	 3.9000
  0.1000 	 1.1000 	 2.0622 	 40.7521 	 2.7107 	 30.3097 	 2.7848 	 28.9080 	 41.5364 	 1.4017 	 4.0000
  0.2000 	 1.2000 	 2.2237 	 39.1815 	 2.5225 	 34.5368 	 2.6749 	 31.6817 	 38.9178 	 2.8550 	 4.0000
  0.1000 	 1.1000 	 2.0138 	 41.7979 	 2.7620 	 29.6091 	 2.8364 	 28.2421 	 41.2163 	 1.3670 	 4.1000
  0.2000 	 1.2000 	 2.1793 	 40.1081 	 2.5698 	 33.8196 	 2.7231 	 31.0364 	 38.6020 	 2.7832 	 4.1000
  0.1000 	 1.1000 	 1.9653 	 42.8727 	 2.8131 	 28.9157 	 2.8879 	 27.5819 	 40.9033 	 1.3338 	 4.2000
  0.2000 	 1.2000 	 2.1349 	 41.0547 	 2.6170 	 33.1118 	 2.7710 	 30.3974 	 38.2918 	 2.7144 	 4.2000
  0.1000 	 1.1000 	 1.9169 	 43.9790 	 2.8641 	 28.2286 	 2.9393 	 26.9267 	 40.5969 	 1.3019 	 4.3000
  0.2000 	 1.2000 	 2.0905 	 42.0227 	 2.6641 	 32.4126 	 2.8189 	 29.7643 	 37.9871 	 2.6483 	 4.3000
  0.1000 	 1.1000 	 1.8684 	 45.1192 	 2.9150 	 27.5473 	 2.9906 	 26.2760 	 40.2971 	 1.2713 	 4.4000
  0.2000 	 1.2000 	 2.0461 	 43.0138 	 2.7112 	 31.7213 	 2.8667 	 29.1364 	 37.6876 	 2.5849 	 4.4000
  0.3000 	 1.4000 	 2.3252 	 40.2298 	 2.3863 	 34.8175 	 2.6842 	 34.0191 	 6.3632 	 0.7984 	 4.4000
  0.1000 	 1.1000 	 1.8200 	 46.2962 	 2.9659 	 26.8709 	 3.0418 	 25.6289 	 40.0035 	 1.2419 	 4.5000
  0.2000 	 1.2000 	 2.0016 	 44.0296 	 2.7581 	 31.0372 	 2.9143 	 28.5133 	 37.3934 	 2.5239 	 4.5000
  0.3000 	 1.2000 	 2.0016 	 44.0296 	 2.7310 	 33.3370 	 2.9143 	 28.5133 	 49.9504 	 4.8237 	 4.5000
  0.3000 	 1.3000 	 2.1554 	 42.3517 	 2.5679 	 34.8436 	 2.8112 	 31.0991 	 33.9871 	 3.7445 	 4.5000
  0.3000 	 1.4000 	 2.2871 	 41.0569 	 2.4271 	 33.8623 	 2.7265 	 33.4328 	 3.4772 	 0.4295 	 4.5000
  0.1000 	 1.1000 	 1.7715 	 47.5131 	 3.0167 	 26.1987 	 3.0929 	 24.9850 	 39.7159 	 1.2137 	 4.6000
  0.2000 	 1.2000 	 1.9572 	 45.0719 	 2.8050 	 30.3598 	 2.9619 	 27.8945 	 37.1041 	 2.4653 	 4.6000
  0.3000 	 1.2000 	 1.9572 	 45.0719 	 2.7779 	 32.6287 	 2.9619 	 27.8945 	 49.8386 	 4.7342 	 4.6000
  0.3000 	 1.3000 	 2.1144 	 43.2767 	 2.6115 	 34.1543 	 2.8558 	 30.5005 	 33.6936 	 3.6538 	 4.6000
  0.1000 	 1.1000 	 1.7231 	 48.7731 	 3.0674 	 25.5300 	 3.1439 	 24.3434 	 39.4341 	 1.1866 	 4.7000
  0.2000 	 1.2000 	 1.9128 	 46.1428 	 2.8518 	 29.6882 	 3.0094 	 27.2794 	 36.8197 	 2.4088 	 4.7000
  0.3000 	 1.2000 	 1.9128 	 46.1428 	 2.8247 	 31.9273 	 3.0094 	 27.2794 	 49.7285 	 4.6480 	 4.7000
  0.3000 	 1.3000 	 2.0734 	 44.2217 	 2.6550 	 33.4728 	 2.9003 	 29.9063 	 33.4037 	 3.5665 	 4.7000
  0.1000 	 1.1000 	 1.6746 	 50.0802 	 3.1180 	 24.8640 	 3.1949 	 23.7035 	 39.1580 	 1.1604 	 4.8000
  0.2000 	 1.2000 	 1.8684 	 47.2443 	 2.8985 	 29.0220 	 3.0567 	 26.6675 	 36.5399 	 2.3545 	 4.8000
  0.3000 	 1.2000 	 1.8684 	 47.2443 	 2.8715 	 31.2322 	 3.0567 	 26.6675 	 49.6202 	 4.5648 	 4.8000
  0.3000 	 1.3000 	 2.0324 	 45.1881 	 2.6985 	 32.7985 	 2.9447 	 29.3162 	 33.1175 	 3.4824 	 4.8000
  0.1000 	 1.1000 	 1.6262 	 51.4385 	 3.1685 	 24.1999 	 3.2458 	 23.0646 	 38.8872 	 1.1353 	 4.9000
  0.2000 	 1.2000 	 1.8240 	 48.3789 	 2.9451 	 28.3604 	 3.1040 	 26.0583 	 36.2648 	 2.3021 	 4.9000
  0.3000 	 1.2000 	 1.8240 	 48.3789 	 2.9182 	 30.5427 	 3.1040 	 26.0583 	 49.5136 	 4.4845 	 4.9000
  0.3000 	 1.3000 	 1.9914 	 46.1775 	 2.7418 	 32.1308 	 2.9891 	 28.7296 	 32.8347 	 3.4012 	 4.9000
  0.4000 	 1.3000 	 1.9914 	 46.1775 	 2.7049 	 34.4052 	 2.9891 	 28.7296 	 41.9730 	 5.6757 	 4.9000
  0.4000 	 1.5000 	 2.2592 	 43.2068 	 2.4197 	 34.4907 	 2.8161 	 33.3155 	 7.1271 	 1.1752 	 4.9000
  0.1000 	 1.1000 	 1.5778 	 52.8527 	 3.2190 	 23.5370 	 3.2966 	 22.4260 	 38.6218 	 1.1110 	 5.0000
  0.2000 	 1.2000 	 1.7796 	 49.5489 	 2.9917 	 27.7028 	 3.1512 	 25.4512 	 35.9940 	 2.2517 	 5.0000
  0.3000 	 1.2000 	 1.7796 	 49.5489 	 2.9648 	 29.8581 	 3.1512 	 25.4512 	 49.4088 	 4.4069 	 5.0000
  0.3000 	 1.3000 	 1.9504 	 47.1912 	 2.7851 	 31.4690 	 3.0333 	 28.1461 	 32.5553 	 3.3229 	 5.0000
  0.4000 	 1.3000 	 1.9504 	 47.1912 	 2.7483 	 33.7180 	 3.0333 	 28.1461 	 41.8442 	 5.5719 	 5.0000
  0.4000 	 1.4000 	 2.0968 	 45.4181 	 2.5931 	 34.8368 	 2.9363 	 30.5710 	 28.8296 	 4.2658 	 5.0000
  0.4000 	 1.5000 	 2.2237 	 44.0334 	 2.4578 	 33.6326 	 2.8557 	 32.7678 	 5.3214 	 0.8648 	 5.0000
