# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 11.000 GeV
# 4-Momentum Transfer (Q2) = 2.00 - 2.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 0.41 GeV (step: 0.01) 
# Hadron Out-of-Plane Angle (phi): rotation axis is q-vector 
# thp = thq - thpq, phi = 180  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
  Pr,            xbj,            kf,             th_e,           Pf,             th_p,           q,              th_q,           th_nq,          th_pq,          Q2
  ---------------------------------------------------------------------------------------------------------------------------------------------------------------------
  0.0600 	 1.1000 	 10.0311 	 7.7196 	 1.6557 	 52.2467 	 1.7143 	 51.8136 	 12.0410 	 0.4332 	 2.0000
  0.0600 	 1.1000 	 9.9827 	 7.9298 	 1.7111 	 51.3215 	 1.7706 	 51.0612 	 7.4444 	 0.2603 	 2.1000
  0.0700 	 1.1000 	 10.0311 	 7.7196 	 1.6549 	 53.0720 	 1.7143 	 51.8136 	 31.2796 	 1.2585 	 2.0000
  0.0700 	 1.1000 	 9.9827 	 7.9298 	 1.7103 	 52.2337 	 1.7706 	 51.0612 	 29.9998 	 1.1726 	 2.1000
  0.0700 	 1.1000 	 9.9342 	 8.1365 	 1.7654 	 51.4281 	 1.8264 	 50.3361 	 28.7264 	 1.0920 	 2.2000
  0.0700 	 1.1000 	 9.8858 	 8.3400 	 1.8201 	 50.6525 	 1.8819 	 49.6365 	 27.4555 	 1.0160 	 2.3000
  0.0700 	 1.1000 	 9.8373 	 8.5407 	 1.8744 	 49.9046 	 1.9370 	 48.9605 	 26.1829 	 0.9442 	 2.4000
  0.0700 	 1.1000 	 9.7889 	 8.7388 	 1.9284 	 49.1824 	 1.9917 	 48.3066 	 24.9042 	 0.8758 	 2.5000
  0.0700 	 1.1000 	 9.7404 	 8.9344 	 1.9822 	 48.4840 	 2.0461 	 47.6734 	 23.6142 	 0.8106 	 2.6000
  0.0800 	 1.1000 	 10.0311 	 7.7196 	 1.6539 	 53.6009 	 1.7143 	 51.8136 	 40.1537 	 1.7874 	 2.0000
  0.0800 	 1.1000 	 9.9827 	 7.9298 	 1.7094 	 52.7592 	 1.7706 	 51.0612 	 39.2833 	 1.6980 	 2.1000
  0.0800 	 1.1000 	 9.9342 	 8.1365 	 1.7645 	 51.9511 	 1.8264 	 50.3361 	 38.4338 	 1.6150 	 2.2000
  0.0800 	 1.1000 	 9.8858 	 8.3400 	 1.8192 	 51.1741 	 1.8819 	 49.6365 	 37.6037 	 1.5377 	 2.3000
  0.0800 	 1.1000 	 9.8373 	 8.5407 	 1.8735 	 50.4259 	 1.9370 	 48.9605 	 36.7918 	 1.4654 	 2.4000
  0.0800 	 1.1000 	 9.7889 	 8.7388 	 1.9275 	 49.7044 	 1.9917 	 48.3066 	 35.9967 	 1.3978 	 2.5000
  0.0800 	 1.1000 	 9.7404 	 8.9344 	 1.9813 	 49.0077 	 2.0461 	 47.6734 	 35.2173 	 1.3343 	 2.6000
  0.0900 	 1.1000 	 9.9342 	 8.1365 	 1.7635 	 52.3886 	 1.8264 	 50.3361 	 44.5684 	 2.0525 	 2.2000
  0.0900 	 1.1000 	 9.8858 	 8.3400 	 1.8182 	 51.6047 	 1.8819 	 49.6365 	 43.9350 	 1.9683 	 2.3000
  0.0900 	 1.1000 	 9.8373 	 8.5407 	 1.8725 	 50.8501 	 1.9370 	 48.9605 	 43.3194 	 1.8897 	 2.4000
  0.0900 	 1.1000 	 9.7889 	 8.7388 	 1.9265 	 50.1228 	 1.9917 	 48.3066 	 42.7205 	 1.8162 	 2.5000
  0.0900 	 1.1000 	 9.7404 	 8.9344 	 1.9803 	 49.4207 	 2.0461 	 47.6734 	 42.1376 	 1.7473 	 2.6000

  Pr,            xbj,            kf,             th_e,           Pf,             th_p,           q,              th_q,           th_nq,          th_pq,          Q2
  ---------------------------------------------------------------------------------------------------------------------------------------------------------------------
  0.1200 	 1.2000 	 10.0674 	 7.8962 	 1.6071 	 54.4166 	 1.7233 	 53.3768 	 14.0662 	 1.0398 	 2.1000 <---------
  0.1200 	 1.2000 	 10.0230 	 8.1003 	 1.6584 	 53.4482 	 1.7761 	 52.6722 	 10.7878 	 0.7760 	 2.2000
  0.1200 	 1.2000 	 9.9786 	 8.3011 	 1.7092 	 52.4249 	 1.8284 	 51.9912 	 6.1896 	 0.4337 	 2.3000 <--------****
  0.1300 	 1.2000 	 10.0230 	 8.1003 	 1.6568 	 54.4017 	 1.7761 	 52.6722 	 22.6229 	 1.7295 	 2.2000
  0.1300 	 1.2000 	 9.9786 	 8.3011 	 1.7077 	 53.5523 	 1.8284 	 51.9912 	 20.9699 	 1.5611 	 2.3000 <---------
  0.1300 	 1.2000 	 9.9342 	 8.4989 	 1.7582 	 52.7291 	 1.8804 	 51.3323 	 19.2499 	 1.3968 	 2.4000
  0.1300 	 1.2000 	 9.8898 	 8.6940 	 1.8084 	 51.9284 	 1.9320 	 50.6940 	 17.4380 	 1.2344 	 2.5000
  0.1300 	 1.2000 	 9.8454 	 8.8865 	 1.8583 	 51.1462 	 1.9832 	 50.0752 	 15.4969 	 1.0710 	 2.6000
  0.1400 	 1.2000 	 9.9786 	 8.3011 	 1.7061 	 54.1971 	 1.8284 	 51.9912 	 27.9733 	 2.2059 	 2.3000
  0.1400 	 1.2000 	 9.9342 	 8.4989 	 1.7566 	 53.3920 	 1.8804 	 51.3323 	 26.8051 	 2.0597 	 2.4000
  0.1400 	 1.2000 	 9.8898 	 8.6940 	 1.8068 	 52.6149 	 1.9320 	 50.6940 	 25.6314 	 1.9209 	 2.5000
  0.1400 	 1.2000 	 9.8454 	 8.8865 	 1.8567 	 51.8635 	 1.9832 	 50.0752 	 24.4484 	 1.7884 	 2.6000
  0.1500 	 1.2000 	 9.9786 	 8.3011 	 1.7043 	 54.7252 	 1.8284 	 51.9912 	 32.8178 	 2.7340 	 2.3000 <---------
  0.1500 	 1.2000 	 9.9342 	 8.4989 	 1.7548 	 53.9214 	 1.8804 	 51.3323 	 31.9026 	 2.5891 	 2.4000
  0.1500 	 1.2000 	 9.8898 	 8.6940 	 1.8051 	 53.1467 	 1.9320 	 50.6940 	 30.9960 	 2.4527 	 2.5000
  0.1500 	 1.2000 	 9.8454 	 8.8865 	 1.8550 	 52.3992 	 1.9832 	 50.0752 	 30.0965 	 2.3240 	 2.6000
  0.1600 	 1.2000 	 9.9342 	 8.4989 	 1.7530 	 54.3874 	 1.8804 	 51.3323 	 35.7277 	 3.0551 	 2.4000
  0.1600 	 1.2000 	 9.8898 	 8.6940 	 1.8032 	 53.6098 	 1.9320 	 50.6940 	 34.9802 	 2.9158 	 2.5000
  0.1600 	 1.2000 	 9.8454 	 8.8865 	 1.8531 	 52.8600 	 1.9832 	 50.0752 	 34.2437 	 2.7848 	 2.6000

  Pr,            xbj,            kf,             th_e,           Pf,             th_p,           q,              th_q,           th_nq,          th_pq,          Q2
  ---------------------------------------------------------------------------------------------------------------------------------------------------------------------
  0.1700 	 1.2000 	 9.9342 	 8.4989 	 1.7510 	 54.8156 	 1.8804 	 51.3323 	 38.7428 	 3.4833 	 2.4000
  0.1700 	 1.2000 	 9.8898 	 8.6940 	 1.8013 	 54.0329 	 1.9320 	 50.6940 	 38.1053 	 3.3389 	 2.5000
  0.1700 	 1.2000 	 9.8454 	 8.8865 	 1.8512 	 53.2784 	 1.9832 	 50.0752 	 37.4795 	 3.2033 	 2.6000
  0.1800 	 1.3000 	 10.0162 	 8.4640 	 1.6553 	 53.7048 	 1.8352 	 53.4498 	 2.3452 	 0.2549 	 2.4000 <--------*** (set to 53 deg)
  0.1800 	 1.2000 	 9.8898 	 8.6940 	 1.7992 	 54.4296 	 1.9320 	 50.6940 	 40.6341 	 3.7356 	 2.5000
  0.1800 	 1.2000 	 9.8454 	 8.8865 	 1.8491 	 53.6693 	 1.9832 	 50.0752 	 40.0907 	 3.5941 	 2.6000
  0.1900 	 1.2000 	 9.8898 	 8.6940 	 1.7970 	 54.8075 	 1.9320 	 50.6940 	 42.7218 	 4.1135 	 2.5000
  0.1900 	 1.3000 	 9.9752 	 8.6566 	 1.7001 	 54.3325 	 1.8842 	 52.8287 	 13.5807 	 1.5038 	 2.5000
  0.1900 	 1.2000 	 9.8454 	 8.8865 	 1.8470 	 54.0408 	 1.9832 	 50.0752 	 42.2432 	 3.9656 	 2.6000
  0.1900 	 1.3000 	 9.9342 	 8.8466 	 1.7468 	 53.4234 	 1.9328 	 52.2257 	 11.0786 	 1.1976 	 2.6000
  0.2000 	 1.2000 	 9.8454 	 8.8865 	 1.8447 	 54.3979 	 1.9832 	 50.0752 	 44.0439 	 4.3227 	 2.6000
  0.2000 	 1.3000 	 9.9342 	 8.8466 	 1.7445 	 54.3216 	 1.9328 	 52.2257 	 18.6018 	 2.0959 	 2.6000 <--------
  0.2100 	 1.3000 	 9.9342 	 8.8466 	 1.7420 	 54.9647 	 1.9328 	 52.2257 	 23.3538 	 2.7390 	 2.6000
