# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 11.000 GeV
# 4-Momentum Transfer (Q2) = 2.30 - 2.39 GeV (step: 0.01) 
# x-Bjorken (xbj) = 1.00 - 2.00 (step: 0.01) 
# Missing Momentum (Pr) = 0.35 - 0.37 GeV (step: 0.01) 
# Hadron Out-of-Plane Angle (phi): rotation axis is q-vector 
# thp = thq + thpq, phi = 180  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.3500 	 1.3850 	 10.1150 	 8.2448 	 1.4866 	 63.6341 	 1.7559 	 55.6997 	 35.8959 	 7.9345 	 2.3000         (Pf to shift delta by -7%)
  0.3500 	 1.3900 	 10.1182 	 8.2435 	 1.4828 	 63.6442 	 1.7543 	 55.7898 	 35.3780 	 7.8545 	 2.3000  <-------  Pf = 1379
  0.3500 	 1.3950 	 10.1214 	 8.2422 	 1.4791 	 63.6520 	 1.7527 	 55.8794 	 34.8566 	 7.7726 	 2.3000
  0.3500 	 1.4000 	 10.1245 	 8.2409 	 1.4754 	 63.6573 	 1.7511 	 55.9685 	 34.3312 	 7.6888 	 2.3000
  0.3500 	 1.4050 	 10.1276 	 8.2397 	 1.4717 	 63.6601 	 1.7496 	 56.0572 	 33.8018 	 7.6029 	 2.3000
  0.3500 	 1.4100 	 10.1307 	 8.2384 	 1.4680 	 63.6605 	 1.7480 	 56.1454 	 33.2681 	 7.5151 	 2.3000
  0.3500 	 1.4150 	 10.1338 	 8.2372 	 1.4644 	 63.6582 	 1.7465 	 56.2331 	 32.7298 	 7.4250 	 2.3000
  0.3500 	 1.4200 	 10.1369 	 8.2359 	 1.4607 	 63.6532 	 1.7450 	 56.3204 	 32.1866 	 7.3328 	 2.3000
  0.3500 	 1.4250 	 10.1399 	 8.2347 	 1.4571 	 63.6455 	 1.7435 	 56.4072 	 31.6383 	 7.2384 	 2.3000
  0.3500 	 1.4300 	 10.1429 	 8.2335 	 1.4536 	 63.6350 	 1.7420 	 56.4935 	 31.0846 	 7.1415 	 2.3000
  0.3500 	 1.4350 	 10.1459 	 8.2323 	 1.4500 	 63.6216 	 1.7406 	 56.5794 	 30.5250 	 7.0422 	 2.3000  <------ Pf = 1349
  0.3500 	 1.4400 	 10.1488 	 8.2311 	 1.4465 	 63.6051 	 1.7391 	 56.6648 	 29.9592 	 6.9403 	 2.3000
  0.3500 	 1.4450 	 10.1518 	 8.2299 	 1.4430 	 63.5856 	 1.7377 	 56.7498 	 29.3869 	 6.8358 	 2.3000
  0.3500 	 1.4500 	 10.1547 	 8.2287 	 1.4395 	 63.5628 	 1.7362 	 56.8343 	 28.8075 	 6.7285 	 2.3000
  0.3500 	 1.4550 	 10.1576 	 8.2275 	 1.4360 	 63.5367 	 1.7348 	 56.9184 	 28.2206 	 6.6183 	 2.3000
  0.3500 	 1.4600 	 10.1605 	 8.2263 	 1.4325 	 63.5070 	 1.7334 	 57.0020 	 27.6257 	 6.5050 	 2.3000
  0.3500 	 1.4650 	 10.1634 	 8.2252 	 1.4291 	 63.4738 	 1.7320 	 57.0852 	 27.0223 	 6.3885 	 2.3000
  0.3500 	 1.4700 	 10.1662 	 8.2240 	 1.4257 	 63.4367 	 1.7307 	 57.1680 	 26.4095 	 6.2687 	 2.3000
  0.3500 	 1.4750 	 10.1690 	 8.2229 	 1.4223 	 63.3956 	 1.7293 	 57.2503 	 25.7868 	 6.1452 	 2.3000
  0.3500 	 1.4800 	 10.1719 	 8.2217 	 1.4190 	 63.3502 	 1.7280 	 57.3322 	 25.1534 	 6.0180 	 2.3000  <------ Pf =  1320
  0.3500 	 1.4850 	 10.1746 	 8.2206 	 1.4156 	 63.3005 	 1.7266 	 57.4137 	 24.5084 	 5.8867 	 2.3000
  0.3500 	 1.4900 	 10.1774 	 8.2195 	 1.4123 	 63.2460 	 1.7253 	 57.4948 	 23.8507 	 5.7512 	 2.3000
  0.3500 	 1.4950 	 10.1802 	 8.2184 	 1.4090 	 63.1865 	 1.7240 	 57.5754 	 23.1794 	 5.6110 	 2.3000
  0.3500 	 1.5000 	 10.1829 	 8.2173 	 1.4057 	 63.1216 	 1.7227 	 57.6556 	 22.4930 	 5.4660 	 2.3000
  0.3500 	 1.5050 	 10.1856 	 8.2162 	 1.4024 	 63.0510 	 1.7214 	 57.7355 	 21.7901 	 5.3155 	 2.3000
  0.3500 	 1.5100 	 10.1883 	 8.2151 	 1.3992 	 62.9741 	 1.7201 	 57.8148 	 21.0690 	 5.1593 	 2.3000
  0.3500 	 1.5150 	 10.1910 	 8.2140 	 1.3960 	 62.8905 	 1.7189 	 57.8938 	 20.3278 	 4.9967 	 2.3000  <------ Pf = 1298
  0.3500 	 1.5200 	 10.1936 	 8.2129 	 1.3928 	 62.7996 	 1.7176 	 57.9724 	 19.5640 	 4.8271 	 2.3000
  0.3500 	 1.5250 	 10.1963 	 8.2118 	 1.3896 	 62.7005 	 1.7164 	 58.0506 	 18.7749 	 4.6499 	 2.3000
  0.3500 	 1.5300 	 10.1989 	 8.2108 	 1.3864 	 62.5923 	 1.7151 	 58.1284 	 17.9570 	 4.4640 	 2.3000
  0.3500 	 1.5350 	 10.2015 	 8.2097 	 1.3833 	 62.4740 	 1.7139 	 58.2058 	 17.1063 	 4.2683 	 2.3000
  0.3500 	 1.5400 	 10.2041 	 8.2087 	 1.3801 	 62.3442 	 1.7127 	 58.2828 	 16.2173 	 4.0614 	 2.3000
  0.3500 	 1.5450 	 10.2067 	 8.2077 	 1.3770 	 62.2010 	 1.7115 	 58.3594 	 15.2835 	 3.8417 	 2.3000  <------ Pf = 1281
  0.3500 	 1.5500 	 10.2093 	 8.2066 	 1.3739 	 62.0421 	 1.7103 	 58.4356 	 14.2959 	 3.6066 	 2.3000
  0.3500 	 1.5550 	 10.2118 	 8.2056 	 1.3708 	 61.8644 	 1.7092 	 58.5114 	 13.2424 	 3.3530 	 2.3000
  0.3500 	 1.5600 	 10.2143 	 8.2046 	 1.3678 	 61.6631 	 1.7080 	 58.5868 	 12.1058 	 3.0763 	 2.3000
  0.3500 	 1.5650 	 10.2168 	 8.2036 	 1.3647 	 61.4315 	 1.7069 	 58.6619 	 10.8600 	 2.7696 	 2.3000
  0.3500 	 1.5700 	 10.2193 	 8.2026 	 1.3617 	 61.1582 	 1.7057 	 58.7366 	 9.4617 	 2.4217 	 2.3000
  0.3500 	 1.5750 	 10.2218 	 8.2016 	 1.3587 	 60.8219 	 1.7046 	 58.8109 	 7.8296 	 2.0111 	 2.3000
