# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 8.800 GeV
# 4-Momentum Transfer (Q2) = 1.00 - 1.90 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.20 - 0.36 GeV (step: 0.01) 
# Hadron Out-of-Plane Angle (phi): rotation axis is q-vector 
# thp = thq - thpq, phi = 180  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 

  Pr,            xbj,            kf,             th_e,           Pf,             th_p,           q,              th_q,           th_nq,          th_pq,          Q2
  0.2000 	 1.4000 	 8.3813 	 7.0015 	 0.9478 	 69.4380 	 1.1293 	 64.7792 	 22.6391 	 4.6588 	 1.1000
  0.2000 	 1.4000 	 8.3432 	 7.3299 	 1.0007 	 67.5921 	 1.1869 	 63.7492 	 19.5927 	 3.8429 	 1.2000
  0.2000 	 1.4000 	 8.3052 	 7.6472 	 1.0523 	 65.7978 	 1.2429 	 62.7711 	 16.1292 	 3.0267 	 1.3000
  0.2000 	 1.3000 	 8.2261 	 7.9744 	 1.1560 	 65.8450 	 1.3150 	 60.2056 	 34.6109 	 5.6394 	 1.4000
  0.2000 	 1.4000 	 8.2671 	 7.9546 	 1.1027 	 63.9799 	 1.2977 	 61.8391 	 11.8862 	 2.1408 	 1.4000
  0.2000 	 1.3000 	 8.1851 	 8.2755 	 1.2084 	 64.4988 	 1.3704 	 59.2785 	 33.3481 	 5.2203 	 1.5000
  0.2000 	 1.4000 	 8.2290 	 8.2533 	 1.1523 	 61.8510 	 1.3513 	 60.9483 	 5.2076 	 0.9027 	 1.5000
  0.2000 	 1.3000 	 8.1441 	 8.5689 	 1.2599 	 63.2280 	 1.4248 	 58.3913 	 32.0823 	 4.8367 	 1.6000
  0.2000 	 1.3000 	 8.1031 	 8.8555 	 1.3106 	 62.0236 	 1.4784 	 57.5405 	 30.8123 	 4.4831 	 1.7000
  0.2000 	 1.3000 	 8.0621 	 9.1359 	 1.3607 	 60.8780 	 1.5312 	 56.7229 	 29.5361 	 4.1552 	 1.8000
  0.2000 	 1.3000 	 8.0212 	 9.4108 	 1.4102 	 59.7848 	 1.5832 	 55.9357 	 28.2510 	 3.8491 	 1.9000
  0.2100 	 1.5000 	 8.4447 	 6.6502 	 0.8531 	 68.8379 	 1.0612 	 67.1509 	 6.8685 	 1.6869 	 1.0000
  0.2100 	 1.4000 	 8.3432 	 7.3299 	 0.9978 	 68.5599 	 1.1869 	 63.7492 	 23.4819 	 4.8107 	 1.2000
  0.2100 	 1.4000 	 8.3052 	 7.6472 	 1.0494 	 66.8634 	 1.2429 	 62.7711 	 20.8923 	 4.0923 	 1.3000
  0.2100 	 1.4000 	 8.2671 	 7.9546 	 1.0999 	 65.2300 	 1.2977 	 61.8391 	 18.0474 	 3.3909 	 1.4000
  0.2100 	 1.4000 	 8.2290 	 8.2533 	 1.1495 	 63.6229 	 1.3513 	 60.9483 	 14.7989 	 2.6746 	 1.5000
  0.2100 	 1.3000 	 8.1441 	 8.5689 	 1.2572 	 63.8084 	 1.4248 	 58.3913 	 34.4142 	 5.4170 	 1.6000
  0.2100 	 1.4000 	 8.1910 	 8.5443 	 1.1982 	 61.9739 	 1.4039 	 60.0949 	 10.7831 	 1.8790 	 1.6000
  0.2100 	 1.3000 	 8.1031 	 8.8555 	 1.3080 	 62.6002 	 1.4784 	 57.5405 	 33.3201 	 5.0596 	 1.7000
  0.2100 	 1.4000 	 8.1529 	 8.8283 	 1.2462 	 59.9770 	 1.4556 	 59.2753 	 4.1676 	 0.7017 	 1.7000
  0.2100 	 1.3000 	 8.0621 	 9.1359 	 1.3581 	 61.4527 	 1.5312 	 56.7229 	 32.2272 	 4.7298 	 1.8000
  0.2100 	 1.3000 	 8.0212 	 9.4108 	 1.4077 	 60.3596 	 1.5832 	 55.9357 	 31.1347 	 4.4239 	 1.9000
  0.2200 	 1.5000 	 8.4092 	 6.9899 	 0.9019 	 68.0362 	 1.1192 	 66.1092 	 7.9233 	 1.9270 	 1.1000
  0.2200 	 1.4000 	 8.3432 	 7.3299 	 0.9947 	 69.4003 	 1.1869 	 63.7492 	 26.4374 	 5.6511 	 1.2000
  0.2200 	 1.4000 	 8.3052 	 7.6472 	 1.0464 	 67.7419 	 1.2429 	 62.7711 	 24.3389 	 4.9708 	 1.3000
  0.2200 	 1.4000 	 8.2671 	 7.9546 	 1.0970 	 66.1698 	 1.2977 	 61.8391 	 22.1195 	 4.3307 	 1.4000
  0.2200 	 1.4000 	 8.2290 	 8.2533 	 1.1466 	 64.6638 	 1.3513 	 60.9483 	 19.7393 	 3.7154 	 1.5000
  0.2200 	 1.4000 	 8.1910 	 8.5443 	 1.1954 	 63.2023 	 1.4039 	 60.0949 	 17.1308 	 3.1075 	 1.6000
  0.2200 	 1.4000 	 8.1529 	 8.8283 	 1.2434 	 61.7569 	 1.4556 	 59.2753 	 14.1653 	 2.4816 	 1.7000
  0.2200 	 1.3000 	 8.0621 	 9.1359 	 1.3554 	 61.9887 	 1.5312 	 56.7229 	 34.4323 	 5.2658 	 1.8000
  0.2200 	 1.4000 	 8.1148 	 9.1061 	 1.2908 	 60.2734 	 1.5065 	 58.4867 	 10.5409 	 1.7867 	 1.8000
  0.2200 	 1.3000 	 8.0212 	 9.4108 	 1.4050 	 60.8915 	 1.5832 	 55.9357 	 33.4833 	 4.9558 	 1.9000
  0.2200 	 1.4000 	 8.0768 	 9.3783 	 1.3376 	 58.5431 	 1.5566 	 57.7266 	 4.9705 	 0.8165 	 1.9000
  0.2300 	 1.5000 	 8.4092 	 6.9899 	 0.8985 	 69.7984 	 1.1192 	 66.1092 	 14.5580 	 3.6892 	 1.1000
  0.2300 	 1.5000 	 8.3737 	 7.3166 	 0.9491 	 67.3393 	 1.1755 	 65.1226 	 9.1847 	 2.2167 	 1.2000
  0.2300 	 1.4000 	 8.3052 	 7.6472 	 1.0433 	 68.5199 	 1.2429 	 62.7711 	 27.0235 	 5.7488 	 1.3000
  0.2300 	 1.4000 	 8.2671 	 7.9546 	 1.0939 	 66.9728 	 1.2977 	 61.8391 	 25.1881 	 5.1337 	 1.4000
  0.2300 	 1.4000 	 8.2290 	 8.2533 	 1.1436 	 65.5056 	 1.3513 	 60.9483 	 23.2708 	 4.5573 	 1.5000
  0.2300 	 1.4000 	 8.1910 	 8.5443 	 1.1924 	 64.1036 	 1.4039 	 60.0949 	 21.2503 	 4.0087 	 1.6000
  0.2300 	 1.4000 	 8.1529 	 8.8283 	 1.2405 	 62.7523 	 1.4556 	 59.2753 	 19.0935 	 3.4770 	 1.7000
  0.2300 	 1.4000 	 8.1148 	 9.1061 	 1.2879 	 61.4361 	 1.5065 	 58.4867 	 16.7460 	 2.9494 	 1.8000
  0.2300 	 1.4000 	 8.0768 	 9.3783 	 1.3347 	 60.1342 	 1.5566 	 57.7266 	 14.1100 	 2.4076 	 1.9000
  0.2400 	 1.5000 	 8.3737 	 7.3166 	 0.9457 	 68.8930 	 1.1755 	 65.1226 	 15.0180 	 3.7704 	 1.2000
  0.2400 	 1.4000 	 8.3052 	 7.6472 	 1.0400 	 69.2338 	 1.2429 	 62.7711 	 29.1928 	 6.4627 	 1.3000
  0.2400 	 1.5000 	 8.3382 	 7.6320 	 0.9951 	 66.7031 	 1.2302 	 64.1844 	 10.4988 	 2.5187 	 1.3000
  0.2400 	 1.4000 	 8.2671 	 7.9546 	 1.0907 	 67.6956 	 1.2977 	 61.8391 	 27.6283 	 5.8565 	 1.4000
  0.2400 	 1.4000 	 8.2290 	 8.2533 	 1.1405 	 66.2443 	 1.3513 	 60.9483 	 26.0155 	 5.2960 	 1.5000
  0.2400 	 1.4000 	 8.1910 	 8.5443 	 1.1894 	 64.8668 	 1.4039 	 60.0949 	 24.3470 	 4.7720 	 1.6000
  0.2400 	 1.4000 	 8.1529 	 8.8283 	 1.2375 	 63.5516 	 1.4556 	 59.2753 	 22.6115 	 4.2764 	 1.7000
  0.2400 	 1.4000 	 8.1148 	 9.1061 	 1.2849 	 62.2883 	 1.5065 	 58.4867 	 20.7917 	 3.8016 	 1.8000
  0.2400 	 1.4000 	 8.0768 	 9.3783 	 1.3318 	 61.0666 	 1.5566 	 57.7266 	 18.8622 	 3.3400 	 1.9000
  0.2500 	 1.6000 	 8.4669 	 6.6414 	 0.8052 	 69.8163 	 1.0540 	 68.2905 	 4.9198 	 1.5258 	 1.0000
  0.2500 	 1.4000 	 8.3052 	 7.6472 	 1.0366 	 69.9030 	 1.2429 	 62.7711 	 30.9838 	 7.1319 	 1.3000
  0.2500 	 1.5000 	 8.3382 	 7.6320 	 0.9917 	 68.0747 	 1.2302 	 64.1844 	 15.6121 	 3.8903 	 1.3000
  0.2500 	 1.4000 	 8.2671 	 7.9546 	 1.0874 	 68.3649 	 1.2977 	 61.8391 	 29.6263 	 6.5258 	 1.4000
  0.2500 	 1.5000 	 8.3026 	 7.9375 	 1.0400 	 66.1056 	 1.2835 	 63.2894 	 11.7941 	 2.8162 	 1.4000
  0.2500 	 1.4000 	 8.2290 	 8.2533 	 1.1372 	 66.9183 	 1.3513 	 60.9483 	 28.2366 	 5.9700 	 1.5000
