# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 2.200 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 180 deg 
# thp = thq + thpq, phi = 180 ?  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.0000 	 0.3882 	 172.2014 	 2.5771 	 -1.0455 	 2.5851 	 1.1674 	 84.2979 	 2.2128 	 3.4000
  0.1000 	 1.1000 	 0.5529 	 113.4321 	 2.4011 	 10.1931 	 2.4725 	 11.8395 	 43.6198 	 1.6464 	 3.4000
  0.1000 	 1.1000 	 0.5044 	 125.2362 	 2.4530 	 7.7908 	 2.5249 	 9.3915 	 43.2515 	 1.6007 	 3.5000
  0.1000 	 1.1000 	 0.4560 	 142.5921 	 2.5048 	 4.6133 	 2.5771 	 6.1703 	 42.8921 	 1.5571 	 3.6000
  0.2000 	 1.0000 	 0.6546 	 90.3926 	 2.2745 	 11.5657 	 2.2996 	 16.5380 	 80.2942 	 4.9723 	 2.9000
  0.2000 	 1.1000 	 0.7951 	 80.1508 	 2.1217 	 16.0019 	 2.2077 	 20.7840 	 62.1763 	 4.7821 	 2.9000
  0.2000 	 1.2000 	 0.9122 	 73.8920 	 1.9930 	 20.3227 	 2.1351 	 24.2338 	 42.8202 	 3.9111 	 2.9000
  0.2000 	 1.3000 	 1.0112 	 69.6208 	 1.8829 	 25.7347 	 2.0768 	 27.1576 	 13.5200 	 1.4229 	 2.9000
  0.2000 	 1.0000 	 0.6013 	 97.6936 	 2.3320 	 9.7936 	 2.3571 	 14.6442 	 80.3801 	 4.8506 	 3.0000
  0.2000 	 1.1000 	 0.7467 	 85.0186 	 2.1746 	 14.5456 	 2.2610 	 19.2069 	 62.0772 	 4.6613 	 3.0000
  0.2000 	 1.2000 	 0.8678 	 77.6266 	 2.0420 	 19.0347 	 2.1851 	 22.8236 	 42.4291 	 3.7889 	 3.0000
  0.2000 	 1.3000 	 0.9702 	 72.7062 	 1.9286 	 24.6731 	 2.1242 	 25.8556 	 11.4793 	 1.1826 	 3.0000
  0.2000 	 1.0000 	 0.5480 	 106.5949 	 2.3893 	 7.8292 	 2.4143 	 12.5642 	 80.4612 	 4.7350 	 3.1000
  0.2000 	 1.1000 	 0.6982 	 90.5202 	 2.2272 	 13.0128 	 2.3142 	 17.5595 	 61.9797 	 4.5467 	 3.1000
  0.2000 	 1.2000 	 0.8234 	 81.7032 	 2.0908 	 17.7060 	 2.2350 	 21.3792 	 42.0459 	 3.6732 	 3.1000
  0.2000 	 1.3000 	 0.9293 	 76.0064 	 1.9741 	 23.6201 	 2.1714 	 24.5355 	 9.0735 	 0.9154 	 3.1000
  0.2000 	 1.0000 	 0.4947 	 118.0354 	 2.4465 	 5.5520 	 2.4714 	 10.1772 	 80.5378 	 4.6252 	 3.2000
  0.2000 	 1.1000 	 0.6498 	 96.8512 	 2.2797 	 11.3773 	 2.3671 	 15.8152 	 61.8839 	 4.4379 	 3.2000
  0.2000 	 1.2000 	 0.7789 	 86.1962 	 2.1393 	 16.3259 	 2.2846 	 19.8894 	 41.6704 	 3.5635 	 3.2000
  0.2000 	 1.3000 	 0.8883 	 79.5581 	 2.0194 	 22.6115 	 2.2183 	 23.1911 	 5.8633 	 0.5797 	 3.2000
  0.2000 	 1.0000 	 0.4414 	 134.3431 	 2.5035 	 2.6525 	 2.5283 	 7.1731 	 80.6103 	 4.5206 	 3.3000
  0.2000 	 1.1000 	 0.6013 	 104.3156 	 2.3320 	 9.5979 	 2.4199 	 13.9323 	 61.7898 	 4.3343 	 3.3000
  0.2000 	 1.2000 	 0.7345 	 91.2060 	 2.1877 	 14.8800 	 2.3340 	 18.3392 	 41.3024 	 3.4593 	 3.3000
  0.2000 	 1.0000 	 0.3882 	 172.2014 	 2.5603 	 -3.2536 	 2.5851 	 1.1674 	 80.6790 	 4.4209 	 3.4000
  0.2000 	 1.1000 	 0.5529 	 113.4321 	 2.3841 	 7.6038 	 2.4725 	 11.8395 	 61.6975 	 4.2357 	 3.4000
  0.2000 	 1.2000 	 0.6901 	 96.8736 	 2.2360 	 13.3481 	 2.3832 	 16.7083 	 40.9417 	 3.3602 	 3.4000
  0.2000 	 1.1000 	 0.5044 	 125.2362 	 2.4361 	 5.2499 	 2.5249 	 9.3915 	 61.6069 	 4.1416 	 3.5000
  0.2000 	 1.2000 	 0.6457 	 103.4077 	 2.2841 	 11.7003 	 2.4322 	 14.9662 	 40.5881 	 3.2659 	 3.5000
  0.2000 	 1.1000 	 0.4560 	 142.5921 	 2.4880 	 2.1186 	 2.5771 	 6.1703 	 61.5180 	 4.0517 	 3.6000
  0.2000 	 1.2000 	 0.6013 	 111.1402 	 2.3320 	 9.8886 	 2.4811 	 13.0646 	 40.2412 	 3.1760 	 3.6000
  0.2000 	 1.2000 	 0.5569 	 120.6611 	 2.3798 	 7.8255 	 2.5298 	 10.9158 	 39.9009 	 3.0902 	 3.7000
  0.2000 	 1.2000 	 0.5125 	 133.2468 	 2.4275 	 5.3167 	 2.5783 	 8.3251 	 39.5671 	 3.0083 	 3.8000
  0.2000 	 1.2000 	 0.4681 	 153.3245 	 2.4750 	 1.6587 	 2.6267 	 4.5887 	 39.2394 	 2.9300 	 3.9000
  0.3000 	 1.0000 	 0.6546 	 90.3926 	 2.2467 	 9.0894 	 2.2996 	 16.5380 	 76.1286 	 7.4487 	 2.9000
  0.3000 	 1.1000 	 0.7951 	 80.1508 	 2.0936 	 13.3842 	 2.2077 	 20.7840 	 63.9997 	 7.3998 	 2.9000
  0.3000 	 1.2000 	 0.9122 	 73.8920 	 1.9646 	 17.3237 	 2.1351 	 24.2338 	 51.9876 	 6.9101 	 2.9000
  0.3000 	 1.3000 	 1.0112 	 69.6208 	 1.8542 	 21.2833 	 2.0768 	 27.1576 	 39.2398 	 5.8743 	 2.9000
  0.3000 	 1.4000 	 1.0961 	 66.5018 	 1.7585 	 25.7819 	 2.0294 	 29.6922 	 23.5618 	 3.9103 	 2.9000
  0.3000 	 1.0000 	 0.6013 	 97.6936 	 2.3043 	 7.3789 	 2.3571 	 14.6442 	 76.2557 	 7.2653 	 3.0000
  0.3000 	 1.1000 	 0.7467 	 85.0186 	 2.1466 	 11.9901 	 2.2610 	 19.2069 	 64.0092 	 7.2168 	 3.0000
  0.3000 	 1.2000 	 0.8678 	 77.6266 	 2.0137 	 16.0957 	 2.1851 	 22.8236 	 51.8482 	 6.7279 	 3.0000
  0.3000 	 1.3000 	 0.9702 	 72.7062 	 1.9000 	 20.1680 	 2.1242 	 25.8556 	 38.8787 	 5.6876 	 3.0000
  0.3000 	 1.4000 	 1.0581 	 69.1692 	 1.8015 	 24.7859 	 2.0746 	 28.4688 	 22.6896 	 3.6829 	 3.0000
  0.3000 	 1.0000 	 0.5480 	 106.5949 	 2.3617 	 5.4729 	 2.4143 	 12.5642 	 76.3756 	 7.0913 	 3.1000
  0.3000 	 1.1000 	 0.6982 	 90.5202 	 2.1993 	 10.5164 	 2.3142 	 17.5595 	 64.0156 	 7.0431 	 3.1000
  0.3000 	 1.2000 	 0.8234 	 81.7032 	 2.0626 	 14.8240 	 2.2350 	 21.3792 	 51.7100 	 6.5552 	 3.1000
  0.3000 	 1.3000 	 0.9293 	 76.0064 	 1.9456 	 19.0248 	 2.1714 	 24.5355 	 38.5220 	 5.5107 	 3.1000
  0.3000 	 1.4000 	 1.0200 	 71.9840 	 1.8444 	 23.7720 	 2.1195 	 27.2359 	 21.8048 	 3.4639 	 3.1000
  0.3000 	 1.0000 	 0.4947 	 118.0354 	 2.4190 	 3.2512 	 2.4714 	 10.1772 	 76.4889 	 6.9260 	 3.2000
  0.3000 	 1.1000 	 0.6498 	 96.8512 	 2.2519 	 8.9370 	 2.3671 	 15.8152 	 64.0194 	 6.8781 	 3.2000
  0.3000 	 1.2000 	 0.7789 	 86.1962 	 2.1113 	 13.4981 	 2.2846 	 19.8894 	 51.5731 	 6.3913 	 3.2000
  0.3000 	 1.3000 	 0.8883 	 79.5581 	 1.9911 	 17.8483 	 2.2183 	 23.1911 	 38.1697 	 5.3429 	 3.2000
  0.3000 	 1.4000 	 0.9820 	 74.9677 	 1.8870 	 22.7373 	 2.1642 	 25.9895 	 20.9053 	 3.2521 	 3.2000
  0.3000 	 1.0000 	 0.4414 	 134.3431 	 2.4761 	 0.4045 	 2.5283 	 7.1731 	 76.5962 	 6.7686 	 3.3000
  0.3000 	 1.1000 	 0.6013 	 104.3156 	 2.3043 	 7.2112 	 2.4199 	 13.9323 	 64.0208 	 6.7211 	 3.3000
  0.3000 	 1.2000 	 0.7345 	 91.2060 	 2.1598 	 12.1039 	 2.3340 	 18.3392 	 51.4376 	 6.2354 	 3.3000
  0.3000 	 1.3000 	 0.8473 	 83.4078 	 2.0363 	 16.6315 	 2.2649 	 21.8149 	 37.8220 	 5.1833 	 3.3000
  0.3000 	 1.4000 	 0.9439 	 78.1461 	 1.9294 	 21.6781 	 2.2086 	 24.7249 	 19.9883 	 3.0468 	 3.3000
  0.3000 	 1.0000 	 0.3882 	 172.2014 	 2.5330 	 -5.4513 	 2.5851 	 1.1674 	 76.6978 	 6.6187 	 3.4000
  0.3000 	 1.1000 	 0.5529 	 113.4321 	 2.3565 	 5.2681 	 2.4725 	 11.8395 	 64.0202 	 6.5714 	 3.4000
  0.3000 	 1.2000 	 0.6901 	 96.8736 	 2.2081 	 10.6214 	 2.3832 	 16.7083 	 51.3038 	 6.0869 	 3.4000
  0.3000 	 1.3000 	 0.8063 	 87.6153 	 2.0813 	 15.3657 	 2.3114 	 20.3972 	 37.4789 	 5.0315 	 3.4000
  0.3000 	 1.4000 	 0.9058 	 81.5505 	 1.9716 	 20.5898 	 2.2527 	 23.4366 	 19.0506 	 2.8468 	 3.4000
  0.3000 	 1.1000 	 0.5044 	 125.2362 	 2.4086 	 2.9628 	 2.5249 	 9.3915 	 64.0177 	 6.4286 	 3.5000
  0.3000 	 1.2000 	 0.6457 	 103.4077 	 2.2563 	 9.0208 	 2.4322 	 14.9662 	 51.1716 	 5.9454 	 3.5000
  0.3000 	 1.3000 	 0.7653 	 92.2594 	 2.1262 	 14.0391 	 2.3576 	 18.9260 	 37.1401 	 4.8869 	 3.5000
  0.3000 	 1.4000 	 0.8678 	 85.2201 	 2.0137 	 19.4668 	 2.2967 	 22.1180 	 18.0884 	 2.6512 	 3.5000
  0.3000 	 1.1000 	 0.4560 	 142.5921 	 2.4605 	 -0.1219 	 2.5771 	 6.1703 	 64.0137 	 6.2922 	 3.6000
  0.3000 	 1.2000 	 0.6013 	 111.1402 	 2.3043 	 7.2542 	 2.4811 	 13.0646 	 51.0411 	 5.8104 	 3.6000
  0.3000 	 1.3000 	 0.7243 	 97.4482 	 2.1709 	 12.6356 	 2.4037 	 17.3845 	 36.8059 	 4.7489 	 3.6000
  0.3000 	 1.4000 	 0.8297 	 89.2046 	 2.0556 	 18.3019 	 2.3405 	 20.7609 	 17.0967 	 2.4590 	 3.6000
  0.3000 	 1.2000 	 0.5569 	 120.6611 	 2.3522 	 5.2344 	 2.5298 	 10.9158 	 50.9125 	 5.6813 	 3.7000
  0.3000 	 1.3000 	 0.6833 	 103.3358 	 2.2155 	 11.1319 	 2.4496 	 15.7491 	 36.4760 	 4.6172 	 3.7000
  0.3000 	 1.4000 	 0.7916 	 93.5685 	 2.0974 	 17.0858 	 2.3840 	 19.3548 	 16.0691 	 2.2690 	 3.7000
  0.3000 	 1.2000 	 0.5125 	 133.2468 	 2.3999 	 2.7672 	 2.5783 	 8.3251 	 50.7857 	 5.5579 	 3.8000
  0.3000 	 1.3000 	 0.6423 	 110.1563 	 2.2600 	 9.4924 	 2.4953 	 13.9836 	 36.1504 	 4.4913 	 3.8000
  0.3000 	 1.4000 	 0.7536 	 98.3985 	 2.1390 	 15.8057 	 2.4274 	 17.8856 	 14.9977 	 2.0800 	 3.8000
  0.3000 	 1.2000 	 0.4681 	 153.3245 	 2.4475 	 -0.8510 	 2.6267 	 4.5887 	 50.6607 	 5.4397 	 3.9000
  0.3000 	 1.3000 	 0.6013 	 118.2968 	 2.3043 	 7.6568 	 2.5408 	 12.0275 	 35.8292 	 4.3708 	 3.9000
  0.3000 	 1.4000 	 0.7155 	 103.8151 	 2.1805 	 14.4437 	 2.4706 	 16.3339 	 13.8712 	 1.8902 	 3.9000
  0.3000 	 1.3000 	 0.5603 	 128.4943 	 2.3485 	 5.5075 	 2.5862 	 9.7629 	 35.5121 	 4.2554 	 4.0000
  0.3000 	 1.4000 	 0.6774 	 109.9952 	 2.2219 	 12.9733 	 2.5136 	 14.6708 	 12.6740 	 1.6976 	 4.0000
  0.3000 	 1.3000 	 0.5193 	 142.5855 	 2.3926 	 2.7421 	 2.6315 	 6.8868 	 35.1992 	 4.1447 	 4.1000
  0.3000 	 1.4000 	 0.6394 	 117.2180 	 2.2631 	 11.3514 	 2.5565 	 12.8506 	 11.3830 	 1.4992 	 4.1000
  0.3000 	 1.3000 	 0.4783 	 174.5831 	 2.4366 	 -3.0720 	 2.6766 	 0.9666 	 34.8903 	 4.0386 	 4.2000
  0.3000 	 1.4000 	 0.6013 	 125.9746 	 2.3043 	 9.5005 	 2.5992 	 10.7908 	 9.9604 	 1.2904 	 4.2000
  0.3000 	 1.4000 	 0.5633 	 137.3116 	 2.3453 	 7.2489 	 2.6418 	 8.3117 	 8.3381 	 1.0628 	 4.3000
  0.3000 	 1.4000 	 0.5252 	 154.6993 	 2.3863 	 3.9982 	 2.6842 	 4.7966 	 6.3632 	 0.7984 	 4.4000
  0.4000 	 1.0000 	 0.6546 	 90.3926 	 2.2088 	 6.6222 	 2.2996 	 16.5380 	 71.9714 	 9.9158 	 2.9000
  0.4000 	 1.1000 	 0.7951 	 80.1508 	 2.0553 	 10.8232 	 2.2077 	 20.7840 	 62.7212 	 9.9608 	 2.9000
  0.4000 	 1.2000 	 0.9122 	 73.8920 	 1.9259 	 14.5890 	 2.1351 	 24.2338 	 53.7694 	 9.6447 	 2.9000
  0.4000 	 1.3000 	 1.0112 	 69.6208 	 1.8150 	 18.2232 	 2.0768 	 27.1576 	 44.8052 	 8.9343 	 2.9000
  0.4000 	 1.4000 	 1.0961 	 66.5018 	 1.7189 	 21.9511 	 2.0294 	 29.6922 	 35.3674 	 7.7410 	 2.9000
  0.4000 	 1.5000 	 1.1697 	 64.1162 	 1.6346 	 26.1115 	 1.9903 	 31.9210 	 24.4332 	 5.8095 	 2.9000
  0.4000 	 1.6000 	 1.2341 	 62.2285 	 1.5599 	 32.5623 	 1.9578 	 33.9011 	 5.2274 	 1.3387 	 2.9000
  0.4000 	 1.0000 	 0.6013 	 97.6936 	 2.2666 	 4.9743 	 2.3571 	 14.6442 	 72.1404 	 9.6699 	 3.0000
  0.4000 	 1.1000 	 0.7467 	 85.0186 	 2.1084 	 9.4922 	 2.2610 	 19.2069 	 62.8050 	 9.7146 	 3.0000
  0.4000 	 1.2000 	 0.8678 	 77.6266 	 1.9752 	 13.4238 	 2.1851 	 22.8236 	 53.7518 	 9.3998 	 3.0000
  0.4000 	 1.3000 	 0.9702 	 72.7062 	 1.8611 	 17.1665 	 2.1242 	 25.8556 	 44.6594 	 8.6891 	 3.0000
  0.4000 	 1.4000 	 1.0581 	 69.1692 	 1.7621 	 20.9801 	 2.0746 	 28.4688 	 35.0399 	 7.4887 	 3.0000
  0.4000 	 1.5000 	 1.1342 	 66.4930 	 1.6754 	 25.2371 	 2.0337 	 30.7589 	 23.7681 	 5.5218 	 3.0000
  0.4000 	 1.0000 	 0.5480 	 106.5949 	 2.3242 	 3.1276 	 2.4143 	 12.5642 	 72.2997 	 9.4366 	 3.1000
  0.4000 	 1.1000 	 0.6982 	 90.5202 	 2.1614 	 8.0783 	 2.3142 	 17.5595 	 62.8822 	 9.4812 	 3.1000
  0.4000 	 1.2000 	 0.8234 	 81.7032 	 2.0242 	 12.2118 	 2.2350 	 21.3792 	 53.7305 	 9.1675 	 3.1000
  0.4000 	 1.3000 	 0.9293 	 76.0064 	 1.9069 	 16.0788 	 2.1714 	 24.5355 	 44.5127 	 8.4567 	 3.1000
  0.4000 	 1.4000 	 1.0200 	 71.9840 	 1.8051 	 19.9866 	 2.1195 	 27.2359 	 34.7129 	 7.2493 	 3.1000
  0.4000 	 1.5000 	 1.0987 	 68.9773 	 1.7160 	 24.3463 	 2.0768 	 29.5924 	 23.0948 	 5.2461 	 3.1000
  0.4000 	 1.0000 	 0.4947 	 118.0354 	 2.3815 	 0.9621 	 2.4714 	 10.1772 	 72.4503 	 9.2151 	 3.2000
  0.4000 	 1.1000 	 0.6498 	 96.8512 	 2.2141 	 6.5558 	 2.3671 	 15.8152 	 62.9534 	 9.2594 	 3.2000
  0.4000 	 1.2000 	 0.7789 	 86.1962 	 2.0730 	 10.9425 	 2.2846 	 19.8894 	 53.7059 	 8.9468 	 3.2000
  0.4000 	 1.3000 	 0.8883 	 79.5581 	 1.9524 	 14.9550 	 2.2183 	 23.1911 	 44.3653 	 8.2361 	 3.2000
  0.4000 	 1.4000 	 0.9820 	 74.9677 	 1.8479 	 18.9675 	 2.1642 	 25.9895 	 34.3868 	 7.0220 	 3.2000
  0.4000 	 1.5000 	 1.0632 	 71.5829 	 1.7564 	 23.4373 	 2.1195 	 28.4186 	 22.4125 	 4.9813 	 3.2000
  0.4000 	 1.0000 	 0.4414 	 134.3431 	 2.4387 	 -1.8311 	 2.5283 	 7.1731 	 72.5927 	 9.0043 	 3.3000
  0.4000 	 1.1000 	 0.6013 	 104.3156 	 2.2666 	 4.8839 	 2.4199 	 13.9323 	 63.0191 	 9.0483 	 3.3000
  0.4000 	 1.2000 	 0.7345 	 91.2060 	 2.1217 	 9.6023 	 2.3340 	 18.3392 	 53.6787 	 8.7370 	 3.3000
  0.4000 	 1.3000 	 0.8473 	 83.4078 	 1.9978 	 13.7884 	 2.2649 	 21.8149 	 44.2177 	 8.0264 	 3.3000
  0.4000 	 1.4000 	 0.9439 	 78.1461 	 1.8905 	 17.9191 	 2.2086 	 24.7249 	 34.0618 	 6.8058 	 3.3000
  0.4000 	 1.5000 	 1.0276 	 74.3258 	 1.7966 	 22.5079 	 2.1620 	 27.2343 	 21.7207 	 4.7264 	 3.3000
  0.4000 	 1.0000 	 0.3882 	 172.2014 	 2.4957 	 -7.6361 	 2.5851 	 1.1674 	 72.7277 	 8.8035 	 3.4000
  0.4000 	 1.1000 	 0.5529 	 113.4321 	 2.3189 	 2.9923 	 2.4725 	 11.8395 	 63.0799 	 8.8472 	 3.4000
  0.4000 	 1.2000 	 0.6901 	 96.8736 	 2.1702 	 8.1712 	 2.3832 	 16.7083 	 53.6490 	 8.5371 	 3.4000
  0.4000 	 1.3000 	 0.8063 	 87.6153 	 2.0430 	 12.5704 	 2.3114 	 20.3972 	 44.0702 	 7.8268 	 3.4000
  0.4000 	 1.4000 	 0.9058 	 81.5505 	 1.9329 	 16.8368 	 2.2527 	 23.4366 	 33.7382 	 6.5998 	 3.4000
  0.4000 	 1.5000 	 0.9921 	 77.2249 	 1.8365 	 21.5554 	 2.2043 	 26.0358 	 21.0185 	 4.4804 	 3.4000
  0.4000 	 1.1000 	 0.5044 	 125.2362 	 2.3711 	 0.7361 	 2.5249 	 9.3915 	 63.1363 	 8.6554 	 3.5000
  0.4000 	 1.2000 	 0.6457 	 103.4077 	 2.2185 	 6.6198 	 2.4322 	 14.9662 	 53.6174 	 8.3465 	 3.5000
  0.4000 	 1.3000 	 0.7653 	 92.2594 	 2.0880 	 11.2894 	 2.3576 	 18.9260 	 43.9230 	 7.6366 	 3.5000
  0.4000 	 1.4000 	 0.8678 	 85.2201 	 1.9752 	 15.7146 	 2.2967 	 22.1180 	 33.4162 	 6.4035 	 3.5000
  0.4000 	 1.5000 	 0.9566 	 80.3030 	 1.8763 	 20.5765 	 2.2464 	 24.8190 	 20.3048 	 4.2424 	 3.5000
  0.4000 	 1.1000 	 0.4560 	 142.5921 	 2.4232 	 -2.3018 	 2.5771 	 6.1703 	 63.1886 	 8.4721 	 3.6000
  0.4000 	 1.2000 	 0.6013 	 111.1402 	 2.2666 	 4.9001 	 2.4811 	 13.0646 	 53.5840 	 8.1645 	 3.6000
  0.4000 	 1.3000 	 0.7243 	 97.4482 	 2.1329 	 9.9295 	 2.4037 	 17.3845 	 43.7764 	 7.4550 	 3.6000
  0.4000 	 1.4000 	 0.8297 	 89.2046 	 2.0172 	 14.5450 	 2.3405 	 20.7609 	 33.0959 	 6.2160 	 3.6000
  0.4000 	 1.5000 	 0.9211 	 83.5873 	 1.9160 	 19.5673 	 2.2882 	 23.5788 	 19.5783 	 4.0116 	 3.6000
  0.4000 	 1.2000 	 0.5569 	 120.6611 	 2.3146 	 2.9253 	 2.5298 	 10.9158 	 53.5492 	 7.9905 	 3.7000
  0.4000 	 1.3000 	 0.6833 	 103.3358 	 2.1776 	 8.4675 	 2.4496 	 15.7491 	 43.6305 	 7.2816 	 3.7000
  0.4000 	 1.4000 	 0.7916 	 93.5685 	 2.0591 	 13.3180 	 2.3840 	 19.3548 	 32.7775 	 6.0368 	 3.7000
  0.4000 	 1.5000 	 0.8855 	 87.1119 	 1.9555 	 18.5224 	 2.3298 	 22.3094 	 18.8375 	 3.7870 	 3.7000
  0.4000 	 1.2000 	 0.5125 	 133.2468 	 2.3624 	 0.5011 	 2.5783 	 8.3251 	 53.5131 	 7.8239 	 3.8000
  0.4000 	 1.3000 	 0.6423 	 110.1563 	 2.2222 	 6.8679 	 2.4953 	 13.9836 	 43.4855 	 7.1157 	 3.8000
  0.4000 	 1.4000 	 0.7536 	 98.3985 	 2.1009 	 12.0203 	 2.4274 	 17.8856 	 32.4610 	 5.8653 	 3.8000
  0.4000 	 1.5000 	 0.8500 	 90.9192 	 1.9948 	 17.4356 	 2.3712 	 21.0035 	 18.0803 	 3.5679 	 3.8000
  0.4000 	 1.2000 	 0.4681 	 153.3245 	 2.4102 	 -3.0756 	 2.6267 	 4.5887 	 53.4760 	 7.6644 	 3.9000
  0.4000 	 1.3000 	 0.6013 	 118.2968 	 2.2666 	 5.0706 	 2.5408 	 12.0275 	 43.3415 	 6.9569 	 3.9000
  0.4000 	 1.4000 	 0.7155 	 103.8151 	 2.1425 	 10.6327 	 2.4706 	 16.3339 	 32.1465 	 5.7012 	 3.9000
  0.4000 	 1.5000 	 0.8145 	 95.0638 	 2.0340 	 16.2982 	 2.4124 	 19.6517 	 17.3045 	 3.3535 	 3.9000
  0.4000 	 1.3000 	 0.5603 	 128.4943 	 2.3109 	 2.9581 	 2.5862 	 9.7629 	 43.1986 	 6.8048 	 4.0000
  0.4000 	 1.4000 	 0.6774 	 109.9952 	 2.1840 	 9.1271 	 2.5136 	 14.6708 	 31.8342 	 5.5437 	 4.0000
  0.4000 	 1.5000 	 0.7789 	 99.6178 	 2.0730 	 15.0990 	 2.4534 	 18.2419 	 16.5073 	 3.1428 	 4.0000
  0.4000 	 1.3000 	 0.5193 	 142.5855 	 2.3551 	 0.2279 	 2.6315 	 6.8868 	 43.0569 	 6.6588 	 4.1000
  0.4000 	 1.4000 	 0.6394 	 117.2180 	 2.2253 	 7.4579 	 2.5565 	 12.8506 	 31.5240 	 5.3927 	 4.1000
  0.4000 	 1.5000 	 0.7434 	 104.6799 	 2.1120 	 13.8222 	 2.4943 	 16.7572 	 15.6852 	 2.9350 	 4.1000
  0.4000 	 1.3000 	 0.4783 	 174.5831 	 2.3992 	 -5.5522 	 2.6766 	 0.9666 	 42.9164 	 6.5187 	 4.2000
  0.4000 	 1.4000 	 0.6013 	 125.9746 	 2.2666 	 5.5432 	 2.5992 	 10.7908 	 31.2159 	 5.2477 	 4.2000
  0.4000 	 1.5000 	 0.7079 	 110.3912 	 2.1508 	 12.4447 	 2.5350 	 15.1737 	 14.8337 	 2.7290 	 4.2000
