# +/- 35 deg
# +/- 50 deg
# MIT-Bates
# Min Q2: 2.9 GeV^2

# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.0 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.0 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 180 deg 
# thp = thq - thpq,  (q-vector scatters at larger  angles than proton scattering angle)# 
# 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.2000 	 1.0000 	 8.2043 	 12.9464 	 3.1218 	 32.1195 	 3.1461 	 35.7496 	 81.2109 	 3.6300 	 4.4000
  0.2000 	 1.0000 	 8.1510 	 13.1362 	 3.1774 	 31.7847 	 3.2016 	 35.3516 	 81.2523 	 3.5668 	 4.5000
  0.2000 	 1.1000 	 8.3690 	 12.9632 	 2.9494 	 34.7183 	 3.0418 	 38.1116 	 60.7934 	 3.3933 	 4.5000
  0.3000 	 1.0000 	 8.8970 	 10.4274 	 2.3617 	 34.7415 	 2.4143 	 41.8328 	 76.3756 	 7.0913 	 3.1000
  0.3000 	 1.0000 	 8.8437 	 10.6267 	 2.4190 	 34.3654 	 2.4714 	 41.2914 	 76.4889 	 6.9260 	 3.2000
  0.3000 	 1.0000 	 8.7904 	 10.8247 	 2.4761 	 33.9959 	 2.5283 	 40.7645 	 76.5962 	 6.7686 	 3.3000
  0.3000 	 1.0000 	 8.7372 	 11.0215 	 2.5330 	 33.6328 	 2.5851 	 40.2514 	 76.6978 	 6.6187 	 3.4000
  0.3000 	 1.0000 	 8.6839 	 11.2173 	 2.5897 	 33.2760 	 2.6417 	 39.7515 	 76.7943 	 6.4756 	 3.5000
  0.3000 	 1.0000 	 8.6306 	 11.4121 	 2.6463 	 32.9253 	 2.6982 	 39.2641 	 76.8861 	 6.3389 	 3.6000
  0.3000 	 1.0000 	 8.5773 	 11.6061 	 2.7028 	 32.5805 	 2.7546 	 38.7886 	 76.9734 	 6.2081 	 3.7000
  0.3000 	 1.0000 	 8.5240 	 11.7993 	 2.7591 	 32.2415 	 2.8108 	 38.3244 	 77.0567 	 6.0829 	 3.8000
  0.3000 	 1.0000 	 8.4707 	 11.9917 	 2.8154 	 31.9081 	 2.8669 	 37.8710 	 77.1361 	 5.9628 	 3.9000
  0.3000 	 1.1000 	 8.6596 	 11.8597 	 2.6155 	 34.7130 	 2.7331 	 40.6301 	 63.9939 	 5.9171 	 3.9000
  0.3000 	 1.0000 	 8.4174 	 12.1836 	 2.8715 	 31.5802 	 2.9229 	 37.4278 	 77.2120 	 5.8477 	 4.0000
  0.3000 	 1.1000 	 8.6112 	 12.0452 	 2.6669 	 34.3858 	 2.7848 	 40.1880 	 63.9853 	 5.8022 	 4.0000
  0.3000 	 1.0000 	 8.3641 	 12.3749 	 2.9275 	 31.2575 	 2.9789 	 36.9946 	 77.2846 	 5.7371 	 4.1000
  0.3000 	 1.1000 	 8.5628 	 12.2300 	 2.7182 	 34.0635 	 2.8364 	 39.7553 	 63.9758 	 5.6918 	 4.1000
  0.3000 	 1.0000 	 8.3108 	 12.5658 	 2.9834 	 30.9399 	 3.0347 	 36.5707 	 77.3541 	 5.6307 	 4.2000
  0.3000 	 1.1000 	 8.5143 	 12.4141 	 2.7694 	 33.7459 	 2.8879 	 39.3317 	 63.9656 	 5.5858 	 4.2000
  0.3000 	 1.0000 	 8.2576 	 12.7562 	 3.0392 	 30.6274 	 3.0904 	 36.1558 	 77.4207 	 5.5284 	 4.3000
  0.3000 	 1.1000 	 8.4659 	 12.5977 	 2.8205 	 33.4330 	 2.9393 	 38.9168 	 63.9548 	 5.4837 	 4.3000
  0.3000 	 1.0000 	 8.2043 	 12.9464 	 3.0950 	 30.3196 	 3.1461 	 35.7496 	 77.4846 	 5.4299 	 4.4000
  0.3000 	 1.1000 	 8.4174 	 12.7807 	 2.8715 	 33.1247 	 2.9906 	 38.5102 	 63.9434 	 5.3855 	 4.4000
  0.3000 	 1.0000 	 8.1510 	 13.1362 	 3.1506 	 30.0165 	 3.2016 	 35.3516 	 77.5459 	 5.3350 	 4.5000
  0.3000 	 1.1000 	 8.3690 	 12.9632 	 2.9224 	 32.8207 	 3.0418 	 38.1116 	 63.9315 	 5.2909 	 4.5000
  0.4000 	 1.0000 	 9.0036 	 10.0245 	 2.2088 	 33.0471 	 2.2996 	 42.9630 	 71.9714 	 9.9158 	 2.9000
  0.4000 	 1.0000 	 8.9503 	 10.2267 	 2.2666 	 32.7198 	 2.3571 	 42.3897 	 72.1404 	 9.6699 	 3.0000
  0.4000 	 1.0000 	 8.8970 	 10.4274 	 2.3242 	 32.3962 	 2.4143 	 41.8328 	 72.2997 	 9.4366 	 3.1000
  0.4000 	 1.0000 	 8.8437 	 10.6267 	 2.3815 	 32.0763 	 2.4714 	 41.2914 	 72.4503 	 9.2151 	 3.2000
  0.4000 	 1.1000 	 8.9988 	 10.5345 	 2.2141 	 34.7702 	 2.3671 	 44.0296 	 62.9534 	 9.2594 	 3.2000
  0.4000 	 1.0000 	 8.7904 	 10.8247 	 2.4387 	 31.7602 	 2.5283 	 40.7645 	 72.5927 	 9.0043 	 3.3000
  0.4000 	 1.1000 	 8.9503 	 10.7273 	 2.2666 	 34.4592 	 2.4199 	 43.5075 	 63.0191 	 9.0483 	 3.3000
  0.4000 	 1.0000 	 8.7372 	 11.0215 	 2.4957 	 31.4480 	 2.5851 	 40.2514 	 72.7277 	 8.8035 	 3.4000
  0.4000 	 1.1000 	 8.9019 	 10.9188 	 2.3189 	 34.1513 	 2.4725 	 42.9986 	 63.0799 	 8.8472 	 3.4000
  0.4000 	 1.0000 	 8.6839 	 11.2173 	 2.5526 	 31.1397 	 2.6417 	 39.7515 	 72.8558 	 8.6119 	 3.5000
  0.4000 	 1.1000 	 8.8534 	 11.1090 	 2.3711 	 33.8467 	 2.5249 	 42.5021 	 63.1363 	 8.6554 	 3.5000
  0.4000 	 1.0000 	 8.6306 	 11.4121 	 2.6093 	 30.8352 	 2.6982 	 39.2641 	 72.9776 	 8.4289 	 3.6000
  0.4000 	 1.1000 	 8.8050 	 11.2982 	 2.4232 	 33.5455 	 2.5771 	 42.0176 	 63.1886 	 8.4721 	 3.6000
  0.4000 	 1.0000 	 8.5773 	 11.6061 	 2.6659 	 30.5347 	 2.7546 	 38.7886 	 73.0936 	 8.2539 	 3.7000
  0.4000 	 1.1000 	 8.7565 	 11.4863 	 2.4750 	 33.2476 	 2.6292 	 41.5444 	 63.2371 	 8.2969 	 3.7000
  0.4000 	 1.0000 	 8.5240 	 11.7993 	 2.7223 	 30.2379 	 2.8108 	 38.3244 	 73.2040 	 8.0864 	 3.8000
  0.4000 	 1.1000 	 8.7081 	 11.6734 	 2.5268 	 32.9531 	 2.6812 	 41.0821 	 63.2823 	 8.1290 	 3.8000
  0.4000 	 1.0000 	 8.4707 	 11.9917 	 2.7786 	 29.9450 	 2.8669 	 37.8710 	 73.3094 	 7.9259 	 3.9000
  0.4000 	 1.1000 	 8.6596 	 11.8597 	 2.5784 	 32.6619 	 2.7331 	 40.6301 	 63.3244 	 7.9682 	 3.9000
  0.4000 	 1.0000 	 8.4174 	 12.1836 	 2.8348 	 29.6559 	 2.9229 	 37.4278 	 73.4101 	 7.7720 	 4.0000
  0.4000 	 1.1000 	 8.6112 	 12.0452 	 2.6299 	 32.3741 	 2.7848 	 40.1880 	 63.3637 	 7.8139 	 4.0000
  0.4000 	 1.0000 	 8.3641 	 12.3749 	 2.8909 	 29.3704 	 2.9789 	 36.9946 	 73.5064 	 7.6241 	 4.1000
  0.4000 	 1.1000 	 8.5628 	 12.2300 	 2.6813 	 32.0896 	 2.8364 	 39.7553 	 63.4003 	 7.6657 	 4.1000
  0.4000 	 1.2000 	 8.7283 	 12.1131 	 2.5052 	 34.9043 	 2.7231 	 42.2688 	 53.3993 	 7.3645 	 4.1000
  0.4000 	 1.0000 	 8.3108 	 12.5658 	 2.9468 	 29.0887 	 3.0347 	 36.5707 	 73.5985 	 7.4820 	 4.2000
  0.4000 	 1.1000 	 8.5143 	 12.4141 	 2.7325 	 31.8084 	 2.8879 	 39.3317 	 63.4345 	 7.5233 	 4.2000
  0.4000 	 1.2000 	 8.6839 	 12.2919 	 2.5526 	 34.6246 	 2.7710 	 41.8480 	 53.3600 	 7.2234 	 4.2000
  0.4000 	 1.0000 	 8.2576 	 12.7562 	 3.0027 	 28.8105 	 3.0904 	 36.1558 	 73.6868 	 7.3454 	 4.3000
  0.4000 	 1.1000 	 8.4659 	 12.5977 	 2.7837 	 31.5305 	 2.9393 	 38.9168 	 63.4665 	 7.3863 	 4.3000
  0.4000 	 1.2000 	 8.6395 	 12.4700 	 2.5999 	 34.3478 	 2.8189 	 41.4356 	 53.3203 	 7.0878 	 4.3000
  0.4000 	 1.0000 	 8.2043 	 12.9464 	 3.0585 	 28.5358 	 3.1461 	 35.7496 	 73.7715 	 7.2138 	 4.4000
  0.4000 	 1.1000 	 8.4174 	 12.7807 	 2.8348 	 31.2558 	 2.9906 	 38.5102 	 63.4965 	 7.2544 	 4.4000
  0.4000 	 1.2000 	 8.5951 	 12.6474 	 2.6470 	 34.0739 	 2.8667 	 41.0311 	 53.2802 	 6.9572 	 4.4000
  0.4000 	 1.0000 	 8.1510 	 13.1362 	 3.1142 	 28.2645 	 3.2016 	 35.3516 	 73.8528 	 7.0870 	 4.5000
  0.4000 	 1.1000 	 8.3690 	 12.9632 	 2.8858 	 30.9843 	 3.0418 	 38.1116 	 63.5246 	 7.1273 	 4.5000
  0.4000 	 1.2000 	 8.5506 	 12.8242 	 2.6941 	 33.8028 	 2.9143 	 40.6343 	 53.2399 	 6.8315 	 4.5000
  0.5000 	 1.0000 	 9.0036 	 10.0245 	 2.1619 	 30.5878 	 2.2996 	 42.9630 	 67.9143 	 12.3752 	 2.9000
  0.5000 	 1.1000 	 9.1441 	 9.9470 	 2.0078 	 33.1847 	 2.2077 	 45.6820 	 60.3361 	 12.4974 	 2.9000
  0.5000 	 1.0000 	 8.9503 	 10.2267 	 2.2198 	 30.3244 	 2.3571 	 42.3897 	 68.1258 	 12.0653 	 3.0000
  0.5000 	 1.1000 	 9.0957 	 10.1444 	 2.0611 	 32.9293 	 2.2610 	 45.1161 	 60.4822 	 12.1868 	 3.0000
  0.5000 	 1.0000 	 8.8970 	 10.4274 	 2.2776 	 30.0613 	 2.4143 	 41.8328 	 68.3252 	 11.7716 	 3.1000
  0.5000 	 1.1000 	 9.0472 	 10.3402 	 2.1142 	 32.6732 	 2.3142 	 44.5655 	 60.6185 	 11.8923 	 3.1000
  0.5000 	 1.0000 	 8.8437 	 10.6267 	 2.3351 	 29.7987 	 2.4714 	 41.2914 	 68.5134 	 11.4927 	 3.2000
  0.5000 	 1.1000 	 8.9988 	 10.5345 	 2.1671 	 32.4170 	 2.3671 	 44.0296 	 60.7457 	 11.6126 	 3.2000
  0.5000 	 1.0000 	 8.7904 	 10.8247 	 2.3924 	 29.5370 	 2.5283 	 40.7645 	 68.6914 	 11.2275 	 3.3000
  0.5000 	 1.1000 	 8.9503 	 10.7273 	 2.2198 	 32.1609 	 2.4199 	 43.5075 	 60.8647 	 11.3466 	 3.3000
  0.5000 	 1.2000 	 9.0835 	 10.6481 	 2.0744 	 34.8366 	 2.3340 	 45.9816 	 53.3159 	 11.1450 	 3.3000
  0.5000 	 1.0000 	 8.7372 	 11.0215 	 2.4496 	 29.2765 	 2.5851 	 40.2514 	 68.8601 	 10.9750 	 3.4000
  0.5000 	 1.1000 	 8.9019 	 10.9188 	 2.2723 	 31.9053 	 2.4725 	 42.9986 	 60.9762 	 11.0932 	 3.4000
  0.5000 	 1.2000 	 9.0391 	 10.8353 	 2.1231 	 34.5869 	 2.3832 	 45.4796 	 53.3595 	 10.8927 	 3.4000
  0.5000 	 1.0000 	 8.6839 	 11.2173 	 2.5066 	 29.0174 	 2.6417 	 39.7515 	 69.0202 	 10.7341 	 3.5000
  0.5000 	 1.1000 	 8.8534 	 11.1090 	 2.3247 	 31.6506 	 2.5249 	 42.5021 	 61.0809 	 10.8516 	 3.5000
  0.5000 	 1.2000 	 8.9947 	 11.0211 	 2.1715 	 34.3373 	 2.4322 	 44.9894 	 53.3980 	 10.6521 	 3.5000
  0.5000 	 1.0000 	 8.6306 	 11.4121 	 2.5634 	 28.7599 	 2.6982 	 39.2641 	 69.1722 	 10.5042 	 3.6000
  0.5000 	 1.1000 	 8.8050 	 11.2982 	 2.3768 	 31.3968 	 2.5771 	 42.0176 	 61.1793 	 10.6208 	 3.6000
  0.5000 	 1.2000 	 8.9503 	 11.2058 	 2.2198 	 34.0881 	 2.4811 	 44.5105 	 53.4320 	 10.4224 	 3.6000
  0.5000 	 1.0000 	 8.5773 	 11.6061 	 2.6201 	 28.5041 	 2.7546 	 38.7886 	 69.3169 	 10.2845 	 3.7000
  0.5000 	 1.1000 	 8.7565 	 11.4863 	 2.4288 	 31.1443 	 2.6292 	 41.5444 	 61.2720 	 10.4002 	 3.7000
  0.5000 	 1.2000 	 8.9059 	 11.3892 	 2.2680 	 33.8396 	 2.5298 	 44.0425 	 53.4619 	 10.2028 	 3.7000
  0.5000 	 1.0000 	 8.5240 	 11.7993 	 2.6766 	 28.2502 	 2.8108 	 38.3244 	 69.4548 	 10.0742 	 3.8000
  0.5000 	 1.1000 	 8.7081 	 11.6734 	 2.4807 	 30.8931 	 2.6812 	 41.0821 	 61.3594 	 10.1890 	 3.8000
  0.5000 	 1.2000 	 8.8615 	 11.5716 	 2.3159 	 33.5920 	 2.5783 	 43.5847 	 53.4882 	 9.9927 	 3.8000
  0.5000 	 1.0000 	 8.4707 	 11.9917 	 2.7330 	 27.9983 	 2.8669 	 37.8710 	 69.5862 	 9.8727 	 3.9000
  0.5000 	 1.1000 	 8.6596 	 11.8597 	 2.5324 	 30.6435 	 2.7331 	 40.6301 	 61.4420 	 9.9866 	 3.9000
  0.5000 	 1.2000 	 8.8171 	 11.7530 	 2.3638 	 33.3454 	 2.6267 	 43.1367 	 53.5111 	 9.7913 	 3.9000
  0.5000 	 1.0000 	 8.4174 	 12.1836 	 2.7893 	 27.7484 	 2.9229 	 37.4278 	 69.7118 	 9.6795 	 4.0000
  0.5000 	 1.1000 	 8.6112 	 12.0452 	 2.5840 	 30.3954 	 2.7848 	 40.1880 	 61.5200 	 9.7925 	 4.0000
  0.5000 	 1.2000 	 8.7727 	 11.9334 	 2.4115 	 33.1000 	 2.6749 	 42.6983 	 53.5310 	 9.5982 	 4.0000
  0.5000 	 1.0000 	 8.3641 	 12.3749 	 2.8455 	 27.5005 	 2.9789 	 36.9946 	 69.8318 	 9.4940 	 4.1000
  0.5000 	 1.1000 	 8.5628 	 12.2300 	 2.6355 	 30.1491 	 2.8364 	 39.7553 	 61.5939 	 9.6062 	 4.1000
  0.5000 	 1.2000 	 8.7283 	 12.1131 	 2.4591 	 32.8559 	 2.7231 	 42.2688 	 53.5481 	 9.4129 	 4.1000
  0.5000 	 1.0000 	 8.3108 	 12.5658 	 2.9015 	 27.2548 	 3.0347 	 36.5707 	 69.9467 	 9.3158 	 4.2000
  0.5000 	 1.1000 	 8.5143 	 12.4141 	 2.6869 	 29.9046 	 2.8879 	 39.3317 	 61.6639 	 9.4271 	 4.2000
  0.5000 	 1.2000 	 8.6839 	 12.2919 	 2.5066 	 32.6133 	 2.7710 	 41.8480 	 53.5628 	 9.2348 	 4.2000
  0.5000 	 1.0000 	 8.2576 	 12.7562 	 2.9575 	 27.0113 	 3.0904 	 36.1558 	 70.0567 	 9.1445 	 4.3000
  0.5000 	 1.1000 	 8.4659 	 12.5977 	 2.7381 	 29.6619 	 2.9393 	 38.9168 	 61.7303 	 9.2549 	 4.3000
  0.5000 	 1.2000 	 8.6395 	 12.4700 	 2.5539 	 32.3720 	 2.8189 	 41.4356 	 53.5752 	 9.0635 	 4.3000
  0.5000 	 1.0000 	 8.2043 	 12.9464 	 3.0133 	 26.7700 	 3.1461 	 35.7496 	 70.1623 	 8.9796 	 4.4000
  0.5000 	 1.1000 	 8.4174 	 12.7807 	 2.7893 	 29.4211 	 2.9906 	 38.5102 	 61.7934 	 9.0891 	 4.4000
  0.5000 	 1.2000 	 8.5951 	 12.6474 	 2.6012 	 32.1324 	 2.8667 	 41.0311 	 53.5855 	 8.8987 	 4.4000
  0.5000 	 1.3000 	 8.7454 	 12.5378 	 2.4408 	 34.9607 	 2.7664 	 43.3344 	 45.3082 	 8.3737 	 4.4000
  0.5000 	 1.0000 	 8.1510 	 13.1362 	 3.0691 	 26.5308 	 3.2016 	 35.3516 	 70.2635 	 8.8208 	 4.5000
  0.5000 	 1.1000 	 8.3690 	 12.9632 	 2.8404 	 29.1822 	 3.0418 	 38.1116 	 61.8534 	 8.9294 	 4.5000
  0.5000 	 1.2000 	 8.5506 	 12.8242 	 2.6483 	 31.8944 	 2.9143 	 40.6343 	 53.5940 	 8.7399 	 4.5000
  0.5000 	 1.3000 	 8.7044 	 12.7100 	 2.4847 	 34.7247 	 2.8112 	 42.9412 	 45.2502 	 8.2165 	 4.5000
  0.6000 	 1.0000 	 9.0036 	 10.0245 	 2.1067 	 28.1322 	 2.2996 	 42.9630 	 63.9927 	 14.8308 	 2.9000
  0.6000 	 1.1000 	 9.1441 	 9.9470 	 1.9519 	 30.6581 	 2.2077 	 45.6820 	 57.4902 	 15.0239 	 2.9000
  0.6000 	 1.2000 	 9.2612 	 9.8837 	 1.8211 	 33.2217 	 2.1351 	 48.1210 	 51.2996 	 14.8993 	 2.9000
  0.6000 	 1.0000 	 8.9503 	 10.2267 	 2.1649 	 27.9347 	 2.3571 	 42.3897 	 64.2476 	 14.4551 	 3.0000
  0.6000 	 1.1000 	 9.0957 	 10.1444 	 2.0055 	 30.4692 	 2.2610 	 45.1161 	 57.6936 	 14.6469 	 3.0000
  0.6000 	 1.2000 	 9.2168 	 10.0774 	 1.8710 	 33.0415 	 2.1851 	 47.5651 	 51.4435 	 14.5236 	 3.0000
  0.6000 	 1.0000 	 8.8970 	 10.4274 	 2.2229 	 27.7336 	 2.4143 	 41.8328 	 64.4876 	 14.0992 	 3.1000
  0.6000 	 1.1000 	 9.0472 	 10.3402 	 2.0589 	 30.2759 	 2.3142 	 44.5655 	 57.8838 	 14.2896 	 3.1000
  0.6000 	 1.2000 	 9.1724 	 10.2693 	 1.9205 	 32.8562 	 2.2350 	 47.0237 	 51.5759 	 14.1675 	 3.1000
  0.6000 	 1.0000 	 8.8437 	 10.6267 	 2.2806 	 27.5299 	 2.4714 	 41.2914 	 64.7141 	 13.7615 	 3.2000
  0.6000 	 1.1000 	 8.9988 	 10.5345 	 2.1120 	 30.0790 	 2.3671 	 44.0296 	 58.0621 	 13.9505 	 3.2000
  0.6000 	 1.2000 	 9.1279 	 10.4594 	 1.9698 	 32.6666 	 2.2846 	 46.4961 	 51.6978 	 13.8295 	 3.2000
  0.6000 	 1.0000 	 8.7904 	 10.8247 	 2.3381 	 27.3239 	 2.5283 	 40.7645 	 64.9282 	 13.4406 	 3.3000
  0.6000 	 1.1000 	 8.9503 	 10.7273 	 2.1649 	 29.8793 	 2.4199 	 43.5075 	 58.2294 	 13.6282 	 3.3000
  0.6000 	 1.2000 	 9.0835 	 10.6481 	 2.0189 	 32.4735 	 2.3340 	 45.9816 	 51.8102 	 13.5082 	 3.3000
  0.6000 	 1.0000 	 8.7372 	 11.0215 	 2.3955 	 27.1163 	 2.5851 	 40.2514 	 65.1310 	 13.1351 	 3.4000
  0.6000 	 1.1000 	 8.9019 	 10.9188 	 2.2176 	 29.6773 	 2.4725 	 42.9986 	 58.3869 	 13.3213 	 3.4000
  0.6000 	 1.2000 	 9.0391 	 10.8353 	 2.0678 	 32.2774 	 2.3832 	 45.4796 	 51.9142 	 13.2022 	 3.4000
  0.6000 	 1.3000 	 9.1553 	 10.7661 	 1.9395 	 34.9555 	 2.3114 	 47.7238 	 45.5948 	 12.7683 	 3.4000
  0.6000 	 1.0000 	 8.6839 	 11.2173 	 2.4526 	 26.9075 	 2.6417 	 39.7515 	 65.3232 	 12.8440 	 3.5000
  0.6000 	 1.1000 	 8.8534 	 11.1090 	 2.2701 	 29.4734 	 2.5249 	 42.5021 	 58.5352 	 13.0287 	 3.5000
  0.6000 	 1.2000 	 8.9947 	 11.0211 	 2.1164 	 32.0789 	 2.4322 	 44.9894 	 52.0104 	 12.9106 	 3.5000
  0.6000 	 1.3000 	 9.1143 	 10.9484 	 1.9849 	 34.7631 	 2.3576 	 47.2418 	 45.6291 	 12.4786 	 3.5000
  0.6000 	 1.0000 	 8.6306 	 11.4121 	 2.5096 	 26.6979 	 2.6982 	 39.2641 	 65.5059 	 12.5663 	 3.6000
  0.6000 	 1.1000 	 8.8050 	 11.2982 	 2.3225 	 29.2681 	 2.5771 	 42.0176 	 58.6752 	 12.7495 	 3.6000
  0.6000 	 1.2000 	 8.9503 	 11.2058 	 2.1649 	 31.8784 	 2.4811 	 44.5105 	 52.0996 	 12.6322 	 3.6000
  0.6000 	 1.3000 	 9.0733 	 11.1293 	 2.0302 	 34.5683 	 2.4037 	 46.7705 	 45.6576 	 12.2022 	 3.6000
  0.6000 	 1.0000 	 8.5773 	 11.6061 	 2.5664 	 26.4878 	 2.7546 	 38.7886 	 65.6796 	 12.3008 	 3.7000
  0.6000 	 1.1000 	 8.7565 	 11.4863 	 2.3746 	 29.0619 	 2.6292 	 41.5444 	 58.8075 	 12.4826 	 3.7000
  0.6000 	 1.2000 	 8.9059 	 11.3892 	 2.2132 	 31.6764 	 2.5298 	 44.0425 	 52.1823 	 12.3661 	 3.7000
  0.6000 	 1.3000 	 9.0323 	 11.3090 	 2.0753 	 34.3713 	 2.4496 	 46.3094 	 45.6809 	 11.9381 	 3.7000
  0.6000 	 1.0000 	 8.5240 	 11.7993 	 2.6230 	 26.2774 	 2.8108 	 38.3244 	 65.8450 	 12.0470 	 3.8000
  0.6000 	 1.1000 	 8.7081 	 11.6734 	 2.4266 	 28.8549 	 2.6812 	 41.0821 	 58.9327 	 12.2272 	 3.8000
  0.6000 	 1.2000 	 8.8615 	 11.5716 	 2.2614 	 31.4732 	 2.5783 	 43.5847 	 52.2592 	 12.1115 	 3.8000
  0.6000 	 1.3000 	 8.9913 	 11.4875 	 2.1202 	 34.1728 	 2.4953 	 45.8581 	 45.6995 	 11.6854 	 3.8000
  0.6000 	 1.0000 	 8.4707 	 11.9917 	 2.6796 	 26.0671 	 2.8669 	 37.8710 	 66.0027 	 11.8038 	 3.9000
  0.6000 	 1.1000 	 8.6596 	 11.8597 	 2.4785 	 28.6475 	 2.7331 	 40.6301 	 59.0513 	 11.9826 	 3.9000
  0.6000 	 1.2000 	 8.8171 	 11.7530 	 2.3094 	 31.2691 	 2.6267 	 43.1367 	 52.3307 	 11.8677 	 3.9000
  0.6000 	 1.3000 	 8.9503 	 11.6649 	 2.1649 	 33.9729 	 2.5408 	 45.4162 	 45.7139 	 11.4434 	 3.9000
  0.6000 	 1.0000 	 8.4174 	 12.1836 	 2.7360 	 25.8570 	 2.9229 	 37.4278 	 66.1533 	 11.5708 	 4.0000
  0.6000 	 1.1000 	 8.6112 	 12.0452 	 2.5302 	 28.4398 	 2.7848 	 40.1880 	 59.1639 	 11.7481 	 4.0000
  0.6000 	 1.2000 	 8.7727 	 11.9334 	 2.3573 	 31.0644 	 2.6749 	 42.6983 	 52.3972 	 11.6339 	 4.0000
  0.6000 	 1.3000 	 8.9093 	 11.8413 	 2.2095 	 33.7719 	 2.5862 	 44.9833 	 45.7245 	 11.2114 	 4.0000
  0.6000 	 1.0000 	 8.3641 	 12.3749 	 2.7923 	 25.6474 	 2.9789 	 36.9946 	 66.2971 	 11.3472 	 4.1000
