# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 8.800 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 180 deg 
# thp = thq + thpq, phi = 180 ?  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.0000 	 6.7217 	 14.7528 	 2.8590 	 34.6633 	 2.8669 	 36.6583 	 84.4572 	 1.9951 	 3.9000
  0.1000 	 1.0000 	 6.6684 	 15.0017 	 2.9150 	 34.2383 	 2.9229 	 36.1951 	 84.4848 	 1.9568 	 4.0000
  0.1000 	 1.0000 	 6.6151 	 15.2506 	 2.9710 	 33.8217 	 2.9789 	 35.7417 	 84.5111 	 1.9200 	 4.1000
  0.1000 	 1.0000 	 6.5618 	 15.4995 	 3.0268 	 33.4131 	 3.0347 	 35.2978 	 84.5362 	 1.8847 	 4.2000
  0.1000 	 1.0000 	 6.5086 	 15.7486 	 3.0826 	 33.0122 	 3.0904 	 34.8628 	 84.5603 	 1.8507 	 4.3000
  0.1000 	 1.0000 	 6.4553 	 15.9979 	 3.1382 	 32.6186 	 3.1461 	 34.4365 	 84.5834 	 1.8179 	 4.4000
  0.1000 	 1.0000 	 6.4020 	 16.2475 	 3.1938 	 32.2321 	 3.2016 	 34.0184 	 84.6055 	 1.7863 	 4.5000
  0.2000 	 1.0000 	 6.9882 	 13.5035 	 2.5603 	 34.7190 	 2.5851 	 39.1400 	 80.6790 	 4.4209 	 3.4000
  0.2000 	 1.0000 	 6.9349 	 13.7543 	 2.6170 	 34.2939 	 2.6417 	 38.6197 	 80.7442 	 4.3258 	 3.5000
  0.2000 	 1.0000 	 6.8816 	 14.0046 	 2.6736 	 33.8771 	 2.6982 	 38.1120 	 80.8063 	 4.2349 	 3.6000
  0.2000 	 1.0000 	 6.8283 	 14.2543 	 2.7300 	 33.4684 	 2.7546 	 37.6163 	 80.8653 	 4.1479 	 3.7000
  0.2000 	 1.0000 	 6.7750 	 14.5037 	 2.7863 	 33.0673 	 2.8108 	 37.1319 	 80.9216 	 4.0646 	 3.8000
  0.2000 	 1.0000 	 6.7217 	 14.7528 	 2.8424 	 32.6736 	 2.8669 	 36.6583 	 80.9753 	 3.9848 	 3.9000
  0.2000 	 1.0000 	 6.6684 	 15.0017 	 2.8985 	 32.2870 	 2.9229 	 36.1951 	 81.0266 	 3.9081 	 4.0000
  0.2000 	 1.0000 	 6.6151 	 15.2506 	 2.9545 	 31.9072 	 2.9789 	 35.7417 	 81.0757 	 3.8345 	 4.1000
  0.2000 	 1.1000 	 6.8138 	 15.0254 	 2.7453 	 34.8625 	 2.8364 	 38.5192 	 61.0993 	 3.6567 	 4.1000
  0.2000 	 1.0000 	 6.5618 	 15.4995 	 3.0103 	 31.5340 	 3.0347 	 35.2978 	 81.1227 	 3.7637 	 4.2000
  0.2000 	 1.1000 	 6.7653 	 15.2632 	 2.7965 	 34.4893 	 2.8879 	 38.0763 	 61.0205 	 3.5870 	 4.2000
  0.2000 	 1.0000 	 6.5086 	 15.7486 	 3.0661 	 31.1672 	 3.0904 	 34.8628 	 81.1677 	 3.6956 	 4.3000
  0.2000 	 1.1000 	 6.7169 	 15.5009 	 2.8475 	 34.1222 	 2.9393 	 37.6422 	 60.9432 	 3.5200 	 4.3000
  0.2000 	 1.0000 	 6.4553 	 15.9979 	 3.1218 	 30.8065 	 3.1461 	 34.4365 	 81.2109 	 3.6300 	 4.4000
  0.2000 	 1.1000 	 6.6684 	 15.7385 	 2.8985 	 33.7609 	 2.9906 	 37.2163 	 60.8676 	 3.4555 	 4.4000
  0.2000 	 1.0000 	 6.4020 	 16.2475 	 3.1774 	 30.4516 	 3.2016 	 34.0184 	 81.2523 	 3.5668 	 4.5000
  0.2000 	 1.1000 	 6.6200 	 15.9760 	 2.9494 	 33.4052 	 3.0418 	 36.7985 	 60.7934 	 3.3933 	 4.5000
  0.3000 	 1.0000 	 7.2546 	 12.2349 	 2.2467 	 34.5060 	 2.2996 	 41.9546 	 76.1286 	 7.4487 	 2.9000
  0.3000 	 1.0000 	 7.2013 	 12.4910 	 2.3043 	 34.0953 	 2.3571 	 41.3606 	 76.2557 	 7.2653 	 3.0000
  0.3000 	 1.0000 	 7.1480 	 12.7457 	 2.3617 	 33.6916 	 2.4143 	 40.7829 	 76.3756 	 7.0913 	 3.1000
  0.3000 	 1.0000 	 7.0947 	 12.9993 	 2.4190 	 33.2949 	 2.4714 	 40.2209 	 76.4889 	 6.9260 	 3.2000
  0.3000 	 1.0000 	 7.0414 	 13.2518 	 2.4761 	 32.9048 	 2.5283 	 39.6735 	 76.5962 	 6.7686 	 3.3000
  0.3000 	 1.0000 	 6.9882 	 13.5035 	 2.5330 	 32.5213 	 2.5851 	 39.1400 	 76.6978 	 6.6187 	 3.4000
  0.3000 	 1.0000 	 6.9349 	 13.7543 	 2.5897 	 32.1442 	 2.6417 	 38.6197 	 76.7943 	 6.4756 	 3.5000
  0.3000 	 1.1000 	 7.1044 	 13.5884 	 2.4086 	 34.9541 	 2.5249 	 41.3827 	 64.0177 	 6.4286 	 3.5000
  0.3000 	 1.0000 	 6.8816 	 14.0046 	 2.6463 	 31.7732 	 2.6982 	 38.1120 	 76.8861 	 6.3389 	 3.6000
  0.3000 	 1.1000 	 7.0560 	 13.8296 	 2.4605 	 34.5864 	 2.5771 	 40.8786 	 64.0137 	 6.2922 	 3.6000
  0.3000 	 1.0000 	 6.8283 	 14.2543 	 2.7028 	 31.4082 	 2.7546 	 37.6163 	 76.9734 	 6.2081 	 3.7000
  0.3000 	 1.1000 	 7.0075 	 14.0699 	 2.5123 	 34.2241 	 2.6292 	 40.3859 	 64.0083 	 6.1617 	 3.7000
  0.3000 	 1.0000 	 6.7750 	 14.5037 	 2.7591 	 31.0490 	 2.8108 	 37.1319 	 77.0567 	 6.0829 	 3.8000
  0.3000 	 1.1000 	 6.9591 	 14.3096 	 2.5639 	 33.8672 	 2.6812 	 39.9040 	 64.0017 	 6.0368 	 3.8000
  0.3000 	 1.0000 	 6.7217 	 14.7528 	 2.8154 	 30.6955 	 2.8669 	 36.6583 	 77.1361 	 5.9628 	 3.9000
  0.3000 	 1.1000 	 6.9106 	 14.5486 	 2.6155 	 33.5156 	 2.7331 	 39.4326 	 63.9939 	 5.9171 	 3.9000
  0.3000 	 1.0000 	 6.6684 	 15.0017 	 2.8715 	 30.3474 	 2.9229 	 36.1951 	 77.2120 	 5.8477 	 4.0000
  0.3000 	 1.1000 	 6.8622 	 14.7872 	 2.6669 	 33.1690 	 2.7848 	 38.9712 	 63.9853 	 5.8022 	 4.0000
  0.3000 	 1.0000 	 6.6151 	 15.2506 	 2.9275 	 30.0047 	 2.9789 	 35.7417 	 77.2846 	 5.7371 	 4.1000
  0.3000 	 1.1000 	 6.8138 	 15.0254 	 2.7182 	 32.8274 	 2.8364 	 38.5192 	 63.9758 	 5.6918 	 4.1000
  0.3000 	 1.0000 	 6.5618 	 15.4995 	 2.9834 	 29.6670 	 3.0347 	 35.2978 	 77.3541 	 5.6307 	 4.2000
