# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 6.600 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 180 deg 
# thp = thq + thpq, phi = 180 ?  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.0000 	 4.7882 	 18.8787 	 2.5771 	 34.6078 	 2.5851 	 36.8206 	 84.2979 	 2.2128 	 3.4000
  0.1000 	 1.0000 	 4.7349 	 19.2654 	 2.6337 	 34.0892 	 2.6417 	 36.2545 	 84.3331 	 2.1653 	 3.5000
  0.1000 	 1.0000 	 4.6816 	 19.6534 	 2.6902 	 33.5809 	 2.6982 	 35.7009 	 84.3664 	 2.1200 	 3.6000
  0.1000 	 1.0000 	 4.6283 	 20.0428 	 2.7466 	 33.0826 	 2.7546 	 35.1591 	 84.3982 	 2.0765 	 3.7000
  0.1000 	 1.0000 	 4.5750 	 20.4339 	 2.8029 	 32.5937 	 2.8108 	 34.6286 	 84.4284 	 2.0350 	 3.8000
  0.1000 	 1.0000 	 4.5217 	 20.8269 	 2.8590 	 32.1137 	 2.8669 	 34.1088 	 84.4572 	 1.9951 	 3.9000
  0.1000 	 1.0000 	 4.4684 	 21.2221 	 2.9150 	 31.6424 	 2.9229 	 33.5992 	 84.4848 	 1.9568 	 4.0000
  0.1000 	 1.0000 	 4.4151 	 21.6197 	 2.9710 	 31.1792 	 2.9789 	 33.0992 	 84.5111 	 1.9200 	 4.1000
  0.1000 	 1.1000 	 4.6138 	 21.1438 	 2.7620 	 34.5589 	 2.8364 	 35.9259 	 41.2163 	 1.3670 	 4.1000
  0.1000 	 1.0000 	 4.3618 	 22.0200 	 3.0268 	 30.7238 	 3.0347 	 32.6085 	 84.5362 	 1.8847 	 4.2000
  0.1000 	 1.1000 	 4.5653 	 21.5177 	 2.8131 	 34.1051 	 2.8879 	 35.4389 	 40.9033 	 1.3338 	 4.2000
  0.1000 	 1.0000 	 4.3086 	 22.4230 	 3.0826 	 30.2759 	 3.0904 	 32.1266 	 84.5603 	 1.8507 	 4.3000
  0.1000 	 1.1000 	 4.5169 	 21.8933 	 2.8641 	 33.6586 	 2.9393 	 34.9605 	 40.5969 	 1.3019 	 4.3000
  0.1000 	 1.0000 	 4.2553 	 22.8292 	 3.1382 	 29.8351 	 3.1461 	 31.6530 	 84.5834 	 1.8179 	 4.4000
  0.1000 	 1.1000 	 4.4684 	 22.2709 	 2.9150 	 33.2189 	 2.9906 	 34.4902 	 40.2971 	 1.2713 	 4.4000
  0.1000 	 1.0000 	 4.2020 	 23.2387 	 3.1938 	 29.4012 	 3.2016 	 31.1875 	 84.6055 	 1.7863 	 4.5000
  0.1000 	 1.1000 	 4.4200 	 22.6505 	 2.9659 	 32.7859 	 3.0418 	 34.0279 	 40.0035 	 1.2419 	 4.5000
  0.2000 	 1.0000 	 5.0546 	 16.9548 	 2.2745 	 34.8926 	 2.2996 	 39.8649 	 80.2942 	 4.9723 	 2.9000
  0.2000 	 1.0000 	 5.0013 	 17.3391 	 2.3320 	 34.3742 	 2.3571 	 39.2248 	 80.3801 	 4.8506 	 3.0000
  0.2000 	 1.0000 	 4.9480 	 17.7235 	 2.3893 	 33.8662 	 2.4143 	 38.6012 	 80.4612 	 4.7350 	 3.1000
  0.2000 	 1.0000 	 4.8947 	 18.1080 	 2.4465 	 33.3680 	 2.4714 	 37.9932 	 80.5378 	 4.6252 	 3.2000
