# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 11.000 GeV
# 4-Momentum Transfer (Q2) = 1.00 - 1.90 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.20 - 0.36 GeV (step: 0.01) 
# Hadron Out-of-Plane Angle (phi): rotation axis is q-vector 
# thp = thq - thpq, phi = 180  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 

  Pr,            xbj,            kf,             th_e,           Pf,             th_p,           q,              th_q,           th_nq,          th_pq,          Q2
  0.2000 	 1.4000 	 10.5432 	 5.8307 	 1.0007 	 68.3238 	 1.1869 	 64.4810 	 19.5927 	 3.8429 	 1.2000
  0.2000 	 1.4000 	 10.5052 	 6.0800 	 1.0523 	 66.5611 	 1.2429 	 63.5344 	 16.1292 	 3.0267 	 1.3000
  0.2000 	 1.3000 	 10.4261 	 6.3336 	 1.1560 	 66.6406 	 1.3150 	 61.0012 	 34.6109 	 5.6394 	 1.4000
  0.2000 	 1.4000 	 10.4671 	 6.3212 	 1.1027 	 64.7737 	 1.2977 	 62.6329 	 11.8862 	 2.1408 	 1.4000
  0.2000 	 1.3000 	 10.3851 	 6.5691 	 1.2084 	 65.3243 	 1.3704 	 60.1039 	 33.3481 	 5.2203 	 1.5000
  0.2000 	 1.4000 	 10.4290 	 6.5552 	 1.1523 	 62.6745 	 1.3513 	 61.7718 	 5.2076 	 0.9027 	 1.5000
  0.2000 	 1.3000 	 10.3441 	 6.7982 	 1.2599 	 64.0826 	 1.4248 	 59.2459 	 32.0823 	 4.8367 	 1.6000
  0.2000 	 1.3000 	 10.3031 	 7.0216 	 1.3106 	 62.9067 	 1.4784 	 58.4235 	 30.8123 	 4.4831 	 1.7000
  0.2000 	 1.3000 	 10.2621 	 7.2399 	 1.3607 	 61.7889 	 1.5312 	 57.6337 	 29.5361 	 4.1552 	 1.8000
  0.2000 	 1.3000 	 10.2212 	 7.4535 	 1.4102 	 60.7229 	 1.5832 	 56.8738 	 28.2510 	 3.8491 	 1.9000
  0.2100 	 1.5000 	 10.6447 	 5.2968 	 0.8531 	 69.5020 	 1.0612 	 67.8151 	 6.8685 	 1.6869 	 1.0000
  0.2100 	 1.4000 	 10.5432 	 5.8307 	 0.9978 	 69.2916 	 1.1869 	 64.4810 	 23.4819 	 4.8107 	 1.2000
  0.2100 	 1.4000 	 10.5052 	 6.0800 	 1.0494 	 67.6267 	 1.2429 	 63.5344 	 20.8923 	 4.0923 	 1.3000
  0.2100 	 1.4000 	 10.4671 	 6.3212 	 1.0999 	 66.0238 	 1.2977 	 62.6329 	 18.0474 	 3.3909 	 1.4000
  0.2100 	 1.4000 	 10.4290 	 6.5552 	 1.1495 	 64.4464 	 1.3513 	 61.7718 	 14.7989 	 2.6746 	 1.5000
  0.2100 	 1.3000 	 10.3441 	 6.7982 	 1.2572 	 64.6630 	 1.4248 	 59.2459 	 34.4142 	 5.4170 	 1.6000
  0.2100 	 1.4000 	 10.3910 	 6.7828 	 1.1982 	 62.8263 	 1.4039 	 60.9473 	 10.7831 	 1.8790 	 1.6000
  0.2100 	 1.3000 	 10.3031 	 7.0216 	 1.3080 	 63.4832 	 1.4784 	 58.4235 	 33.3201 	 5.0596 	 1.7000
  0.2100 	 1.4000 	 10.3529 	 7.0047 	 1.2462 	 60.8576 	 1.4556 	 60.1559 	 4.1676 	 0.7017 	 1.7000
  0.2100 	 1.3000 	 10.2621 	 7.2399 	 1.3581 	 62.3635 	 1.5312 	 57.6337 	 32.2272 	 4.7298 	 1.8000
  0.2100 	 1.3000 	 10.2212 	 7.4535 	 1.4077 	 61.2977 	 1.5832 	 56.8738 	 31.1347 	 4.4239 	 1.9000
  0.2200 	 1.5000 	 10.6092 	 5.5648 	 0.9019 	 68.7342 	 1.1192 	 66.8072 	 7.9233 	 1.9270 	 1.1000
  0.2200 	 1.4000 	 10.5052 	 6.0800 	 1.0464 	 68.5052 	 1.2429 	 63.5344 	 24.3389 	 4.9708 	 1.3000
  0.2200 	 1.4000 	 10.4671 	 6.3212 	 1.0970 	 66.9636 	 1.2977 	 62.6329 	 22.1195 	 4.3307 	 1.4000
  0.2200 	 1.4000 	 10.4290 	 6.5552 	 1.1466 	 65.4873 	 1.3513 	 61.7718 	 19.7393 	 3.7154 	 1.5000
  0.2200 	 1.4000 	 10.3910 	 6.7828 	 1.1954 	 64.0547 	 1.4039 	 60.9473 	 17.1308 	 3.1075 	 1.6000
  0.2200 	 1.4000 	 10.3529 	 7.0047 	 1.2434 	 62.6375 	 1.4556 	 60.1559 	 14.1653 	 2.4816 	 1.7000
  0.2200 	 1.3000 	 10.2621 	 7.2399 	 1.3554 	 62.8995 	 1.5312 	 57.6337 	 34.4323 	 5.2658 	 1.8000
  0.2200 	 1.4000 	 10.3148 	 7.2214 	 1.2908 	 61.1816 	 1.5065 	 59.3949 	 10.5409 	 1.7867 	 1.8000
  0.2200 	 1.3000 	 10.2212 	 7.4535 	 1.4050 	 61.8295 	 1.5832 	 56.8738 	 33.4833 	 4.9558 	 1.9000
  0.2200 	 1.4000 	 10.2768 	 7.4333 	 1.3376 	 59.4783 	 1.5566 	 58.6617 	 4.9705 	 0.8165 	 1.9000
  0.2300 	 1.5000 	 10.5737 	 5.8222 	 0.9491 	 68.0698 	 1.1755 	 65.8531 	 9.1847 	 2.2167 	 1.2000
  0.2300 	 1.4000 	 10.5052 	 6.0800 	 1.0433 	 69.2832 	 1.2429 	 63.5344 	 27.0235 	 5.7488 	 1.3000
