# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 10.549 GeV
# 4-Momentum Transfer (Q2) = 3.40 - 3.59 GeV (step: 0.01) 
# x-Bjorken (xbj) = 1.00 - 2.01 (step: 0.01) 
# Missing Momentum (Pr) = 0.34 - 0.37 GeV (step: 0.01) 
# Hadron Out-of-Plane Angle (phi): rotation axis is q-vector 
# thp = thq + thpq, phi = 180  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.3400 	 1.3100 	 9.1659 	 10.7599 	 2.0555 	 54.0191 	 2.3050 	 47.9362 	 39.8391 	 6.0829 	 3.4000
  0.3400 	 1.3200 	 9.1764 	 10.7537 	 2.0440 	 54.1013 	 2.2987 	 48.1466 	 38.5844 	 5.9547 	 3.4000
  0.3400 	 1.3300 	 9.1867 	 10.7476 	 2.0326 	 54.1737 	 2.2926 	 48.3549 	 37.3078 	 5.8189 	 3.4000
  0.3400 	 1.3400 	 9.1969 	 10.7417 	 2.0214 	 54.2359 	 2.2865 	 48.5612 	 36.0067 	 5.6748 	 3.4000
  0.3400 	 1.3500 	 9.2069 	 10.7358 	 2.0103 	 54.2873 	 2.2806 	 48.7654 	 34.6778 	 5.5219 	 3.4000
  0.3400 	 1.3600 	 9.2168 	 10.7301 	 1.9995 	 54.3271 	 2.2748 	 48.9678 	 33.3174 	 5.3594 	 3.4000
  0.3400 	 1.3700 	 9.2265 	 10.7244 	 1.9887 	 54.3546 	 2.2691 	 49.1681 	 31.9208 	 5.1865 	 3.4000
  0.3400 	 1.3800 	 9.2361 	 10.7188 	 1.9781 	 54.3686 	 2.2636 	 49.3665 	 30.4827 	 5.0021 	 3.4000
  0.3400 	 1.3100 	 9.1618 	 10.7781 	 2.0600 	 53.9539 	 2.3096 	 47.8876 	 39.8128 	 6.0663 	 3.4100
  0.3400 	 1.3200 	 9.1724 	 10.7719 	 2.0484 	 54.0361 	 2.3033 	 48.0981 	 38.5558 	 5.9381 	 3.4100
  0.3400 	 1.3300 	 9.1827 	 10.7658 	 2.0370 	 54.1086 	 2.2971 	 48.3065 	 37.2769 	 5.8021 	 3.4100
  0.3400 	 1.3400 	 9.1929 	 10.7598 	 2.0258 	 54.1707 	 2.2911 	 48.5128 	 35.9733 	 5.6579 	 3.4100
  0.3400 	 1.3500 	 9.2029 	 10.7540 	 2.0147 	 54.2221 	 2.2851 	 48.7172 	 34.6417 	 5.5049 	 3.4100
  0.3400 	 1.3600 	 9.2128 	 10.7482 	 2.0038 	 54.2618 	 2.2793 	 48.9196 	 33.2783 	 5.3422 	 3.4100
  0.3400 	 1.3700 	 9.2226 	 10.7425 	 1.9930 	 54.2892 	 2.2736 	 49.1201 	 31.8786 	 5.1691 	 3.4100
  0.3400 	 1.3800 	 9.2322 	 10.7369 	 1.9824 	 54.3031 	 2.2680 	 49.3186 	 30.4369 	 4.9845 	 3.4100
  0.3400 	 1.3100 	 9.1578 	 10.7964 	 2.0644 	 53.8889 	 2.3142 	 47.8391 	 39.7864 	 6.0498 	 3.4200
  0.3400 	 1.3200 	 9.1683 	 10.7901 	 2.0528 	 53.9711 	 2.3079 	 48.0497 	 38.5273 	 5.9215 	 3.4200
  0.3400 	 1.3300 	 9.1787 	 10.7840 	 2.0414 	 54.0436 	 2.3017 	 48.2582 	 37.2461 	 5.7854 	 3.4200
  0.3400 	 1.3400 	 9.1889 	 10.7780 	 2.0302 	 54.1057 	 2.2956 	 48.4646 	 35.9400 	 5.6411 	 3.4200
  0.3400 	 1.3500 	 9.1990 	 10.7721 	 2.0191 	 54.1570 	 2.2897 	 48.6691 	 34.6057 	 5.4879 	 3.4200
  0.3400 	 1.3600 	 9.2089 	 10.7663 	 2.0081 	 54.1967 	 2.2838 	 48.8716 	 33.2394 	 5.3251 	 3.4200
  0.3400 	 1.3700 	 9.2187 	 10.7605 	 1.9973 	 54.2240 	 2.2781 	 49.0722 	 31.8363 	 5.1518 	 3.4200
  0.3400 	 1.3800 	 9.2283 	 10.7549 	 1.9866 	 54.2377 	 2.2725 	 49.2708 	 30.3911 	 4.9669 	 3.4200
  0.3400 	 1.3100 	 9.1537 	 10.8146 	 2.0689 	 53.8241 	 2.3188 	 47.7907 	 39.7601 	 6.0333 	 3.4300
  0.3400 	 1.3200 	 9.1643 	 10.8083 	 2.0573 	 53.9063 	 2.3125 	 48.0014 	 38.4988 	 5.9049 	 3.4300
  0.3400 	 1.3300 	 9.1747 	 10.8022 	 2.0458 	 53.9788 	 2.3062 	 48.2100 	 37.2153 	 5.7688 	 3.4300
  0.3400 	 1.3400 	 9.1849 	 10.7961 	 2.0345 	 54.0409 	 2.3001 	 48.4165 	 35.9067 	 5.6244 	 3.4300
  0.3400 	 1.3500 	 9.1951 	 10.7902 	 2.0234 	 54.0922 	 2.2942 	 48.6211 	 34.5697 	 5.4711 	 3.4300
  0.3400 	 1.3600 	 9.2050 	 10.7843 	 2.0124 	 54.1318 	 2.2883 	 48.8237 	 33.2004 	 5.3081 	 3.4300
