# d(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 4.400 GeV
# 4-Momentum Transfer (Q2) = 2.90 - 4.50 GeV (step: 0.10) 
# x-Bjorken (xbj) = 1.00 - 2.10 (step: 0.10) 
# Missing Momentum (Pr) = 0.00 - 1.10 GeV (step: 0.10) 
# Hadron Out-of-Plane Angle (phi) = 180 deg 
# thp = thq + thpq, phi = 180 ?  (q-vector scatters at smaller  angles than proton scattering angle)# 
# # 
# Tensor Polarized Deuterium: d(e,e'p) kinematics :
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
#! Pr[f,0]/ 	  xbj[f,1]/ 	 kf[f,2]/ 	 th_e[f,3]/ 	 Pf[f,4]/ 	 th_p[f,5]/ 	 q[f,6]/ 	 th_q[f,7]/ 	 th_nq[f,8]/ 	 th_pq[f,9]/ 	 Q2[f,10]/
  0.1000 	 1.0000 	 2.8546 	 27.8030 	 2.2915 	 32.8925 	 2.2996 	 35.3803 	 84.0901 	 2.4879 	 2.9000
  0.1000 	 1.0000 	 2.8013 	 28.5616 	 2.3490 	 32.1985 	 2.3571 	 34.6256 	 84.1366 	 2.4272 	 3.0000
  0.1000 	 1.0000 	 2.7480 	 29.3305 	 2.4063 	 31.5170 	 2.4143 	 33.8865 	 84.1804 	 2.3695 	 3.1000
  0.1000 	 1.1000 	 2.8982 	 28.5439 	 2.2443 	 34.9585 	 2.3142 	 36.7571 	 44.7819 	 1.7986 	 3.1000
  0.1000 	 1.0000 	 2.6947 	 30.1108 	 2.4634 	 30.8471 	 2.4714 	 33.1618 	 84.2218 	 2.3147 	 3.2000
  0.1000 	 1.1000 	 2.8498 	 29.2615 	 2.2967 	 34.3026 	 2.3671 	 36.0478 	 44.3845 	 1.7452 	 3.2000
  0.1000 	 1.0000 	 2.6414 	 30.9036 	 2.5203 	 30.1880 	 2.5283 	 32.4506 	 84.2609 	 2.2626 	 3.3000
  0.1000 	 1.1000 	 2.8013 	 29.9875 	 2.3490 	 33.6573 	 2.4199 	 35.3519 	 43.9973 	 1.6946 	 3.3000
  0.1000 	 1.0000 	 2.5882 	 31.7101 	 2.5771 	 29.5391 	 2.5851 	 31.7519 	 84.2979 	 2.2128 	 3.4000
  0.1000 	 1.1000 	 2.7529 	 30.7226 	 2.4011 	 33.0219 	 2.4725 	 34.6683 	 43.6198 	 1.6464 	 3.4000
  0.1000 	 1.0000 	 2.5349 	 32.5313 	 2.6337 	 28.8996 	 2.6417 	 31.0649 	 84.3331 	 2.1653 	 3.5000
  0.1000 	 1.1000 	 2.7044 	 31.4677 	 2.4530 	 32.3957 	 2.5249 	 33.9964 	 43.2515 	 1.6007 	 3.5000
  0.1000 	 1.0000 	 2.4816 	 33.3686 	 2.6902 	 28.2688 	 2.6982 	 30.3887 	 84.3664 	 2.1200 	 3.6000
  0.1000 	 1.1000 	 2.6560 	 32.2236 	 2.5048 	 31.7783 	 2.5771 	 33.3354 	 42.8921 	 1.5571 	 3.6000
  0.1000 	 1.0000 	 2.4283 	 34.2233 	 2.7466 	 27.6461 	 2.7546 	 29.7226 	 84.3982 	 2.0765 	 3.7000
  0.1000 	 1.1000 	 2.6075 	 32.9912 	 2.5565 	 31.1691 	 2.6292 	 32.6846 	 42.5412 	 1.5155 	 3.7000
  0.1000 	 1.0000 	 2.3750 	 35.0968 	 2.8029 	 27.0309 	 2.8108 	 29.0658 	 84.4284 	 2.0350 	 3.8000
  0.1000 	 1.1000 	 2.5591 	 33.7715 	 2.6080 	 30.5676 	 2.6812 	 32.0434 	 42.1985 	 1.4758 	 3.8000
  0.1000 	 1.0000 	 2.3217 	 35.9905 	 2.8590 	 26.4226 	 2.8669 	 28.4176 	 84.4572 	 1.9951 	 3.9000
  0.1000 	 1.1000 	 2.5106 	 34.5654 	 2.6594 	 29.9732 	 2.7331 	 31.4111 	 41.8637 	 1.4379 	 3.9000
  0.1000 	 1.0000 	 2.2684 	 36.9061 	 2.9150 	 25.8205 	 2.9229 	 27.7773 	 84.4848 	 1.9568 	 4.0000
  0.1000 	 1.1000 	 2.4622 	 35.3740 	 2.7107 	 29.3855 	 2.7848 	 30.7871 	 41.5364 	 1.4017 	 4.0000
  0.1000 	 1.0000 	 2.2151 	 37.8453 	 2.9710 	 25.2242 	 2.9789 	 27.1442 	 84.5111 	 1.9200 	 4.1000
  0.1000 	 1.1000 	 2.4138 	 36.1983 	 2.7620 	 28.8039 	 2.8364 	 30.1709 	 41.2163 	 1.3670 	 4.1000
  0.1000 	 1.0000 	 2.1618 	 38.8100 	 3.0268 	 24.6330 	 3.0347 	 26.5177 	 84.5362 	 1.8847 	 4.2000
  0.1000 	 1.1000 	 2.3653 	 37.0395 	 2.8131 	 28.2281 	 2.8879 	 29.5619 	 40.9033 	 1.3338 	 4.2000
  0.1000 	 1.0000 	 2.1086 	 39.8021 	 3.0826 	 24.0465 	 3.0904 	 25.8972 	 84.5603 	 1.8507 	 4.3000
  0.1000 	 1.1000 	 2.3169 	 37.8989 	 2.8641 	 27.6576 	 2.9393 	 28.9595 	 40.5969 	 1.3019 	 4.3000
  0.1000 	 1.0000 	 2.0553 	 40.8239 	 3.1382 	 23.4640 	 3.1461 	 25.2819 	 84.5834 	 1.8179 	 4.4000
  0.1000 	 1.1000 	 2.2684 	 38.7776 	 2.9150 	 27.0920 	 2.9906 	 28.3633 	 40.2971 	 1.2713 	 4.4000
  0.1000 	 1.0000 	 2.0020 	 41.8778 	 3.1938 	 22.8850 	 3.2016 	 24.6713 	 84.6055 	 1.7863 	 4.5000
  0.1000 	 1.1000 	 2.2200 	 39.6772 	 2.9659 	 26.5308 	 3.0418 	 27.7727 	 40.0035 	 1.2419 	 4.5000
  0.2000 	 1.0000 	 2.8546 	 27.8030 	 2.2745 	 30.4080 	 2.2996 	 35.3803 	 80.2942 	 4.9723 	 2.9000
  0.2000 	 1.1000 	 2.9951 	 27.1303 	 2.1217 	 33.4370 	 2.2077 	 38.2191 	 62.1763 	 4.7821 	 2.9000
  0.2000 	 1.0000 	 2.8013 	 28.5616 	 2.3320 	 29.7751 	 2.3571 	 34.6256 	 80.3801 	 4.8506 	 3.0000
  0.2000 	 1.1000 	 2.9467 	 27.8337 	 2.1746 	 32.8192 	 2.2610 	 37.4805 	 62.0772 	 4.6613 	 3.0000
  0.2000 	 1.0000 	 2.7480 	 29.3305 	 2.3893 	 29.1515 	 2.4143 	 33.8865 	 80.4612 	 4.7350 	 3.1000
  0.2000 	 1.1000 	 2.8982 	 28.5439 	 2.2272 	 32.2104 	 2.3142 	 36.7571 	 61.9797 	 4.5467 	 3.1000
  0.2000 	 1.0000 	 2.6947 	 30.1108 	 2.4465 	 28.5366 	 2.4714 	 33.1618 	 80.5378 	 4.6252 	 3.2000
  0.2000 	 1.1000 	 2.8498 	 29.2615 	 2.2797 	 31.6100 	 2.3671 	 36.0478 	 61.8839 	 4.4379 	 3.2000
  0.2000 	 1.0000 	 2.6414 	 30.9036 	 2.5035 	 27.9299 	 2.5283 	 32.4506 	 80.6103 	 4.5206 	 3.3000
  0.2000 	 1.1000 	 2.8013 	 29.9875 	 2.3320 	 31.0175 	 2.4199 	 35.3519 	 61.7898 	 4.3343 	 3.3000
  0.2000 	 1.2000 	 2.9345 	 29.2833 	 2.1877 	 34.4912 	 2.3340 	 37.9505 	 41.3024 	 3.4593 	 3.3000
  0.2000 	 1.0000 	 2.5882 	 31.7101 	 2.5603 	 27.3309 	 2.5851 	 31.7519 	 80.6790 	 4.4209 	 3.4000
  0.2000 	 1.1000 	 2.7529 	 30.7226 	 2.3841 	 30.4326 	 2.4725 	 34.6683 	 61.6975 	 4.2357 	 3.4000
  0.2000 	 1.2000 	 2.8901 	 29.9667 	 2.2360 	 33.9220 	 2.3832 	 37.2822 	 40.9417 	 3.3602 	 3.4000
  0.2000 	 1.0000 	 2.5349 	 32.5313 	 2.6170 	 26.7391 	 2.6417 	 31.0649 	 80.7442 	 4.3258 	 3.5000
  0.2000 	 1.1000 	 2.7044 	 31.4677 	 2.4361 	 29.8548 	 2.5249 	 33.9964 	 61.6069 	 4.1416 	 3.5000
  0.2000 	 1.2000 	 2.8457 	 30.6568 	 2.2841 	 33.3593 	 2.4322 	 36.6252 	 40.5881 	 3.2659 	 3.5000
  0.2000 	 1.0000 	 2.4816 	 33.3686 	 2.6736 	 26.1538 	 2.6982 	 30.3887 	 80.8063 	 4.2349 	 3.6000
  0.2000 	 1.1000 	 2.6560 	 32.2236 	 2.4880 	 29.2837 	 2.5771 	 33.3354 	 61.5180 	 4.0517 	 3.6000
  0.2000 	 1.2000 	 2.8013 	 31.3544 	 2.3320 	 32.8030 	 2.4811 	 35.9790 	 40.2412 	 3.1760 	 3.6000
  0.2000 	 1.0000 	 2.4283 	 34.2233 	 2.7300 	 25.5747 	 2.7546 	 29.7226 	 80.8653 	 4.1479 	 3.7000
  0.2000 	 1.1000 	 2.6075 	 32.9912 	 2.5397 	 28.7188 	 2.6292 	 32.6846 	 61.4309 	 3.9658 	 3.7000
  0.2000 	 1.2000 	 2.7569 	 32.0602 	 2.3798 	 32.2527 	 2.5298 	 35.3430 	 39.9009 	 3.0902 	 3.7000
  0.2000 	 1.0000 	 2.3750 	 35.0968 	 2.7863 	 25.0012 	 2.8108 	 29.0658 	 80.9216 	 4.0646 	 3.8000
  0.2000 	 1.1000 	 2.5591 	 33.7715 	 2.5913 	 28.1598 	 2.6812 	 32.0434 	 61.3455 	 3.8836 	 3.8000
  0.2000 	 1.2000 	 2.7125 	 32.7748 	 2.4275 	 31.7081 	 2.5783 	 34.7164 	 39.5671 	 3.0083 	 3.8000
  0.2000 	 1.0000 	 2.3217 	 35.9905 	 2.8424 	 24.4329 	 2.8669 	 28.4176 	 80.9753 	 3.9848 	 3.9000
  0.2000 	 1.1000 	 2.5106 	 34.5654 	 2.6427 	 27.6063 	 2.7331 	 31.4111 	 61.2618 	 3.8048 	 3.9000
  0.2000 	 1.2000 	 2.6681 	 33.4990 	 2.4750 	 31.1688 	 2.6267 	 34.0988 	 39.2394 	 2.9300 	 3.9000
  0.2000 	 1.0000 	 2.2684 	 36.9061 	 2.8985 	 23.8692 	 2.9229 	 27.7773 	 81.0266 	 3.9081 	 4.0000
  0.2000 	 1.1000 	 2.4622 	 35.3740 	 2.6941 	 27.0579 	 2.7848 	 30.7871 	 61.1797 	 3.7292 	 4.0000
  0.2000 	 1.2000 	 2.6237 	 34.2334 	 2.5225 	 30.6346 	 2.6749 	 33.4896 	 38.9178 	 2.8550 	 4.0000
  0.2000 	 1.0000 	 2.2151 	 37.8453 	 2.9545 	 23.3097 	 2.9789 	 27.1442 	 81.0757 	 3.8345 	 4.1000
  0.2000 	 1.1000 	 2.4138 	 36.1983 	 2.7453 	 26.5142 	 2.8364 	 30.1709 	 61.0993 	 3.6567 	 4.1000
  0.2000 	 1.2000 	 2.5793 	 34.9788 	 2.5698 	 30.1052 	 2.7231 	 32.8884 	 38.6020 	 2.7832 	 4.1000
  0.2000 	 1.0000 	 2.1618 	 38.8100 	 3.0103 	 22.7540 	 3.0347 	 26.5177 	 81.1227 	 3.7637 	 4.2000
  0.2000 	 1.1000 	 2.3653 	 37.0395 	 2.7965 	 25.9749 	 2.8879 	 29.5619 	 61.0205 	 3.5870 	 4.2000
  0.2000 	 1.2000 	 2.5349 	 35.7360 	 2.6170 	 29.5802 	 2.7710 	 32.2945 	 38.2918 	 2.7144 	 4.2000
  0.2000 	 1.0000 	 2.1086 	 39.8021 	 3.0661 	 22.2015 	 3.0904 	 25.8972 	 81.1677 	 3.6956 	 4.3000
  0.2000 	 1.1000 	 2.3169 	 37.8989 	 2.8475 	 25.4396 	 2.9393 	 28.9595 	 60.9432 	 3.5200 	 4.3000
  0.2000 	 1.2000 	 2.4905 	 36.5058 	 2.6641 	 29.0593 	 2.8189 	 31.7076 	 37.9871 	 2.6483 	 4.3000
  0.2000 	 1.0000 	 2.0553 	 40.8239 	 3.1218 	 21.6519 	 3.1461 	 25.2819 	 81.2109 	 3.6300 	 4.4000
  0.2000 	 1.1000 	 2.2684 	 38.7776 	 2.8985 	 24.9079 	 2.9906 	 28.3633 	 60.8676 	 3.4555 	 4.4000
  0.2000 	 1.2000 	 2.4461 	 37.2891 	 2.7112 	 28.5424 	 2.8667 	 31.1273 	 37.6876 	 2.5849 	 4.4000
  0.2000 	 1.0000 	 2.0020 	 41.8778 	 3.1774 	 21.1045 	 3.2016 	 24.6713 	 81.2523 	 3.5668 	 4.5000
  0.2000 	 1.1000 	 2.2200 	 39.6772 	 2.9494 	 24.3794 	 3.0418 	 27.7727 	 60.7934 	 3.3933 	 4.5000
  0.2000 	 1.2000 	 2.4016 	 38.0867 	 2.7581 	 28.0291 	 2.9143 	 30.5530 	 37.3934 	 2.5239 	 4.5000
  0.3000 	 1.0000 	 2.8546 	 27.8030 	 2.2467 	 27.9317 	 2.2996 	 35.3803 	 76.1286 	 7.4487 	 2.9000
  0.3000 	 1.1000 	 2.9951 	 27.1303 	 2.0936 	 30.8192 	 2.2077 	 38.2191 	 63.9997 	 7.3998 	 2.9000
  0.3000 	 1.2000 	 3.1122 	 26.6056 	 1.9646 	 33.8430 	 2.1351 	 40.7531 	 51.9876 	 6.9101 	 2.9000
