#This datafile contains exp. redXsec and ratio to (JML Paris, MS CD-Bonn, MS AV18) PWIA, from Hall C Deuteron Experiment: E12-10-003
#Units: pm_avg [GeV/c] :: redXsec [fm^3], pm = 300 +/- 20 MeV/c 
pm_avg,pm_c,thnq,thnq_avg,data_redXsec,data_redXsec_tot_err,redXsec_paris,redXsec_cd,redXsec_v18,R_paris,R_paris_err,R_cd,R_cd_err,R_v18,R_v18_err
0.28333,0.300,25,29.480,NAN,9.26636E-03,2.17198E-03,1.44224E-03,1.37176E-03,nan,4.26633,nan,6.42498,nan,6.75509 
0.29180,0.300,35,37.054,NAN,5.97191E-04,1.63002E-03,1.42279E-03,1.35388E-03,nan,0.36637,nan,0.41973,nan,0.44110 
0.29650,0.300,45,45.858,1.11955E-03,3.44225E-04,1.49915E-03,1.40181E-03,1.33428E-03,0.74679,0.22961,0.79865,0.24556,0.83907,0.25799 
0.29778,0.300,55,55.632,1.02141E-03,2.14687E-04,1.48604E-03,1.38264E-03,1.31703E-03,0.68734,0.14447,0.73874,0.15527,0.77554,0.16301 
0.29869,0.300,65,65.399,1.22053E-03,1.88178E-04,1.46255E-03,1.37287E-03,1.30826E-03,0.83452,0.12866,0.88903,0.13707,0.93294,0.14384 
0.29974,0.300,75,75.372,1.16565E-03,2.24763E-04,1.44727E-03,1.36491E-03,1.30090E-03,0.80541,0.15530,0.85401,0.16467,0.89603,0.17277 
0.29933,0.300,85,85.126,1.86332E-03,1.95347E-04,1.44628E-03,1.42769E-03,1.35824E-03,1.28835,0.13507,1.30513,0.13683,1.37186,0.14382 
0.29765,0.300,95,93.194,2.80006E-03,3.51537E-04,1.48934E-03,1.62690E-03,1.53868E-03,1.88006,0.23604,1.72110,0.21608,1.81978,0.22847 
0.28828,0.300,105,100.669,NAN,6.56361E-02,1.71806E-03,2.00648E-03,1.88122E-03,nan,38.20351,nan,32.71203,nan,34.89010 
