        
#This file contains combined Reduced Cross Sections from all data sets of the same kinematic bin. pm80 + pm580 (sets 1 and 2) +  pm750 (sets 1, 2 and 3)                                                                                                                                                                                           
#\ xb = th_nq                                                                                                    
#\ yb = pm                                                                        
#relative errors df/f=dsig/sig: kin_syst_tot (kinematic systematics),  norm_syst_tot (constant, norm. syst.)
# current header line: all averaged kinematics are either in GeV or deg : Ei_avg (beam energy), kf_avg(final e- momentum),  the_avg(final e- angle), pf_avg(final proton momentum),
# nu_avg(energy transfer, Ei-kf), Q2_avg(4-momentum transfer, GeV2), q_avg(|qlab|, magnitude of 3-momentum transfer), cthpq_cm_avg(c.o.mass angle between proton and qlab), cphi_avg(out-of-plane angle between proton and qlab)
i_b,i_x,i_y,xb,yb,pm_avg,kin_syst_tot,norm_syst_tot,tot_syst_err,tot_stats_err,tot_err,red_dataXsec_avg,red_dataXsec_avg_err,red_dataXsec_avg_syst_err,red_dataXsec_avg_tot_err,red_pwiaXsec_avg,red_fsiXsec_avg   
241,8,0,85.000000, 0.020000, 0.030389, 0.000000,0.000000, 0.000000, 0.193330, 0.193330, 7.697849545583e-07,1.488223704160e-07,0.000000000000e+00,1.488223704160e-07,7.296265769382e-07,7.075455735175e-07
242,8,1,85.000000, 0.060000, 0.060757, 0.000000,0.000000, 0.000000, 0.066999, 0.066999, 1.552186655695e-07,1.039954994015e-08,0.000000000000e+00,1.039954994015e-08,1.948218583389e-07,1.840937499826e-07
243,8,2,85.000000, 0.100000, 0.098715, 0.000000,0.000000, 0.000000, 0.039853, 0.039853, 2.790046788136e-08,1.111911656151e-09,0.000000000000e+00,1.111911656151e-09,3.903468221709e-08,3.440603145569e-08
244,8,3,85.000000, 0.140000, 0.137847, 0.000000,0.000000, 0.000000, 0.034318, 0.034318, 7.132699258204e-09,2.447813728295e-10,0.000000000000e+00,2.447813728295e-10,9.599804076097e-09,7.469134373586e-09
245,8,4,85.000000, 0.180000, 0.177846, 0.000000,0.000000, 0.000000, 0.038867, 0.038867, 2.129821991392e-09,8.277972771945e-11,0.000000000000e+00,8.277972771945e-11,2.867228241369e-09,1.867959496501e-09
246,8,5,85.000000, 0.220000, 0.217917, 0.000000,0.000000, 0.000000, 0.050184, 0.050184, 7.325892718329e-10,3.676427102327e-11,0.000000000000e+00,3.676427102327e-11,1.002694800960e-09,5.529801549666e-10
247,8,6,85.000000, 0.260000, 0.258547, 0.000000,0.000000, 0.000000, 0.075679, 0.075679, 3.565963985162e-10,2.698677678100e-11,0.000000000000e+00,2.698677678100e-11,4.055448912242e-10,2.308581489526e-10
248,8,7,85.000000, 0.300000, 0.299330, 0.000000,0.000000, 0.000000, 0.104838, 0.104838, 2.426081566440e-10,2.543458637129e-11,0.000000000000e+00,2.543458637129e-11,1.883096427379e-10,1.448473462286e-10
249,8,8,85.000000, 0.340000, 0.339360, 0.000000,0.000000, 0.000000, 0.097218, 0.097218, 1.705495895079e-10,1.658046508962e-11,0.000000000000e+00,1.658046508962e-11,1.007557297369e-10,1.108491426777e-10
250,8,9,85.000000, 0.380000, 0.378947, 0.000000,0.000000, 0.000000, 0.119747, 0.119747, 1.289009710981e-10,1.543550767925e-11,0.000000000000e+00,1.543550767925e-11,6.125218557126e-11,8.710799312644e-11
251,8,10,85.000000, 0.420000, 0.418311, 0.000000,0.000000, 0.000000, 0.137398, 0.137398, 1.238872409798e-10,1.702182244668e-11,0.000000000000e+00,1.702182244668e-11,4.072163987377e-11,6.680505265925e-11
252,8,11,85.000000, 0.460000, 0.457720, 0.000000,0.000000, 0.000000, 0.193429, 0.193429, 9.201825785299e-11,1.779896228885e-11,0.000000000000e+00,1.779896228885e-11,2.871633670463e-11,5.014454419828e-11
253,8,12,85.000000, 0.500000, 0.496840, 0.000000,0.000000, 0.000000, 0.380531, 0.380531, 4.249404150939e-11,1.617031503638e-11,0.000000000000e+00,1.617031503638e-11,2.089581055969e-11,3.696284552320e-11
254,8,13,85.000000, 0.540000, 0.536067, 0.000000,0.000000, 0.000000, 0.509211, 0.509211, 5.172124144463e-11,2.633702712088e-11,0.000000000000e+00,2.633702712088e-11,1.542435504717e-11,2.636286696339e-11
255,8,14,85.000000, 0.580000, 0.574303, 0.000000,0.000000, 0.000000, 0.613299, 0.613299, 1.150947184441e-10,7.058750148202e-11,0.000000000000e+00,7.058750148202e-11,1.149408622679e-11,1.852254959670e-11
256,8,15,85.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.663164313164e-12,1.292185110100e-11
257,8,16,85.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.464657462395e-12,8.701981789167e-12
258,8,17,85.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.010097249024e-08,6.810880364359e-08
259,8,18,85.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.122771474839e-07,2.059274110319e-07
260,8,19,85.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.062920824542e-07,3.938061955735e-07
261,8,20,85.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.329478112113e-07,6.133273083222e-07
262,8,21,85.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.740151803255e-07,8.470763345647e-07
263,8,22,85.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.112051047153e-06,1.078353578937e-06
264,8,23,85.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.330117849265e-06,1.290831866706e-06
265,8,24,85.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.511405922119e-06,1.468151921968e-06
266,8,25,85.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.638747770526e-06,1.593437636068e-06
267,8,26,85.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.693998740572e-06,1.648701875327e-06
268,8,27,85.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.657237962059e-06,1.614096948914e-06
269,8,28,85.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.505713062167e-06,1.466938995192e-06
270,8,29,85.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.212404640726e-06,1.180396659609e-06
271,9,0,95.000000, 0.020000, 0.030654, 0.000000,0.000000, 0.000000, 0.277431, 0.277431, 9.405493344879e-07,2.609376403000e-07,0.000000000000e+00,2.609376403000e-07,7.440086838185e-07,7.216711525072e-07
272,9,1,95.000000, 0.060000, 0.059548, 0.000000,0.000000, 0.000000, 0.097476, 0.097476, 2.203226189931e-07,2.147608768632e-08,0.000000000000e+00,2.147608768632e-08,2.011409528833e-07,1.903286008008e-07
273,9,2,95.000000, 0.100000, 0.098675, 0.000000,0.000000, 0.000000, 0.057536, 0.057536, 3.296777442611e-08,1.896841223960e-09,0.000000000000e+00,1.896841223960e-09,3.953474599620e-08,3.508430112374e-08
274,9,3,95.000000, 0.140000, 0.137693, 0.000000,0.000000, 0.000000, 0.049459, 0.049459, 8.359018067913e-09,4.134306433993e-10,0.000000000000e+00,4.134306433993e-10,9.896606689380e-09,7.960625977501e-09
275,9,4,95.000000, 0.180000, 0.177788, 0.000000,0.000000, 0.000000, 0.057088, 0.057088, 2.533858238719e-09,1.446522589033e-10,0.000000000000e+00,1.446522589033e-10,2.940738529699e-09,2.127434780110e-09
276,9,5,95.000000, 0.220000, 0.217841, 0.000000,0.000000, 0.000000, 0.068978, 0.068978, 1.114376038739e-09,7.686781411343e-11,0.000000000000e+00,7.686781411343e-11,1.030854869908e-09,7.162786505765e-10
277,9,6,95.000000, 0.260000, 0.258101, 0.000000,0.000000, 0.000000, 0.098597, 0.098597, 4.702293595187e-10,4.636341107269e-11,0.000000000000e+00,4.636341107269e-11,4.146004620552e-10,3.155839278071e-10
278,9,7,95.000000, 0.300000, 0.297648, 0.000000,0.000000, 0.000000, 0.125546, 0.125546, 3.645738931637e-10,4.577094402134e-11,0.000000000000e+00,4.577094402134e-11,1.939157859623e-10,1.802024474788e-10
279,9,8,95.000000, 0.340000, 0.336740, 0.000000,0.000000, 0.000000, 0.191376, 0.191376, 2.653569806317e-10,5.078294985757e-11,0.000000000000e+00,5.078294985757e-11,1.045713085532e-10,1.184602326881e-10
280,9,9,95.000000, 0.380000, 0.374791, 0.000000,0.000000, 0.000000, 0.411842, 0.411842, 1.619876899061e-10,6.671328204647e-11,0.000000000000e+00,6.671328204647e-11,6.391821275400e-11,8.459979172644e-11
281,9,10,95.000000, 0.420000, 0.411484, 0.000000,0.000000, 0.000000, 0.853132, 0.853132, 4.743891253407e-10,4.047163436698e-10,0.000000000000e+00,4.047163436698e-10,4.312993684871e-11,6.239790260500e-11
282,9,11,95.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.184471490192e-11,5.036289183917e-11
283,9,12,95.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.090438802192e-08,7.851561216938e-08
284,9,13,95.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.784092149397e-07,2.687222407726e-07
285,9,14,95.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.876444072294e-07,5.646900974395e-07
286,9,15,95.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.770349166233e-07,9.360563416679e-07
287,9,16,95.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.396193335034e-06,1.335834109508e-06
288,9,17,95.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.793226303308e-06,1.716043022983e-06
289,9,18,95.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.130073360185e-06,2.041223151382e-06
290,9,19,95.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.387897188572e-06,2.293197171617e-06
291,9,20,95.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.563627028392e-06,2.468129030489e-06
292,9,21,95.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.663208873389e-06,2.570617086454e-06
293,9,22,95.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.695726256921e-06,2.608421276805e-06
294,9,23,95.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.669692031954e-06,2.589023925027e-06
295,9,24,95.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.591137996089e-06,2.517766927889e-06
296,9,25,95.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.462697540685e-06,2.396888169330e-06
297,9,26,95.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.282977384154e-06,2.224830706607e-06
298,9,27,95.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.045661891851e-06,1.995304631680e-06
299,9,28,95.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.737771934378e-06,1.695542410055e-06
300,9,29,95.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.336148432227e-06,1.302841939168e-06
301,10,0,105.000000, 0.020000, 0.029563, 0.000000,0.000000, 0.000000, 0.366973, 0.366973, 1.250445071654e-06,4.588794385475e-07,0.000000000000e+00,4.588794385475e-07,8.001609120391e-07,7.774590551752e-07
302,10,1,105.000000, 0.060000, 0.059744, 0.000000,0.000000, 0.000000, 0.157400, 0.157400, 2.459973364289e-07,3.871993567852e-08,0.000000000000e+00,3.871993567852e-08,2.071992815471e-07,1.965348174917e-07
303,10,2,105.000000, 0.100000, 0.098176, 0.000000,0.000000, 0.000000, 0.105181, 0.105181, 3.780399196873e-08,3.976259515092e-09,0.000000000000e+00,3.976259515092e-09,4.053526057568e-08,3.648381954198e-08
304,10,3,105.000000, 0.140000, 0.137136, 0.000000,0.000000, 0.000000, 0.110684, 0.110684, 9.326880418304e-09,1.032338250917e-09,0.000000000000e+00,1.032338250917e-09,1.008371149783e-08,8.499686973276e-09
305,10,4,105.000000, 0.180000, 0.177137, 0.000000,0.000000, 0.000000, 0.161989, 0.161989, 2.437622413384e-09,3.948668519882e-10,0.000000000000e+00,3.948668519882e-10,2.993103022963e-09,2.401866508960e-09
306,10,5,105.000000, 0.220000, 0.215991, 0.000000,0.000000, 0.000000, 0.262439, 0.262439, 1.168323282354e-09,3.066138140664e-10,0.000000000000e+00,3.066138140664e-10,1.074162075885e-09,8.723798870629e-10
307,10,6,105.000000, 0.260000, 0.253408, 0.000000,0.000000, 0.000000, 0.365370, 0.365370, 1.300804764305e-09,4.752753941422e-10,0.000000000000e+00,4.752753941422e-10,4.544050161012e-10,4.016098894653e-10
308,10,7,105.000000, 0.300000, 0.288282, 0.000000,0.000000, 0.000000, 1.054020, 1.054020, 8.107970897254e-09,8.545967133729e-09,0.000000000000e+00,8.545967133729e-09,2.236958712395e-10,2.235179077722e-10
309,10,8,105.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.393097860690e-08,4.315800418347e-08
310,10,9,105.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.321021309358e-07,1.298372717031e-07
311,10,10,105.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.547687486439e-07,2.505124679437e-07
312,10,11,105.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.046020096061e-07,3.979788270260e-07
313,10,12,105.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.758496192059e-07,5.665563245588e-07
314,10,13,105.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.636663455861e-07,7.514441331740e-07
315,10,14,105.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.636628020232e-07,9.482836159066e-07
316,10,15,105.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.171579120523e-06,1.152841367766e-06
317,10,16,105.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.383031896576e-06,1.360763177235e-06
318,10,17,105.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.593305576805e-06,1.567371409948e-06
319,10,18,105.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.797173034041e-06,1.767491298008e-06
320,10,19,105.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.988739211615e-06,1.955300372575e-06
321,10,20,105.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.161308834046e-06,2.124202109703e-06
322,10,21,105.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.307285544852e-06,2.266730965375e-06
323,10,22,105.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.418116029375e-06,2.374501826452e-06
324,10,23,105.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.484298668306e-06,2.438222546224e-06
325,10,24,105.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.495481493965e-06,2.447793031494e-06
326,10,25,105.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.440677405996e-06,2.392517149118e-06
327,10,26,105.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.308623789701e-06,2.261452662319e-06
328,10,27,105.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.088306430667e-06,2.043917281393e-06
329,10,28,105.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.769651431270e-06,1.730153390096e-06
330,10,29,105.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.344362343190e-06,1.312129018701e-06
331,11,0,115.000000, 0.020000, 0.027347, 0.000000,0.000000, 0.000000, 0.614280, 0.614280, 1.267056058254e-06,7.783271387867e-07,0.000000000000e+00,7.783271387867e-07,8.068441031102e-07,7.844192624560e-07
332,11,1,115.000000, 0.060000, 0.055422, 0.000000,0.000000, 0.000000, 0.377959, 0.377959, 4.632261145284e-07,1.750802507911e-07,0.000000000000e+00,1.750802507911e-07,2.580577975005e-07,2.467972786957e-07
333,11,2,115.000000, 0.100000, 0.094707, 0.000000,0.000000, 0.000000, 0.392038, 0.392038, 6.768139753667e-08,2.653365804613e-08,0.000000000000e+00,2.653365804613e-08,4.666709868697e-08,4.278030064845e-08
334,11,3,115.000000, 0.140000, 0.131679, 0.000000,0.000000, 0.000000, 0.937926, 0.937926, 1.570679237619e-08,1.473181492043e-08,0.000000000000e+00,1.473181492043e-08,1.187169535667e-08,1.043765807535e-08
335,11,4,115.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.158675885406e-09,3.585041142312e-09
336,11,5,115.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.047099122556e-08,7.921232035342e-08
337,11,6,115.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.111849636374e-07,3.067962068186e-07
338,11,7,115.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.661741160745e-07,7.554594031503e-07
339,11,8,115.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.518954436820e-06,1.498226596368e-06
340,11,9,115.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.613218147311e-06,2.578916765285e-06
341,11,10,115.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.007601088123e-06,3.957041801885e-06
342,11,11,115.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.533713184769e-06,5.465470287524e-06
343,11,12,115.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.931794450215e-06,6.845662803772e-06
344,11,13,115.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.972107618071e-06,7.869223789942e-06
345,11,14,115.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.560531064377e-06,8.443624996308e-06
346,11,15,115.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.739537405498e-06,8.612603416332e-06
347,11,16,115.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.617796378730e-06,8.485191821373e-06
348,11,17,115.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.305729923613e-06,8.171356800395e-06
349,11,18,115.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.886926106944e-06,7.753857045595e-06
350,11,19,115.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.415176478443e-06,7.285649304350e-06
351,11,20,115.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.921182663663e-06,6.796765965857e-06
352,11,21,115.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.420202644930e-06,6.301995337259e-06
353,11,22,115.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.917836517688e-06,5.806642355325e-06
354,11,23,115.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.413740082556e-06,5.310203736203e-06
355,11,24,115.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.903758765766e-06,4.808468801936e-06
356,11,25,115.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.380981731537e-06,4.294551047422e-06
357,11,26,115.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.836052784979e-06,3.759187311168e-06
358,11,27,115.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.256904757567e-06,3.190470564585e-06
359,11,28,115.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.627931047301e-06,2.573030175716e-06
360,11,29,115.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.928444026946e-06,1.886511404160e-06
361,12,0,125.000000, 0.020000, 0.019211, 0.000000,0.000000, 0.000000, 1.116481, 1.116481, 1.642259489163e-06,1.833551046831e-06,0.000000000000e+00,1.833551046831e-06,1.130035017141e-06,1.102974060000e-06
362,12,1,125.000000, 0.060000, 0.056961, 0.000000,0.000000, 0.000000, nan, nan, nan,nan,nan,nan,2.352751037698e-07,2.248563798966e-07
363,12,2,125.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-6.142182434186e-07,-6.089164669258e-07
364,12,3,125.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-1.376338184144e-06,-1.357002550423e-06
365,12,4,125.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.049348076989e-06,-2.017672778031e-06
366,12,5,125.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.632437801753e-06,-2.590109982530e-06
367,12,6,125.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.125727437869e-06,-3.074413002660e-06
368,12,7,125.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.530249969964e-06,-3.471580028545e-06
369,12,8,125.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.847914308107e-06,-3.783472456307e-06
370,12,9,125.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.081450660265e-06,-4.012761274360e-06
371,12,10,125.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.234340971427e-06,-4.162858632103e-06
372,12,11,125.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.310737523345e-06,-4.237837674655e-06
373,12,12,125.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.315373118305e-06,-4.242344016887e-06
374,12,13,125.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.253466242478e-06,-4.181502224948e-06
375,12,14,125.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.130624559018e-06,-4.060820609620e-06
376,12,15,125.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.952749763919e-06,-3.886097346799e-06
377,12,16,125.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.725946456963e-06,-3.663330577614e-06
378,12,17,125.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.456437255436e-06,-3.398634629510e-06
379,12,18,125.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.150485858599e-06,-3.098164115462e-06
380,12,19,125.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.814329255344e-06,-2.768047070844e-06
381,12,20,125.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.454119858296e-06,-2.414327882045e-06
382,12,21,125.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.075877875909e-06,-2.042920333607e-06
383,12,22,125.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-1.685453872853e-06,-1.659570733075e-06
384,12,23,125.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-1.288501231213e-06,-1.269830793539e-06
385,12,24,125.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-8.904579331591e-07,-8.790397361794e-07
386,12,25,125.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-4.965370071007e-07,-4.923149274216e-07
387,12,26,125.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-1.117248343274e-07,-1.145502800513e-07
388,12,27,125.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.592134745503e-07,2.495783828321e-07
389,12,28,125.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.117224358712e-07,5.956017869659e-07
390,12,29,125.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.414390211098e-07,9.192402210626e-07
391,13,0,135.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.244170612674e-06,1.216381758607e-06
392,13,1,135.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.516796779013e-06,1.483967060633e-06
393,13,2,135.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.759965788575e-06,1.722635231649e-06
394,13,3,135.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.975194339496e-06,1.933877185425e-06
