        
#This file contains combined Reduced Cross Sections from all data sets of the same kinematic bin. pm80 + pm580 (sets 1 and 2) +  pm750 (sets 1, 2 and 3)                                                                                                                                                                                           
#\ xb = th_nq                                                                                                    
#\ yb = pm                                                                        
#relative errors df/f=dsig/sig: kin_syst_tot (kinematic systematics),  norm_syst_tot (constant, norm. syst.)
# current header line: all averaged kinematics are either in GeV or deg : Ei_avg (beam energy), kf_avg(final e- momentum),  the_avg(final e- angle), pf_avg(final proton momentum),
# nu_avg(energy transfer, Ei-kf), Q2_avg(4-momentum transfer, GeV2), q_avg(|qlab|, magnitude of 3-momentum transfer), cthpq_cm_avg(c.o.mass angle between proton and qlab), cphi_avg(out-of-plane angle between proton and qlab)
i_b,i_x,i_y,xb,yb,pm_avg,kin_syst_tot,norm_syst_tot,tot_syst_err,tot_stats_err,tot_err,red_dataXsec_avg,red_dataXsec_avg_err,red_dataXsec_avg_syst_err,red_dataXsec_avg_tot_err,red_pwiaXsec_avg,red_fsiXsec_avg   
114,3,23,35.000000, 0.940000, 0.938206, 0.000000,0.000000, 0.000000, 0.126516, 0.126516, 7.172523399244e-13,9.074411669916e-14,0.000000000000e+00,9.074411669916e-14,7.987103903751e-07,7.801943548455e-07
115,3,24,35.000000, 0.980000, 0.978002, 0.000000,0.000000, 0.000000, 0.128427, 0.128427, 6.696396037741e-13,8.599960454610e-14,0.000000000000e+00,8.599960454610e-14,7.753636646888e-07,7.572283540102e-07
116,3,25,35.000000, 1.020000, 1.017800, 0.000000,0.000000, 0.000000, 0.146614, 0.146614, 5.099187214343e-13,7.476106176793e-14,0.000000000000e+00,7.476106176793e-14,7.374831188468e-07,7.200443764790e-07
117,3,26,35.000000, 1.060000, 1.058380, 0.000000,0.000000, 0.000000, 0.162851, 0.162851, 4.349333562372e-13,7.082917348548e-14,0.000000000000e+00,7.082917348548e-14,6.834045074588e-07,6.670174154182e-07
118,3,27,35.000000, 1.100000, 1.097206, 0.000000,0.000000, 0.000000, 0.192289, 0.192289, 3.257834084628e-13,6.264447360714e-14,0.000000000000e+00,6.264447360714e-14,6.105939876029e-07,5.956731992296e-07
119,3,28,35.000000, 1.140000, 1.138067, 0.000000,0.000000, 0.000000, 0.174344, 0.174344, 4.215006334814e-13,7.348597073370e-14,0.000000000000e+00,7.348597073370e-14,7.729160721593e-07,7.534901597748e-07
120,3,29,35.000000, 1.180000, 1.177987, 0.000000,0.000000, 0.000000, 0.197055, 0.197055, 3.653124038023e-13,7.198678678857e-14,0.000000000000e+00,7.198678678857e-14,5.877541585168e-07,5.722408514927e-07
121,4,0,45.000000, 0.020000, 0.032547, 0.000000,0.000000, 0.000000, 0.134909, 0.134909, 5.787671146836e-07,7.808068490850e-08,0.000000000000e+00,7.808068490850e-08,6.953279546979e-07,6.746602435572e-07
122,4,1,45.000000, 0.060000, 0.061581, 0.000000,0.000000, 0.000000, 0.043304, 0.043304, 1.855449114062e-07,8.034902300500e-09,0.000000000000e+00,8.034902300500e-09,1.900360761010e-07,1.810446906413e-07
123,4,2,45.000000, 0.100000, 0.098580, 0.000000,0.000000, 0.000000, 0.030893, 0.030893, 3.578674057779e-08,1.105554408286e-09,0.000000000000e+00,1.105554408286e-09,3.868973445526e-08,3.575810599503e-08
124,4,3,45.000000, 0.140000, 0.136823, 0.000000,0.000000, 0.000000, 0.031447, 0.031447, 9.564452903647e-09,3.007724093511e-10,0.000000000000e+00,3.007724093511e-10,9.981072563736e-09,8.966238604040e-09
125,4,4,45.000000, 0.180000, 0.176332, 0.000000,0.000000, 0.000000, 0.046434, 0.046434, 3.030498627139e-09,1.407176820444e-10,0.000000000000e+00,1.407176820444e-10,3.037115188390e-09,2.676995626651e-09
126,4,5,45.000000, 0.220000, 0.216541, 0.000000,0.000000, 0.000000, 0.091744, 0.091744, 8.530664520636e-10,7.826352644085e-11,0.000000000000e+00,7.826352644085e-11,1.054380066204e-09,9.325045095223e-10
127,4,6,45.000000, 0.260000, 0.256651, 0.000000,0.000000, 0.000000, 0.159637, 0.159637, 3.614579069440e-10,5.770220388078e-11,0.000000000000e+00,5.770220388078e-11,4.224057848208e-10,3.855969647143e-10
128,4,7,45.000000, 0.300000, 0.296504, 0.000000,0.000000, 0.000000, 0.307467, 0.307467, 1.457683111804e-10,4.481893403918e-11,0.000000000000e+00,4.481893403918e-11,1.951926476019e-10,1.885749167259e-10
129,4,8,45.000000, 0.340000, 0.335204, 0.000000,0.000000, 0.000000, 0.709427, 0.709427, 6.505116490977e-11,4.614905954589e-11,0.000000000000e+00,4.614905954589e-11,1.060390718254e-10,1.094765829954e-10
130,4,9,45.000000, 0.380000, 0.375091, 0.000000,0.000000, 0.000000, 1.005944, 1.005944, 3.183674662912e-10,3.202599797050e-10,0.000000000000e+00,3.202599797050e-10,6.391698258703e-11,7.096305904929e-11
131,4,10,45.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.839497911707e-11,4.252001285466e-11
132,4,11,45.000000, 0.460000, 0.468828, 0.000000,0.000000, 0.000000, 0.649568, 0.649568, 2.207644064376e-11,1.434015904334e-11,0.000000000000e+00,1.434015904334e-11,2.811179107135e-11,3.224419499654e-11
133,4,12,45.000000, 0.500000, 0.504357, 0.000000,0.000000, 0.000000, 0.223119, 0.223119, 1.624484349192e-11,3.624532156939e-12,0.000000000000e+00,3.624532156939e-12,2.165081743383e-11,2.617239838135e-11
134,4,13,45.000000, 0.540000, 0.542046, 0.000000,0.000000, 0.000000, 0.178534, 0.178534, 7.199518346594e-12,1.285360680632e-12,0.000000000000e+00,1.285360680632e-12,5.156588345701e-08,5.026837994237e-08
135,4,14,45.000000, 0.580000, 0.581050, 0.000000,0.000000, 0.000000, 0.118608, 0.118608, 7.592390826528e-12,9.005205918192e-13,0.000000000000e+00,9.005205918192e-13,1.633329144664e-07,1.589694069778e-07
136,4,15,45.000000, 0.620000, 0.624930, 0.000000,0.000000, 0.000000, 0.100908, 0.100908, 6.498353424274e-12,6.557346885663e-13,0.000000000000e+00,6.557346885663e-13,2.114328054566e-07,2.466839134838e-07
137,4,16,45.000000, 0.660000, 0.662209, 0.000000,0.000000, 0.000000, 0.090283, 0.090283, 6.065696484808e-12,5.476268783294e-13,0.000000000000e+00,5.476268783294e-13,3.258174954276e-07,3.799460434960e-07
138,4,17,45.000000, 0.700000, 0.701041, 0.000000,0.000000, 0.000000, 0.085857, 0.085857, 5.324662738334e-12,4.571603386358e-13,0.000000000000e+00,4.571603386358e-13,4.372401831734e-07,4.248697985016e-07
139,4,18,45.000000, 0.740000, 0.741865, 0.000000,0.000000, 0.000000, 0.092331, 0.092331, 3.625568784539e-12,3.347523951125e-13,0.000000000000e+00,3.347523951125e-13,5.354781570977e-07,5.204534085639e-07
140,4,19,45.000000, 0.780000, 0.780944, 0.000000,0.000000, 0.000000, 0.087444, 0.087444, 3.315408221375e-12,2.899135978472e-13,0.000000000000e+00,2.899135978472e-13,6.152397150671e-07,5.982338924645e-07
141,4,20,45.000000, 0.820000, 0.820162, 0.000000,0.000000, 0.000000, 0.088715, 0.088715, 2.579175157284e-12,2.288106946466e-13,0.000000000000e+00,2.288106946466e-13,6.748840692191e-07,6.565701670809e-07
142,4,21,45.000000, 0.860000, 0.859788, 0.000000,0.000000, 0.000000, 0.088448, 0.088448, 2.134463926433e-12,1.887881949180e-13,0.000000000000e+00,1.887881949180e-13,7.148310996064e-07,6.958058911407e-07
143,4,22,45.000000, 0.900000, 0.899400, 0.000000,0.000000, 0.000000, 0.088114, 0.088114, 1.851090611436e-12,1.631065361906e-13,0.000000000000e+00,1.631065361906e-13,7.363143309080e-07,7.170785880146e-07
144,4,23,45.000000, 0.940000, 0.939028, 0.000000,0.000000, 0.000000, 0.083736, 0.083736, 1.842343379515e-12,1.542703881053e-13,0.000000000000e+00,1.542703881053e-13,7.405883736035e-07,7.215576091343e-07
145,4,24,45.000000, 0.980000, 0.978804, 0.000000,0.000000, 0.000000, 0.091784, 0.091784, 1.420855574448e-12,1.304121526001e-13,0.000000000000e+00,1.304121526001e-13,7.284732138039e-07,7.100014856452e-07
146,4,25,45.000000, 1.020000, 1.018653, 0.000000,0.000000, 0.000000, 0.104863, 0.104863, 1.036721870987e-12,1.087139887353e-13,0.000000000000e+00,1.087139887353e-13,7.000795092470e-07,6.824877261109e-07
147,4,26,45.000000, 1.060000, 1.058360, 0.000000,0.000000, 0.000000, 0.090772, 0.090772, 1.380267068698e-12,1.252890131343e-13,0.000000000000e+00,1.252890131343e-13,6.545830555196e-07,6.381893819617e-07
148,4,27,45.000000, 1.100000, 1.098207, 0.000000,0.000000, 0.000000, 0.102887, 0.102887, 1.092452485164e-12,1.123989378329e-13,0.000000000000e+00,1.123989378329e-13,5.899365156203e-07,5.750907037289e-07
149,4,28,45.000000, 1.140000, 1.137887, 0.000000,0.000000, 0.000000, 0.097692, 0.097692, 1.339647843540e-12,1.308732425898e-13,0.000000000000e+00,1.308732425898e-13,5.023938607198e-07,4.895210703704e-07
150,4,29,45.000000, 1.180000, 1.177812, 0.000000,0.000000, 0.000000, 0.127862, 0.127862, 8.027512742585e-13,1.026417231224e-13,0.000000000000e+00,1.026417231224e-13,3.856508851414e-07,3.753161156942e-07
151,5,0,55.000000, 0.020000, 0.031838, 0.000000,0.000000, 0.000000, 0.137272, 0.137272, 7.277976156304e-07,9.990604285516e-08,0.000000000000e+00,9.990604285516e-08,6.876289883238e-07,6.666770709155e-07
152,5,1,55.000000, 0.060000, 0.062093, 0.000000,0.000000, 0.000000, 0.044362, 0.044362, 1.579106545901e-07,7.005281781266e-09,0.000000000000e+00,7.005281781266e-09,1.798430072844e-07,1.704077326593e-07
153,5,2,55.000000, 0.100000, 0.098867, 0.000000,0.000000, 0.000000, 0.029622, 0.029622, 3.584329502202e-08,1.061750866384e-09,0.000000000000e+00,1.061750866384e-09,3.980485280227e-08,3.623132137180e-08
154,5,3,55.000000, 0.140000, 0.137590, 0.000000,0.000000, 0.000000, 0.029333, 0.029333, 8.923695705859e-09,2.617565820061e-10,0.000000000000e+00,2.617565820061e-10,9.904584227310e-09,8.566337314233e-09
155,5,4,55.000000, 0.180000, 0.177089, 0.000000,0.000000, 0.000000, 0.041819, 0.041819, 2.643549410487e-09,1.105509183252e-10,0.000000000000e+00,1.105509183252e-10,2.980152905291e-09,2.463532440038e-09
156,5,5,55.000000, 0.220000, 0.217068, 0.000000,0.000000, 0.000000, 0.076243, 0.076243, 8.924479720436e-10,6.804295933193e-11,0.000000000000e+00,6.804295933193e-11,1.056754576150e-09,8.466777645781e-10
157,5,6,55.000000, 0.260000, 0.257470, 0.000000,0.000000, 0.000000, 0.127327, 0.127327, 3.035139926491e-10,3.864562666628e-11,0.000000000000e+00,3.864562666628e-11,4.211680114038e-10,3.529388207099e-10
158,5,7,55.000000, 0.300000, 0.297781, 0.000000,0.000000, 0.000000, 0.210187, 0.210187, 1.329899766678e-10,2.795276435704e-11,0.000000000000e+00,2.795276435704e-11,1.934853868345e-10,1.783057373379e-10
159,5,8,55.000000, 0.340000, 0.337728, 0.000000,0.000000, 0.000000, 0.242049, 0.242049, 1.283728378339e-10,3.107251696307e-11,0.000000000000e+00,3.107251696307e-11,1.026362802470e-10,1.087471255125e-10
160,5,9,55.000000, 0.380000, 0.378089, 0.000000,0.000000, 0.000000, 0.328581, 0.328581, 9.598554629597e-11,3.153903317372e-11,0.000000000000e+00,3.153903317372e-11,6.145283884264e-11,7.580724094940e-11
161,5,10,55.000000, 0.420000, 0.418369, 0.000000,0.000000, 0.000000, 0.390722, 0.390722, 9.626432351885e-11,3.761255744234e-11,0.000000000000e+00,3.761255744234e-11,4.078419497610e-11,5.755041201687e-11
162,5,11,55.000000, 0.460000, 0.457191, 0.000000,0.000000, 0.000000, 1.026336, 1.026336, 2.038668545840e-11,2.092358228288e-11,0.000000000000e+00,2.092358228288e-11,2.896207962630e-11,4.559092987325e-11
163,5,12,55.000000, 0.500000, 0.508903, 0.000000,0.000000, 0.000000, 1.112797, 1.112797, 2.217349980092e-09,2.467460177356e-09,0.000000000000e+00,2.467460177356e-09,1.985810709297e-11,3.198030619840e-11
164,5,13,55.000000, 0.540000, 0.546290, 0.000000,0.000000, 0.000000, 0.429378, 0.429378, 6.285751354516e-11,2.698960471689e-11,0.000000000000e+00,2.698960471689e-11,1.472758021909e-11,2.560248230489e-11
165,5,14,55.000000, 0.580000, 0.579665, 0.000000,0.000000, 0.000000, 0.307368, 0.307368, 1.796575339339e-11,5.522097620147e-12,0.000000000000e+00,5.522097620147e-12,1.101744178524e-11,2.080168653696e-11
166,5,15,55.000000, 0.620000, 0.621507, 0.000000,0.000000, 0.000000, 0.212354, 0.212354, 1.411117891816e-11,2.996563124169e-12,0.000000000000e+00,2.996563124169e-12,8.204394684555e-12,1.659123444273e-11
167,5,16,55.000000, 0.660000, 0.660717, 0.000000,0.000000, 0.000000, 0.163648, 0.163648, 1.241028703107e-11,2.030920941629e-12,0.000000000000e+00,2.030920941629e-12,5.927652023017e-12,1.266410018299e-11
168,5,17,55.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, 0.142780, 0.142780, 1.124062286682e-11,1.604932841428e-12,0.000000000000e+00,1.604932841428e-12,4.329626470416e-08,4.141232851223e-08
169,5,18,55.000000, 0.740000, 0.739570, 0.000000,0.000000, 0.000000, 0.155614, 0.155614, 7.433311573504e-12,1.156726498337e-12,0.000000000000e+00,1.156726498337e-12,1.251650306271e-07,1.188735375615e-07
170,5,19,55.000000, 0.780000, 0.779034, 0.000000,0.000000, 0.000000, 0.145076, 0.145076, 7.668205929293e-12,1.112473246290e-12,0.000000000000e+00,1.112473246290e-12,1.535148561003e-07,1.743613146201e-07
171,5,20,55.000000, 0.820000, 0.818765, 0.000000,0.000000, 0.000000, 0.144955, 0.144955, 7.601556107036e-12,1.101886999310e-12,0.000000000000e+00,1.101886999310e-12,2.313006708042e-07,2.625057435717e-07
172,5,21,55.000000, 0.860000, 0.858520, 0.000000,0.000000, 0.000000, 0.197292, 0.197292, 4.520483482104e-12,8.918566869142e-13,0.000000000000e+00,8.918566869142e-13,3.106492554008e-07,3.529607827998e-07
173,5,22,55.000000, 0.900000, 0.898378, 0.000000,0.000000, 0.000000, 0.193273, 0.193273, 5.401441666116e-12,1.043951145700e-12,0.000000000000e+00,1.043951145700e-12,3.864408357705e-07,4.401762551932e-07
174,5,23,55.000000, 0.940000, 0.937775, 0.000000,0.000000, 0.000000, 0.215001, 0.215001, 5.634365893620e-12,1.211391515452e-12,0.000000000000e+00,1.211391515452e-12,4.541348169222e-07,5.190634244476e-07
175,5,24,55.000000, 0.980000, 0.977606, 0.000000,0.000000, 0.000000, 0.251476, 0.251476, 5.400418393044e-12,1.358076932663e-12,0.000000000000e+00,1.358076932663e-12,7.640808305536e-07,5.845525555633e-07
176,5,25,55.000000, 1.020000, 1.017156, 0.000000,0.000000, 0.000000, 0.399735, 0.399735, 3.145882552402e-12,1.257519631458e-12,0.000000000000e+00,1.257519631458e-12,8.215279597020e-07,7.889793071025e-07
177,5,26,55.000000, 1.060000, 1.056652, 0.000000,0.000000, 0.000000, 0.579227, 0.579227, 4.198278120333e-12,2.431754628745e-12,0.000000000000e+00,2.431754628745e-12,8.459158127135e-07,8.158226830655e-07
178,5,27,55.000000, 1.100000, 1.096269, 0.000000,0.000000, 0.000000, 0.710017, 0.710017, 5.014988788638e-12,3.560729472047e-12,0.000000000000e+00,3.560729472047e-12,8.279958911640e-07,8.015942642648e-07
179,5,28,55.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.558237458419e-07,7.339263836016e-07
180,5,29,55.000000, 1.180000, 1.174444, 0.000000,0.000000, 0.000000, 1.010745, 1.010745, 2.363581493303e-11,2.388977725092e-11,0.000000000000e+00,2.388977725092e-11,1.226212647141e-06,5.962172518753e-07
181,6,0,65.000000, 0.020000, 0.030696, 0.000000,0.000000, 0.000000, 0.161082, 0.161082, 9.169541760806e-07,1.477047508189e-07,0.000000000000e+00,1.477047508189e-07,7.529467520941e-07,7.304667365560e-07
182,6,1,65.000000, 0.060000, 0.062032, 0.000000,0.000000, 0.000000, 0.047335, 0.047335, 1.563248858934e-07,7.399676942941e-09,0.000000000000e+00,7.399676942941e-09,1.864893648668e-07,1.763751485687e-07
183,6,2,65.000000, 0.100000, 0.098748, 0.000000,0.000000, 0.000000, 0.029925, 0.029925, 3.186832528113e-08,9.536659211212e-10,0.000000000000e+00,9.536659211212e-10,3.939212912444e-08,3.527650770290e-08
184,6,3,65.000000, 0.140000, 0.137691, 0.000000,0.000000, 0.000000, 0.028326, 0.028326, 8.028593115699e-09,2.274179056073e-10,0.000000000000e+00,2.274179056073e-10,9.828542244453e-09,8.122395949525e-09
185,6,4,65.000000, 0.180000, 0.177366, 0.000000,0.000000, 0.000000, 0.037406, 0.037406, 2.293653660387e-09,8.579717393582e-11,0.000000000000e+00,8.579717393582e-11,2.972111754964e-09,2.231268654153e-09
186,6,5,65.000000, 0.220000, 0.217356, 0.000000,0.000000, 0.000000, 0.066072, 0.066072, 7.976368800035e-10,5.270169179431e-11,0.000000000000e+00,5.270169179431e-11,1.030076475965e-09,7.081285502500e-10
187,6,6,65.000000, 0.260000, 0.258045, 0.000000,0.000000, 0.000000, 0.117646, 0.117646, 3.049578563452e-10,3.587722440491e-11,0.000000000000e+00,3.587722440491e-11,4.076412319923e-10,2.765082251722e-10
188,6,7,65.000000, 0.300000, 0.298693, 0.000000,0.000000, 0.000000, 0.154177, 0.154177, 1.589159658220e-10,2.450124108801e-11,0.000000000000e+00,2.450124108801e-11,1.904273729183e-10,1.502653278268e-10
189,6,8,65.000000, 0.340000, 0.339150, 0.000000,0.000000, 0.000000, 0.182327, 0.182327, 9.730321395320e-11,1.774096732245e-11,0.000000000000e+00,1.774096732245e-11,1.014934916729e-10,1.049886121800e-10
190,6,9,65.000000, 0.380000, 0.379402, 0.000000,0.000000, 0.000000, 0.268037, 0.268037, 9.597598799871e-11,2.572512383809e-11,0.000000000000e+00,2.572512383809e-11,6.123007882729e-11,8.527062202250e-11
191,6,10,65.000000, 0.420000, 0.419416, 0.000000,0.000000, 0.000000, 0.265838, 0.265838, 6.257763431952e-11,1.663548557009e-11,0.000000000000e+00,1.663548557009e-11,4.063621113076e-11,7.340385077220e-11
192,6,11,65.000000, 0.460000, 0.459040, 0.000000,0.000000, 0.000000, 0.335980, 0.335980, 4.159883123976e-11,1.397636206762e-11,0.000000000000e+00,1.397636206762e-11,2.858650207273e-11,6.416363626449e-11
193,6,12,65.000000, 0.500000, 0.498836, 0.000000,0.000000, 0.000000, 0.321234, 0.321234, 5.538840992212e-11,1.779266552797e-11,0.000000000000e+00,1.779266552797e-11,2.072186729401e-11,5.560140776105e-11
194,6,13,65.000000, 0.540000, 0.538067, 0.000000,0.000000, 0.000000, 0.355591, 0.355591, 7.174497134267e-11,2.551187852817e-11,0.000000000000e+00,2.551187852817e-11,1.529183926957e-11,4.696033899646e-11
195,6,14,65.000000, 0.580000, 0.576976, 0.000000,0.000000, 0.000000, 0.355678, 0.355678, 1.048280799966e-10,3.728508463898e-11,0.000000000000e+00,3.728508463898e-11,1.133018031013e-11,3.815552053170e-11
196,6,15,65.000000, 0.620000, 0.615910, 0.000000,0.000000, 0.000000, 1.001808, 1.001808, 2.109341521635e-11,2.113154277030e-11,0.000000000000e+00,2.113154277030e-11,8.351945960887e-12,2.853704360979e-11
197,6,16,65.000000, 0.660000, 0.656366, 0.000000,0.000000, 0.000000, 1.003443, 1.003443, 4.714594962169e-11,4.730826628361e-11,0.000000000000e+00,4.730826628361e-11,6.043206600808e-12,1.878672909710e-11
198,6,17,65.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.358647290738e-12,1.119886648872e-11
199,6,18,65.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.046083501945e-12,6.538573811517e-12
200,6,19,65.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.101493901078e-12,3.732918841183e-12
201,6,20,65.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.587177144124e-08,2.172532767460e-12
202,6,21,65.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.699751854312e-07,1.117212958454e-07
203,6,22,65.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.863259962621e-07,3.275111148194e-07
204,6,23,65.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.188420884813e-07,5.948110163542e-07
205,6,24,65.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.456063678219e-07,8.651401239811e-07
206,6,25,65.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.145455891401e-06,1.099214839001e-06
207,6,26,65.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.295453733712e-06,1.266585730658e-06
208,6,27,65.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.368496089582e-06,1.341913985350e-06
209,6,28,65.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.330518778221e-06,1.299340912031e-06
210,6,29,65.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.136734352620e-06,1.104822847771e-06
211,7,0,75.000000, 0.020000, 0.031046, 0.000000,0.000000, 0.000000, 0.177235, 0.177235, 8.665393468937e-07,1.535814283950e-07,0.000000000000e+00,1.535814283950e-07,7.260866186569e-07,7.039991546746e-07
212,7,1,75.000000, 0.060000, 0.061556, 0.000000,0.000000, 0.000000, 0.053886, 0.053886, 1.469156916039e-07,7.916659260014e-09,0.000000000000e+00,7.916659260014e-09,1.832427698680e-07,1.728161296116e-07
213,7,2,75.000000, 0.100000, 0.099037, 0.000000,0.000000, 0.000000, 0.032698, 0.032698, 2.860555146341e-08,9.353555059950e-10,0.000000000000e+00,9.353555059950e-10,3.868387965197e-08,3.421716994580e-08
214,7,3,75.000000, 0.140000, 0.137971, 0.000000,0.000000, 0.000000, 0.029148, 0.029148, 7.231492776076e-09,2.107862323524e-10,0.000000000000e+00,2.107862323524e-10,9.694695155106e-09,7.670341521013e-09
215,7,4,75.000000, 0.180000, 0.177564, 0.000000,0.000000, 0.000000, 0.037178, 0.037178, 2.057931976240e-09,7.650914561168e-11,0.000000000000e+00,7.650914561168e-11,2.885206923835e-09,1.929784966960e-09
216,7,5,75.000000, 0.220000, 0.217696, 0.000000,0.000000, 0.000000, 0.107158, 0.107158, 6.149740346192e-10,6.589946490958e-11,0.000000000000e+00,6.589946490958e-11,1.002567388089e-09,5.463886675505e-10
217,7,6,75.000000, 0.260000, 0.258423, 0.000000,0.000000, 0.000000, 0.119744, 0.119744, 2.204167378769e-10,2.639367593109e-11,0.000000000000e+00,2.639367593109e-11,4.066878303644e-10,2.061774904524e-10
218,7,7,75.000000, 0.300000, 0.299736, 0.000000,0.000000, 0.000000, 0.192822, 0.192822, 1.517701419116e-10,2.926463179978e-11,0.000000000000e+00,2.926463179978e-11,1.884373759201e-10,1.239317643455e-10
219,7,8,75.000000, 0.340000, 0.340245, 0.000000,0.000000, 0.000000, 0.145353, 0.145353, 1.648610672005e-10,2.396304376833e-11,0.000000000000e+00,2.396304376833e-11,1.005109671487e-10,1.055970568237e-10
220,7,9,75.000000, 0.380000, 0.379973, 0.000000,0.000000, 0.000000, 0.168674, 0.168674, 1.231076590432e-10,2.076505869920e-11,0.000000000000e+00,2.076505869920e-11,6.091196738451e-11,9.692916670418e-11
221,7,10,75.000000, 0.420000, 0.419742, 0.000000,0.000000, 0.000000, 0.129462, 0.129462, 1.227225289783e-10,1.588787995525e-11,0.000000000000e+00,1.588787995525e-11,4.030576976374e-11,8.461713817480e-11
222,7,11,75.000000, 0.460000, 0.459379, 0.000000,0.000000, 0.000000, 0.172564, 0.172564, 7.591753869721e-11,1.310063690310e-11,0.000000000000e+00,1.310063690310e-11,2.836074103792e-11,6.876806472096e-11
223,7,12,75.000000, 0.500000, 0.498926, 0.000000,0.000000, 0.000000, 0.193139, 0.193139, 6.678020153138e-11,1.289783610653e-11,0.000000000000e+00,1.289783610653e-11,2.058905646544e-11,5.166129555281e-11
224,7,13,75.000000, 0.540000, 0.538533, 0.000000,0.000000, 0.000000, 0.232665, 0.232665, 5.259435422748e-11,1.223685498033e-11,0.000000000000e+00,1.223685498033e-11,1.518738957000e-11,3.695587709960e-11
225,7,14,75.000000, 0.580000, 0.577928, 0.000000,0.000000, 0.000000, 0.315260, 0.315260, 3.656440383185e-11,1.152729259522e-11,0.000000000000e+00,1.152729259522e-11,1.120368975061e-11,2.504050214002e-11
226,7,15,75.000000, 0.620000, 0.617239, 0.000000,0.000000, 0.000000, 0.383116, 0.383116, 3.347721778575e-11,1.282564297000e-11,0.000000000000e+00,1.282564297000e-11,8.252514807046e-12,1.672912339362e-11
227,7,16,75.000000, 0.660000, 0.656469, 0.000000,0.000000, 0.000000, 0.609811, 0.609811, 2.130651024318e-11,1.299293820430e-11,0.000000000000e+00,1.299293820430e-11,6.027751276303e-12,1.111471056031e-11
228,7,17,75.000000, 0.700000, 0.696223, 0.000000,0.000000, 0.000000, 0.845596, 0.845596, 1.955542642892e-11,1.653599725147e-11,0.000000000000e+00,1.653599725147e-11,4.329012765704e-12,7.305440527814e-12
229,7,18,75.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.066819215681e-12,4.721591568295e-12
230,7,19,75.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.120166058219e-12,3.012483458498e-12
231,7,20,75.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.480868511881e-12,1.965238720365e-12
232,7,21,75.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.873473688996e-13,1.169365619919e-12
233,7,22,75.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.743696981436e-08,7.454705543365e-08
234,7,23,75.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.084951627250e-07,2.000634431811e-07
235,7,24,75.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.749544050830e-07,3.595127236105e-07
236,7,25,75.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.674890571792e-07,5.445714786880e-07
237,7,26,75.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.734264739803e-07,7.437388509303e-07
238,7,27,75.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.665927138973e-07,9.323617631163e-07
239,7,28,75.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.093356399782e-06,1.058473571803e-06
240,7,29,75.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.057850411521e-06,1.027152430534e-06
