#This datafile contains exp. redXsec and ratio to (JML Paris, MS CD-Bonn, MS AV18) PWIA, from Hall C Deuteron Experiment: E12-10-003
#Units: pm_avg [GeV/c] :: redXsec [fm^3], pm = 560 +/- 20 MeV/c 
pm_avg,pm_c,thnq,thnq_avg,data_redXsec,data_redXsec_tot_err,redXsec_paris,redXsec_cd,redXsec_v18,R_paris,R_paris_err,R_cd,R_cd_err,R_v18,R_v18_err
0.54045,0.540,25,26.820,3.53516E-05,1.16815E-05,1.26403E-04,5.66429E-05,1.03933E-04,0.27967,0.09241,0.62411,0.20623,0.34014,0.11239 
0.57996,0.580,25,26.724,3.41546E-05,1.00832E-05,8.53895E-05,5.66389E-05,1.03924E-04,0.39999,0.11808,0.60302,0.17803,0.32865,0.09702 
0.54055,0.540,35,35.681,5.11292E-05,7.44074E-06,1.31315E-04,5.61899E-05,1.03419E-04,0.38936,0.05666,0.90994,0.13242,0.49439,0.07195 
0.54205,0.540,45,44.054,5.45082E-05,1.04451E-05,1.33838E-04,5.48713E-05,1.01305E-04,0.40727,0.07804,0.99338,0.19036,0.53806,0.10311 
0.54629,0.540,55,51.196,5.04410E-04,2.24417E-04,1.24914E-04,5.81615E-05,1.05755E-04,4.03806,1.79657,8.67256,3.85851,4.76960,2.12204 
0.57966,0.580,55,55.004,1.70736E-04,5.01130E-05,9.42980E-05,5.73134E-05,1.04387E-04,1.81060,0.53143,2.97899,0.87437,1.63561,0.48007 
0.57698,0.580,65,66.686,8.05117E-04,2.86363E-04,8.70198E-05,3.53128E-05,7.23593E-05,9.25211,3.29078,22.79955,8.10931,11.12665,3.95751 
0.57793,0.580,75,75.076,2.80828E-04,8.85337E-05,8.60483E-05,3.83586E-05,7.65511E-05,3.26360,1.02888,7.32112,2.30805,3.66850,1.15653 
0.57430,0.580,85,80.983,NAN,5.42137E-04,8.82787E-05,7.17598E-05,1.24513E-04,nan,6.14120,nan,7.55489,nan,4.35407 
