# 1  # the knock-out nucleon is proton(1), neutron(-1)
# 1  # Off-Shell effects included (1) not included (0)
# 1  # only pole term in FSI (0), pole+PV (1) 
# 1  # it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
# 123  # icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering 
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
# 10   #iv2  - version of parameterization of CHEX amplitude - 
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f
# 3  # iv1  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f 
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation 
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
# 0  # idd  - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both   
# 2  # iw   - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
# 0  # ipp  - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#    crs  - cross section in nb/GeV/str^2
thr0,phr0,pr,ei,th_e,q2,x,plab,crs0,crs12,ratio,ID,th_nq_mc,i_x,i_y,kin,
68.6050034,343.334991,1.18436003,10.5437002,14.4340048,4.4542098,0.616227448,6.19197845,9.52534756e-05,5.41583941e-05,0.568571329,thrq79_14_31,68.129,14,31,thrq79,
78.6669998,333.380005,0.456995994,10.5486002,14.2674942,5.00607014,0.934203923,3.86478186,0.0355433859,0.0722121373,2.03166175,thrq79_15_12,74.712,15,12,thrq79,
78.6080017,350.401001,0.477795988,10.5457001,14.2214861,4.96537018,0.923911214,3.90424061,0.0329545848,0.0626895577,1.90230155,thrq79_15_13,74.318,15,13,thrq79,
77.526001,339.390015,0.525747001,10.5447998,14.2574615,4.96287012,0.910470366,3.98947358,0.0230098888,0.040414352,1.75639057,thrq79_15_14,73.989,15,14,thrq79,
76.9580002,340.052002,0.561717987,10.5458002,14.2501602,4.93941021,0.896877766,4.06405878,0.0183377899,0.0295100193,1.60924625,thrq79_15_15,73.73,15,15,thrq79,
76.1920013,334.822998,0.600583017,10.5432997,14.2742252,4.92911005,0.883854866,4.14562607,0.0138221364,0.0199702736,1.44480371,thrq79_15_16,73.615,15,16,thrq79,
75.6669998,336.779999,0.641592979,10.5441999,14.2807388,4.90425014,0.865831077,4.25457621,0.0105747944,0.0133902635,1.26624334,thrq79_15_17,73.229,15,17,thrq79,
75.439003,336.347992,0.680706978,10.5445995,14.2536526,4.85522985,0.843838394,4.37891102,0.00821106322,0.00907695945,1.1054548,thrq79_15_18,73.31,15,18,thrq79,
75.1539993,338.434998,0.721194983,10.5439997,14.2744465,4.82652998,0.821510851,4.52675056,0.00617799489,0.00603511184,0.976872265,thrq79_15_19,73.328,15,19,thrq79,
74.8239975,338.748993,0.759742022,10.5440998,14.2913351,4.79737997,0.800628781,4.66962051,0.0046497765,0.00424965145,0.913947463,thrq79_15_20,73.301,15,20,thrq79,
74.5459976,339.390015,0.800108016,10.5440998,14.3078518,4.76170015,0.777288496,4.83452749,0.00342979096,0.00282319589,0.823139369,thrq79_15_21,73.296,15,21,thrq79,
74.3050003,339.553986,0.839851975,10.5436001,14.3173008,4.71913004,0.753329933,5.0076232,0.00252490141,0.00196825713,0.779538214,thrq79_15_22,73.379,15,22,thrq79,
73.9950027,339.390015,0.880060017,10.5438995,14.3356934,4.68033981,0.730088234,5.18709469,0.00182132865,0.00133646349,0.733784914,thrq79_15_23,73.326,15,23,thrq79,
73.6920013,340.052002,0.919570029,10.5438004,14.3263102,4.62659979,0.706708908,5.36336899,0.00133163016,0.000934486394,0.701761186,thrq79_15_24,73.228,15,24,thrq79,
73.4759979,340.390015,0.95935303,10.5440998,14.2667065,4.54417992,0.680759847,5.546803,0.00098424335,0.000664852734,0.67549628,thrq79_15_25,73.173,15,25,thrq79,
73.1829987,340.908997,0.999092996,10.5441999,14.2061844,4.46260023,0.65612191,5.72729015,0.000719638017,0.00047230249,0.656305671,thrq79_15_26,72.993,15,26,thrq79,
72.8170013,341.622986,1.03842998,10.5443001,14.1494551,4.38516998,0.633228421,5.90247679,0.000519250869,0.000332757772,0.640842021,thrq79_15_27,72.702,15,27,thrq79,
72.3119965,342.175995,1.07740998,10.5443001,14.136157,4.33269978,0.614114523,6.07105923,0.000360529055,0.000225643991,0.625869095,thrq79_15_28,72.272,15,28,thrq79,
71.6699982,342.553986,1.11670995,10.5444002,14.1328421,4.29006004,0.597924471,6.22305441,0.000243099013,0.000148835301,0.612241507,thrq79_15_29,71.705,15,29,thrq79,
71.0979996,342.940002,1.15591002,10.5446997,14.1107101,4.23588991,0.580561638,6.38285112,0.000162112046,9.73549177e-05,0.600540936,thrq79_15_30,71.226,15,30,thrq79,
70.7910004,343.536011,1.18445003,10.5448999,14.1042805,4.19434023,0.566182256,6.52569675,0.00011860134,7.09794331e-05,0.598470747,thrq79_15_31,70.998,15,31,thrq79,
80.6169968,338.907013,0.408255011,10.5414,14.2341356,4.98934984,0.938498676,3.82752991,0.0538848564,0.0813049972,1.50886548,thrq79_16_11,78.695,16,11,thrq79,
80.1190033,330.112,0.444990993,10.5433998,14.2423677,4.9759202,0.92518127,3.90286827,0.0388755389,0.0711286739,1.82965112,thrq79_16_12,79.071,16,12,thrq79,
79.6360016,327.140015,0.482584,10.5448999,14.2180576,4.94269991,0.91015178,3.97835159,0.0297564156,0.0517428741,1.73888123,thrq79_16_13,78.646,16,13,thrq79,
79.2509995,328.212006,0.520968974,10.5446997,14.2211504,4.91782999,0.892785847,4.07703066,0.0231162384,0.0360907242,1.56127155,thrq79_16_14,78.421,16,14,thrq79,
79.0910034,330.22699,0.560775995,10.5446997,14.2041693,4.87503004,0.870697796,4.19936037,0.0181753356,0.0246691424,1.35728681,thrq79_16_15,78.379,16,15,thrq79,
78.7919998,331.402008,0.60086298,10.5445995,14.2122068,4.84420013,0.849224865,4.33100224,0.0140206385,0.0166367684,1.18659139,thrq79_16_16,78.194,16,16,thrq79,
78.6679993,332.006012,0.640399992,10.5443001,14.2049494,4.79941988,0.824741423,4.48069763,0.0108737471,0.0114441384,1.05245578,thrq79_16_17,78.22,16,17,thrq79,
78.5820007,334.027008,0.680137992,10.5445995,14.1761694,4.74021006,0.798446476,4.64068842,0.00852641743,0.00805098191,0.944239736,thrq79_16_18,78.242,16,18,thrq79,
78.3949966,335.093994,0.720346987,10.5445995,14.1779766,4.69426012,0.772776783,4.81524754,0.00648375694,0.00565808406,0.872655153,thrq79_16_19,78.149,16,19,thrq79,
78.2549973,336.779999,0.759853005,10.5447998,14.1144428,4.61398983,0.745555401,4.98258257,0.00510488264,0.00420695823,0.824104786,thrq79_16_20,78.061,16,20,thrq79,
78.0839996,337.518005,0.79965198,10.5446997,14.0188417,4.5166502,0.717614114,5.14943838,0.00403214246,0.00309525966,0.767646432,thrq79_16_21,77.936,16,21,thrq79,
77.8619995,338.748993,0.839039981,10.5446997,13.9386072,4.42678022,0.690546989,5.32423449,0.00314722443,0.00228804792,0.727005005,thrq79_16_22,77.722,16,22,thrq79,
77.4869995,340.052002,0.878239989,10.5446997,13.8655863,4.34401989,0.665986001,5.4902482,0.00242673513,0.00170987088,0.704597235,thrq79_16_23,77.346,16,23,thrq79,
76.8700027,340.390015,0.917712986,10.5445995,13.8360615,4.28786993,0.645941556,5.64534235,0.0017963486,0.00122756674,0.683367789,thrq79_16_24,76.751,16,24,thrq79,
76.3099976,341.441986,0.957136989,10.5445995,13.8075199,4.22933006,0.625245035,5.81307793,0.00131754146,0.000886108668,0.672547102,thrq79_16_25,76.221,16,25,thrq79,
75.8659973,342.746002,0.996106029,10.5446997,13.7690697,4.1615901,0.602966845,5.99802399,0.000965004379,0.000635515549,0.658562362,thrq79_16_26,75.781,16,26,thrq79,
75.5149994,344.36499,1.03355002,10.5451002,13.7456017,4.09786987,0.580662131,6.1998477,0.000702432415,0.000456771842,0.650271595,thrq79_16_27,75.41,16,27,thrq79,
75.4240036,350.063995,1.06595004,10.5455999,13.7323303,4.03419018,0.55778712,6.42289877,0.000532405393,0.000345941022,0.649769962,thrq79_16_28,75.238,16,28,thrq79,
85.2860031,320.623993,0.29253,10.5472002,14.2200346,5.00625992,0.952210128,3.75372624,0.209206536,0.192756042,0.921367228,thrq79_17_8,84.852,17,8,thrq79,
85.1380005,316.053986,0.329104006,10.5466003,14.1913347,4.9698801,0.937170804,3.82368851,0.118555002,0.139171183,1.17389548,thrq79_17_9,84.475,17,9,thrq79,
84.6220016,320.444,0.362666994,10.5454998,14.1855221,4.94871998,0.925095081,3.88610935,0.0799085647,0.109960191,1.37607515,thrq79_17_10,84.085,17,10,thrq79,
84.0149994,323.997986,0.401951998,10.5452003,14.1714582,4.91922998,0.909934223,3.96439099,0.0553160943,0.0845758542,1.52895558,thrq79_17_11,83.663,17,11,thrq79,
83.6419983,325.084991,0.441491008,10.5453997,14.1593962,4.88550997,0.891329825,4.06490231,0.0404957198,0.0580634251,1.43381631,thrq79_17_12,83.283,17,12,thrq79,
83.5360031,326.720001,0.480951995,10.5452995,14.1203566,4.83105993,0.868528903,4.18336964,0.0314128362,0.041369319,1.31695592,thrq79_17_13,83.166,17,13,thrq79,
83.3509979,328.539001,0.520703018,10.5452003,14.1004992,4.78401995,0.845077217,4.31671047,0.0245779883,0.0291592311,1.18639612,thrq79_17_14,82.99,17,14,thrq79,
83.2129974,330.80899,0.559768975,10.5451002,14.0319023,4.70982981,0.819930494,4.44771099,0.0200195648,0.0213592183,1.06691718,thrq79_17_15,82.876,17,15,thrq79,
83.1179962,332.622986,0.599915981,10.5451002,13.9367352,4.61801004,0.792081892,4.59129,0.0163993165,0.0158304889,0.965313971,thrq79_17_16,82.796,17,16,thrq79,
82.9749985,334.958008,0.63973701,10.5451002,13.8306236,4.5199399,0.763859093,4.73915768,0.0135297272,0.0120649673,0.89173764,thrq79_17_17,82.675,17,17,thrq79,
82.8199997,336.779999,0.679499984,10.5447998,13.6807175,4.39939022,0.734432876,4.88377571,0.0113542946,0.00963799469,0.848841369,thrq79_17_18,82.533,17,18,thrq79,
82.4980011,338.278992,0.71866399,10.5448999,13.5761652,4.30385017,0.707586586,5.03560352,0.00925817247,0.00738058891,0.797197163,thrq79_17_19,82.181,17,19,thrq79,
81.947998,339.553986,0.757831991,10.5450001,13.5179367,4.2343998,0.68428719,5.18761158,0.00729521271,0.00558642577,0.765765965,thrq79_17_20,81.598,17,20,thrq79,
81.4189987,340.908997,0.796689987,10.5452003,13.465579,4.16639996,0.660987139,5.34912539,0.00569888297,0.00421513664,0.73964262,thrq79_17_21,81.03,17,21,thrq79,
81.0879974,343.136993,0.83445102,10.5451002,13.4350262,4.10199022,0.635840952,5.54391861,0.00441304035,0.00316012534,0.716087997,thrq79_17_22,80.573,17,22,thrq79,
80.9789963,347.687988,0.868022978,10.5440998,13.4253063,4.04334021,0.61078614,5.75767374,0.00348598324,0.00244140252,0.700348318,thrq79_17_23,80.248,17,23,thrq79,
92.310997,336.63501,0.207913995,10.5492001,14.1125441,4.94493008,0.946636498,3.7502656,1.32585454,0.958214045,0.722714305,thrq79_18_6,88.383,18,6,thrq79,
91.1169968,333.507996,0.243017003,10.5474997,14.1081448,4.92813015,0.937147737,3.79786944,0.592166364,0.438253671,0.740085363,thrq79_18_7,88.049,18,7,thrq79,
90.9589996,329.092987,0.280214012,10.5471001,14.0521564,4.87482023,0.919714987,3.87285972,0.288864315,0.237067968,0.820689678,thrq79_18_8,87.936,18,8,thrq79,
90.2009964,329.882996,0.320955992,10.5459003,14.0182629,4.83479977,0.904342771,3.945014,0.152131975,0.153394997,1.00830209,thrq79_18_9,87.76,18,9,thrq79,
89.7020035,329.997009,0.361110985,10.5459995,13.9659643,4.77789021,0.883163571,4.04594469,0.093920663,0.103760503,1.10476756,thrq79_18_10,87.603,18,10,thrq79,
89.1689987,330.575012,0.400792986,10.5459995,13.9073877,4.71856022,0.862743616,4.14316273,0.0654043704,0.0749812275,1.14642537,thrq79_18_11,87.435,18,11,thrq79,
88.9150009,331.28299,0.440185994,10.5455999,13.8122339,4.63511992,0.838531613,4.25248575,0.0500977188,0.0557172187,1.11217082,thrq79_18_12,87.387,18,12,thrq79,
88.7259979,332.998993,0.47991699,10.5458002,13.6773729,4.52914,0.811736882,4.3668704,0.0409310982,0.0424816124,1.03788114,thrq79_18_13,87.408,18,13,thrq79,
88.5299988,334.554993,0.51967299,10.5455999,13.5185957,4.40957022,0.783404231,4.48553896,0.0345924608,0.0333432257,0.963887095,thrq79_18_14,87.4,18,14,thrq79,
88.1809998,336.63501,0.559409976,10.5457001,13.3747387,4.29868984,0.755753338,4.61028814,0.0293003228,0.0265449733,0.905961812,thrq79_18_15,87.247,18,15,thrq79,
87.4940033,338.434998,0.598444998,10.5454998,13.2760429,4.21526003,0.732378542,4.72911072,0.0243130811,0.0211244766,0.868852317,thrq79_18_16,86.76,18,16,thrq79,
86.7340012,340.734985,0.637233973,10.5453997,13.195899,4.14180994,0.710121214,4.85253906,0.0199604239,0.0166984629,0.836578548,thrq79_18_17,86.154,18,17,thrq79,
86.2939987,343.946014,0.674142003,10.5447998,13.1493874,4.0780201,0.685540199,5.01301718,0.0162318386,0.0130957607,0.806794643,thrq79_18_18,85.588,18,18,thrq79,
86.1790009,349.420013,0.707135022,10.5437002,13.115941,4.0158,0.659734309,5.19660139,0.0134302825,0.010409574,0.77508229,thrq79_18_19,85.227,18,19,thrq79,
96.9430008,339.884003,0.248502001,10.5488005,13.797534,4.72107983,0.90049237,3.89403796,0.623285532,0.491770715,0.788997471,thrq79_19_7,91.048,19,7,thrq79,
96.776001,340.220001,0.281960011,10.5464001,13.7107029,4.64789009,0.880380452,3.97425318,0.341616511,0.28812477,0.843415797,thrq79_19_8,91.386,19,8,thrq79,
96.5970001,338.907013,0.323051989,10.5461998,13.5608702,4.53597021,0.853425145,4.07444286,0.191422954,0.174533948,0.911771238,thrq79_19_9,91.744,19,9,thrq79,
96.1750031,339.390015,0.36036399,10.5462999,13.4362402,4.44109011,0.829300642,4.17022181,0.12820372,0.120933548,0.943292022,thrq79_19_10,91.913,19,10,thrq79,
95.5270004,338.278992,0.400804013,10.5460997,13.2978086,4.33731985,0.803479254,4.27373791,0.0924730077,0.0886237547,0.958374321,thrq79_19_11,91.834,19,11,thrq79,
94.5800018,339.717987,0.439819992,10.5459003,13.1864157,4.25135994,0.780855417,4.3711009,0.0722129345,0.0678007901,0.938900888,thrq79_19_12,91.66,19,12,thrq79,
93.6179962,340.734985,0.478267998,10.5459995,13.0720863,4.16496992,0.758577347,4.46826839,0.0589955896,0.0539139137,0.91386348,thrq79_19_13,91.361,19,13,thrq79,
92.3759995,343.946014,0.51749301,10.5457001,12.9951954,4.0994401,0.738878071,4.5667057,0.0482106842,0.0432886034,0.897904754,thrq79_19_14,90.821,19,14,thrq79,
90.9850006,347.421997,0.551757991,10.5466003,12.9049702,4.03809023,0.725201905,4.62185335,0.0412740521,0.036211282,0.877337694,thrq79_19_15,90.461,19,15,thrq79,
103.386002,357.437012,0.338613987,10.5448999,12.9487047,4.15279007,0.789965987,4.22034788,0.220078081,0.194258332,0.882679164,thrq79_20_9,95.968,20,9,thrq79,
101.153999,348.812988,0.365610003,10.5437002,12.9587631,4.14795017,0.783758879,4.26167345,0.159285441,0.141889155,0.890785456,thrq79_20_10,95.163,20,10,thrq79,
100.651001,348.237,0.401077002,10.5478001,12.7826815,4.03042984,0.756555617,4.3638773,0.124445386,0.110543683,0.888290703,thrq79_20_11,95.247,20,11,thrq79,
98.6940002,355.561005,0.424465001,10.5455999,12.7873964,4.02635002,0.753228307,4.38583899,0.103781722,0.0924044624,0.89037317,thrq79_20_12,95.13,20,12,thrq79,
