# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
37,1,3,10.000,0.200,10998.278,10554.090,5.850,444.189,444.188,1208907.878,1185.838,1353.979,976.169,223.306,223.667,965.822,973.611,70.618,4.077,4.148,12.168,18.135,18.405,-0.954,0.018,0.802,1.327E+01
49,1,4,10.000,0.280,10997.707,10527.746,6.195,469.967,469.961,1352333.275,1254.271,1364.944,991.321,279.672,280.804,980.630,987.451,87.508,4.859,5.064,16.019,17.524,18.158,-0.929,0.000,0.760,4.382E+01
61,1,5,10.000,0.360,10997.466,10490.281,6.644,507.174,507.185,1549412.758,1344.117,1377.392,1008.391,356.681,357.851,1005.406,1002.683,107.146,5.866,6.099,21.404,16.835,17.422,-0.901,0.001,0.707,3.019E+01
73,1,6,10.000,0.440,10997.264,10446.907,7.091,550.361,550.357,1757691.435,1435.473,1389.616,1025.027,436.127,437.314,1036.353,1017.093,127.284,6.870,7.133,27.773,16.368,16.921,-0.879,-0.002,0.658,1.685E+01
85,1,7,10.000,0.520,10997.229,10402.582,7.507,594.680,594.646,1961040.564,1521.396,1398.169,1036.591,515.238,516.327,1072.090,1026.220,146.268,7.837,8.112,34.913,15.962,16.456,-0.865,-0.007,0.614,9.437E+00
97,1,8,10.000,0.600,10997.328,10375.183,7.789,622.152,622.145,2105131.669,1578.669,1387.555,1022.230,590.702,591.409,1110.202,1009.517,160.719,8.795,9.046,43.221,15.383,15.769,-0.831,-0.002,0.576,3.413E+00
109,1,9,10.000,0.680,10997.239,10359.941,7.946,637.310,637.298,2187931.421,1610.615,1364.462,990.658,660.194,660.415,1148.448,974.577,177.775,10.102,10.338,53.753,15.272,15.616,-0.749,-0.066,0.545,4.297E-01
121,1,10,10.000,0.760,10998.139,10337.657,7.983,660.483,660.482,2203693.875,1624.786,1348.555,968.631,726.237,726.270,1187.540,938.803,238.526,14.244,14.256,67.775,19.154,19.173,-0.518,-0.707,0.534,1.541E-03
26,2,2,30.000,0.120,10998.003,10568.035,5.346,429.971,429.968,1011136.981,1093.622,1354.168,976.431,149.372,149.669,951.412,972.468,87.879,5.112,5.164,13.189,35.699,35.955,-0.965,-0.035,0.884,2.360E+02
38,2,3,30.000,0.200,10997.589,10539.745,5.678,457.845,457.844,1137309.117,1160.573,1372.660,1001.919,198.981,200.860,960.796,995.382,114.266,6.307,6.549,17.591,33.851,34.672,-0.918,-0.017,0.847,1.590E+03
