# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
37,1,3,10.000,0.200,11000.497,10538.813,5.851,461.685,461.684,1207875.795,1192.069,1352.513,974.134,234.495,294.984,984.784,957.558,178.941,4.602,10.585,29.893,19.464,37.345,-0.959,0.162,0.799,1.268E-01
49,1,4,10.000,0.280,10999.103,10519.517,6.212,479.590,479.586,1358970.642,1260.545,1362.502,987.956,290.524,320.410,992.697,976.707,148.657,5.125,8.654,26.904,17.727,27.643,-0.947,-0.015,0.754,3.024E+00
61,1,5,10.000,0.360,10998.966,10488.231,6.644,510.749,510.735,1549288.346,1345.414,1375.593,1005.934,361.046,372.614,1010.755,997.165,132.529,5.980,7.571,26.286,16.916,20.835,-0.901,0.000,0.705,6.298E+00
73,1,6,10.000,0.440,10998.476,10448.680,7.097,549.775,549.796,1761018.809,1436.417,1389.386,1024.714,437.318,436.530,1036.023,1017.384,122.351,6.849,6.857,26.875,16.263,16.277,-0.874,-0.001,0.657,5.119E+00
85,1,7,10.000,0.520,10998.241,10420.149,7.380,578.101,578.093,1898693.540,1494.284,1397.347,1035.482,487.389,482.814,1056.359,1027.917,124.943,7.431,6.930,29.252,15.985,14.998,-0.865,0.008,0.628,6.738E-01
38,2,3,30.000,0.200,10999.570,10523.331,5.665,476.238,476.239,1130485.695,1165.028,1367.767,995.205,215.843,292.640,984.085,970.829,218.917,7.030,12.707,32.960,34.513,48.424,-0.939,-0.026,0.841,3.846E+01
50,2,4,30.000,0.280,10999.332,10485.356,6.106,513.976,513.976,1308685.974,1254.136,1394.215,1031.253,278.711,328.609,995.373,1008.007,217.725,8.313,12.188,33.854,32.559,41.496,-0.876,-0.027,0.797,8.397E+01
62,2,5,30.000,0.360,10998.803,10443.014,6.570,555.842,555.789,1508526.603,1348.120,1417.115,1062.008,355.117,382.090,1014.286,1038.222,223.508,9.910,12.149,36.379,31.129,35.800,-0.787,-0.040,0.750,5.177E+01
74,2,6,30.000,0.440,10998.837,10409.819,6.926,589.032,589.018,1671095.305,1420.576,1423.805,1070.919,434.006,447.809,1040.825,1043.370,241.345,11.758,13.024,41.527,30.256,32.612,-0.691,-0.084,0.706,2.238E+01
86,2,7,30.000,0.520,10998.518,10386.223,7.126,612.260,612.295,1764623.651,1462.713,1425.106,1072.647,487.344,496.754,1062.802,1040.306,261.412,13.167,14.105,46.248,30.124,31.752,-0.639,-0.155,0.682,2.368E+00
27,3,2,50.000,0.120,10999.462,10541.883,5.193,457.579,457.580,952049.496,1077.696,1359.226,983.434,158.773,256.564,973.966,957.017,226.410,7.116,13.310,31.384,50.095,61.942,-0.986,-0.149,0.908,1.148E+00
39,3,3,50.000,0.200,10999.555,10503.960,5.470,495.590,495.595,1052264.064,1139.245,1387.010,1021.490,208.397,293.020,984.198,989.893,252.100,9.061,14.288,34.350,50.921,59.356,-0.924,-0.125,0.889,1.742E+02
51,3,4,50.000,0.280,10999.370,10453.933,5.859,545.416,545.437,1201227.189,1224.226,1425.100,1072.640,274.990,330.350,995.949,1037.453,272.483,11.409,14.716,36.574,50.745,55.571,-0.832,-0.157,0.861,1.865E+02
63,3,5,50.000,0.360,10999.002,10427.361,6.066,571.645,571.641,1284425.127,1269.330,1431.764,1081.477,353.981,385.274,1015.490,1036.907,307.271,14.634,16.506,41.755,50.599,52.896,-0.665,-0.321,0.833,7.393E+01
75,3,6,50.000,0.440,10998.701,10407.803,6.129,590.895,590.899,1308543.032,1287.519,1424.462,1071.792,434.794,450.647,1042.049,1010.999,355.836,18.410,19.390,48.616,51.150,52.149,-0.529,-0.560,0.815,3.259E+01
87,3,7,50.000,0.520,10998.638,10389.377,6.154,609.253,609.262,1317183.342,1299.378,1422.578,1069.286,487.364,495.670,1062.296,995.117,391.299,20.915,21.466,53.012,51.601,52.133,-0.476,-0.708,0.807,3.866E+00
40,4,3,70.000,0.200,10999.823,10475.815,5.310,524.008,524.008,989155.248,1124.162,1415.384,1059.697,217.478,293.150,984.236,1023.323,275.260,10.868,15.055,34.021,67.186,69.880,-0.930,-0.189,0.940,1.148E+02
52,4,4,70.000,0.280,10999.324,10433.997,5.444,565.303,565.327,1035152.460,1163.936,1445.523,1099.628,276.575,328.740,995.417,1054.980,310.159,13.594,16.383,36.704,69.656,70.644,-0.870,-0.262,0.943,2.409E+02
64,4,5,70.000,0.360,10999.043,10410.355,5.444,588.708,588.688,1032781.923,1174.451,1449.490,1104.838,353.784,383.480,1014.811,1044.294,360.716,17.447,19.056,41.895,69.907,70.159,-0.720,-0.545,0.942,9.978E+01
76,4,6,70.000,0.440,10998.749,10382.801,5.444,615.893,615.948,1030079.870,1187.212,1451.695,1107.729,434.160,445.575,1039.866,1026.775,415.688,21.362,22.040,47.486,68.812,68.896,-0.609,-0.753,0.936,3.977E+01
88,4,7,70.000,0.520,10998.473,10358.186,5.468,640.304,640.287,1036924.907,1202.869,1455.600,1112.842,487.242,491.378,1060.300,1015.846,454.395,23.814,24.099,51.284,67.565,67.629,-0.564,-0.813,0.929,4.160E+00
41,5,3,90.000,0.200,10998.289,10441.476,5.161,556.814,556.813,931195.677,1114.108,1449.048,1104.258,230.946,290.255,983.378,1066.492,286.323,11.938,15.028,32.289,81.596,80.558,-0.973,-0.127,0.996,1.738E+00
53,5,4,90.000,0.280,10999.182,10406.688,5.197,592.492,592.494,940941.238,1136.658,1475.346,1138.548,285.057,320.607,992.760,1093.334,317.667,14.381,16.201,34.266,83.110,82.234,-0.949,-0.204,1.011,3.518E+01
65,5,5,90.000,0.360,10998.505,10378.223,5.149,620.293,620.281,921243.398,1142.800,1486.786,1153.334,349.319,368.122,1009.107,1094.093,364.885,17.485,18.444,38.125,82.934,82.397,-0.879,-0.422,1.022,1.801E+01
77,5,6,90.000,0.440,10997.705,10351.640,5.100,646.068,646.066,901357.969,1148.372,1494.724,1163.548,418.130,414.550,1026.955,1088.824,410.251,20.821,20.646,41.826,81.611,81.741,-0.787,-0.604,1.030,1.703E+00
89,5,7,90.000,0.520,10998.805,10329.827,5.060,668.979,668.978,885474.311,1154.559,1504.467,1176.038,491.759,446.176,1040.124,1090.027,441.484,24.340,22.049,44.000,80.277,81.684,-0.662,-0.749,1.038,3.433E-03
