# D(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 12.000 GeV
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
Pr,xbj,kf,th_e,Pf,th_p,q,th_q,th_rq,th_pq,Q2
1.0300,1.2900,10.1411,11.0349,2.1441,61.6584,2.8206,43.4864,40.4813,18.1720,4.5000
1.0300,1.3000,10.1554,11.0271,2.1285,61.8478,2.8112,43.7073,40.0449,18.1405,4.5000
1.0300,1.3100,10.1694,11.0194,2.1131,62.0321,2.8020,43.9264,39.6094,18.1057,4.5000
1.0300,1.3200,10.1833,11.0119,2.0979,62.2113,2.7929,44.1435,39.1747,18.0678,4.5000
1.0300,1.3300,10.1970,11.0045,2.0829,62.3853,2.7840,44.3587,38.7408,18.0266,4.5000
1.0300,1.3400,10.2104,10.9972,2.0681,62.5543,2.7753,44.5721,38.3075,17.9822,4.5000
1.0300,1.3500,10.2237,10.9901,2.0536,62.7181,2.7668,44.7835,37.8749,17.9346,4.5000
1.0300,1.3600,10.2367,10.9830,2.0392,62.8768,2.7585,44.9932,37.4428,17.8836,4.5000
1.0300,1.3700,10.2496,10.9761,2.0250,63.0303,2.7502,45.2010,37.0112,17.8294,4.5000
1.0300,1.3800,10.2623,10.9693,2.0110,63.1787,2.7422,45.4069,36.5800,17.7718,4.5000
1.0300,1.3900,10.2748,10.9626,1.9972,63.3220,2.7343,45.6111,36.1491,17.7108,4.5000
1.0300,1.4000,10.2871,10.9560,1.9836,63.4600,2.7265,45.8136,35.7185,17.6465,4.5000
1.0300,1.4100,10.2993,10.9495,1.9702,63.5929,2.7189,46.0143,35.2881,17.5786,4.5000
1.0300,1.4200,10.3112,10.9432,1.9569,63.7206,2.7114,46.2132,34.8578,17.5074,4.5000
1.0300,1.4300,10.3231,10.9369,1.9438,63.8430,2.7041,46.4104,34.4276,17.4326,4.5000
1.0300,1.4400,10.3347,10.9307,1.9308,63.9601,2.6969,46.6059,33.9973,17.3542,4.5000
1.0300,1.4500,10.3462,10.9246,1.9181,64.0720,2.6898,46.7998,33.5669,17.2722,4.5000
1.0300,1.4600,10.3575,10.9186,1.9055,64.1785,2.6829,46.9920,33.1363,17.1866,4.5000
1.0300,1.4700,10.3687,10.9127,1.8930,64.2797,2.6760,47.1825,32.7053,17.0973,4.5000
1.0300,1.4800,10.3797,10.9069,1.8807,64.3756,2.6693,47.3714,32.2740,17.0042,4.5000
1.0300,1.4900,10.3906,10.9012,1.8685,64.4659,2.6627,47.5587,31.8422,16.9073,4.5000
1.0300,1.5000,10.4013,10.8955,1.8565,64.5508,2.6563,47.7444,31.4097,16.8065,4.5000
1.0300,1.5100,10.4119,10.8900,1.8446,64.6302,2.6499,47.9285,30.9766,16.7017,4.5000
1.0300,1.5200,10.4224,10.8845,1.8329,64.7040,2.6437,48.1110,30.5426,16.5930,4.5000
1.0300,1.5300,10.4327,10.8791,1.8213,64.7722,2.6375,48.2920,30.1077,16.4802,4.5000
1.0300,1.5400,10.4428,10.8738,1.8099,64.8346,2.6315,48.4715,29.6717,16.3632,4.5000
1.0300,1.5500,10.4529,10.8685,1.7985,64.8914,2.6256,48.6494,29.2346,16.2419,4.5000
1.0300,1.5600,10.4628,10.8634,1.7873,64.9422,2.6197,48.8259,28.7961,16.1163,4.5000
1.0300,1.5700,10.4726,10.8583,1.7763,64.9872,2.6140,49.0009,28.3562,15.9863,4.5000
1.0300,1.5800,10.4823,10.8533,1.7653,65.0261,2.6084,49.1744,27.9146,15.8517,4.5000
1.0300,1.5900,10.4918,10.8483,1.7545,65.0590,2.6028,49.3464,27.4712,15.7125,4.5000
1.0300,1.6000,10.5012,10.8434,1.7438,65.0856,2.5974,49.5170,27.0260,15.5686,4.5000
1.0300,1.6100,10.5105,10.8386,1.7332,65.1059,2.5920,49.6862,26.5786,15.4197,4.5000
1.0300,1.6200,10.5197,10.8339,1.7228,65.1198,2.5867,49.8540,26.1288,15.2658,4.5000
1.0300,1.6300,10.5288,10.8292,1.7124,65.1271,2.5815,50.0204,25.6766,15.1067,4.5000
1.0300,1.6400,10.5378,10.8245,1.7022,65.1277,2.5764,50.1854,25.2217,14.9423,4.5000
1.0300,1.6500,10.5467,10.8200,1.6921,65.1215,2.5714,50.3491,24.7638,14.7724,4.5000
1.0300,1.6600,10.5554,10.8155,1.6821,65.1082,2.5665,50.5113,24.3026,14.5968,4.5000
1.0300,1.6700,10.5641,10.8110,1.6721,65.0876,2.5616,50.6723,23.8380,14.4153,4.5000
1.0300,1.6800,10.5726,10.8067,1.6623,65.0597,2.5568,50.8320,23.3697,14.2277,4.5000
1.0300,1.6900,10.5811,10.8023,1.6526,65.0241,2.5521,50.9903,22.8972,14.0338,4.5000
1.0300,1.7000,10.5894,10.7981,1.6430,64.9806,2.5475,51.1473,22.4204,13.8333,4.5000
1.0300,1.7100,10.5976,10.7938,1.6335,64.9289,2.5430,51.3031,21.9388,13.6258,4.5000
1.0300,1.7200,10.6058,10.7897,1.6241,64.8688,2.5385,51.4576,21.4519,13.4112,4.5000
1.0300,1.7300,10.6139,10.7856,1.6148,64.7999,2.5340,51.6108,20.9595,13.1891,4.5000
1.0300,1.7400,10.6218,10.7815,1.6056,64.7218,2.5297,51.7628,20.4609,12.9590,4.5000
1.0300,1.7500,10.6297,10.7775,1.5964,64.6342,2.5254,51.9136,19.9556,12.7206,4.5000
1.0300,1.7600,10.6375,10.7735,1.5874,64.5365,2.5212,52.0632,19.4431,12.4734,4.5000
1.0300,1.7700,10.6452,10.7696,1.5785,64.4283,2.5170,52.2115,18.9226,12.2168,4.5000
1.0300,1.7800,10.6528,10.7658,1.5696,64.3090,2.5130,52.3587,18.3934,11.9503,4.5000
1.0300,1.7900,10.6603,10.7620,1.5608,64.1779,2.5089,52.5047,17.8546,11.6733,4.5000
1.0300,1.8000,10.6678,10.7582,1.5521,64.0343,2.5050,52.6495,17.3053,11.3848,4.5000
1.0300,1.8100,10.6751,10.7545,1.5435,63.8773,2.5011,52.7932,16.7443,11.0841,4.5000
1.0300,1.8200,10.6824,10.7508,1.5350,63.7059,2.4972,52.9357,16.1702,10.7702,4.5000
1.0300,1.8300,10.6896,10.7472,1.5266,63.5190,2.4934,53.0771,15.5816,10.4419,4.5000
1.0300,1.8400,10.6967,10.7436,1.5182,63.3150,2.4897,53.2174,14.9767,10.0977,4.5000
1.0300,1.8500,10.7038,10.7400,1.5099,63.0925,2.4860,53.3566,14.3532,9.7360,4.5000
1.0300,1.8600,10.7107,10.7365,1.5017,62.8494,2.4824,53.4946,13.7086,9.3547,4.5000
1.0300,1.8700,10.7176,10.7331,1.4936,62.5831,2.4788,53.6316,13.0396,8.9515,4.5000
1.0300,1.8800,10.7245,10.7296,1.4855,62.2907,2.4753,53.7676,12.3422,8.5231,4.5000
1.0300,1.8900,10.7312,10.7263,1.4775,61.9681,2.4718,53.9024,11.6111,8.0656,4.5000
1.0300,1.9000,10.7379,10.7229,1.4696,61.6101,2.4684,54.0363,10.8393,7.5738,4.5000
1.0300,1.9100,10.7445,10.7196,1.4617,61.2094,2.4650,54.1690,10.0173,7.0404,4.5000
1.0300,1.9200,10.7510,10.7163,1.4540,60.7559,2.4617,54.3008,9.1315,6.4551,4.5000
1.0300,1.9300,10.7575,10.7131,1.4463,60.2339,2.4584,54.4315,8.1610,5.8024,4.5000
1.0300,1.9400,10.7639,10.7099,1.4386,59.6173,2.4552,54.5612,7.0707,5.0561,4.5000
1.0300,1.9500,10.7702,10.7067,1.4310,58.8562,2.4520,54.6900,5.7932,4.1663,4.5000
1.0300,1.9600,10.7765,10.7036,1.4235,57.8259,2.4489,54.8177,4.1593,3.0082,4.5000
1.0300,1.9700,10.7827,10.7005,1.4161,55.7436,2.4458,54.9445,1.0987,0.7991,4.5000
1.0400,1.0000,9.6020,11.3414,2.7145,54.0728,3.2016,36.1416,53.4732,17.9312,4.5000
1.0400,1.0100,9.6257,11.3274,2.6894,54.4154,3.1839,36.4278,52.9929,17.9876,4.5000
1.0400,1.0200,9.6490,11.3137,2.6647,54.7526,3.1666,36.7115,52.5147,18.0411,4.5000
1.0400,1.0300,9.6718,11.3003,2.6405,55.0843,3.1497,36.9927,52.0388,18.0916,4.5000
1.0400,1.0400,9.6942,11.2872,2.6167,55.4104,3.1332,37.2714,51.5650,18.1391,4.5000
1.0400,1.0500,9.7162,11.2744,2.5934,55.7312,3.1170,37.5475,51.0933,18.1837,4.5000
1.0400,1.0600,9.7377,11.2618,2.5704,56.0465,3.1013,37.8212,50.6237,18.2253,4.5000
1.0400,1.0700,9.7589,11.2496,2.5479,56.3564,3.0859,38.0925,50.1562,18.2639,4.5000
1.0400,1.0800,9.7796,11.2376,2.5258,56.6610,3.0709,38.3614,49.6906,18.2996,4.5000
1.0400,1.0900,9.8000,11.2259,2.5041,56.9601,3.0562,38.6278,49.2270,18.3323,4.5000
1.0400,1.1000,9.8200,11.2144,2.4827,57.2540,3.0418,38.8919,48.7653,18.3620,4.5000
1.0400,1.1100,9.8396,11.2032,2.4617,57.5424,3.0277,39.1537,48.3055,18.3888,4.5000
1.0400,1.1200,9.8589,11.1922,2.4410,57.8256,3.0140,39.4131,47.8474,18.4125,4.5000
1.0400,1.1300,9.8779,11.1814,2.4207,58.1035,3.0006,39.6702,47.3912,18.4333,4.5000
1.0400,1.1400,9.8965,11.1708,2.4007,58.3761,2.9874,39.9249,46.9367,18.4511,4.5000
1.0400,1.1500,9.9148,11.1605,2.3811,58.6434,2.9746,40.1775,46.4838,18.4659,4.5000
1.0400,1.1600,9.9327,11.1504,2.3618,58.9054,2.9620,40.4278,46.0326,18.4777,4.5000
1.0400,1.1700,9.9504,11.1404,2.3427,59.1623,2.9497,40.6758,45.5830,18.4865,4.5000
1.0400,1.1800,9.9678,11.1307,2.3240,59.4139,2.9377,40.9217,45.1350,18.4922,4.5000
1.0400,1.1900,9.9849,11.1211,2.3056,59.6603,2.9259,41.1653,44.6884,18.4949,4.5000
1.0400,1.2000,10.0016,11.1118,2.2874,59.9015,2.9143,41.4068,44.2433,18.4946,4.5000
1.0400,1.2100,10.0182,11.1026,2.2696,60.1375,2.9030,41.6462,43.7996,18.4913,4.5000
1.0400,1.2200,10.0344,11.0936,2.2520,60.3683,2.8920,41.8834,43.3573,18.4849,4.5000
1.0400,1.2300,10.0504,11.0847,2.2347,60.5940,2.8811,42.1186,42.9162,18.4755,4.5000
1.0400,1.2400,10.0661,11.0760,2.2176,60.8145,2.8705,42.3516,42.4764,18.4629,4.5000
1.0400,1.2500,10.0816,11.0675,2.2008,61.0299,2.8601,42.5826,42.0379,18.4473,4.5000
1.0400,1.2600,10.0968,11.0591,2.1842,61.2401,2.8499,42.8115,41.6004,18.4286,4.5000
1.0400,1.2700,10.1118,11.0509,2.1679,61.4452,2.8400,43.0385,41.1641,18.4068,4.5000
1.0400,1.2800,10.1265,11.0428,2.1518,61.6452,2.8302,43.2634,40.7288,18.3818,4.5000
1.0400,1.2900,10.1411,11.0349,2.1360,61.8400,2.8206,43.4864,40.2944,18.3537,4.5000
1.0400,1.3000,10.1554,11.0271,2.1204,62.0298,2.8112,43.7073,39.8610,18.3224,4.5000
1.0400,1.3100,10.1694,11.0194,2.1050,62.2143,2.8020,43.9264,39.4285,18.2880,4.5000
1.0400,1.3200,10.1833,11.0119,2.0898,62.3938,2.7929,44.1435,38.9968,18.2503,4.5000
1.0400,1.3300,10.1970,11.0045,2.0748,62.5681,2.7840,44.3587,38.5658,18.2094,4.5000
1.0400,1.3400,10.2104,10.9972,2.0600,62.7373,2.7753,44.5721,38.1356,18.1653,4.5000
1.0400,1.3500,10.2237,10.9901,2.0454,62.9014,2.7668,44.7835,37.7059,18.1179,4.5000
1.0400,1.3600,10.2367,10.9830,2.0311,63.0603,2.7585,44.9932,37.2768,18.0672,4.5000
1.0400,1.3700,10.2496,10.9761,2.0169,63.2141,2.7502,45.2010,36.8483,18.0132,4.5000
1.0400,1.3800,10.2623,10.9693,2.0029,63.3627,2.7422,45.4069,36.4201,17.9558,4.5000
1.0400,1.3900,10.2748,10.9626,1.9891,63.5062,2.7343,45.6111,35.9923,17.8950,4.5000
1.0400,1.4000,10.2871,10.9560,1.9754,63.6444,2.7265,45.8136,35.5648,17.8308,4.5000
1.0400,1.4100,10.2993,10.9495,1.9620,63.7774,2.7189,46.0143,35.1375,17.7632,4.5000
1.0400,1.4200,10.3112,10.9432,1.9487,63.9052,2.7114,46.2132,34.7103,17.6921,4.5000
1.0400,1.4300,10.3231,10.9369,1.9356,64.0278,2.7041,46.4104,34.2832,17.6174,4.5000
1.0400,1.4400,10.3347,10.9307,1.9226,64.1451,2.6969,46.6059,33.8561,17.5391,4.5000
1.0400,1.4500,10.3462,10.9246,1.9098,64.2571,2.6898,46.7998,33.4289,17.4573,4.5000
1.0400,1.4600,10.3575,10.9186,1.8972,64.3637,2.6829,46.9920,33.0014,17.3718,4.5000
1.0400,1.4700,10.3687,10.9127,1.8847,64.4650,2.6760,47.1825,32.5737,17.2825,4.5000
1.0400,1.4800,10.3797,10.9069,1.8724,64.5609,2.6693,47.3714,32.1457,17.1895,4.5000
1.0400,1.4900,10.3906,10.9012,1.8602,64.6513,2.6627,47.5587,31.7171,17.0927,4.5000
1.0400,1.5000,10.4013,10.8955,1.8482,64.7363,2.6563,47.7444,31.2880,16.9919,4.5000
1.0400,1.5100,10.4119,10.8900,1.8363,64.8157,2.6499,47.9285,30.8582,16.8872,4.5000
1.0400,1.5200,10.4224,10.8845,1.8246,64.8895,2.6437,48.1110,30.4276,16.7785,4.5000
1.0400,1.5300,10.4327,10.8791,1.8130,64.9577,2.6375,48.2920,29.9961,16.6657,4.5000
1.0400,1.5400,10.4428,10.8738,1.8015,65.0202,2.6315,48.4715,29.5636,16.5487,4.5000
1.0400,1.5500,10.4529,10.8685,1.7902,65.0769,2.6256,48.6494,29.1300,16.4274,4.5000
1.0400,1.5600,10.4628,10.8634,1.7790,65.1277,2.6197,48.8259,28.6950,16.3018,4.5000
1.0400,1.5700,10.4726,10.8583,1.7679,65.1727,2.6140,49.0009,28.2587,16.1718,4.5000
1.0400,1.5800,10.4823,10.8533,1.7569,65.2116,2.6084,49.1744,27.8208,16.0372,4.5000
1.0400,1.5900,10.4918,10.8483,1.7461,65.2443,2.6028,49.3464,27.3811,15.8979,4.5000
1.0400,1.6000,10.5012,10.8434,1.7354,65.2709,2.5974,49.5170,26.9396,15.7539,4.5000
1.0400,1.6100,10.5105,10.8386,1.7248,65.2912,2.5920,49.6862,26.4960,15.6050,4.5000
1.0400,1.6200,10.5197,10.8339,1.7143,65.3050,2.5867,49.8540,26.0502,15.4510,4.5000
1.0400,1.6300,10.5288,10.8292,1.7040,65.3122,2.5815,50.0204,25.6020,15.2918,4.5000
1.0400,1.6400,10.5378,10.8245,1.6937,65.3127,2.5764,50.1854,25.1510,15.1273,4.5000
1.0400,1.6500,10.5467,10.8200,1.6836,65.3064,2.5714,50.3491,24.6973,14.9573,4.5000
1.0400,1.6600,10.5554,10.8155,1.6736,65.2930,2.5665,50.5113,24.2403,14.7817,4.5000
1.0400,1.6700,10.5641,10.8110,1.6636,65.2724,2.5616,50.6723,23.7801,14.6001,4.5000
1.0400,1.6800,10.5726,10.8067,1.6538,65.2444,2.5568,50.8320,23.3161,14.4124,4.5000
1.0400,1.6900,10.5811,10.8023,1.6441,65.2087,2.5521,50.9903,22.8482,14.2184,4.5000
1.0400,1.7000,10.5894,10.7981,1.6345,65.1651,2.5475,51.1473,22.3760,14.0178,4.5000
1.0400,1.7100,10.5976,10.7938,1.6250,65.1134,2.5430,51.3031,21.8992,13.8103,4.5000
1.0400,1.7200,10.6058,10.7897,1.6155,65.0532,2.5385,51.4576,21.4173,13.5956,4.5000
1.0400,1.7300,10.6139,10.7856,1.6062,64.9843,2.5340,51.6108,20.9299,13.3734,4.5000
1.0400,1.7400,10.6218,10.7815,1.5970,64.9062,2.5297,51.7628,20.4366,13.1434,4.5000
1.0400,1.7500,10.6297,10.7775,1.5878,64.8186,2.5254,51.9136,19.9368,12.9050,4.5000
1.0400,1.7600,10.6375,10.7735,1.5788,64.7210,2.5212,52.0632,19.4299,12.6578,4.5000
1.0400,1.7700,10.6452,10.7696,1.5698,64.6129,2.5170,52.2115,18.9153,12.4014,4.5000
1.0400,1.7800,10.6528,10.7658,1.5610,64.4938,2.5130,52.3587,18.3923,12.1351,4.5000
1.0400,1.7900,10.6603,10.7620,1.5522,64.3630,2.5089,52.5047,17.8600,11.8583,4.5000
1.0400,1.8000,10.6678,10.7582,1.5435,64.2197,2.5050,52.6495,17.3174,11.5702,4.5000
1.0400,1.8100,10.6751,10.7545,1.5349,64.0632,2.5011,52.7932,16.7636,11.2700,4.5000
1.0400,1.8200,10.6824,10.7508,1.5263,63.8924,2.4972,52.9357,16.1972,10.9567,4.5000
1.0400,1.8300,10.6896,10.7472,1.5179,63.7062,2.4934,53.0771,15.6168,10.6291,4.5000
1.0400,1.8400,10.6967,10.7436,1.5095,63.5033,2.4897,53.2174,15.0206,10.2860,4.5000
1.0400,1.8500,10.7038,10.7400,1.5012,63.2821,2.4860,53.3566,14.4067,9.9256,4.5000
1.0400,1.8600,10.7107,10.7365,1.4930,63.0406,2.4824,53.4946,13.7725,9.5460,4.5000
1.0400,1.8700,10.7176,10.7331,1.4848,62.7765,2.4788,53.6316,13.1150,9.1449,4.5000
1.0400,1.8800,10.7245,10.7296,1.4767,62.4868,2.4753,53.7676,12.4303,8.7193,4.5000
1.0400,1.8900,10.7312,10.7263,1.4687,62.1678,2.4718,53.9024,11.7137,8.2654,4.5000
1.0400,1.9000,10.7379,10.7229,1.4608,61.8145,2.4684,54.0363,10.9586,7.7783,4.5000
1.0400,1.9100,10.7445,10.7196,1.4529,61.4203,2.4650,54.1690,10.1565,7.2513,4.5000
1.0400,1.9200,10.7510,10.7163,1.4451,60.9758,2.4617,54.3008,9.2951,6.6750,4.5000
1.0400,1.9300,10.7575,10.7131,1.4374,60.4668,2.4584,54.4315,8.3557,6.0352,4.5000
1.0400,1.9400,10.7639,10.7099,1.4298,59.8705,2.4552,54.5612,7.3083,5.3092,4.5000
1.0400,1.9500,10.7702,10.7067,1.4222,59.1449,2.4520,54.6900,6.0974,4.4549,4.5000
1.0400,1.9600,10.7765,10.7036,1.4147,58.1941,2.4489,54.8177,4.5949,3.3763,4.5000
1.0400,1.9700,10.7827,10.7005,1.4072,56.6322,2.4458,54.9445,2.2839,1.6877,4.5000
1.0500,1.0000,9.6020,11.3414,2.7066,54.2398,3.2016,36.1416,53.2029,18.0981,4.5000
1.0500,1.0100,9.6257,11.3274,2.6815,54.5831,3.1839,36.4278,52.7254,18.1552,4.5000
1.0500,1.0200,9.6490,11.3137,2.6568,54.9209,3.1666,36.7115,52.2502,18.2094,4.5000
1.0500,1.0300,9.6718,11.3003,2.6326,55.2532,3.1497,36.9927,51.7771,18.2605,4.5000
1.0500,1.0400,9.6942,11.2872,2.6088,55.5801,3.1332,37.2714,51.3062,18.3087,4.5000
1.0500,1.0500,9.7162,11.2744,2.5855,55.9015,3.1170,37.5475,50.8374,18.3539,4.5000
1.0500,1.0600,9.7377,11.2618,2.5625,56.2174,3.1013,37.8212,50.3707,18.3962,4.5000
1.0500,1.0700,9.7589,11.2496,2.5400,56.5280,3.0859,38.0925,49.9060,18.4354,4.5000
1.0500,1.0800,9.7796,11.2376,2.5179,56.8331,3.0709,38.3614,49.4433,18.4717,4.5000
1.0500,1.0900,9.8000,11.2259,2.4961,57.1328,3.0562,38.6278,48.9826,18.5050,4.5000
1.0500,1.1000,9.8200,11.2144,2.4747,57.4272,3.0418,38.8919,48.5237,18.5353,4.5000
1.0500,1.1100,9.8396,11.2032,2.4537,57.7163,3.0277,39.1537,48.0667,18.5626,4.5000
1.0500,1.1200,9.8589,11.1922,2.4331,58.0000,3.0140,39.4131,47.6115,18.5869,4.5000
1.0500,1.1300,9.8779,11.1814,2.4127,58.2784,3.0006,39.6702,47.1581,18.6082,4.5000
1.0500,1.1400,9.8965,11.1708,2.3928,58.5515,2.9874,39.9249,46.7064,18.6265,4.5000
1.0500,1.1500,9.9148,11.1605,2.3731,58.8193,2.9746,40.1775,46.2564,18.6418,4.5000
1.0500,1.1600,9.9327,11.1504,2.3538,59.0819,2.9620,40.4278,45.8081,18.6541,4.5000
1.0500,1.1700,9.9504,11.1404,2.3347,59.3392,2.9497,40.6758,45.3613,18.6634,4.5000
1.0500,1.1800,9.9678,11.1307,2.3160,59.5913,2.9377,40.9217,44.9161,18.6696,4.5000
1.0500,1.1900,9.9849,11.1211,2.2976,59.8381,2.9259,41.1653,44.4724,18.6728,4.5000
1.0500,1.2000,10.0016,11.1118,2.2794,60.0798,2.9143,41.4068,44.0301,18.6729,4.5000
1.0500,1.2100,10.0182,11.1026,2.2615,60.3162,2.9030,41.6462,43.5893,18.6700,4.5000
1.0500,1.2200,10.0344,11.0936,2.2439,60.5475,2.8920,41.8834,43.1497,18.6640,4.5000
1.0500,1.2300,10.0504,11.0847,2.2266,60.7735,2.8811,42.1186,42.7115,18.6550,4.5000
1.0500,1.2400,10.0661,11.0760,2.2095,60.9945,2.8705,42.3516,42.2746,18.6429,4.5000
1.0500,1.2500,10.0816,11.0675,2.1927,61.2102,2.8601,42.5826,41.8389,18.6276,4.5000
1.0500,1.2600,10.0968,11.0591,2.1761,61.4208,2.8499,42.8115,41.4043,18.6093,4.5000
1.0500,1.2700,10.1118,11.0509,2.1598,61.6262,2.8400,43.0385,40.9708,18.5878,4.5000
1.0500,1.2800,10.1265,11.0428,2.1437,61.8265,2.8302,43.2634,40.5383,18.5631,4.5000
1.0500,1.2900,10.1411,11.0349,2.1279,62.0217,2.8206,43.4864,40.1069,18.5354,4.5000
1.0500,1.3000,10.1554,11.0271,2.1122,62.2117,2.8112,43.7073,39.6764,18.5044,4.5000
1.0500,1.3100,10.1694,11.0194,2.0968,62.3966,2.8020,43.9264,39.2467,18.4702,4.5000
1.0500,1.3200,10.1833,11.0119,2.0816,62.5764,2.7929,44.1435,38.8179,18.4328,4.5000
1.0500,1.3300,10.1970,11.0045,2.0666,62.7510,2.7840,44.3587,38.3899,18.3922,4.5000
1.0500,1.3400,10.2104,10.9972,2.0518,62.9204,2.7753,44.5721,37.9625,18.3483,4.5000
1.0500,1.3500,10.2237,10.9901,2.0372,63.0847,2.7668,44.7835,37.5358,18.3012,4.5000
1.0500,1.3600,10.2367,10.9830,2.0229,63.2439,2.7585,44.9932,37.1096,18.2507,4.5000
1.0500,1.3700,10.2496,10.9761,2.0087,63.3979,2.7502,45.2010,36.6840,18.1969,4.5000
1.0500,1.3800,10.2623,10.9693,1.9947,63.5467,2.7422,45.4069,36.2588,18.1397,4.5000
1.0500,1.3900,10.2748,10.9626,1.9808,63.6903,2.7343,45.6111,35.8340,18.0791,4.5000
1.0500,1.4000,10.2871,10.9560,1.9672,63.8287,2.7265,45.8136,35.4094,18.0151,4.5000
1.0500,1.4100,10.2993,10.9495,1.9537,63.9619,2.7189,46.0143,34.9852,17.9476,4.5000
1.0500,1.4200,10.3112,10.9432,1.9404,64.0898,2.7114,46.2132,34.5610,17.8766,4.5000
1.0500,1.4300,10.3231,10.9369,1.9273,64.2125,2.7041,46.4104,34.1370,17.8021,4.5000
1.0500,1.4400,10.3347,10.9307,1.9143,64.3299,2.6969,46.6059,33.7129,17.7240,4.5000
1.0500,1.4500,10.3462,10.9246,1.9015,64.4420,2.6898,46.7998,33.2888,17.6422,4.5000
1.0500,1.4600,10.3575,10.9186,1.8889,64.5487,2.6829,46.9920,32.8645,17.5568,4.5000
1.0500,1.4700,10.3687,10.9127,1.8764,64.6501,2.6760,47.1825,32.4399,17.4676,4.5000
1.0500,1.4800,10.3797,10.9069,1.8641,64.7460,2.6693,47.3714,32.0150,17.3746,4.5000
1.0500,1.4900,10.3906,10.9012,1.8519,64.8365,2.6627,47.5587,31.5896,17.2778,4.5000
1.0500,1.5000,10.4013,10.8955,1.8399,64.9215,2.6563,47.7444,31.1637,17.1771,4.5000
1.0500,1.5100,10.4119,10.8900,1.8280,65.0009,2.6499,47.9285,30.7372,17.0724,4.5000
1.0500,1.5200,10.4224,10.8845,1.8162,65.0747,2.6437,48.1110,30.3099,16.9637,4.5000
1.0500,1.5300,10.4327,10.8791,1.8046,65.1429,2.6375,48.2920,29.8817,16.8509,4.5000
1.0500,1.5400,10.4428,10.8738,1.7931,65.2053,2.6315,48.4715,29.4526,16.7339,4.5000
1.0500,1.5500,10.4529,10.8685,1.7818,65.2620,2.6256,48.6494,29.0223,16.6126,4.5000
1.0500,1.5600,10.4628,10.8634,1.7706,65.3128,2.6197,48.8259,28.5908,16.4869,4.5000
1.0500,1.5700,10.4726,10.8583,1.7595,65.3576,2.6140,49.0009,28.1579,16.3568,4.5000
1.0500,1.5800,10.4823,10.8533,1.7485,65.3965,2.6084,49.1744,27.7236,16.2221,4.5000
1.0500,1.5900,10.4918,10.8483,1.7377,65.4292,2.6028,49.3464,27.2875,16.0828,4.5000
1.0500,1.6000,10.5012,10.8434,1.7269,65.4556,2.5974,49.5170,26.8496,15.9386,4.5000
1.0500,1.6100,10.5105,10.8386,1.7163,65.4758,2.5920,49.6862,26.4097,15.7896,4.5000
1.0500,1.6200,10.5197,10.8339,1.7059,65.4895,2.5867,49.8540,25.9677,15.6355,4.5000
1.0500,1.6300,10.5288,10.8292,1.6955,65.4966,2.5815,50.0204,25.5232,15.4762,4.5000
1.0500,1.6400,10.5378,10.8245,1.6852,65.4970,2.5764,50.1854,25.0762,15.3116,4.5000
1.0500,1.6500,10.5467,10.8200,1.6751,65.4905,2.5714,50.3491,24.6264,15.1414,4.5000
1.0500,1.6600,10.5554,10.8155,1.6650,65.4769,2.5665,50.5113,24.1736,14.9656,4.5000
1.0500,1.6700,10.5641,10.8110,1.6551,65.4562,2.5616,50.6723,23.7174,14.7839,4.5000
1.0500,1.6800,10.5726,10.8067,1.6453,65.4280,2.5568,50.8320,23.2577,14.5960,4.5000
1.0500,1.6900,10.5811,10.8023,1.6355,65.3921,2.5521,50.9903,22.7942,14.4018,4.5000
1.0500,1.7000,10.5894,10.7981,1.6259,65.3484,2.5475,51.1473,22.3264,14.2011,4.5000
1.0500,1.7100,10.5976,10.7938,1.6164,65.2965,2.5430,51.3031,21.8542,13.9934,4.5000
1.0500,1.7200,10.6058,10.7897,1.6069,65.2362,2.5385,51.4576,21.3770,13.7786,4.5000
1.0500,1.7300,10.6139,10.7856,1.5976,65.1672,2.5340,51.6108,20.8945,13.5563,4.5000
1.0500,1.7400,10.6218,10.7815,1.5884,65.0890,2.5297,51.7628,20.4062,13.3261,4.5000
1.0500,1.7500,10.6297,10.7775,1.5792,65.0013,2.5254,51.9136,19.9116,13.0877,4.5000
1.0500,1.7600,10.6375,10.7735,1.5701,64.9036,2.5212,52.0632,19.4101,12.8405,4.5000
1.0500,1.7700,10.6452,10.7696,1.5612,64.7956,2.5170,52.2115,18.9012,12.5840,4.5000
1.0500,1.7800,10.6528,10.7658,1.5523,64.6765,2.5130,52.3587,18.3840,12.3178,4.5000
1.0500,1.7900,10.6603,10.7620,1.5435,64.5457,2.5089,52.5047,17.8579,12.0411,4.5000
1.0500,1.8000,10.6678,10.7582,1.5348,64.4027,2.5050,52.6495,17.3218,11.7532,4.5000
