# D(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 11.000 GeV
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
Pr,xbj,kf,th_e,Pf,th_p,q,th_q,th_rq,th_pq,Q2
0.8000,1.1400,8.8965,12.3100,2.5798,53.6560,2.9874,39.4128,52.5058,14.2432,4.5000
0.8000,1.1500,8.9148,12.2974,2.5603,53.9115,2.9746,39.6659,51.9577,14.2456,4.5000
0.8000,1.1600,8.9327,12.2849,2.5412,54.1619,2.9620,39.9166,51.4113,14.2452,4.5000
0.8000,1.1700,8.9504,12.2727,2.5223,54.4072,2.9497,40.1652,50.8663,14.2420,4.5000
0.8000,1.1800,8.9678,12.2608,2.5038,54.6475,2.9377,40.4115,50.3228,14.2360,4.5000
0.8000,1.1900,8.9849,12.2491,2.4856,54.8827,2.9259,40.6556,49.7808,14.2271,4.5000
0.8000,1.2000,9.0016,12.2376,2.4676,55.1130,2.9143,40.8976,49.2400,14.2154,4.5000
0.8000,1.2100,9.0182,12.2264,2.4499,55.3382,2.9030,41.1374,48.7004,14.2008,4.5000
0.8000,1.2200,9.0344,12.2153,2.4325,55.5584,2.8920,41.3751,48.1620,14.1833,4.5000
0.8000,1.2300,9.0504,12.2045,2.4154,55.7736,2.8811,41.6106,47.6247,14.1630,4.5000
0.8000,1.2400,9.0661,12.1939,2.3985,55.9838,2.8705,41.8441,47.0884,14.1397,4.5000
0.8000,1.2500,9.0816,12.1835,2.3819,56.1891,2.8601,42.0755,46.5530,14.1136,4.5000
0.8000,1.2600,9.0968,12.1732,2.3655,56.3893,2.8499,42.3049,46.0184,14.0844,4.5000
0.8000,1.2700,9.1118,12.1632,2.3494,56.5846,2.8400,42.5322,45.4846,14.0524,4.5000
0.8000,1.2800,9.1265,12.1533,2.3335,56.7748,2.8302,42.7575,44.9515,14.0173,4.5000
0.8000,1.2900,9.1411,12.1436,2.3178,56.9601,2.8206,42.9809,44.4189,13.9793,4.5000
0.8000,1.3000,9.1554,12.1341,2.3024,57.1404,2.8112,43.2022,43.8869,13.9382,4.5000
0.8000,1.3100,9.1694,12.1247,2.2872,57.3157,2.8020,43.4216,43.3552,13.8941,4.5000
0.8000,1.3200,9.1833,12.1155,2.2722,57.4860,2.7929,43.6391,42.8238,13.8469,4.5000
0.8000,1.3300,9.1970,12.1065,2.2574,57.6513,2.7840,43.8547,42.2926,13.7966,4.5000
0.8000,1.3400,9.2104,12.0976,2.2428,57.8115,2.7753,44.0684,41.7615,13.7431,4.5000
0.8000,1.3500,9.2237,12.0889,2.2284,57.9667,2.7668,44.2802,41.2303,13.6865,4.5000
0.8000,1.3600,9.2367,12.0803,2.2143,58.1169,2.7585,44.4902,40.6991,13.6267,4.5000
0.8000,1.3700,9.2496,12.0719,2.2003,58.2619,2.7502,44.6983,40.1676,13.5636,4.5000
0.8000,1.3800,9.2623,12.0636,2.1865,58.4019,2.7422,44.9046,39.6358,13.4973,4.5000
0.8000,1.3900,9.2748,12.0554,2.1729,58.5368,2.7343,45.1092,39.1035,13.4276,4.5000
0.8000,1.4000,9.2871,12.0474,2.1594,58.6665,2.7265,45.3119,38.5705,13.3546,4.5000
0.8000,1.4100,9.2993,12.0395,2.1462,58.7911,2.7189,45.5129,38.0369,13.2781,4.5000
0.8000,1.4200,9.3112,12.0317,2.1331,58.9104,2.7114,45.7122,37.5023,13.1982,4.5000
0.8000,1.4300,9.3231,12.0240,2.1202,59.0245,2.7041,45.9097,36.9668,13.1148,4.5000
0.8000,1.4400,9.3347,12.0165,2.1075,59.1333,2.6969,46.1055,36.4301,13.0278,4.5000
0.8000,1.4500,9.3462,12.0091,2.0949,59.2368,2.6898,46.2996,35.8920,12.9371,4.5000
0.8000,1.4600,9.3575,12.0018,2.0825,59.3349,2.6829,46.4921,35.3525,12.8428,4.5000
0.8000,1.4700,9.3687,11.9946,2.0702,59.4275,2.6760,46.6829,34.8112,12.7446,4.5000
0.8000,1.4800,9.3797,11.9875,2.0581,59.5147,2.6693,46.8721,34.2682,12.6426,4.5000
0.8000,1.4900,9.3906,11.9806,2.0461,59.5963,2.6627,47.0597,33.7231,12.5366,4.5000
0.8000,1.5000,9.4013,11.9737,2.0343,59.6722,2.6563,47.2456,33.1757,12.4266,4.5000
0.8000,1.5100,9.4119,11.9670,2.0227,59.7425,2.6499,47.4300,32.6258,12.3125,4.5000
0.8000,1.5200,9.4224,11.9603,2.0111,59.8069,2.6437,47.6128,32.0733,12.1941,4.5000
0.8000,1.5300,9.4327,11.9537,1.9998,59.8655,2.6375,47.7941,31.5178,12.0714,4.5000
0.8000,1.5400,9.4428,11.9473,1.9885,59.9180,2.6315,47.9738,30.9591,11.9442,4.5000
0.8000,1.5500,9.4529,11.9409,1.9774,59.9644,2.6256,48.1520,30.3969,11.8124,4.5000
0.8000,1.5600,9.4628,11.9346,1.9664,60.0046,2.6197,48.3287,29.8309,11.6759,4.5000
0.8000,1.5700,9.4726,11.9284,1.9556,60.0384,2.6140,48.5039,29.2608,11.5344,4.5000
0.8000,1.5800,9.4823,11.9223,1.9448,60.0656,2.6084,48.6777,28.6863,11.3880,4.5000
0.8000,1.5900,9.4918,11.9163,1.9342,60.0862,2.6028,48.8500,28.1068,11.2362,4.5000
0.8000,1.6000,9.5012,11.9104,1.9238,60.0999,2.5974,49.0208,27.5221,11.0790,4.5000
0.8000,1.6100,9.5105,11.9045,1.9134,60.1064,2.5920,49.1903,26.9317,10.9162,4.5000
0.8000,1.6200,9.5197,11.8987,1.9031,60.1057,2.5867,49.3583,26.3351,10.7474,4.5000
0.8000,1.6300,9.5288,11.8930,1.8930,60.0973,2.5815,49.5249,25.7318,10.5724,4.5000
0.8000,1.6400,9.5378,11.8874,1.8830,60.0811,2.5764,49.6901,25.1211,10.3910,4.5000
0.8000,1.6500,9.5467,11.8819,1.8731,60.0568,2.5714,49.8540,24.5025,10.2028,4.5000
0.8000,1.6600,9.5554,11.8764,1.8633,60.0239,2.5665,50.0165,23.8751,10.0074,4.5000
0.8000,1.6700,9.5641,11.8710,1.8536,59.9821,2.5616,50.1777,23.2381,9.8045,4.5000
0.8000,1.6800,9.5726,11.8657,1.8440,59.9310,2.5568,50.3375,22.5907,9.5935,4.5000
0.8000,1.6900,9.5811,11.8605,1.8345,59.8700,2.5521,50.4961,21.9318,9.3739,4.5000
0.8000,1.7000,9.5894,11.8553,1.8252,59.7985,2.5475,50.6533,21.2603,9.1452,4.5000
0.8000,1.7100,9.5976,11.8502,1.8159,59.7159,2.5430,50.8093,20.5746,8.9066,4.5000
0.8000,1.7200,9.6058,11.8451,1.8067,59.6214,2.5385,50.9640,19.8734,8.6574,4.5000
0.8000,1.7300,9.6139,11.8401,1.7976,59.5141,2.5340,51.1174,19.1547,8.3967,4.5000
0.8000,1.7400,9.6218,11.8352,1.7886,59.3929,2.5297,51.2696,18.4164,8.1233,4.5000
0.8000,1.7500,9.6297,11.8304,1.7797,59.2565,2.5254,51.4206,17.6559,7.8359,4.5000
0.8000,1.7600,9.6375,11.8256,1.7709,59.1034,2.5212,51.5703,16.8701,7.5330,4.5000
0.8000,1.7700,9.6452,11.8208,1.7622,58.9316,2.5170,51.7189,16.0550,7.2127,4.5000
0.8000,1.7800,9.6528,11.8161,1.7536,58.7387,2.5130,51.8662,15.2060,6.8725,4.5000
0.8000,1.7900,9.6603,11.8115,1.7450,58.5217,2.5089,52.0124,14.3167,6.5093,4.5000
0.8000,1.8000,9.6678,11.8070,1.7366,58.2766,2.5050,52.1574,13.3790,6.1192,4.5000
0.8000,1.8100,9.6751,11.8025,1.7282,57.9978,2.5011,52.3013,12.3817,5.6965,4.5000
0.8000,1.8200,9.6824,11.7980,1.7199,57.6774,2.4972,52.4440,11.3090,5.2334,4.5000
0.8000,1.8300,9.6896,11.7936,1.7117,57.3038,2.4934,52.5856,10.1366,4.7182,4.5000
0.8000,1.8400,9.6967,11.7893,1.7036,56.8574,2.4897,52.7260,8.8249,4.1314,4.5000
0.8000,1.8500,9.7038,11.7850,1.6955,56.3018,2.4860,52.8654,7.2986,3.4364,4.5000
0.8000,1.8600,9.7107,11.7807,1.6876,55.5502,2.4824,53.0036,5.3780,2.5465,4.5000
0.8000,1.8700,9.7176,11.7765,1.6797,54.1875,2.4788,53.1408,2.1982,1.0468,4.5000
0.8100,1.0000,8.6020,12.5198,2.8843,49.7082,3.2016,35.6212,60.0787,14.0870,4.5000
0.8100,1.0100,8.6257,12.5025,2.8594,50.0366,3.1839,35.9081,59.5067,14.1286,4.5000
0.8100,1.0200,8.6490,12.4856,2.8349,50.3598,3.1666,36.1924,58.9373,14.1674,4.5000
0.8100,1.0300,8.6718,12.4691,2.8108,50.6778,3.1497,36.4743,58.3702,14.2035,4.5000
0.8100,1.0400,8.6942,12.4530,2.7872,50.9904,3.1332,36.7536,57.8056,14.2369,4.5000
0.8100,1.0500,8.7162,12.4372,2.7640,51.2978,3.1170,37.0304,57.2432,14.2675,4.5000
0.8100,1.0600,8.7377,12.4218,2.7413,51.6001,3.1013,37.3047,56.6831,14.2954,4.5000
0.8100,1.0700,8.7589,12.4067,2.7189,51.8971,3.0859,37.5766,56.1251,14.3205,4.5000
0.8100,1.0800,8.7796,12.3920,2.6969,52.1889,3.0709,37.8460,55.5693,14.3429,4.5000
0.8100,1.0900,8.8000,12.3776,2.6754,52.4756,3.0562,38.1130,55.0156,14.3625,4.5000
0.8100,1.1000,8.8200,12.3635,2.6542,52.7571,3.0418,38.3777,54.4638,14.3794,4.5000
0.8100,1.1100,8.8396,12.3497,2.6333,53.0334,3.0277,38.6400,53.9140,14.3935,4.5000
0.8100,1.1200,8.8589,12.3362,2.6128,53.3047,3.0140,38.8999,53.3660,14.4048,4.5000
0.8100,1.1300,8.8779,12.3230,2.5927,53.5708,3.0006,39.1575,52.8199,14.4133,4.5000
0.8100,1.1400,8.8965,12.3100,2.5729,53.8319,2.9874,39.4128,52.2755,14.4191,4.5000
0.8100,1.1500,8.9148,12.2974,2.5534,54.0879,2.9746,39.6659,51.7327,14.4220,4.5000
0.8100,1.1600,8.9327,12.2849,2.5342,54.3388,2.9620,39.9166,51.1916,14.4221,4.5000
0.8100,1.1700,8.9504,12.2727,2.5154,54.5846,2.9497,40.1652,50.6520,14.4195,4.5000
0.8100,1.1800,8.9678,12.2608,2.4968,54.8255,2.9377,40.4115,50.1139,14.4140,4.5000
0.8100,1.1900,8.9849,12.2491,2.4786,55.0612,2.9259,40.6556,49.5771,14.4056,4.5000
0.8100,1.2000,9.0016,12.2376,2.4606,55.2920,2.9143,40.8976,49.0417,14.3944,4.5000
0.8100,1.2100,9.0182,12.2264,2.4429,55.5177,2.9030,41.1374,48.5075,14.3804,4.5000
0.8100,1.2200,9.0344,12.2153,2.4255,55.7385,2.8920,41.3751,47.9746,14.3634,4.5000
0.8100,1.2300,9.0504,12.2045,2.4084,55.9542,2.8811,41.6106,47.4427,14.3436,4.5000
0.8100,1.2400,9.0661,12.1939,2.3915,56.1650,2.8705,41.8441,46.9118,14.3209,4.5000
0.8100,1.2500,9.0816,12.1835,2.3749,56.3707,2.8601,42.0755,46.3819,14.2952,4.5000
0.8100,1.2600,9.0968,12.1732,2.3585,56.5715,2.8499,42.3049,45.8528,14.2666,4.5000
0.8100,1.2700,9.1118,12.1632,2.3424,56.7673,2.8400,42.5322,45.3245,14.2351,4.5000
0.8100,1.2800,9.1265,12.1533,2.3265,56.9581,2.8302,42.7575,44.7969,14.2006,4.5000
0.8100,1.2900,9.1411,12.1436,2.3108,57.1439,2.8206,42.9809,44.2700,14.1630,4.5000
0.8100,1.3000,9.1554,12.1341,2.2954,57.3247,2.8112,43.2022,43.7435,14.1225,4.5000
0.8100,1.3100,9.1694,12.1247,2.2801,57.5005,2.8020,43.4216,43.2175,14.0789,4.5000
0.8100,1.3200,9.1833,12.1155,2.2651,57.6713,2.7929,43.6391,42.6918,14.0322,4.5000
0.8100,1.3300,9.1970,12.1065,2.2504,57.8372,2.7840,43.8547,42.1663,13.9825,4.5000
0.8100,1.3400,9.2104,12.0976,2.2358,57.9980,2.7753,44.0684,41.6410,13.9296,4.5000
0.8100,1.3500,9.2237,12.0889,2.2214,58.1537,2.7668,44.2802,41.1157,13.8735,4.5000
0.8100,1.3600,9.2367,12.0803,2.2072,58.3044,2.7585,44.4902,40.5903,13.8142,4.5000
0.8100,1.3700,9.2496,12.0719,2.1932,58.4501,2.7502,44.6983,40.0648,13.7518,4.5000
0.8100,1.3800,9.2623,12.0636,2.1794,58.5906,2.7422,44.9046,39.5390,13.6860,4.5000
0.8100,1.3900,9.2748,12.0554,2.1658,58.7261,2.7343,45.1092,39.0127,13.6169,4.5000
0.8100,1.4000,9.2871,12.0474,2.1523,58.8564,2.7265,45.3119,38.4860,13.5445,4.5000
0.8100,1.4100,9.2993,12.0395,2.1391,58.9816,2.7189,45.5129,37.9585,13.4687,4.5000
0.8100,1.4200,9.3112,12.0317,2.1260,59.1015,2.7114,45.7122,37.4303,13.3894,4.5000
0.8100,1.4300,9.3231,12.0240,2.1131,59.2163,2.7041,45.9097,36.9011,13.3066,4.5000
0.8100,1.4400,9.3347,12.0165,2.1003,59.3257,2.6969,46.1055,36.3709,13.2202,4.5000
0.8100,1.4500,9.3462,12.0091,2.0878,59.4299,2.6898,46.2996,35.8394,13.1303,4.5000
0.8100,1.4600,9.3575,12.0018,2.0753,59.5287,2.6829,46.4921,35.3065,13.0366,4.5000
0.8100,1.4700,9.3687,11.9946,2.0631,59.6221,2.6760,46.6829,34.7721,12.9392,4.5000
0.8100,1.4800,9.3797,11.9875,2.0509,59.7100,2.6693,46.8721,34.2359,12.8379,4.5000
0.8100,1.4900,9.3906,11.9806,2.0390,59.7924,2.6627,47.0597,33.6978,12.7327,4.5000
0.8100,1.5000,9.4013,11.9737,2.0272,59.8691,2.6563,47.2456,33.1576,12.6235,4.5000
0.8100,1.5100,9.4119,11.9670,2.0155,59.9402,2.6499,47.4300,32.6150,12.5102,4.5000
0.8100,1.5200,9.4224,11.9603,2.0040,60.0055,2.6437,47.6128,32.0700,12.3927,4.5000
0.8100,1.5300,9.4327,11.9537,1.9926,60.0650,2.6375,47.7941,31.5221,12.2709,4.5000
0.8100,1.5400,9.4428,11.9473,1.9813,60.1185,2.6315,47.9738,30.9712,12.1447,4.5000
0.8100,1.5500,9.4529,11.9409,1.9702,60.1659,2.6256,48.1520,30.4170,12.0139,4.5000
0.8100,1.5600,9.4628,11.9346,1.9592,60.2072,2.6197,48.3287,29.8592,11.8784,4.5000
0.8100,1.5700,9.4726,11.9284,1.9483,60.2421,2.6140,48.5039,29.2976,11.7381,4.5000
0.8100,1.5800,9.4823,11.9223,1.9376,60.2705,2.6084,48.6777,28.7316,11.5928,4.5000
0.8100,1.5900,9.4918,11.9163,1.9270,60.2923,2.6028,48.8500,28.1612,11.4424,4.5000
0.8100,1.6000,9.5012,11.9104,1.9165,60.3074,2.5974,49.0208,27.5857,11.2865,4.5000
0.8100,1.6100,9.5105,11.9045,1.9061,60.3154,2.5920,49.1903,27.0048,11.1251,4.5000
0.8100,1.6200,9.5197,11.8987,1.8959,60.3162,2.5867,49.3583,26.4181,10.9579,4.5000
0.8100,1.6300,9.5288,11.8930,1.8857,60.3095,2.5815,49.5249,25.8251,10.7846,4.5000
0.8100,1.6400,9.5378,11.8874,1.8757,60.2951,2.5764,49.6901,25.2251,10.6050,4.5000
0.8100,1.6500,9.5467,11.8819,1.8658,60.2727,2.5714,49.8540,24.6176,10.4187,4.5000
0.8100,1.6600,9.5554,11.8764,1.8560,60.2419,2.5665,50.0165,24.0018,10.2254,4.5000
0.8100,1.6700,9.5641,11.8710,1.8463,60.2024,2.5616,50.1777,23.3772,10.0248,4.5000
0.8100,1.6800,9.5726,11.8657,1.8367,60.1538,2.5568,50.3375,22.7427,9.8163,4.5000
0.8100,1.6900,9.5811,11.8605,1.8272,60.0956,2.5521,50.4961,22.0974,9.5995,4.5000
0.8100,1.7000,9.5894,11.8553,1.8178,60.0271,2.5475,50.6533,21.4403,9.3738,4.5000
0.8100,1.7100,9.5976,11.8502,1.8085,59.9479,2.5430,50.8093,20.7701,9.1387,4.5000
0.8100,1.7200,9.6058,11.8451,1.7994,59.8572,2.5385,50.9640,20.0853,8.8932,4.5000
0.8100,1.7300,9.6139,11.8401,1.7903,59.7542,2.5340,51.1174,19.3844,8.6367,4.5000
0.8100,1.7400,9.6218,11.8352,1.7813,59.6378,2.5297,51.2696,18.6654,8.3682,4.5000
0.8100,1.7500,9.6297,11.8304,1.7724,59.5069,2.5254,51.4206,17.9260,8.0863,4.5000
0.8100,1.7600,9.6375,11.8256,1.7635,59.3601,2.5212,51.5703,17.1633,7.7898,4.5000
0.8100,1.7700,9.6452,11.8208,1.7548,59.1957,2.5170,51.7189,16.3741,7.4768,4.5000
0.8100,1.7800,9.6528,11.8161,1.7462,59.0116,2.5130,51.8662,15.5542,7.1453,4.5000
0.8100,1.7900,9.6603,11.8115,1.7376,58.8050,2.5089,52.0124,14.6983,6.7926,4.5000
0.8100,1.8000,9.6678,11.8070,1.7292,58.5726,2.5050,52.1574,13.7995,6.4152,4.5000
0.8100,1.8100,9.6751,11.8025,1.7208,58.3097,2.5011,52.3013,12.8486,6.0085,4.5000
0.8100,1.8200,9.6824,11.7980,1.7125,58.0100,2.4972,52.4440,11.8331,5.5660,4.5000
0.8100,1.8300,9.6896,11.7936,1.7043,57.6641,2.4934,52.5856,10.7343,5.0786,4.5000
0.8100,1.8400,9.6967,11.7893,1.6961,57.2577,2.4897,52.7260,9.5233,4.5317,4.5000
0.8100,1.8500,9.7038,11.7850,1.6881,56.7658,2.4860,52.8654,8.1500,3.9005,4.5000
0.8100,1.8600,9.7107,11.7807,1.6801,56.1380,2.4824,53.0036,6.5122,3.1344,4.5000
0.8100,1.8700,9.7176,11.7765,1.6722,55.2311,2.4788,53.1408,4.3185,2.0903,4.5000
0.8200,1.0000,8.6020,12.5198,2.8775,49.8759,3.2016,35.6212,59.7752,14.2548,4.5000
0.8200,1.0100,8.6257,12.5025,2.8525,50.2050,3.1839,35.9081,59.2085,14.2969,4.5000
0.8200,1.0200,8.6490,12.4856,2.8280,50.5288,3.1666,36.1924,58.6443,14.3364,4.5000
0.8200,1.0300,8.6718,12.4691,2.8039,50.8473,3.1497,36.4743,58.0825,14.3731,4.5000
0.8200,1.0400,8.6942,12.4530,2.7803,51.1606,3.1332,36.7536,57.5230,14.4070,4.5000
0.8200,1.0500,8.7162,12.4372,2.7571,51.4686,3.1170,37.0304,56.9658,14.4382,4.5000
0.8200,1.0600,8.7377,12.4218,2.7343,51.7714,3.1013,37.3047,56.4109,14.4667,4.5000
0.8200,1.0700,8.7589,12.4067,2.7120,52.0690,3.0859,37.5766,55.8581,14.4924,4.5000
0.8200,1.0800,8.7796,12.3920,2.6900,52.3614,3.0709,37.8460,55.3075,14.5154,4.5000
0.8200,1.0900,8.8000,12.3776,2.6684,52.6486,3.0562,38.1130,54.7589,14.5355,4.5000
0.8200,1.1000,8.8200,12.3635,2.6472,52.9306,3.0418,38.3777,54.2123,14.5530,4.5000
0.8200,1.1100,8.8396,12.3497,2.6264,53.2076,3.0277,38.6400,53.6677,14.5676,4.5000
0.8200,1.1200,8.8589,12.3362,2.6059,53.4794,3.0140,38.8999,53.1249,14.5795,4.5000
0.8200,1.1300,8.8779,12.3230,2.5857,53.7461,3.0006,39.1575,52.5839,14.5885,4.5000
0.8200,1.1400,8.8965,12.3100,2.5659,54.0077,2.9874,39.4128,52.0446,14.5948,4.5000
0.8200,1.1500,8.9148,12.2974,2.5464,54.2642,2.9746,39.6659,51.5071,14.5983,4.5000
0.8200,1.1600,8.9327,12.2849,2.5273,54.5156,2.9620,39.9166,50.9711,14.5990,4.5000
0.8200,1.1700,8.9504,12.2727,2.5084,54.7620,2.9497,40.1652,50.4367,14.5968,4.5000
0.8200,1.1800,8.9678,12.2608,2.4898,55.0033,2.9377,40.4115,49.9038,14.5918,4.5000
0.8200,1.1900,8.9849,12.2491,2.4716,55.2396,2.9259,40.6556,49.3722,14.5840,4.5000
0.8200,1.2000,9.0016,12.2376,2.4536,55.4709,2.9143,40.8976,48.8420,14.5733,4.5000
0.8200,1.2100,9.0182,12.2264,2.4359,55.6972,2.9030,41.1374,48.3131,14.5598,4.5000
0.8200,1.2200,9.0344,12.2153,2.4185,55.9184,2.8920,41.3751,47.7853,14.5434,4.5000
0.8200,1.2300,9.0504,12.2045,2.4014,56.1347,2.8811,41.6106,47.2587,14.5241,4.5000
0.8200,1.2400,9.0661,12.1939,2.3845,56.3460,2.8705,41.8441,46.7331,14.5018,4.5000
0.8200,1.2500,9.0816,12.1835,2.3678,56.5522,2.8601,42.0755,46.2085,14.4767,4.5000
0.8200,1.2600,9.0968,12.1732,2.3515,56.7535,2.8499,42.3049,45.6848,14.4486,4.5000
0.8200,1.2700,9.1118,12.1632,2.3353,56.9498,2.8400,42.5322,45.1619,14.4176,4.5000
0.8200,1.2800,9.1265,12.1533,2.3194,57.1411,2.8302,42.7575,44.6396,14.3836,4.5000
0.8200,1.2900,9.1411,12.1436,2.3037,57.3274,2.8206,42.9809,44.1181,14.3466,4.5000
0.8200,1.3000,9.1554,12.1341,2.2883,57.5088,2.8112,43.2022,43.5971,14.3065,4.5000
0.8200,1.3100,9.1694,12.1247,2.2731,57.6851,2.8020,43.4216,43.0765,14.2635,4.5000
0.8200,1.3200,9.1833,12.1155,2.2580,57.8565,2.7929,43.6391,42.5563,14.2173,4.5000
0.8200,1.3300,9.1970,12.1065,2.2433,58.0228,2.7840,43.8547,42.0364,14.1681,4.5000
0.8200,1.3400,9.2104,12.0976,2.2287,58.1841,2.7753,44.0684,41.5167,14.1157,4.5000
0.8200,1.3500,9.2237,12.0889,2.2143,58.3404,2.7668,44.2802,40.9971,14.0602,4.5000
0.8200,1.3600,9.2367,12.0803,2.2001,58.4917,2.7585,44.4902,40.4774,14.0015,4.5000
0.8200,1.3700,9.2496,12.0719,2.1861,58.6379,2.7502,44.6983,39.9577,13.9395,4.5000
0.8200,1.3800,9.2623,12.0636,2.1723,58.7790,2.7422,44.9046,39.4377,13.8743,4.5000
0.8200,1.3900,9.2748,12.0554,2.1586,58.9150,2.7343,45.1092,38.9173,13.8058,4.5000
0.8200,1.4000,9.2871,12.0474,2.1452,59.0459,2.7265,45.3119,38.3964,13.7340,4.5000
0.8200,1.4100,9.2993,12.0395,2.1319,59.1716,2.7189,45.5129,37.8750,13.6587,4.5000
0.8200,1.4200,9.3112,12.0317,2.1188,59.2922,2.7114,45.7122,37.3529,13.5801,4.5000
0.8200,1.4300,9.3231,12.0240,2.1059,59.4076,2.7041,45.9097,36.8299,13.4979,4.5000
0.8200,1.4400,9.3347,12.0165,2.0932,59.5177,2.6969,46.1055,36.3058,13.4121,4.5000
0.8200,1.4500,9.3462,12.0091,2.0806,59.6225,2.6898,46.2996,35.7807,13.3228,4.5000
0.8200,1.4600,9.3575,12.0018,2.0681,59.7219,2.6829,46.4921,35.2543,13.2298,4.5000
0.8200,1.4700,9.3687,11.9946,2.0559,59.8160,2.6760,46.6829,34.7264,13.1331,4.5000
0.8200,1.4800,9.3797,11.9875,2.0437,59.9046,2.6693,46.8721,34.1968,13.0325,4.5000
0.8200,1.4900,9.3906,11.9806,2.0318,59.9877,2.6627,47.0597,33.6655,12.9280,4.5000
0.8200,1.5000,9.4013,11.9737,2.0199,60.0652,2.6563,47.2456,33.1322,12.8196,4.5000
0.8200,1.5100,9.4119,11.9670,2.0083,60.1371,2.6499,47.4300,32.5967,12.7071,4.5000
0.8200,1.5200,9.4224,11.9603,1.9967,60.2032,2.6437,47.6128,32.0588,12.5904,4.5000
0.8200,1.5300,9.4327,11.9537,1.9853,60.2636,2.6375,47.7941,31.5182,12.4695,4.5000
0.8200,1.5400,9.4428,11.9473,1.9741,60.3180,2.6315,47.9738,30.9748,12.3441,4.5000
0.8200,1.5500,9.4529,11.9409,1.9629,60.3663,2.6256,48.1520,30.4283,12.2143,4.5000
0.8200,1.5600,9.4628,11.9346,1.9519,60.4086,2.6197,48.3287,29.8784,12.0798,4.5000
0.8200,1.5700,9.4726,11.9284,1.9411,60.4445,2.6140,48.5039,29.3247,11.9406,4.5000
0.8200,1.5800,9.4823,11.9223,1.9303,60.4741,2.6084,48.6777,28.7671,11.7964,4.5000
0.8200,1.5900,9.4918,11.9163,1.9197,60.4971,2.6028,48.8500,28.2052,11.6471,4.5000
0.8200,1.6000,9.5012,11.9104,1.9092,60.5134,2.5974,49.0208,27.6385,11.4925,4.5000
0.8200,1.6100,9.5105,11.9045,1.8988,60.5227,2.5920,49.1903,27.0668,11.3324,4.5000
0.8200,1.6200,9.5197,11.8987,1.8886,60.5249,2.5867,49.3583,26.4895,11.1667,4.5000
0.8200,1.6300,9.5288,11.8930,1.8784,60.5198,2.5815,49.5249,25.9062,10.9949,4.5000
0.8200,1.6400,9.5378,11.8874,1.8684,60.5071,2.5764,49.6901,25.3163,10.8169,4.5000
