# D(e,e'p)n Central Kinematics Summary
# Beam Energy (Ei) = 11.000 GeV
# 
# Header Definitions: 
# Pr   : Central Missing Momentum [GeV/c] 
# xbj  : Bjorken x  
# kf   : e- final momentum [GeV/c] 
# th_e : e- scattering angle [deg] 
# Pf   : final proton momentum [GeV/c] 
# th_p : proton scattering angle [deg] 
# q    : 3-momentum transfer [GeV] 
# th_q : relative angle between q-vector and +z (lab)  [deg] 
# th_nq: relative angle between q-vector and recoil neutron [deg] 
# th_pq: relative angle between q-vector and knocked-out proton [deg] 
# Q2   : 4-Momentum Transfer [GeV^2]  
# 
Pr,xbj,kf,th_e,Pf,th_p,q,th_q,th_rq,th_pq,Q2
0.9100,1.7900,9.6603,11.8115,1.6605,61.2612,2.5089,52.0124,17.0544,9.2488,4.5000
0.9100,1.8000,9.6678,11.8070,1.6520,61.0963,2.5050,52.1574,16.3839,8.9388,4.5000
0.9100,1.8100,9.6751,11.8025,1.6435,60.9142,2.5011,52.3013,15.6924,8.6129,4.5000
0.9100,1.8200,9.6824,11.7980,1.6351,60.7132,2.4972,52.4440,14.9770,8.2693,4.5000
0.9100,1.8300,9.6896,11.7936,1.6268,60.4911,2.4934,52.5856,14.2340,7.9055,4.5000
0.9100,1.8400,9.6967,11.7893,1.6186,60.2449,2.4897,52.7260,13.4586,7.5189,4.5000
0.9100,1.8500,9.7038,11.7850,1.6104,59.9709,2.4860,52.8654,12.6449,7.1055,4.5000
0.9100,1.8600,9.7107,11.7807,1.6024,59.6641,2.4824,53.0036,11.7847,6.6605,4.5000
0.9100,1.8700,9.7176,11.7765,1.5944,59.3179,2.4788,53.1408,10.8667,6.1771,4.5000
0.9100,1.8800,9.7245,11.7724,1.5865,58.9223,2.4753,53.2769,9.8749,5.6454,4.5000
0.9100,1.8900,9.7312,11.7683,1.5786,58.4623,2.4718,53.4119,8.7841,5.0503,4.5000
0.9100,1.9000,9.7379,11.7642,1.5708,57.9119,2.4684,53.5459,7.5511,4.3660,4.5000
0.9100,1.9100,9.7445,11.7602,1.5631,57.2198,2.4650,53.6788,6.0901,3.5410,4.5000
0.9100,1.9200,9.7510,11.7563,1.5555,56.2474,2.4617,53.8107,4.1675,2.4366,4.5000
0.9200,1.0000,8.6020,12.5198,2.8059,51.5492,3.2016,35.6212,56.8239,15.9281,4.5000
0.9200,1.0100,8.6257,12.5025,2.7809,51.8846,3.1839,35.9081,56.3025,15.9765,4.5000
0.9200,1.0200,8.6490,12.4856,2.7563,52.2146,3.1666,36.1924,55.7835,16.0221,4.5000
0.9200,1.0300,8.6718,12.4691,2.7322,52.5392,3.1497,36.4743,55.2667,16.0649,4.5000
0.9200,1.0400,8.6942,12.4530,2.7085,52.8584,3.1332,36.7536,54.7522,16.1049,4.5000
0.9200,1.0500,8.7162,12.4372,2.6853,53.1724,3.1170,37.0304,54.2400,16.1420,4.5000
0.9200,1.0600,8.7377,12.4218,2.6624,53.4810,3.1013,37.3047,53.7298,16.1764,4.5000
0.9200,1.0700,8.7589,12.4067,2.6400,53.7844,3.0859,37.5766,53.2218,16.2078,4.5000
0.9200,1.0800,8.7796,12.3920,2.6180,54.0825,3.0709,37.8460,52.7158,16.2365,4.5000
0.9200,1.0900,8.8000,12.3776,2.5963,54.3753,3.0562,38.1130,52.2118,16.2623,4.5000
0.9200,1.1000,8.8200,12.3635,2.5750,54.6630,3.0418,38.3777,51.7098,16.2853,4.5000
0.9200,1.1100,8.8396,12.3497,2.5541,54.9454,3.0277,38.6400,51.2097,16.3054,4.5000
0.9200,1.1200,8.8589,12.3362,2.5336,55.2226,3.0140,38.8999,50.7115,16.3227,4.5000
0.9200,1.1300,8.8779,12.3230,2.5133,55.4946,3.0006,39.1575,50.2150,16.3371,4.5000
0.9200,1.1400,8.8965,12.3100,2.4935,55.7615,2.9874,39.4128,49.7203,16.3487,4.5000
0.9200,1.1500,8.9148,12.2974,2.4739,56.0232,2.9746,39.6659,49.2273,16.3573,4.5000
0.9200,1.1600,8.9327,12.2849,2.4547,56.2798,2.9620,39.9166,48.7360,16.3632,4.5000
0.9200,1.1700,8.9504,12.2727,2.4358,56.5313,2.9497,40.1652,48.2462,16.3661,4.5000
0.9200,1.1800,8.9678,12.2608,2.4171,56.7776,2.9377,40.4115,47.7579,16.3661,4.5000
0.9200,1.1900,8.9849,12.2491,2.3988,57.0189,2.9259,40.6556,47.2712,16.3633,4.5000
0.9200,1.2000,9.0016,12.2376,2.3808,57.2551,2.9143,40.8976,46.7858,16.3575,4.5000
0.9200,1.2100,9.0182,12.2264,2.3630,57.4862,2.9030,41.1374,46.3018,16.3489,4.5000
0.9200,1.2200,9.0344,12.2153,2.3455,57.7123,2.8920,41.3751,45.8191,16.3372,4.5000
0.9200,1.2300,9.0504,12.2045,2.3283,57.9333,2.8811,41.6106,45.3377,16.3227,4.5000
0.9200,1.2400,9.0661,12.1939,2.3113,58.1493,2.8705,41.8441,44.8574,16.3052,4.5000
0.9200,1.2500,9.0816,12.1835,2.2946,58.3603,2.8601,42.0755,44.3782,16.2848,4.5000
0.9200,1.2600,9.0968,12.1732,2.2782,58.5662,2.8499,42.3049,43.9001,16.2613,4.5000
0.9200,1.2700,9.1118,12.1632,2.2620,58.7671,2.8400,42.5322,43.4230,16.2349,4.5000
0.9200,1.2800,9.1265,12.1533,2.2460,58.9630,2.8302,42.7575,42.9468,16.2055,4.5000
0.9200,1.2900,9.1411,12.1436,2.2302,59.1539,2.8206,42.9809,42.4715,16.1730,4.5000
0.9200,1.3000,9.1554,12.1341,2.2147,59.3397,2.8112,43.2022,41.9969,16.1375,4.5000
0.9200,1.3100,9.1694,12.1247,2.1994,59.5206,2.8020,43.4216,41.5231,16.0989,4.5000
0.9200,1.3200,9.1833,12.1155,2.1843,59.6964,2.7929,43.6391,41.0499,16.0573,4.5000
0.9200,1.3300,9.1970,12.1065,2.1694,59.8672,2.7840,43.8547,40.5773,16.0125,4.5000
0.9200,1.3400,9.2104,12.0976,2.1548,60.0330,2.7753,44.0684,40.1052,15.9646,4.5000
0.9200,1.3500,9.2237,12.0889,2.1403,60.1937,2.7668,44.2802,39.6335,15.9135,4.5000
0.9200,1.3600,9.2367,12.0803,2.1260,60.3494,2.7585,44.4902,39.1622,15.8593,4.5000
0.9200,1.3700,9.2496,12.0719,2.1120,60.5001,2.7502,44.6983,38.6911,15.8018,4.5000
0.9200,1.3800,9.2623,12.0636,2.0981,60.6457,2.7422,44.9046,38.2201,15.7411,4.5000
0.9200,1.3900,9.2748,12.0554,2.0844,60.7862,2.7343,45.1092,37.7493,15.6771,4.5000
0.9200,1.4000,9.2871,12.0474,2.0709,60.9217,2.7265,45.3119,37.2785,15.6097,4.5000
0.9200,1.4100,9.2993,12.0395,2.0575,61.0520,2.7189,45.5129,36.8076,15.5391,4.5000
0.9200,1.4200,9.3112,12.0317,2.0443,61.1771,2.7114,45.7122,36.3364,15.4650,4.5000
0.9200,1.4300,9.3231,12.0240,2.0313,61.2972,2.7041,45.9097,35.8650,15.3875,4.5000
0.9200,1.4400,9.3347,12.0165,2.0185,61.4120,2.6969,46.1055,35.3932,15.3065,4.5000
0.9200,1.4500,9.3462,12.0091,2.0058,61.5216,2.6898,46.2996,34.9209,15.2219,4.5000
0.9200,1.4600,9.3575,12.0018,1.9933,61.6259,2.6829,46.4921,34.4480,15.1338,4.5000
0.9200,1.4700,9.3687,11.9946,1.9810,61.7250,2.6760,46.6829,33.9744,15.0420,4.5000
0.9200,1.4800,9.3797,11.9875,1.9688,61.8187,2.6693,46.8721,33.4999,14.9466,4.5000
0.9200,1.4900,9.3906,11.9806,1.9567,61.9070,2.6627,47.0597,33.0245,14.8473,4.5000
0.9200,1.5000,9.4013,11.9737,1.9448,61.9899,2.6563,47.2456,32.5479,14.7443,4.5000
0.9200,1.5100,9.4119,11.9670,1.9330,62.0673,2.6499,47.4300,32.0701,14.6373,4.5000
0.9200,1.5200,9.4224,11.9603,1.9214,62.1392,2.6437,47.6128,31.5909,14.5264,4.5000
0.9200,1.5300,9.4327,11.9537,1.9099,62.2054,2.6375,47.7941,31.1101,14.4113,4.5000
0.9200,1.5400,9.4428,11.9473,1.8986,62.2660,2.6315,47.9738,30.6276,14.2922,4.5000
0.9200,1.5500,9.4529,11.9409,1.8874,62.3208,2.6256,48.1520,30.1433,14.1687,4.5000
0.9200,1.5600,9.4628,11.9346,1.8763,62.3697,2.6197,48.3287,29.6569,14.0410,4.5000
0.9200,1.5700,9.4726,11.9284,1.8653,62.4127,2.6140,48.5039,29.1682,13.9087,4.5000
0.9200,1.5800,9.4823,11.9223,1.8545,62.4496,2.6084,48.6777,28.6771,13.7719,4.5000
0.9200,1.5900,9.4918,11.9163,1.8438,62.4804,2.6028,48.8500,28.1833,13.6304,4.5000
0.9200,1.6000,9.5012,11.9104,1.8332,62.5049,2.5974,49.0208,27.6866,13.4840,4.5000
0.9200,1.6100,9.5105,11.9045,1.8228,62.5229,2.5920,49.1903,27.1867,13.3327,4.5000
0.9200,1.6200,9.5197,11.8987,1.8124,62.5345,2.5867,49.3583,26.6834,13.1762,4.5000
0.9200,1.6300,9.5288,11.8930,1.8022,62.5393,2.5815,49.5249,26.1764,13.0144,4.5000
0.9200,1.6400,9.5378,11.8874,1.7921,62.5372,2.5764,49.6901,25.6654,12.8470,4.5000
0.9200,1.6500,9.5467,11.8819,1.7821,62.5280,2.5714,49.8540,25.1500,12.6740,4.5000
0.9200,1.6600,9.5554,11.8764,1.7722,62.5115,2.5665,50.0165,24.6299,12.4950,4.5000
0.9200,1.6700,9.5641,11.8710,1.7624,62.4875,2.5616,50.1777,24.1047,12.3098,4.5000
0.9200,1.6800,9.5726,11.8657,1.7527,62.4557,2.5568,50.3375,23.5739,12.1182,4.5000
0.9200,1.6900,9.5811,11.8605,1.7431,62.4158,2.5521,50.4961,23.0371,11.9198,4.5000
0.9200,1.7000,9.5894,11.8553,1.7336,62.3676,2.5475,50.6533,22.4938,11.7143,4.5000
0.9200,1.7100,9.5976,11.8502,1.7242,62.3106,2.5430,50.8093,21.9433,11.5013,4.5000
0.9200,1.7200,9.6058,11.8451,1.7149,62.2445,2.5385,50.9640,21.3851,11.2805,4.5000
0.9200,1.7300,9.6139,11.8401,1.7057,62.1688,2.5340,51.1174,20.8183,11.0514,4.5000
0.9200,1.7400,9.6218,11.8352,1.6966,62.0831,2.5297,51.2696,20.2423,10.8135,4.5000
0.9200,1.7500,9.6297,11.8304,1.6876,61.9867,2.5254,51.4206,19.6560,10.5661,4.5000
0.9200,1.7600,9.6375,11.8256,1.6787,61.8790,2.5212,51.5703,19.0585,10.3087,4.5000
0.9200,1.7700,9.6452,11.8208,1.6699,61.7593,2.5170,51.7189,18.4485,10.0404,4.5000
0.9200,1.7800,9.6528,11.8161,1.6612,61.6267,2.5130,51.8662,17.8247,9.7605,4.5000
0.9200,1.7900,9.6603,11.8115,1.6525,61.4802,2.5089,52.0124,17.1855,9.4678,4.5000
0.9200,1.8000,9.6678,11.8070,1.6440,61.3186,2.5050,52.1574,16.5288,9.1612,4.5000
0.9200,1.8100,9.6751,11.8025,1.6355,61.1405,2.5011,52.3013,15.8526,8.8392,4.5000
0.9200,1.8200,9.6824,11.7980,1.6271,60.9442,2.4972,52.4440,15.1541,8.5002,4.5000
0.9200,1.8300,9.6896,11.7936,1.6188,60.7275,2.4934,52.5856,14.4298,8.1419,4.5000
0.9200,1.8400,9.6967,11.7893,1.6105,60.4879,2.4897,52.7260,13.6756,7.7619,4.5000
0.9200,1.8500,9.7038,11.7850,1.6024,60.2219,2.4860,52.8654,12.8861,7.3566,4.5000
0.9200,1.8600,9.7107,11.7807,1.5943,59.9253,2.4824,53.0036,12.0543,6.9217,4.5000
0.9200,1.8700,9.7176,11.7765,1.5863,59.5921,2.4788,53.1408,11.1705,6.4513,4.5000
0.9200,1.8800,9.7245,11.7724,1.5783,59.2138,2.4753,53.2769,10.2212,5.9369,4.5000
0.9200,1.8900,9.7312,11.7683,1.5705,58.7778,2.4718,53.4119,9.1858,5.3659,4.5000
0.9200,1.9000,9.7379,11.7642,1.5627,58.2638,2.4684,53.5459,8.0310,4.7179,4.5000
0.9200,1.9100,9.7445,11.7602,1.5550,57.6340,2.4650,53.6788,6.6950,3.9552,4.5000
0.9200,1.9200,9.7510,11.7563,1.5474,56.8021,2.4617,53.8107,5.0354,2.9914,4.5000
0.9200,1.9300,9.7575,11.7524,1.5398,55.4159,2.4584,53.9416,2.4679,1.4742,4.5000
0.9300,1.0000,8.6020,12.5198,2.7985,51.7162,3.2016,35.6212,56.5370,16.0951,4.5000
0.9300,1.0100,8.6257,12.5025,2.7735,52.0522,3.1839,35.9081,56.0195,16.1442,4.5000
0.9300,1.0200,8.6490,12.4856,2.7489,52.3829,3.1666,36.1924,55.5043,16.1904,4.5000
0.9300,1.0300,8.6718,12.4691,2.7248,52.7081,3.1497,36.4743,54.9915,16.2338,4.5000
0.9300,1.0400,8.6942,12.4530,2.7011,53.0280,3.1332,36.7536,54.4808,16.2744,4.5000
0.9300,1.0500,8.7162,12.4372,2.6778,53.3425,3.1170,37.0304,53.9724,16.3122,4.5000
0.9300,1.0600,8.7377,12.4218,2.6550,53.6518,3.1013,37.3047,53.4661,16.3471,4.5000
0.9300,1.0700,8.7589,12.4067,2.6325,53.9557,3.0859,37.5766,52.9620,16.3792,4.5000
0.9300,1.0800,8.7796,12.3920,2.6105,54.2544,3.0709,37.8460,52.4599,16.4084,4.5000
0.9300,1.0900,8.8000,12.3776,2.5889,54.5478,3.0562,38.1130,51.9597,16.4348,4.5000
0.9300,1.1000,8.8200,12.3635,2.5676,54.8360,3.0418,38.3777,51.4616,16.4583,4.5000
0.9300,1.1100,8.8396,12.3497,2.5466,55.1189,3.0277,38.6400,50.9653,16.4790,4.5000
0.9300,1.1200,8.8589,12.3362,2.5261,55.3967,3.0140,38.8999,50.4709,16.4968,4.5000
0.9300,1.1300,8.8779,12.3230,2.5059,55.6693,3.0006,39.1575,49.9783,16.5117,4.5000
0.9300,1.1400,8.8965,12.3100,2.4860,55.9366,2.9874,39.4128,49.4874,16.5238,4.5000
0.9300,1.1500,8.9148,12.2974,2.4664,56.1989,2.9746,39.6659,48.9982,16.5330,4.5000
0.9300,1.1600,8.9327,12.2849,2.4472,56.4560,2.9620,39.9166,48.5107,16.5393,4.5000
0.9300,1.1700,8.9504,12.2727,2.4282,56.7079,2.9497,40.1652,48.0248,16.5428,4.5000
0.9300,1.1800,8.9678,12.2608,2.4096,56.9548,2.9377,40.4115,47.5404,16.5433,4.5000
0.9300,1.1900,8.9849,12.2491,2.3913,57.1965,2.9259,40.6556,47.0574,16.5409,4.5000
0.9300,1.2000,9.0016,12.2376,2.3732,57.4332,2.9143,40.8976,46.5759,16.5356,4.5000
0.9300,1.2100,9.0182,12.2264,2.3555,57.6648,2.9030,41.1374,46.0958,16.5274,4.5000
0.9300,1.2200,9.0344,12.2153,2.3380,57.8913,2.8920,41.3751,45.6170,16.5163,4.5000
0.9300,1.2300,9.0504,12.2045,2.3207,58.1128,2.8811,41.6106,45.1394,16.5022,4.5000
0.9300,1.2400,9.0661,12.1939,2.3038,58.3292,2.8705,41.8441,44.6630,16.4851,4.5000
0.9300,1.2500,9.0816,12.1835,2.2870,58.5406,2.8601,42.0755,44.1877,16.4651,4.5000
0.9300,1.2600,9.0968,12.1732,2.2706,58.7469,2.8499,42.3049,43.7135,16.4421,4.5000
0.9300,1.2700,9.1118,12.1632,2.2544,58.9483,2.8400,42.5322,43.2403,16.4161,4.5000
0.9300,1.2800,9.1265,12.1533,2.2384,59.1446,2.8302,42.7575,42.7680,16.3870,4.5000
0.9300,1.2900,9.1411,12.1436,2.2226,59.3358,2.8206,42.9809,42.2967,16.3550,4.5000
0.9300,1.3000,9.1554,12.1341,2.2071,59.5221,2.8112,43.2022,41.8261,16.3199,4.5000
0.9300,1.3100,9.1694,12.1247,2.1918,59.7033,2.8020,43.4216,41.3562,16.2817,4.5000
0.9300,1.3200,9.1833,12.1155,2.1767,59.8795,2.7929,43.6391,40.8870,16.2404,4.5000
0.9300,1.3300,9.1970,12.1065,2.1618,60.0507,2.7840,43.8547,40.4184,16.1960,4.5000
0.9300,1.3400,9.2104,12.0976,2.1471,60.2169,2.7753,44.0684,39.9504,16.1485,4.5000
0.9300,1.3500,9.2237,12.0889,2.1327,60.3780,2.7668,44.2802,39.4827,16.0978,4.5000
0.9300,1.3600,9.2367,12.0803,2.1184,60.5341,2.7585,44.4902,39.0155,16.0439,4.5000
0.9300,1.3700,9.2496,12.0719,2.1043,60.6851,2.7502,44.6983,38.5485,15.9868,4.5000
0.9300,1.3800,9.2623,12.0636,2.0904,60.8310,2.7422,44.9046,38.0817,15.9264,4.5000
0.9300,1.3900,9.2748,12.0554,2.0767,60.9719,2.7343,45.1092,37.6151,15.8628,4.5000
0.9300,1.4000,9.2871,12.0474,2.0632,61.1077,2.7265,45.3119,37.1485,15.7958,4.5000
0.9300,1.4100,9.2993,12.0395,2.0498,61.2384,2.7189,45.5129,36.6818,15.7255,4.5000
0.9300,1.4200,9.3112,12.0317,2.0366,61.3639,2.7114,45.7122,36.2149,15.6517,4.5000
0.9300,1.4300,9.3231,12.0240,2.0236,61.4842,2.7041,45.9097,35.7479,15.5745,4.5000
0.9300,1.4400,9.3347,12.0165,2.0108,61.5994,2.6969,46.1055,35.2804,15.4939,4.5000
0.9300,1.4500,9.3462,12.0091,1.9981,61.7093,2.6898,46.2996,34.8125,15.4097,4.5000
0.9300,1.4600,9.3575,12.0018,1.9856,61.8140,2.6829,46.4921,34.3441,15.3219,4.5000
0.9300,1.4700,9.3687,11.9946,1.9732,61.9134,2.6760,46.6829,33.8749,15.2305,4.5000
0.9300,1.4800,9.3797,11.9875,1.9610,62.0075,2.6693,46.8721,33.4050,15.1353,4.5000
0.9300,1.4900,9.3906,11.9806,1.9489,62.0961,2.6627,47.0597,32.9342,15.0365,4.5000
0.9300,1.5000,9.4013,11.9737,1.9370,62.1794,2.6563,47.2456,32.4623,14.9337,4.5000
0.9300,1.5100,9.4119,11.9670,1.9252,62.2571,2.6499,47.4300,31.9892,14.8271,4.5000
0.9300,1.5200,9.4224,11.9603,1.9136,62.3294,2.6437,47.6128,31.5148,14.7165,4.5000
0.9300,1.5300,9.4327,11.9537,1.9021,62.3960,2.6375,47.7941,31.0389,14.6019,4.5000
0.9300,1.5400,9.4428,11.9473,1.8908,62.4569,2.6315,47.9738,30.5614,14.4831,4.5000
0.9300,1.5500,9.4529,11.9409,1.8795,62.5120,2.6256,48.1520,30.0821,14.3600,4.5000
0.9300,1.5600,9.4628,11.9346,1.8685,62.5614,2.6197,48.3287,29.6009,14.2327,4.5000
0.9300,1.5700,9.4726,11.9284,1.8575,62.6048,2.6140,48.5039,29.1174,14.1008,4.5000
0.9300,1.5800,9.4823,11.9223,1.8467,62.6421,2.6084,48.6777,28.6316,13.9644,4.5000
0.9300,1.5900,9.4918,11.9163,1.8359,62.6733,2.6028,48.8500,28.1433,13.8234,4.5000
0.9300,1.6000,9.5012,11.9104,1.8254,62.6983,2.5974,49.0208,27.6522,13.6775,4.5000
0.9300,1.6100,9.5105,11.9045,1.8149,62.7169,2.5920,49.1903,27.1580,13.5266,4.5000
0.9300,1.6200,9.5197,11.8987,1.8045,62.7289,2.5867,49.3583,26.6605,13.3706,4.5000
0.9300,1.6300,9.5288,11.8930,1.7943,62.7343,2.5815,49.5249,26.1595,13.2094,4.5000
0.9300,1.6400,9.5378,11.8874,1.7841,62.7327,2.5764,49.6901,25.6546,13.0426,4.5000
0.9300,1.6500,9.5467,11.8819,1.7741,62.7242,2.5714,49.8540,25.1456,12.8702,4.5000
0.9300,1.6600,9.5554,11.8764,1.7642,62.7084,2.5665,50.0165,24.6320,12.6919,4.5000
0.9300,1.6700,9.5641,11.8710,1.7544,62.6851,2.5616,50.1777,24.1135,12.5074,4.5000
0.9300,1.6800,9.5726,11.8657,1.7447,62.6541,2.5568,50.3375,23.5897,12.3166,4.5000
0.9300,1.6900,9.5811,11.8605,1.7351,62.6151,2.5521,50.4961,23.0601,12.1190,4.5000
0.9300,1.7000,9.5894,11.8553,1.7256,62.5678,2.5475,50.6533,22.5242,11.9145,4.5000
0.9300,1.7100,9.5976,11.8502,1.7162,62.5119,2.5430,50.8093,21.9816,11.7026,4.5000
0.9300,1.7200,9.6058,11.8451,1.7069,62.4469,2.5385,50.9640,21.4314,11.4830,4.5000
0.9300,1.7300,9.6139,11.8401,1.6977,62.3725,2.5340,51.1174,20.8732,11.2551,4.5000
0.9300,1.7400,9.6218,11.8352,1.6886,62.2882,2.5297,51.2696,20.3061,11.0186,4.5000
0.9300,1.7500,9.6297,11.8304,1.6796,62.1934,2.5254,51.4206,19.7292,10.7728,4.5000
0.9300,1.7600,9.6375,11.8256,1.6707,62.0875,2.5212,51.5703,19.1416,10.5172,4.5000
0.9300,1.7700,9.6452,11.8208,1.6619,61.9698,2.5170,51.7189,18.5422,10.2509,4.5000
0.9300,1.7800,9.6528,11.8161,1.6531,61.8395,2.5130,51.8662,17.9296,9.9733,4.5000
0.9300,1.7900,9.6603,11.8115,1.6444,61.6956,2.5089,52.0124,17.3024,9.6832,4.5000
0.9300,1.8000,9.6678,11.8070,1.6359,61.5370,2.5050,52.1574,16.6588,9.3796,4.5000
0.9300,1.8100,9.6751,11.8025,1.6274,61.3624,2.5011,52.3013,15.9968,9.0611,4.5000
0.9300,1.8200,9.6824,11.7980,1.6190,61.1702,2.4972,52.4440,15.3138,8.7262,4.5000
0.9300,1.8300,9.6896,11.7936,1.6106,60.9584,2.4934,52.5856,14.6068,8.3728,4.5000
0.9300,1.8400,9.6967,11.7893,1.6024,60.7246,2.4897,52.7260,13.8720,7.9985,4.5000
0.9300,1.8500,9.7038,11.7850,1.5942,60.4657,2.4860,52.8654,13.1045,7.6004,4.5000
0.9300,1.8600,9.7107,11.7807,1.5861,60.1779,2.4824,53.0036,12.2982,7.1743,4.5000
0.9300,1.8700,9.7176,11.7765,1.5781,59.8559,2.4788,53.1408,11.4448,6.7151,4.5000
0.9300,1.8800,9.7245,11.7724,1.5702,59.4923,2.4753,53.2769,10.5325,6.2154,4.5000
0.9300,1.8900,9.7312,11.7683,1.5623,59.0764,2.4718,53.4119,9.5444,5.6645,4.5000
0.9300,1.9000,9.7379,11.7642,1.5545,58.5917,2.4684,53.5459,8.4539,5.0458,4.5000
0.9300,1.9100,9.7445,11.7602,1.5468,58.0090,2.4650,53.6788,7.2142,4.3302,4.5000
0.9300,1.9200,9.7510,11.7563,1.5391,57.2690,2.4617,53.8107,5.7294,3.4582,4.5000
0.9300,1.9300,9.7575,11.7524,1.5316,56.1970,2.4584,53.9416,3.7158,2.2553,4.5000
0.9400,1.0000,8.6020,12.5198,2.7911,51.8832,3.2016,35.6212,56.2514,16.2621,4.5000
0.9400,1.0100,8.6257,12.5025,2.7660,52.2199,3.1839,35.9081,55.7377,16.3118,4.5000
0.9400,1.0200,8.6490,12.4856,2.7414,52.5511,3.1666,36.1924,55.2264,16.3587,4.5000
0.9400,1.0300,8.6718,12.4691,2.7173,52.8770,3.1497,36.4743,54.7173,16.4027,4.5000
0.9400,1.0400,8.6942,12.4530,2.6936,53.1975,3.1332,36.7536,54.2105,16.4439,4.5000
0.9400,1.0500,8.7162,12.4372,2.6703,53.5127,3.1170,37.0304,53.7058,16.4823,4.5000
0.9400,1.0600,8.7377,12.4218,2.6475,53.8225,3.1013,37.3047,53.2033,16.5178,4.5000
0.9400,1.0700,8.7589,12.4067,2.6251,54.1270,3.0859,37.5766,52.7029,16.5505,4.5000
0.9400,1.0800,8.7796,12.3920,2.6030,54.4263,3.0709,37.8460,52.2046,16.5803,4.5000
0.9400,1.0900,8.8000,12.3776,2.5813,54.7203,3.0562,38.1130,51.7082,16.6072,4.5000
0.9400,1.1000,8.8200,12.3635,2.5601,55.0090,3.0418,38.3777,51.2138,16.6313,4.5000
0.9400,1.1100,8.8396,12.3497,2.5391,55.2925,3.0277,38.6400,50.7212,16.6525,4.5000
0.9400,1.1200,8.8589,12.3362,2.5186,55.5708,3.0140,38.8999,50.2306,16.6709,4.5000
0.9400,1.1300,8.8779,12.3230,2.4983,55.8439,3.0006,39.1575,49.7417,16.6864,4.5000
0.9400,1.1400,8.8965,12.3100,2.4784,56.1118,2.9874,39.4128,49.2546,16.6990,4.5000
0.9400,1.1500,8.9148,12.2974,2.4589,56.3745,2.9746,39.6659,48.7691,16.7087,4.5000
0.9400,1.1600,8.9327,12.2849,2.4396,56.6321,2.9620,39.9166,48.2854,16.7155,4.5000
0.9400,1.1700,8.9504,12.2727,2.4207,56.8846,2.9497,40.1652,47.8032,16.7194,4.5000
0.9400,1.1800,8.9678,12.2608,2.4020,57.1319,2.9377,40.4115,47.3225,16.7204,4.5000
0.9400,1.1900,8.9849,12.2491,2.3837,57.3742,2.9259,40.6556,46.8433,16.7185,4.5000
0.9400,1.2000,9.0016,12.2376,2.3656,57.6113,2.9143,40.8976,46.3656,16.7137,4.5000
0.9400,1.2100,9.0182,12.2264,2.3479,57.8433,2.9030,41.1374,45.8892,16.7059,4.5000
0.9400,1.2200,9.0344,12.2153,2.3304,58.0703,2.8920,41.3751,45.4141,16.6952,4.5000
0.9400,1.2300,9.0504,12.2045,2.3131,58.2922,2.8811,41.6106,44.9403,16.6816,4.5000
0.9400,1.2400,9.0661,12.1939,2.2961,58.5091,2.8705,41.8441,44.4677,16.6650,4.5000
0.9400,1.2500,9.0816,12.1835,2.2794,58.7209,2.8601,42.0755,43.9962,16.6454,4.5000
0.9400,1.2600,9.0968,12.1732,2.2629,58.9276,2.8499,42.3049,43.5258,16.6228,4.5000
0.9400,1.2700,9.1118,12.1632,2.2467,59.1294,2.8400,42.5322,43.0564,16.5972,4.5000
0.9400,1.2800,9.1265,12.1533,2.2307,59.3261,2.8302,42.7575,42.5879,16.5685,4.5000
0.9400,1.2900,9.1411,12.1436,2.2150,59.5177,2.8206,42.9809,42.1204,16.5369,4.5000
0.9400,1.3000,9.1554,12.1341,2.1994,59.7044,2.8112,43.2022,41.6537,16.5022,4.5000
0.9400,1.3100,9.1694,12.1247,2.1841,59.8860,2.8020,43.4216,41.1877,16.4644,4.5000
0.9400,1.3200,9.1833,12.1155,2.1690,60.0626,2.7929,43.6391,40.7224,16.4234,4.5000
0.9400,1.3300,9.1970,12.1065,2.1541,60.2341,2.7840,43.8547,40.2577,16.3794,4.5000
0.9400,1.3400,9.2104,12.0976,2.1394,60.4006,2.7753,44.0684,39.7935,16.3323,4.5000
0.9400,1.3500,9.2237,12.0889,2.1249,60.5621,2.7668,44.2802,39.3299,16.2819,4.5000
0.9400,1.3600,9.2367,12.0803,2.1107,60.7185,2.7585,44.4902,38.8666,16.2284,4.5000
0.9400,1.3700,9.2496,12.0719,2.0966,60.8699,2.7502,44.6983,38.4036,16.1716,4.5000
0.9400,1.3800,9.2623,12.0636,2.0827,61.0162,2.7422,44.9046,37.9409,16.1116,4.5000
0.9400,1.3900,9.2748,12.0554,2.0689,61.1574,2.7343,45.1092,37.4783,16.0483,4.5000
0.9400,1.4000,9.2871,12.0474,2.0554,61.2935,2.7265,45.3119,37.0157,15.9816,4.5000
0.9400,1.4100,9.2993,12.0395,2.0420,61.4245,2.7189,45.5129,36.5532,15.9116,4.5000
0.9400,1.4200,9.3112,12.0317,2.0289,61.5503,2.7114,45.7122,36.0905,15.8382,4.5000
0.9400,1.4300,9.3231,12.0240,2.0158,61.6710,2.7041,45.9097,35.6276,15.7613,4.5000
0.9400,1.4400,9.3347,12.0165,2.0030,61.7865,2.6969,46.1055,35.1644,15.6810,4.5000
0.9400,1.4500,9.3462,12.0091,1.9903,61.8968,2.6898,46.2996,34.7008,15.5971,4.5000
