# histogram parameters 
# dx = 10.0
# dy = 0.08
# nx = 19
# ny = 15
# xmin = -5.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
86,2,4,10.000,0.280,4397.713,3927.759,16.253,469.956,469.954,1380625.617,1265.497,1363.046,988.706,286.575,287.339,982.521,986.355,68.142,3.786,3.952,12.878,13.180,13.718,-0.938,0.052,0.749,7.967E+00
107,2,5,10.000,0.360,4397.719,3902.413,17.220,495.303,495.306,1538484.429,1335.595,1366.270,993.146,354.879,355.719,1004.649,989.677,82.930,4.606,4.790,17.297,13.005,13.482,-0.923,0.094,0.701,5.930E+00
128,2,6,10.000,0.440,4397.207,3874.232,18.185,522.977,522.975,1701747.571,1405.436,1365.834,992.546,428.170,428.714,1032.754,987.808,96.865,5.461,5.601,22.715,12.753,13.058,-0.925,0.121,0.655,2.137E+00
149,2,7,10.000,0.520,4398.872,3869.001,18.589,529.871,529.872,1775793.457,1434.070,1346.817,966.210,487.761,487.845,1058.668,959.550,113.243,6.690,6.731,30.135,13.342,13.422,-0.862,0.377,0.622,5.198E-02
66,3,3,20.000,0.200,4397.324,3906.204,15.911,491.120,491.119,1316067.179,1247.904,1399.112,1037.864,231.096,231.307,967.619,1034.103,88.272,4.825,4.879,14.201,22.233,22.434,-0.962,0.069,0.802,9.491E+00
87,3,4,20.000,0.280,4397.407,3904.519,16.362,492.885,492.887,1390744.293,1278.156,1388.004,1022.840,279.048,280.335,980.496,1017.597,103.427,5.597,5.804,17.964,20.997,21.650,-0.907,0.148,0.766,8.995E+01
108,3,5,20.000,0.360,4397.211,3874.086,17.399,523.125,523.125,1558908.284,1353.724,1395.092,1032.437,351.572,352.875,1003.646,1024.571,127.199,6.862,7.077,23.874,20.580,21.129,-0.873,0.233,0.718,3.781E+01
129,3,6,20.000,0.440,4397.314,3858.577,18.104,538.743,538.737,1680039.105,1403.665,1383.303,1016.451,423.891,424.586,1031.047,1005.644,147.825,8.199,8.362,30.844,20.014,20.375,-0.801,0.447,0.674,6.975E+00
150,3,7,20.000,0.520,4398.378,3858.681,18.366,539.698,539.697,1729056.094,1421.383,1354.519,976.918,492.276,492.435,1060.790,961.108,175.041,10.188,10.322,40.794,20.562,20.822,-0.659,0.721,0.639,2.068E-01
67,4,3,30.000,0.200,4397.428,3881.763,15.996,515.666,515.665,1321908.574,1260.087,1424.901,1072.375,225.542,226.051,966.376,1066.081,116.021,6.133,6.211,17.370,30.592,30.881,-0.950,0.091,0.822,4.967E+01
88,4,4,30.000,0.280,4397.102,3869.882,16.541,527.227,527.220,1408467.068,1298.626,1423.161,1070.062,275.880,277.440,979.672,1060.540,142.437,7.478,7.649,22.357,30.376,30.890,-0.896,0.186,0.789,1.764E+02
109,4,5,30.000,0.360,4397.342,3840.537,17.450,556.801,556.804,1554373.755,1365.432,1429.346,1078.274,349.503,351.237,1003.071,1063.295,179.109,9.392,9.562,29.599,30.214,30.660,-0.802,0.423,0.746,5.640E+01
130,4,6,30.000,0.440,4397.297,3839.727,17.772,557.576,557.571,1611474.653,1386.492,1402.306,1042.164,423.116,424.175,1030.878,1020.035,213.622,11.701,11.828,38.466,29.970,30.240,-0.647,0.719,0.707,6.562E+00
151,4,7,30.000,0.520,4396.557,3840.922,17.972,555.635,555.635,1647954.935,1398.816,1369.403,997.452,494.347,494.702,1061.845,967.556,242.374,13.966,14.063,47.813,29.211,29.337,-0.536,0.839,0.671,1.726E-01
68,5,3,40.000,0.200,4397.040,3854.686,16.018,542.352,542.354,1316098.045,1268.955,1452.243,1108.447,222.683,223.247,965.724,1098.960,144.710,7.439,7.501,20.088,40.206,40.406,-0.956,0.090,0.847,9.966E+01
89,5,4,40.000,0.280,4397.126,3839.543,16.532,557.588,557.582,1395914.159,1306.450,1454.358,1111.217,273.135,274.477,978.837,1096.972,177.359,9.067,9.184,25.331,39.927,40.254,-0.899,0.202,0.819,2.092E+02
110,5,5,40.000,0.360,4397.041,3813.639,17.241,583.399,583.402,1506998.884,1359.175,1456.196,1113.621,349.061,350.515,1002.819,1090.606,225.237,11.558,11.669,33.303,39.714,39.985,-0.779,0.517,0.781,4.874E+01
131,5,6,40.000,0.440,4396.935,3796.333,17.644,600.603,600.601,1570381.865,1389.642,1445.804,1099.998,422.037,423.037,1030.410,1065.792,272.180,14.230,14.326,41.524,39.865,40.045,-0.668,0.727,0.752,5.436E+00
152,5,7,40.000,0.520,4397.847,3786.756,17.974,611.091,611.091,1625430.577,1413.811,1426.914,1075.048,489.947,490.276,1059.790,1030.626,305.842,16.450,16.528,48.917,38.507,38.595,-0.601,0.798,0.720,4.229E-02
69,6,3,50.000,0.200,4397.194,3829.778,15.961,567.414,567.417,1298355.236,1272.917,1477.192,1140.939,223.267,223.735,965.837,1128.118,170.561,8.551,8.597,22.104,49.534,49.670,-0.963,0.094,0.874,8.457E+01
90,6,4,50.000,0.280,4396.804,3817.325,16.280,579.474,579.479,1346047.466,1296.859,1477.005,1140.697,270.759,271.788,978.086,1121.620,207.749,10.411,10.494,27.324,49.657,49.852,-0.911,0.212,0.854,1.716E+02
111,6,5,50.000,0.360,4397.138,3795.703,16.734,601.432,601.435,1413656.426,1332.434,1474.566,1137.536,348.632,349.551,1002.482,1105.940,266.244,13.462,13.536,35.665,49.460,49.612,-0.759,0.616,0.826,2.883E+01
132,6,6,50.000,0.440,4396.851,3763.344,17.206,633.508,633.507,1481009.813,1371.985,1479.629,1144.092,420.252,420.795,1029.491,1098.489,319.794,16.175,16.231,42.772,49.389,49.462,-0.694,0.714,0.805,3.111E+00
153,6,7,50.000,0.520,4393.034,3710.066,17.849,682.968,682.968,1568981.814,1426.684,1498.759,1168.727,490.322,490.345,1059.822,1107.783,372.478,18.574,18.585,48.655,49.422,49.431,-0.698,0.716,0.789,1.665E-02
70,7,3,60.000,0.200,4397.473,3812.061,15.814,585.412,585.412,1268864.588,1269.477,1494.624,1163.421,225.956,226.154,966.400,1147.707,190.572,9.410,9.428,23.430,57.371,57.422,-0.971,0.093,0.899,1.715E+01
91,7,4,60.000,0.280,4396.297,3800.452,15.960,595.845,595.845,1288087.325,1281.842,1492.946,1161.264,272.490,273.312,978.511,1137.798,232.273,11.481,11.538,28.651,58.053,58.195,-0.923,0.232,0.888,5.317E+01
112,7,5,60.000,0.360,4396.356,3778.364,16.201,617.990,617.991,1319224.948,1304.277,1491.457,1159.348,347.942,348.591,1002.148,1120.817,296.408,14.763,14.813,36.556,58.170,58.245,-0.780,0.611,0.871,9.971E+00
133,7,6,60.000,0.440,4396.717,3748.047,16.478,648.670,648.670,1353676.145,1332.085,1495.656,1164.746,418.435,418.676,1028.627,1109.461,354.582,17.695,17.724,43.249,57.854,57.877,-0.715,0.698,0.858,8.716E-01
92,8,4,70.000,0.280,4385.255,3774.587,15.659,610.668,610.668,1228691.861,1265.546,1506.424,1178.541,277.842,278.094,979.857,1150.977,253.397,12.404,12.416,29.585,65.664,65.671,-0.947,0.240,0.921,1.291E-01
