# histogram parameters 
# dx = 10.0
# dy = 0.04
# nx = 19
# ny = 30
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
127,1,6,5.000,0.220,10547.507,9453.819,9.576,1093.690,1093.688,2778972.557,1993.772,2002.709,1769.319,226.771,226.970,966.592,1769.034,31.754,0.943,1.028,3.174,7.402,8.042,-0.817,-0.031,0.790,8.830E-01
148,1,7,5.000,0.260,10546.714,9451.275,9.744,1095.439,1095.439,2876073.043,2018.925,1996.233,1761.985,259.355,259.784,974.819,1761.621,35.810,1.018,1.165,3.710,6.936,7.923,-0.665,0.005,0.764,1.503E+00
169,1,8,5.000,0.300,10546.705,9436.161,9.987,1110.549,1110.544,3016127.248,2061.416,2000.535,1766.858,297.365,297.769,985.622,1766.396,40.371,1.154,1.309,4.334,6.885,7.792,-0.619,0.002,0.735,1.074E+00
190,1,9,5.000,0.340,10546.682,9416.168,10.257,1130.512,1130.514,3174284.333,2110.058,2007.199,1774.399,338.784,339.224,998.928,1773.829,44.975,1.278,1.452,5.017,6.723,7.619,-0.589,0.061,0.705,6.559E-01
211,1,10,5.000,0.380,10546.832,9394.463,10.516,1152.370,1152.369,3328339.954,2157.845,2014.959,1783.173,378.271,378.724,1013.023,1782.466,50.218,1.431,1.614,5.805,6.774,7.620,-0.569,0.027,0.679,4.716E-01
232,1,11,5.000,0.420,10546.613,9373.610,10.763,1173.003,1173.003,3478470.449,2203.272,2019.867,1788.717,418.534,418.974,1028.748,1787.881,54.681,1.558,1.752,6.571,6.689,7.499,-0.580,-0.003,0.653,3.233E-01
253,1,12,5.000,0.460,10546.694,9351.705,11.007,1194.985,1194.989,3628543.653,2248.676,2024.667,1794.136,459.071,459.560,1045.935,1793.115,60.498,1.734,1.932,7.560,6.809,7.565,-0.603,0.009,0.628,2.253E-01
274,1,13,5.000,0.500,10546.831,9329.926,11.239,1216.908,1216.906,3774051.871,2292.359,2028.413,1798.361,499.084,499.537,1064.106,1797.161,65.692,1.891,2.093,8.542,6.849,7.557,-0.593,0.004,0.606,1.620E-01
295,1,14,5.000,0.540,10546.731,9308.023,11.463,1238.703,1238.708,3915995.124,2334.607,2030.918,1801.187,538.944,539.422,1083.402,1799.808,70.466,2.028,2.242,9.545,6.813,7.506,-0.599,0.005,0.584,1.205E-01
316,1,15,5.000,0.580,10546.638,9284.051,11.689,1262.587,1262.588,4060870.897,2378.024,2034.361,1805.068,578.948,579.375,1103.839,1803.513,74.920,2.167,2.379,10.572,6.792,7.430,-0.628,0.018,0.563,8.562E-02
337,1,16,5.000,0.620,10546.552,9268.848,11.865,1277.711,1277.703,4177168.354,2410.331,2028.081,1797.988,618.833,619.168,1125.235,1796.244,79.161,2.329,2.523,11.721,6.799,7.345,-0.642,0.027,0.544,5.846E-02
358,1,17,5.000,0.660,10546.524,9254.199,12.032,1292.338,1292.325,4288543.930,2441.034,2020.509,1789.442,658.411,658.641,1147.428,1787.550,82.260,2.450,2.635,12.806,6.688,7.175,-0.649,0.008,0.526,3.759E-02
379,1,18,5.000,0.700,10546.615,9246.753,12.158,1299.870,1299.862,4374937.872,2462.637,2005.160,1772.093,697.600,697.748,1170.315,1770.062,84.809,2.567,2.743,13.983,6.543,6.981,-0.651,0.002,0.508,2.088E-02
400,1,19,5.000,0.740,10546.605,9239.936,12.271,1306.666,1306.669,4452712.462,2481.954,1988.469,1753.184,736.385,736.482,1193.813,1750.908,89.310,2.752,2.920,15.612,6.573,6.965,-0.616,0.051,0.493,8.689E-03
421,1,20,5.000,0.780,10546.346,9234.015,12.364,1312.329,1312.331,4517582.780,2497.958,1971.199,1733.571,773.056,773.101,1216.745,1730.890,96.387,3.029,3.187,17.817,6.813,7.162,-0.563,0.003,0.479,1.734E-03
442,1,21,5.000,0.820,10546.050,9229.132,12.432,1316.919,1316.918,4564115.792,2509.659,1956.523,1716.866,803.075,803.077,1236.008,1713.596,105.903,3.372,3.536,20.447,7.225,7.578,-0.498,0.499,0.468,2.857E-05
107,2,5,15.000,0.180,10547.469,9415.605,9.506,1131.869,1131.865,2727519.780,2002.158,2048.659,1821.167,191.038,191.178,958.819,1820.220,58.715,1.822,1.848,5.484,17.670,17.886,-0.921,-0.034,0.827,1.055E+00
128,2,6,15.000,0.220,10546.843,9423.680,9.639,1123.167,1123.162,2806418.475,2016.907,2032.870,1803.387,223.561,224.027,965.905,1802.247,64.108,1.956,2.037,6.224,16.018,16.628,-0.840,-0.003,0.800,5.719E+00
149,2,7,15.000,0.260,10546.825,9426.072,9.793,1120.740,1120.753,2896953.337,2037.901,2021.598,1790.672,258.881,259.591,974.768,1789.135,74.181,2.268,2.374,7.480,15.906,16.604,-0.761,0.003,0.773,7.448E+00
170,2,8,15.000,0.300,10546.735,9402.864,10.070,1143.884,1143.870,3055258.985,2088.947,2033.523,1804.123,298.186,298.887,985.960,1802.158,84.178,2.560,2.674,8.741,15.698,16.358,-0.706,-0.018,0.744,4.451E+00
191,2,9,15.000,0.340,10546.818,9375.696,10.356,1171.120,1171.122,3221726.140,2143.187,2047.883,1820.294,338.179,338.997,998.851,1817.808,95.116,2.865,2.995,10.160,15.629,16.295,-0.680,0.023,0.717,2.597E+00
212,2,10,15.000,0.380,10546.746,9347.652,10.637,1199.095,1199.094,3387958.179,2196.767,2061.395,1835.482,378.644,379.495,1013.312,1832.412,106.121,3.176,3.314,11.666,15.602,16.239,-0.662,0.003,0.691,1.540E+00
233,2,11,15.000,0.420,10546.687,9321.163,10.899,1225.518,1225.524,3546221.948,2246.805,2072.085,1847.480,418.803,419.717,1029.051,1843.763,117.133,3.489,3.635,13.263,15.590,16.205,-0.637,-0.000,0.666,1.031E+00
254,2,12,15.000,0.460,10546.709,9292.207,11.162,1254.500,1254.502,3707728.516,2298.152,2084.100,1860.946,458.777,459.741,1046.015,1856.548,127.860,3.784,3.940,14.894,15.545,16.148,-0.634,-0.008,0.643,6.887E-01
275,2,13,15.000,0.500,10546.788,9264.392,11.412,1282.394,1282.396,3863342.691,2346.888,2093.850,1871.858,498.707,499.650,1064.159,1866.746,138.253,4.077,4.236,16.581,15.494,16.063,-0.623,0.002,0.622,4.939E-01
296,2,14,15.000,0.540,10546.696,9242.528,11.626,1304.166,1304.168,3999625.525,2387.568,2096.439,1874.754,538.414,539.299,1083.341,1868.919,147.806,4.368,4.522,18.323,15.387,15.907,-0.614,0.007,0.601,3.352E-01
317,2,15,15.000,0.580,10546.586,9232.395,11.776,1314.195,1314.191,4098809.296,2413.692,2086.221,1863.320,578.175,578.888,1103.583,1856.649,157.528,4.706,4.850,20.326,15.337,15.791,-0.577,0.001,0.582,2.118E-01
338,2,16,15.000,0.620,10546.496,9228.740,11.892,1317.776,1317.757,4178021.984,2431.975,2068.510,1843.469,617.984,618.486,1124.860,1836.030,165.449,5.014,5.149,22.356,15.118,15.516,-0.527,0.006,0.563,1.260E-01
359,2,17,15.000,0.660,10546.490,9228.795,11.978,1317.682,1317.695,4238671.320,2444.379,2046.171,1818.368,657.743,658.132,1147.137,1809.930,174.964,5.388,5.522,24.801,15.055,15.417,-0.458,-0.012,0.546,6.718E-02
380,2,18,15.000,0.700,10546.596,9228.006,12.057,1318.585,1318.589,4293694.936,2456.089,2023.829,1793.189,697.610,697.846,1170.373,1783.509,186.078,5.826,5.956,27.623,15.142,15.465,-0.396,0.007,0.530,3.402E-02
401,2,19,15.000,0.740,10546.450,9221.858,12.147,1324.595,1324.592,4354769.105,2471.702,2006.060,1773.110,736.872,737.019,1194.145,1761.951,198.621,6.302,6.432,30.691,15.341,15.634,-0.347,0.014,0.516,1.465E-02
422,2,20,15.000,0.780,10546.411,9216.299,12.214,1330.116,1330.111,4400451.619,2483.878,1987.254,1751.806,775.728,775.813,1218.471,1738.529,215.270,6.937,7.059,34.400,15.851,16.110,-0.301,0.096,0.504,4.818E-03
443,2,21,15.000,0.820,10547.337,9204.440,12.275,1342.893,1342.896,4438870.827,2498.448,1976.352,1739.429,812.446,812.508,1242.157,1722.607,241.330,7.886,7.975,38.919,17.097,17.279,-0.272,0.097,0.496,7.800E-04
464,2,22,15.000,0.860,10547.949,9195.828,12.293,1352.121,1352.120,4447845.908,2505.210,1960.643,1721.560,850.109,850.137,1267.090,1699.880,272.353,9.083,9.103,43.953,18.646,18.685,-0.268,0.613,0.491,4.022E-05
108,3,5,25.000,0.180,10546.755,9386.621,9.548,1160.137,1160.134,2742984.628,2022.102,2076.942,1852.925,190.916,191.111,958.805,1850.971,85.075,2.602,2.632,7.729,26.211,26.434,-0.934,-0.059,0.838,2.928E+00
129,3,6,25.000,0.220,10546.825,9391.953,9.671,1154.875,1154.872,2815230.097,2036.899,2065.072,1839.611,221.336,221.894,965.413,1837.079,96.483,2.949,3.006,9.039,25.342,25.773,-0.871,0.013,0.815,1.255E+01
150,3,7,25.000,0.260,10546.870,9388.586,9.842,1158.274,1158.284,2914611.765,2063.064,2059.170,1832.983,258.557,259.437,974.727,1829.501,112.941,3.451,3.533,10.919,25.293,25.806,-0.790,0.002,0.789,1.363E+01
171,3,8,25.000,0.300,10546.747,9366.353,10.093,1180.374,1180.394,3057562.070,2109.714,2069.927,1845.060,298.162,299.280,986.080,1840.432,130.598,3.963,4.059,12.933,25.332,25.873,-0.699,-0.011,0.763,8.273E+00
192,3,9,25.000,0.340,10546.733,9334.298,10.377,1212.408,1212.435,3220283.525,2165.706,2089.045,1866.482,338.125,339.444,999.003,1860.551,148.670,4.462,4.569,15.002,25.426,25.975,-0.664,-0.010,0.738,4.852E+00
213,3,10,25.000,0.380,10546.618,9304.220,10.644,1242.397,1242.397,3376599.576,2218.141,2104.675,1883.959,378.245,379.557,1013.335,1876.659,165.690,4.939,5.046,17.062,25.373,25.883,-0.638,0.007,0.715,2.846E+00
234,3,11,25.000,0.420,10546.641,9274.422,10.899,1272.230,1272.220,3528502.096,2268.710,2118.750,1899.670,418.480,419.793,1029.082,1890.847,182.882,5.421,5.524,19.212,25.358,25.826,-0.611,-0.003,0.693,1.796E+00
255,3,12,25.000,0.460,10546.598,9248.863,11.122,1297.771,1297.735,3664121.083,2312.626,2127.170,1909.057,458.865,460.112,1046.177,1898.499,200.504,5.930,6.029,21.515,25.410,25.834,-0.588,0.006,0.673,1.156E+00
276,3,13,25.000,0.500,10546.592,9229.821,11.311,1316.769,1316.771,3781417.851,2348.468,2128.093,1910.085,498.658,499.929,1064.290,1897.790,216.376,6.406,6.504,23.803,25.248,25.646,-0.555,0.004,0.653,7.474E-01
297,3,14,25.000,0.540,10546.501,9209.249,11.491,1337.245,1337.252,3893401.345,2383.620,2129.266,1911.392,538.593,539.816,1083.598,1897.043,233.762,6.929,7.025,26.285,25.291,25.661,-0.525,0.004,0.635,4.981E-01
318,3,15,25.000,0.580,10546.535,9199.977,11.609,1346.567,1346.559,3969977.877,2404.828,2118.491,1899.382,578.041,579.072,1103.680,1882.780,250.581,7.490,7.581,28.936,25.317,25.641,-0.476,0.016,0.619,3.049E-01
339,3,16,25.000,0.620,10546.573,9199.873,11.675,1346.695,1346.700,4014729.596,2414.193,2097.297,1875.713,617.947,618.770,1125.016,1856.470,267.993,8.126,8.214,31.901,25.388,25.665,-0.410,0.044,0.604,1.666E-01
360,3,17,25.000,0.660,10546.543,9198.160,11.743,1348.373,1348.383,4060608.829,2424.612,2076.626,1852.572,657.911,658.538,1147.370,1830.621,284.336,8.741,8.829,34.875,25.339,25.580,-0.362,0.046,0.589,8.670E-02
381,3,18,25.000,0.700,10546.437,9191.875,11.819,1354.577,1354.563,4110754.805,2438.359,2059.615,1833.483,697.732,698.160,1170.560,1808.558,301.294,9.374,9.458,37.903,25.356,25.566,-0.328,0.098,0.576,4.559E-02
402,3,19,25.000,0.740,10546.483,9187.551,11.882,1358.939,1358.932,4152583.665,2449.343,2040.186,1811.631,737.050,737.366,1194.359,1783.658,317.130,9.995,10.082,40.945,25.281,25.473,-0.295,0.088,0.563,2.124E-02
423,3,20,25.000,0.780,10546.493,9179.758,11.942,1366.728,1366.734,4190734.247,2461.442,2022.829,1792.062,777.219,777.457,1219.518,1760.298,335.911,10.715,10.804,44.223,25.421,25.599,-0.272,0.078,0.552,9.432E-03
444,3,21,25.000,0.820,10546.291,9168.101,12.000,1378.181,1378.190,4225509.964,2474.857,2009.031,1776.471,816.324,816.501,1244.772,1740.321,356.554,11.493,11.578,47.482,25.739,25.893,-0.254,0.120,0.543,3.361E-03
465,3,22,25.000,0.860,10547.011,9156.419,12.049,1390.587,1390.593,4255286.143,2487.777,1995.701,1761.382,855.097,855.218,1270.505,1720.432,377.597,12.310,12.379,50.685,26.082,26.201,-0.252,0.184,0.536,1.129E-03
486,3,23,25.000,0.900,10546.480,9142.073,12.063,1404.409,1404.407,4258109.812,2496.091,1984.211,1748.354,892.317,892.377,1295.809,1700.834,404.849,13.337,13.389,53.996,26.892,26.980,-0.241,0.416,0.533,1.547E-04
507,3,24,25.000,0.940,10545.246,9090.787,12.115,1454.459,1454.459,4270435.013,2527.031,2014.486,1782.639,920.859,920.859,1315.585,1724.495,451.572,14.674,14.674,56.345,29.366,29.366,-0.320,0.947,0.546,1.470E-06
109,4,5,35.000,0.180,10546.591,9359.985,9.550,1186.605,1186.605,2736180.856,2035.734,2103.467,1882.609,190.599,190.840,958.751,1879.423,109.484,3.309,3.334,9.649,34.787,35.008,-0.948,0.012,0.854,3.831E+00
130,4,6,35.000,0.220,10546.823,9355.474,9.682,1191.345,1191.348,2810928.847,2056.754,2101.579,1880.499,221.166,221.763,965.382,1876.096,128.613,3.877,3.922,11.552,35.144,35.447,-0.897,-0.008,0.835,1.670E+01
151,4,7,35.000,0.260,10546.761,9345.154,9.860,1201.628,1201.607,2911522.450,2086.955,2102.493,1881.522,258.694,259.436,974.726,1875.507,150.322,4.529,4.582,13.804,35.092,35.410,-0.828,0.002,0.812,1.676E+01
172,4,8,35.000,0.300,10546.809,9319.156,10.098,1227.628,1227.653,3045296.933,2133.642,2117.104,1897.834,298.337,299.553,986.162,1889.837,174.042,5.189,5.262,16.227,35.133,35.521,-0.752,-0.000,0.790,1.105E+01
193,4,9,35.000,0.340,10546.492,9293.823,10.321,1252.664,1252.668,3172118.586,2177.452,2129.166,1911.280,338.427,339.775,999.115,1901.039,197.593,5.858,5.934,18.705,35.177,35.559,-0.690,-0.000,0.769,6.563E+00
214,4,10,35.000,0.380,10546.564,9271.509,10.518,1275.074,1275.055,3286258.886,2216.309,2137.275,1920.310,378.342,379.710,1013.392,1907.549,221.014,6.536,6.609,21.243,35.241,35.596,-0.635,-0.011,0.750,4.229E+00
235,4,11,35.000,0.420,10546.569,9255.755,10.675,1290.826,1290.813,3378783.771,2246.104,2137.306,1920.344,418.495,419.886,1029.120,1904.721,244.462,7.243,7.314,23.912,35.279,35.606,-0.574,0.003,0.732,2.631E+00
256,4,12,35.000,0.460,10546.603,9242.056,10.809,1304.505,1304.547,3458942.796,2271.736,2134.080,1916.753,458.450,459.891,1046.080,1897.938,267.907,7.966,8.035,26.657,35.329,35.630,-0.521,0.011,0.716,1.743E+00
277,4,13,35.000,0.500,10546.644,9225.173,10.948,1321.465,1321.471,3541797.301,2299.583,2132.821,1915.352,498.587,499.871,1064.263,1893.122,290.964,8.675,8.738,29.380,35.327,35.597,-0.475,0.034,0.700,1.098E+00
