# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
13,1,1,10.000,0.040,10999.903,10376.534,5.946,623.369,623.369,1228039.276,1271.467,1521.926,1198.292,75.649,268.057,977.056,1172.141,248.975,0.891,11.992,28.317,14.254,68.251,-0.656,-0.755,0.934,1.965E+00
25,1,2,10.000,0.120,11000.424,10335.984,6.503,664.445,664.440,1462944.308,1380.009,1563.457,1250.617,133.588,266.375,976.596,1230.975,220.781,1.345,10.168,25.910,13.008,55.979,-0.444,-0.036,0.881,5.084E+01
37,1,3,10.000,0.200,10999.936,10303.158,7.008,696.774,696.778,1693504.972,1476.145,1590.785,1284.618,197.961,284.194,981.606,1269.686,195.296,1.941,8.744,24.143,12.767,43.408,-0.355,-0.026,0.825,9.996E+01
49,1,4,10.000,0.280,10999.737,10261.894,7.593,737.844,737.843,1979494.995,1588.681,1620.763,1321.558,275.806,320.398,992.693,1311.707,161.060,2.488,7.000,21.391,12.078,30.178,-0.244,-0.003,0.762,6.291E+01
61,1,5,10.000,0.360,10999.157,10239.440,8.020,759.728,759.717,2202981.941,1667.379,1623.468,1324.875,353.530,375.605,1011.861,1317.747,137.248,3.072,5.946,20.091,11.628,21.433,-0.080,0.006,0.705,2.742E+01
73,1,6,10.000,0.440,10998.748,10226.893,8.321,771.849,771.854,2368122.504,1721.593,1606.612,1304.166,431.078,447.878,1040.855,1296.513,141.074,3.715,6.210,23.059,11.342,18.360,0.026,-0.034,0.655,8.593E+00
85,1,7,10.000,0.520,10998.601,10226.200,8.473,772.399,772.401,2455287.220,1746.966,1583.565,1275.666,487.283,500.267,1064.449,1267.611,143.128,4.270,6.442,25.761,11.291,16.625,0.110,0.005,0.623,6.473E-01
14,2,1,30.000,0.040,10993.233,10370.640,5.908,622.592,622.593,1211216.075,1264.452,1520.591,1196.596,75.103,270.086,977.615,1169.571,252.872,1.489,12.200,28.604,24.527,69.433,-0.733,-0.336,0.940,3.577E+00
26,2,2,30.000,0.120,11000.403,10317.926,6.467,682.477,682.477,1444324.178,1382.063,1582.796,1274.711,127.949,261.560,975.294,1254.130,228.138,2.932,10.310,25.695,30.885,60.717,-0.663,-0.025,0.902,1.312E+02
38,2,3,30.000,0.200,11000.092,10269.033,7.017,731.078,731.058,1691992.669,1492.126,1625.040,1326.801,197.152,284.279,981.631,1308.880,217.337,4.292,9.428,25.203,30.352,49.864,-0.484,-0.097,0.850,1.943E+02
50,2,4,30.000,0.280,10999.714,10249.385,7.410,750.329,750.329,1883254.446,1564.049,1632.970,1336.502,274.224,321.259,992.971,1320.061,208.992,5.967,8.996,25.789,30.464,40.582,-0.261,-0.039,0.797,1.002E+02
62,2,5,30.000,0.360,10999.288,10232.575,7.728,766.685,766.712,2044549.843,1622.466,1629.571,1332.347,353.265,378.003,1012.754,1314.252,218.837,7.728,9.454,28.842,30.534,35.375,-0.129,0.058,0.750,4.059E+01
74,2,6,30.000,0.440,10998.801,10203.944,8.025,794.847,794.857,2197913.490,1682.175,1628.667,1331.241,431.653,450.077,1041.803,1307.636,249.579,9.464,10.806,34.531,30.547,33.678,-0.095,0.247,0.710,1.285E+01
86,2,7,30.000,0.520,10998.641,10195.747,8.136,802.892,802.894,2257265.980,1703.498,1612.471,1311.376,487.447,503.634,1066.035,1282.058,275.746,10.915,12.138,39.674,30.750,33.197,-0.066,0.459,0.686,1.096E+00
15,3,1,50.000,0.040,11000.096,10356.273,5.891,643.824,643.824,1203278.555,1271.923,1548.520,1231.893,61.937,244.732,970.916,1208.978,236.499,2.140,11.068,25.541,48.655,75.096,-0.921,-0.338,0.966,3.020E+01
27,3,2,50.000,0.120,11000.674,10309.233,6.320,691.439,691.442,1378352.177,1362.514,1590.924,1284.789,127.504,264.664,976.131,1261.301,244.546,4.337,10.973,26.434,50.122,67.516,-0.670,-0.030,0.931,2.129E+02
39,3,3,50.000,0.200,11000.019,10261.214,6.739,738.799,738.805,1559894.074,1451.112,1632.324,1335.713,197.586,285.872,982.093,1312.143,249.820,6.565,10.780,27.097,50.718,60.914,-0.481,0.002,0.897,2.966E+02
51,3,4,50.000,0.280,10999.669,10246.022,6.974,753.636,753.647,1667816.378,1495.259,1636.051,1340.264,274.723,321.993,993.209,1313.628,265.875,9.138,11.442,29.713,50.896,55.661,-0.287,0.023,0.864,1.476E+02
63,3,5,50.000,0.360,10999.232,10224.141,7.160,775.097,775.091,1754069.653,1534.547,1637.340,1341.838,353.110,379.633,1013.364,1306.979,303.865,11.768,13.088,34.605,50.930,53.170,-0.204,0.335,0.836,6.014E+01
75,3,6,50.000,0.440,10998.765,10195.685,7.283,803.102,803.080,1809427.356,1566.641,1635.271,1339.312,433.478,453.810,1043.421,1290.078,359.800,14.569,15.584,41.174,51.072,52.452,-0.176,0.727,0.816,2.179E+01
87,3,7,50.000,0.520,10998.662,10170.515,7.373,828.142,828.147,1849966.831,1592.418,1637.115,1341.563,487.219,504.923,1066.645,1281.271,397.662,16.339,17.243,45.386,50.905,51.959,-0.181,0.927,0.804,2.059E+00
16,4,1,70.000,0.040,11001.057,10358.198,5.767,642.859,642.858,1153533.299,1251.719,1547.056,1230.052,68.901,246.704,971.415,1205.928,242.417,3.012,11.366,25.703,70.173,79.303,-0.775,0.107,0.985,3.813E+01
