# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
13,1,1,10.000,0.040,10997.110,10341.110,6.148,656.004,656.000,1308252.807,1318.556,1591.190,1285.120,34.484,40.126,940.422,1284.933,21.900,0.342,0.976,2.347,12.735,33.078,0.356,-0.025,0.965,5.242E+03
25,1,2,10.000,0.120,10994.955,10325.263,6.574,669.690,669.692,1493009.801,1393.376,1599.947,1295.946,102.203,104.481,945.357,1295.436,36.385,1.294,1.609,4.151,16.640,20.380,0.836,-0.010,0.902,4.300E+02
37,1,3,10.000,0.200,10993.886,10318.146,7.011,675.747,675.740,1696248.366,1467.267,1592.166,1286.327,191.225,193.017,959.187,1284.788,62.905,2.556,2.803,7.936,17.421,19.020,0.910,0.060,0.827,5.524E+01
49,1,4,10.000,0.280,10994.687,10312.730,7.367,681.964,681.957,1871844.263,1528.695,1577.920,1268.652,275.756,277.361,979.650,1265.608,87.831,3.749,3.970,12.318,17.461,18.461,0.911,0.028,0.763,2.021E+01
61,1,5,10.000,0.360,10995.109,10317.325,7.597,677.775,677.784,1991619.565,1565.570,1548.207,1231.500,355.376,357.241,1005.189,1226.384,112.134,4.977,5.224,17.726,17.413,18.294,0.903,0.048,0.709,1.157E+01
73,1,6,10.000,0.440,10995.383,10330.241,7.737,665.100,665.142,2068214.220,1584.496,1504.645,1176.266,435.250,436.737,1036.110,1168.666,133.505,6.309,6.517,24.376,17.225,17.800,0.891,0.046,0.660,6.315E+00
85,1,7,10.000,0.520,10995.842,10331.067,7.898,664.765,664.775,2155020.401,1611.504,1471.002,1132.913,509.993,510.688,1069.386,1123.061,149.082,7.417,7.562,31.249,16.661,16.973,0.860,0.067,0.618,2.166E+00
97,1,8,10.000,0.600,10996.043,10319.475,8.090,676.561,676.568,2258705.779,1648.166,1447.273,1101.927,581.115,581.410,1104.908,1089.895,162.394,8.341,8.475,38.610,15.968,16.219,0.799,0.206,0.582,2.252E-01
109,1,9,10.000,0.680,10995.002,10303.152,8.199,691.849,691.850,2315766.029,1671.652,1424.558,1071.919,650.611,650.728,1142.905,1052.846,201.309,10.743,10.825,50.640,17.878,18.021,0.618,0.769,0.558,1.010E-03
14,2,1,30.000,0.040,10997.133,10347.831,6.130,649.303,649.302,1301319.862,1312.598,1584.036,1276.250,43.561,49.697,940.879,1275.813,33.416,1.042,1.500,3.611,32.156,42.252,0.589,0.064,0.962,2.355E+04
26,2,2,30.000,0.120,10996.357,10362.411,6.341,633.951,633.945,1394179.791,1340.174,1562.977,1250.017,110.404,115.028,946.581,1248.113,68.965,2.792,3.163,8.027,33.410,36.838,0.833,0.053,0.909,9.101E+03
