# histogram parameters 
# dx = 10.0
# dy = 0.08
# nx = 19
# ny = 15
# xmin = -5.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
22,1,1,0.000,0.040,10994.463,10087.148,7.441,907.316,907.315,1867861.355,1640.452,1841.462,1584.496,56.052,59.788,941.466,1584.360,20.697,0.130,0.748,1.919,3.757,20.253,-0.497,0.034,0.942,4.047E+02
43,1,2,0.000,0.120,10997.993,10094.274,7.698,903.721,903.720,2000985.058,1678.599,1833.689,1575.456,103.368,107.036,945.643,1575.212,27.713,0.220,1.008,2.704,3.309,15.006,-0.318,-0.223,0.896,1.935E+02
64,1,3,0.000,0.200,10998.277,10015.772,8.490,982.506,982.505,2414191.992,1838.344,1899.615,1651.721,186.955,189.588,958.503,1651.417,31.657,0.335,1.098,3.230,2.965,9.612,0.153,-0.025,0.821,2.384E+01
85,1,4,0.000,0.280,10997.322,9960.622,9.112,1036.698,1036.700,2764489.991,1959.397,1934.743,1692.004,268.100,269.923,977.570,1691.657,34.256,0.570,1.160,3.718,3.605,7.291,0.009,0.037,0.755,3.945E+00
106,1,5,0.000,0.360,10997.156,9924.076,9.610,1073.078,1073.080,3063097.411,2052.949,1946.087,1704.964,348.816,349.905,1002.606,1704.637,33.358,0.676,1.121,3.917,3.300,5.471,0.089,-0.029,0.696,8.710E-01
127,1,6,0.000,0.440,10998.093,9933.548,9.859,1064.544,1064.545,3226951.003,2088.111,1906.726,1659.895,429.455,430.344,1033.431,1659.457,38.105,0.930,1.315,5.022,3.573,5.080,0.542,-0.050,0.644,1.364E-01
148,1,7,0.000,0.520,10996.282,9961.676,9.954,1034.607,1034.606,3297817.108,2090.030,1843.296,1586.628,505.121,505.508,1066.922,1586.119,40.157,1.271,1.450,6.081,3.978,4.556,0.773,0.102,0.599,2.739E-02
169,1,8,0.000,0.600,10997.037,9984.202,10.031,1012.835,1012.835,3356746.718,2093.461,1786.487,1520.257,575.611,575.788,1101.960,1519.548,46.425,1.680,1.750,8.100,4.455,4.625,0.934,0.195,0.562,1.085E-03
23,2,1,10.000,0.040,10999.602,10097.561,7.434,902.042,902.041,1866952.567,1637.263,1835.917,1578.049,60.500,63.904,941.737,1577.873,23.590,0.425,0.857,2.201,11.121,21.663,0.079,-0.113,0.939,1.657E+03
44,2,2,10.000,0.120,10998.031,10067.267,7.817,930.765,930.763,2057790.248,1710.003,1860.351,1606.409,105.762,110.359,946.025,1605.986,36.874,0.704,1.315,3.541,10.793,19.519,0.012,-0.051,0.896,1.261E+03
65,2,3,10.000,0.200,10997.614,10021.301,8.442,976.316,976.313,2388065.238,1827.909,1893.171,1644.305,187.779,190.857,958.755,1643.563,49.424,1.252,1.722,5.040,11.029,15.008,0.152,-0.021,0.824,1.587E+02
86,2,4,10.000,0.280,10997.850,9988.917,8.962,1008.934,1008.933,2682071.920,1923.543,1906.151,1659.234,270.353,272.895,978.394,1658.035,63.064,1.765,2.178,6.925,10.835,13.362,0.308,-0.033,0.759,2.513E+01
107,2,5,10.000,0.360,10997.575,9972.152,9.350,1025.417,1025.423,2914050.970,1991.367,1897.711,1649.531,349.958,351.960,1003.325,1647.767,76.258,2.298,2.650,9.128,10.825,12.513,0.421,-0.017,0.702,6.152E+00
128,2,6,10.000,0.440,10997.405,9980.083,9.596,1017.320,1017.322,3071227.965,2026.369,1857.777,1603.428,433.301,434.472,1035.157,1600.988,88.417,2.899,3.161,11.890,10.767,11.742,0.640,-0.063,0.649,1.654E+00
149,2,7,10.000,0.520,10997.549,9985.362,9.790,1012.200,1012.187,3198495.483,2054.998,1818.031,1557.203,510.869,511.489,1069.769,1553.841,102.283,3.582,3.766,15.444,10.972,11.535,0.682,0.034,0.605,4.742E-01
170,2,8,10.000,0.600,10997.270,9979.579,9.996,1017.688,1017.691,3331824.897,2089.861,1786.819,1520.647,584.151,584.401,1106.485,1516.455,112.827,4.093,4.255,19.062,10.717,11.132,0.721,-0.059,0.567,8.913E-02
191,2,9,10.000,0.680,10999.027,9992.248,9.998,1006.780,1006.780,3338262.528,2086.113,1743.715,1469.758,643.222,643.274,1138.677,1461.631,154.348,6.022,6.028,28.082,13.869,13.883,0.462,0.870,0.547,7.560E-04
24,3,1,20.000,0.040,10998.826,10085.853,7.428,912.978,912.973,1861785.886,1641.739,1847.167,1591.123,54.268,59.038,941.419,1590.842,29.915,0.678,1.077,2.750,20.106,30.445,-0.186,-0.233,0.948,4.072E+03
45,3,2,20.000,0.120,10997.536,10067.488,7.775,930.050,930.048,2035811.505,1703.174,1859.724,1605.684,104.731,109.596,945.936,1604.948,48.611,1.310,1.735,4.640,20.572,26.330,-0.019,0.000,0.902,2.159E+03
66,3,3,20.000,0.200,10997.543,10028.724,8.348,968.816,968.820,2337237.259,1809.931,1885.617,1635.603,187.254,191.161,958.815,1633.903,74.545,2.248,2.612,7.547,20.003,22.952,0.139,0.011,0.833,2.667E+02
87,3,4,20.000,0.280,10997.513,10009.659,8.778,987.845,987.854,2578846.722,1885.392,1885.052,1634.952,270.013,272.967,978.415,1631.825,101.068,3.259,3.544,11.019,20.084,21.731,0.295,0.033,0.771,3.951E+01
108,3,5,20.000,0.360,10997.615,9995.543,9.128,1002.079,1002.072,2784041.806,1946.328,1873.950,1622.139,350.875,353.127,1003.735,1617.104,127.713,4.288,4.516,15.058,20.181,21.202,0.339,-0.012,0.718,8.785E+00
129,3,6,20.000,0.440,10997.712,9978.365,9.451,1019.343,1019.347,2979117.229,2004.541,1860.326,1606.381,431.781,433.223,1034.633,1599.110,152.668,5.278,5.454,19.504,19.998,20.634,0.345,-0.046,0.670,2.236E+00
150,3,7,20.000,0.520,10997.239,9971.282,9.670,1025.961,1025.957,3115864.014,2041.679,1831.537,1572.950,511.286,512.041,1070.033,1562.547,180.608,6.462,6.593,25.113,20.273,20.654,0.345,0.000,0.629,5.902E-01
171,3,8,20.000,0.600,10996.871,9962.401,9.850,1034.464,1034.470,3229733.484,2073.611,1802.007,1538.465,587.026,587.406,1108.075,1524.320,208.148,7.668,7.776,31.291,20.484,20.754,0.332,-0.032,0.595,1.218E-01
192,3,9,20.000,0.680,10995.710,9946.909,9.967,1048.802,1048.801,3301538.559,2097.981,1779.351,1511.865,654.432,654.512,1145.063,1491.642,246.453,9.331,9.382,38.593,22.011,22.120,0.269,0.038,0.573,4.344E-03
25,4,1,30.000,0.040,10997.306,10091.212,7.359,906.093,906.094,1828187.291,1627.634,1840.432,1583.299,51.225,56.687,941.275,1582.915,34.838,0.907,1.261,3.195,28.974,37.920,-0.444,-0.030,0.954,6.559E+03
46,4,2,30.000,0.120,10997.077,10060.416,7.755,936.666,936.661,2023920.052,1703.307,1866.241,1613.227,105.191,110.425,946.033,1612.029,62.147,1.865,2.208,5.861,29.927,34.249,-0.121,0.059,0.910,2.917E+03
67,4,3,30.000,0.200,10997.638,10031.067,8.237,966.564,966.571,2276031.054,1791.728,1883.292,1632.922,187.208,191.543,958.892,1629.721,102.188,3.304,3.588,10.164,30.124,32.242,0.075,0.040,0.848,3.075E+02
88,4,4,30.000,0.280,10997.382,10013.273,8.610,984.111,984.109,2482025.178,1857.551,1881.711,1631.098,268.770,271.516,978.011,1625.058,140.242,4.747,4.932,14.828,30.086,31.099,0.157,0.001,0.793,4.443E+01
109,4,5,30.000,0.360,10997.474,9978.526,9.010,1018.940,1018.948,2708289.170,1935.599,1889.617,1640.213,354.222,356.549,1004.943,1629.912,183.529,6.272,6.424,20.431,30.316,30.980,0.133,0.013,0.744,9.907E+00
130,4,6,30.000,0.440,10997.506,9954.786,9.297,1042.712,1042.720,2875937.175,1990.779,1882.853,1632.415,433.557,435.241,1035.480,1617.092,223.142,7.739,7.857,26.125,30.412,30.843,0.134,0.096,0.704,3.391E+00
151,4,7,30.000,0.520,10997.235,9945.839,9.464,1051.395,1051.396,2977707.703,2020.679,1856.313,1601.731,512.355,513.426,1070.696,1579.934,263.345,9.372,9.463,32.556,30.573,30.858,0.148,0.179,0.670,1.051E+00
172,4,8,30.000,0.600,10997.338,9936.785,9.585,1060.547,1060.554,3051042.371,2043.481,1827.408,1568.141,588.062,588.694,1108.759,1538.629,302.796,11.052,11.133,39.177,30.751,30.954,0.144,0.411,0.643,2.741E-01
193,4,9,30.000,0.680,10997.396,9921.310,9.663,1076.081,1076.085,3096301.069,2062.586,1798.118,1533.908,668.978,669.300,1153.580,1493.070,351.588,13.187,13.251,46.751,31.561,31.689,0.117,0.843,0.622,4.915E-02
214,4,10,30.000,0.760,10997.640,9893.888,9.713,1103.751,1103.751,3119671.722,2082.772,1782.518,1515.591,741.210,741.388,1196.846,1460.866,403.594,15.430,15.444,53.344,32.950,32.982,0.086,0.996,0.612,3.620E-03
26,5,1,40.000,0.040,10998.428,10084.866,7.340,913.560,913.563,1817594.771,1628.555,1847.981,1592.068,48.558,55.339,941.194,1591.536,41.135,1.133,1.481,3.728,40.558,48.015,-0.211,0.158,0.962,8.137E+03
47,5,2,40.000,0.120,10997.361,10054.999,7.712,942.361,942.362,2000094.859,1699.453,1871.680,1619.515,106.495,112.649,946.295,1617.662,77.460,2.418,2.741,7.203,39.927,43.442,-0.203,0.024,0.920,3.083E+03
68,5,3,40.000,0.200,10997.702,10018.444,8.161,979.252,979.258,2231536.443,1786.192,1896.014,1647.579,187.067,191.365,958.856,1642.706,126.619,4.190,4.408,12.211,39.941,41.427,-0.107,0.044,0.868,3.453E+02
89,5,4,40.000,0.280,10997.519,10003.623,8.454,993.903,993.896,2390530.689,1838.031,1891.023,1641.833,270.444,273.219,978.485,1631.998,179.440,6.136,6.275,18.135,40.374,41.053,0.013,-0.027,0.822,5.175E+01
110,5,5,40.000,0.360,10997.513,9978.498,8.736,1019.010,1019.014,2546033.236,1893.257,1890.209,1640.895,352.732,355.066,1004.418,1624.419,231.943,8.012,8.126,24.326,40.339,40.786,0.050,0.086,0.783,1.392E+01
131,5,6,40.000,0.440,10997.458,9942.786,9.007,1054.677,1054.671,2696471.538,1951.615,1894.048,1645.316,435.212,437.036,1036.236,1620.418,285.147,9.895,9.980,30.649,40.413,40.727,0.033,0.230,0.750,5.652E+00
152,5,7,40.000,0.520,10997.341,9919.232,9.155,1078.097,1078.109,2779396.053,1985.375,1882.488,1631.995,513.068,514.544,1071.233,1596.768,337.254,11.858,11.926,36.995,40.726,40.953,0.032,0.508,0.727,2.261E+00
173,5,8,40.000,0.600,10997.618,9898.328,9.268,1099.289,1099.290,2842188.550,2012.617,1864.620,1611.352,590.435,591.559,1110.282,1564.416,386.080,13.799,13.863,43.183,40.559,40.742,0.017,0.775,0.705,6.991E-01
194,5,9,40.000,0.680,10997.320,9882.701,9.291,1114.623,1114.619,2851659.292,2023.372,1836.531,1578.762,668.786,669.509,1153.701,1516.845,437.804,16.035,16.100,49.621,40.714,40.838,0.005,0.997,0.689,1.704E-01
215,5,10,40.000,0.760,10998.061,9844.722,9.493,1153.340,1153.339,2965129.598,2072.516,1835.808,1577.922,735.074,735.396,1193.144,1506.467,469.464,17.246,17.309,53.825,39.582,39.671,-0.015,0.998,0.667,1.360E-02
