# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
13,1,1,10.000,0.040,8799.220,8151.303,7.513,647.919,647.917,1231398.022,1284.988,1548.057,1231.311,55.377,262.224,975.472,1205.677,249.942,0.565,11.712,27.265,12.514,72.395,0.262,-0.009,0.954,2.622E+01
25,1,2,10.000,0.120,8799.316,8160.058,7.881,639.256,639.258,1356187.527,1328.472,1532.331,1211.480,121.744,287.404,982.540,1185.543,249.343,1.448,11.877,29.377,14.512,60.178,0.635,0.043,0.894,6.500E+01
37,1,3,10.000,0.200,8799.113,8157.831,8.325,641.279,641.282,1512641.041,1387.041,1525.236,1202.494,193.443,317.178,991.658,1178.506,238.988,2.503,11.463,30.544,15.694,48.893,0.780,-0.020,0.833,3.941E+01
49,1,4,10.000,0.280,8799.149,8160.502,8.750,638.649,638.646,1671527.592,1442.011,1507.520,1179.942,276.440,361.577,1006.738,1158.424,224.313,3.802,10.959,32.022,16.368,38.344,0.858,-0.014,0.770,1.866E+01
61,1,5,10.000,0.360,8798.893,8164.641,9.078,634.269,634.252,1799786.300,1483.934,1483.101,1148.579,355.024,414.076,1026.764,1128.701,212.763,5.050,10.675,34.270,16.482,30.919,0.865,-0.003,0.715,1.080E+01
73,1,6,10.000,0.440,8798.821,8173.999,9.287,624.810,624.823,1885467.512,1508.599,1447.191,1101.821,431.515,475.961,1053.244,1081.580,210.222,6.313,10.999,38.810,16.294,26.211,0.857,0.018,0.667,4.084E+00
85,1,7,10.000,0.520,8799.077,8172.708,9.461,626.361,626.369,1956380.760,1532.553,1425.997,1073.831,486.859,524.365,1075.985,1052.777,211.599,7.170,11.365,43.009,15.988,23.799,0.828,0.051,0.635,2.849E-01
14,2,1,30.000,0.040,8800.139,8168.638,7.372,631.498,631.501,1188492.772,1259.876,1532.962,1212.278,56.905,257.269,974.152,1186.910,246.705,1.419,11.742,27.114,32.114,73.524,0.281,-0.116,0.959,8.894E+01
26,2,2,30.000,0.120,8799.498,8191.251,7.585,608.250,608.247,1261516.313,1277.294,1504.195,1175.691,122.278,277.412,979.664,1149.607,246.279,3.138,12.092,29.319,31.731,62.595,0.701,-0.009,0.907,3.664E+02
38,2,3,30.000,0.200,8799.188,8204.503,7.872,594.682,594.685,1360756.047,1309.353,1482.751,1148.127,194.727,304.079,987.547,1122.744,240.085,5.036,12.070,31.150,31.148,52.143,0.737,0.000,0.852,3.012E+02
