# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
13,1,1,10.000,0.040,10994.796,10116.565,7.217,878.226,878.231,1762666.242,1591.840,1812.873,1551.179,42.013,51.391,940.970,1550.868,31.022,0.356,1.146,2.881,13.076,37.131,0.103,0.064,0.958,8.574E+03
25,1,2,10.000,0.120,10993.990,10073.742,7.750,920.252,920.248,2023374.107,1694.175,1850.264,1594.717,102.942,106.628,945.597,1594.281,37.290,0.863,1.340,3.588,13.462,20.470,0.301,0.074,0.900,1.347E+03
37,1,3,10.000,0.200,10994.651,10061.582,8.238,933.075,933.069,2283025.418,1775.850,1849.854,1594.241,188.929,191.226,958.828,1593.232,56.725,1.700,2.039,5.923,14.399,17.256,0.660,0.094,0.826,1.146E+02
49,1,4,10.000,0.280,10995.440,10051.582,8.638,943.872,943.858,2507210.853,1843.388,1840.960,1583.912,271.531,273.313,978.511,1581.912,79.566,2.612,2.879,9.043,15.341,16.925,0.771,0.090,0.763,2.307E+01
61,1,5,10.000,0.360,10995.399,10059.177,8.893,936.219,936.222,2659197.399,1880.348,1807.658,1545.080,352.691,354.384,1004.177,1541.574,104.019,3.619,3.860,13.085,15.959,17.069,0.820,0.131,0.708,6.615E+00
73,1,6,10.000,0.440,10995.749,10081.881,9.026,913.910,913.869,2745738.323,1892.325,1754.526,1482.568,432.940,433.991,1034.955,1477.166,126.453,4.729,4.893,17.942,16.357,16.940,0.847,0.130,0.660,2.136E+00
85,1,7,10.000,0.520,10996.360,10092.216,9.179,904.131,904.144,2842195.463,1913.027,1710.284,1429.935,510.224,510.871,1069.473,1422.719,143.481,5.621,5.759,22.961,15.931,16.311,0.849,0.164,0.616,6.679E-01
97,1,8,10.000,0.600,10996.964,10086.695,9.366,910.272,910.270,2957394.401,1945.761,1681.047,1394.835,581.035,581.271,1104.835,1386.007,156.689,6.332,6.450,27.888,15.357,15.638,0.821,0.158,0.580,8.221E-02
109,1,9,10.000,0.680,10997.055,10063.580,9.507,933.475,933.475,3040048.813,1977.732,1665.683,1376.279,651.580,651.607,1143.406,1360.391,208.522,8.712,8.715,38.275,18.651,18.664,0.691,-0.237,0.560,1.891E-04
14,2,1,30.000,0.040,10995.648,10127.716,7.142,867.937,867.932,1728263.359,1575.300,1802.514,1539.059,42.919,52.487,941.031,1538.602,37.525,0.826,1.397,3.491,31.035,45.638,0.175,0.053,0.963,2.580E+04
26,2,2,30.000,0.120,10994.660,10126.194,7.443,868.461,868.466,1876202.300,1621.862,1797.886,1533.636,105.640,111.793,946.193,1532.183,66.748,2.079,2.494,6.541,31.730,36.660,0.539,0.085,0.912,5.761E+03
38,2,3,30.000,0.200,10995.238,10132.873,7.754,862.361,862.366,2037459.614,1667.673,1778.938,1511.379,188.521,192.288,959.041,1507.617,106.567,3.756,4.043,11.271,31.685,33.656,0.675,0.154,0.850,7.195E+02
50,2,4,30.000,0.280,10995.743,10118.030,8.109,877.654,877.713,2224800.393,1730.659,1774.931,1506.660,269.897,272.898,978.395,1499.640,145.270,5.267,5.533,16.397,30.856,32.163,0.624,0.267,0.795,1.325E+02
62,2,5,30.000,0.360,10996.530,10099.550,8.421,896.995,896.979,2394964.166,1788.725,1768.781,1499.411,351.259,353.344,1003.811,1487.908,185.368,6.855,7.101,22.216,30.686,31.642,0.543,0.409,0.748,3.291E+01
74,2,6,30.000,0.440,10996.923,10083.899,8.646,912.989,913.024,2520096.182,1831.313,1753.888,1481.813,431.887,433.497,1034.748,1463.856,229.989,8.681,8.929,29.065,31.285,32.042,0.463,0.545,0.710,9.127E+00
86,2,7,30.000,0.520,10997.467,10072.381,8.791,925.089,925.086,2602827.387,1859.734,1730.928,1454.564,510.543,511.494,1069.771,1428.361,274.850,10.648,10.892,36.377,31.897,32.503,0.394,0.706,0.679,2.258E+00
98,2,8,30.000,0.600,10997.838,10052.726,8.887,945.122,945.112,2654761.297,1883.613,1712.263,1432.302,587.562,588.136,1108.462,1394.550,326.682,12.965,13.184,44.076,33.291,33.742,0.311,0.858,0.659,4.118E-01
110,2,9,30.000,0.680,10998.541,10025.122,8.938,973.418,973.419,2677673.902,1904.001,1698.894,1416.293,662.987,663.350,1150.138,1363.201,384.147,15.622,15.738,51.435,35.179,35.387,0.224,0.962,0.649,4.594E-02
122,2,10,30.000,0.760,10999.215,9993.742,9.001,1005.474,1005.473,2707553.384,1928.349,1692.138,1408.182,728.429,728.570,1188.948,1340.704,430.682,17.767,17.809,56.958,36.191,36.238,0.155,0.987,0.640,1.255E-03
15,3,1,50.000,0.040,10996.297,10149.400,6.984,846.897,846.897,1656154.115,1540.581,1781.378,1514.251,42.780,54.259,941.131,1513.520,47.030,1.255,1.780,4.386,50.843,60.084,0.281,0.054,0.973,5.159E+04
27,3,2,50.000,0.120,10996.406,10161.568,7.133,834.842,834.838,1729597.547,1557.739,1764.308,1494.131,104.943,111.362,946.143,1491.449,89.483,3.116,3.433,8.719,50.792,53.468,0.489,0.132,0.936,1.214E+04
