# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
25,1,2,10.000,0.120,10999.973,10326.742,6.569,673.232,673.231,1491377.884,1394.496,1573.876,1263.619,135.588,260.340,974.967,1245.459,213.460,1.416,9.725,24.932,13.361,55.077,-0.550,0.080,0.879,3.998E+01
37,1,3,10.000,0.200,11000.129,10293.449,7.075,706.680,706.679,1724412.079,1491.244,1601.405,1297.745,199.717,281.702,980.888,1283.692,190.468,1.865,8.440,23.425,12.288,42.542,-0.291,-0.031,0.823,9.129E+01
49,1,4,10.000,0.280,10999.723,10261.966,7.597,737.754,737.758,1981436.837,1589.252,1621.126,1322.004,275.752,319.006,992.245,1312.458,158.586,2.448,6.890,21.079,11.883,29.810,-0.121,-0.009,0.761,6.157E+01
61,1,5,10.000,0.360,10999.238,10238.170,8.030,761.114,761.068,2208342.496,1669.601,1625.043,1326.804,353.630,375.003,1011.638,1319.881,135.365,3.043,5.856,19.808,11.514,21.160,0.000,-0.020,0.704,2.658E+01
73,1,6,10.000,0.440,10999.006,10230.435,8.304,768.572,768.571,2359513.174,1717.619,1603.750,1300.638,431.062,446.898,1040.434,1293.115,139.693,3.801,6.166,22.907,11.564,18.215,0.117,-0.008,0.656,7.998E+00
85,1,7,10.000,0.520,10998.810,10227.870,8.455,770.926,770.940,2445492.585,1743.514,1581.484,1273.082,487.243,501.584,1065.069,1264.398,148.441,4.433,6.696,26.649,11.698,17.214,0.188,0.002,0.624,6.582E-01
14,2,1,30.000,0.040,11001.321,10339.524,6.057,661.798,661.797,1269836.107,1306.832,1565.564,1253.251,65.629,248.391,971.845,1230.743,236.450,1.693,10.875,25.526,34.341,72.162,-0.916,-0.401,0.953,6.708E+00
26,2,2,30.000,0.120,11000.551,10307.639,6.536,692.910,692.912,1473809.124,1397.833,1593.525,1288.009,130.912,260.462,975.000,1268.057,225.829,2.974,10.098,25.298,30.830,60.116,-0.636,-0.085,0.900,1.325E+02
38,2,3,30.000,0.200,11000.090,10265.090,7.042,734.997,735.000,1703701.975,1497.974,1629.629,1332.417,197.889,282.036,980.983,1315.016,214.640,4.315,9.270,24.829,30.530,49.556,-0.435,-0.066,0.849,1.797E+02
50,2,4,30.000,0.280,10999.727,10252.588,7.396,747.155,747.139,1876376.599,1560.318,1629.826,1332.659,275.467,321.118,992.926,1316.223,208.649,6.060,9.008,25.820,30.751,40.523,-0.200,-0.056,0.797,9.680E+01
