# histogram parameters 
# dx = 20.0
# dy = 0.08
# nx = 10
# ny = 15
# xmin = 0.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
25,1,2,10.000,0.120,11000.177,10272.481,6.878,727.696,727.696,1626437.656,1468.325,1627.603,1329.938,144.286,263.095,975.706,1312.889,212.269,1.634,9.184,23.936,15.274,53.786,-0.867,0.073,0.873,4.816E+00
37,1,3,10.000,0.200,11000.251,10259.121,7.237,741.133,741.130,1797958.212,1532.068,1635.551,1339.653,199.524,282.761,981.192,1325.643,193.242,1.996,8.294,23.057,13.619,43.111,-0.621,-0.046,0.825,2.176E+01
49,1,4,10.000,0.280,10999.702,10221.760,7.798,777.943,777.943,2079314.487,1638.447,1660.969,1370.571,277.376,320.067,992.586,1361.207,159.939,2.543,6.701,20.548,12.767,29.981,-0.446,-0.031,0.761,1.727E+01
61,1,5,10.000,0.360,10999.128,10185.517,8.294,813.587,813.611,2343606.295,1733.658,1677.969,1391.124,354.327,373.967,1011.254,1384.629,134.276,3.066,5.539,18.721,12.210,21.042,-0.375,0.011,0.705,8.873E+00
73,1,6,10.000,0.440,10998.710,10150.023,8.720,848.624,848.686,2580981.566,1816.934,1682.689,1396.814,434.452,449.629,1041.610,1389.751,140.289,3.643,5.764,21.344,11.858,18.180,-0.352,-0.011,0.654,3.506E+00
85,1,7,10.000,0.520,10998.265,10126.910,8.978,871.364,871.355,2729197.725,1867.741,1682.703,1396.830,487.140,499.875,1064.265,1389.303,144.818,4.027,5.951,23.418,11.682,16.840,-0.342,-0.010,0.624,3.667E-01
26,2,2,30.000,0.120,11000.587,10249.866,6.896,750.720,750.720,1631288.649,1481.509,1650.611,1357.999,145.938,263.152,975.722,1339.776,221.723,3.069,9.397,24.132,30.164,57.412,-0.826,0.041,0.888,1.139E+01
38,2,3,30.000,0.200,11000.096,10221.866,7.257,778.218,778.231,1801383.762,1551.460,1672.070,1384.003,200.181,284.771,981.773,1366.905,216.874,4.199,9.015,24.316,30.578,49.603,-0.677,-0.007,0.848,6.023E+01
50,2,4,30.000,0.280,10999.629,10185.502,7.723,814.130,814.127,2032350.367,1641.692,1696.793,1413.773,274.405,321.183,992.946,1398.176,209.423,5.646,8.519,24.588,30.537,40.695,-0.494,-0.023,0.798,3.600E+01
62,2,5,30.000,0.360,10999.167,10165.755,8.064,833.392,833.412,2211389.299,1704.689,1696.292,1413.171,353.289,377.947,1012.733,1396.200,218.353,7.245,8.889,27.300,30.352,35.291,-0.320,0.070,0.750,1.432E+01
