# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 30   | ylabel: Missing Momentum, P_{m} [GeV/c] 
# xbins      = 19   | xlabel: #theta_{rq} [deg] 
# ybin width = 0.040 
# xbin width = 10.000 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     22         1         1             5         0        10        0.02         0        0.04     62.6788        31.748
     23         2         1            15        10        20        0.02         0        0.04     168.969       55.6019
     24         3         1            25        20        30        0.02         0        0.04     243.538        66.781
     25         4         1            35        30        40        0.02         0        0.04      429.71       89.8087
     26         5         1            45        40        50        0.02         0        0.04     365.366       89.6356
     27         6         1            55        50        60        0.02         0        0.04     146.154       53.7129
     28         7         1            65        60        70        0.02         0        0.04     334.875       87.7166
     29         8         1            75        70        80        0.02         0        0.04     289.437       75.7386
     30         9         1            85        80        90        0.02         0        0.04     259.917       78.5379
     31        10         1            95        90       100        0.02         0        0.04     80.5096        36.548
     32        11         1           105       100       110        0.02         0        0.04     71.8675        39.752
     33        12         1           115       110       120        0.02         0        0.04      12.381        12.381
     34        13         1           125       120       130        0.02         0        0.04           0             0
     35        14         1           135       130       140        0.02         0        0.04           0             0
     36        15         1           145       140       150        0.02         0        0.04           0             0
     37        16         1           155       150       160        0.02         0        0.04           0             0
     38        17         1           165       160       170        0.02         0        0.04           0             0
     39        18         1           175       170       180        0.02         0        0.04           0             0
     40        19         1           185       180       190        0.02         0        0.04           0             0
     43         1         2             5         0        10        0.06      0.04        0.08     239.839       43.3509
     44         2         2            15        10        20        0.06      0.04        0.08     700.854       70.6542
     45         3         2            25        20        30        0.06      0.04        0.08     1327.72       115.921
     46         4         2            35        30        40        0.06      0.04        0.08     1210.95       91.6451
     47         5         2            45        40        50        0.06      0.04        0.08     1616.57       117.908
     48         6         2            55        50        60        0.06      0.04        0.08     1597.66       114.708
     49         7         2            65        60        70        0.06      0.04        0.08     1345.62       109.152
     50         8         2            75        70        80        0.06      0.04        0.08     1063.17       93.1261
     51         9         2            85        80        90        0.06      0.04        0.08     787.028       82.9748
     52        10         2            95        90       100        0.06      0.04        0.08      309.19       50.9788
     53        11         2           105       100       110        0.06      0.04        0.08     115.229        29.819
     54        12         2           115       110       120        0.06      0.04        0.08     25.1817       12.9762
     55        13         2           125       120       130        0.06      0.04        0.08           0             0
     56        14         2           135       130       140        0.06      0.04        0.08           0             0
     57        15         2           145       140       150        0.06      0.04        0.08           0             0
     58        16         2           155       150       160        0.06      0.04        0.08           0             0
     59        17         2           165       160       170        0.06      0.04        0.08           0             0
     60        18         2           175       170       180        0.06      0.04        0.08           0             0
     61        19         2           185       180       190        0.06      0.04        0.08           0             0
     64         1         3             5         0        10         0.1      0.08        0.12     112.764       11.8677
     65         2         3            15        10        20         0.1      0.08        0.12      388.07       25.6073
     66         3         3            25        20        30         0.1      0.08        0.12     628.496         34.42
     67         4         3            35        30        40         0.1      0.08        0.12     965.384       45.3893
     68         5         3            45        40        50         0.1      0.08        0.12     1158.93       48.8152
