# 2D Histogram Bin Extraction 
#                   
# histogram parameters:  
# ybins      = 30   | ylabel: Missing Momentum, P_{m} [GeV/c] 
# xbins      = 19   | xlabel: #theta_{rq} [deg] 
# ybin width = 0.040 
# xbin width = 10.000 
#                   
# header definitions:
# ib:         (x,y)  bin number 
# xb:         x-axis bin number 
# yb:         y-axis bin number 
# x0:         x-axis central bin value 
# xlow:       x-axis low-edge bin value 
# xup:        x-axis up-edge bin value 
# y0:         y-axis central bin value 
# ylow:       y-axis low-edge bin value 
# yup:        y-axis up-edge bin value 
# zcont:      bin content (z-axis) 
# zcont_err:  bin content error (z-axis) 
#                                        
#! ib[i,0]/  xb[i,1]/  yb[i,2]/  x0[f,3]/  xlow[f,4]/  xup[f,5]/  y0[f,6]/  ylow[f,7]/  yup[f,8]/  zcont[f,9]/  zcont_err[f,10]/  
     22         1         1             5         0        10        0.02         0        0.04     69.6118       16.1483
     23         2         1            15        10        20        0.02         0        0.04     156.598       23.4021
     24         3         1            25        20        30        0.02         0        0.04     194.031       26.3749
     25         4         1            35        30        40        0.02         0        0.04     355.365       35.1817
     26         5         1            45        40        50        0.02         0        0.04     333.952        35.358
     27         6         1            55        50        60        0.02         0        0.04     247.278       30.0992
     28         7         1            65        60        70        0.02         0        0.04     238.079       30.7152
     29         8         1            75        70        80        0.02         0        0.04     184.897       26.2349
     30         9         1            85        80        90        0.02         0        0.04     110.952       20.6218
     31        10         1            95        90       100        0.02         0        0.04     97.5164       20.1614
     32        11         1           105       100       110        0.02         0        0.04     30.3218       12.0194
     33        12         1           115       110       120        0.02         0        0.04     26.0874       9.52965
     34        13         1           125       120       130        0.02         0        0.04     1.56597       1.56597
     35        14         1           135       130       140        0.02         0        0.04           0             0
     36        15         1           145       140       150        0.02         0        0.04           0             0
     37        16         1           155       150       160        0.02         0        0.04           0             0
     38        17         1           165       160       170        0.02         0        0.04           0             0
     39        18         1           175       170       180        0.02         0        0.04           0             0
     40        19         1           185       180       190        0.02         0        0.04           0             0
     43         1         2             5         0        10        0.06      0.04        0.08     234.904       17.2706
     44         2         2            15        10        20        0.06      0.04        0.08     656.623       29.9117
     45         3         2            25        20        30        0.06      0.04        0.08     1023.35       38.5487
     46         4         2            35        30        40        0.06      0.04        0.08     1283.93       43.2371
     47         5         2            45        40        50        0.06      0.04        0.08     1408.69       46.0191
     48         6         2            55        50        60        0.06      0.04        0.08     1325.16       45.0681
     49         7         2            65        60        70        0.06      0.04        0.08     1177.16       42.2022
     50         8         2            75        70        80        0.06      0.04        0.08     917.463       36.5793
     51         9         2            85        80        90        0.06      0.04        0.08     575.616       30.0573
     52        10         2            95        90       100        0.06      0.04        0.08      218.45       17.5945
     53        11         2           105       100       110        0.06      0.04        0.08     112.629       13.8112
     54        12         2           115       110       120        0.06      0.04        0.08     18.1031       4.69229
     55        13         2           125       120       130        0.06      0.04        0.08     2.18727       2.18727
     56        14         2           135       130       140        0.06      0.04        0.08           0             0
     57        15         2           145       140       150        0.06      0.04        0.08           0             0
     58        16         2           155       150       160        0.06      0.04        0.08           0             0
     59        17         2           165       160       170        0.06      0.04        0.08           0             0
     60        18         2           175       170       180        0.06      0.04        0.08           0             0
     61        19         2           185       180       190        0.06      0.04        0.08           0             0
     64         1         3             5         0        10         0.1      0.08        0.12     145.378       7.00727
     65         2         3            15        10        20         0.1      0.08        0.12      427.65        12.492
     66         3         3            25        20        30         0.1      0.08        0.12     763.723       18.2404
     67         4         3            35        30        40         0.1      0.08        0.12     947.669       21.0619
     68         5         3            45        40        50         0.1      0.08        0.12     1132.35       23.4981
