# d2pol dilution factors (fieldON) 
# 
# Header Definitions: 
#        
# pm_bin      : missing momentum bin (GeV/c)
# thrq_bin    : neutron recoil angle bin (deg)# d2          : d(e ep) counts  
# d2_err       : d(e ep) counts absolute error  
# he4          : he4(e ep) counts  
# he4_err       : he4(e ep) counts absolute error  
# n14          : n14(e ep) counts  
# n14_err       : n14(e ep) counts absolute error  
# dilution       : dilution factor defined as N_D / (N_D + N_14 + N_He)
# dilution_err   : absolute error on dilution factor
thrq_bin,pm_bin,d2,d2_err,he4,he4_err,n14,n14_err,dilution,dilution_err
10.0,0.410,5.1,2.257,1.4,1.204,0.8,0.876,0.697,0.170
10.0,0.430,4.6,2.136,1.3,1.139,0.7,0.817,0.699,0.180
10.0,0.450,3.8,1.949,1.2,1.096,0.6,0.799,0.674,0.197
10.0,0.470,3.4,1.849,1.1,1.025,0.6,0.752,0.679,0.208
10.0,0.490,3.0,1.722,0.8,0.870,0.4,0.640,0.718,0.221
10.0,0.510,2.5,1.590,0.1,0.376,0.1,0.314,0.913,0.169
10.0,0.530,2.3,1.503,0.0,0.102,0.0,0.102,0.991,0.063
10.0,0.550,1.8,1.342,0.0,0.028,0.0,0.042,0.999,0.028
10.0,0.570,1.4,1.197,0.0,0.010,0.0,0.023,1.000,0.017
10.0,0.590,1.1,1.040,0.0,0.006,0.0,0.018,1.000,0.018
10.0,0.610,0.8,0.881,0.0,0.010,nan,nan,nan,nan
10.0,0.630,0.5,0.711,nan,nan,nan,nan,nan,nan
10.0,0.650,0.3,0.558,nan,nan,nan,nan,nan,nan
10.0,0.670,0.2,0.401,nan,nan,nan,nan,nan,nan
10.0,0.690,0.1,0.258,nan,nan,nan,nan,nan,nan
10.0,0.710,0.0,0.145,nan,nan,nan,nan,nan,nan
10.0,0.730,0.0,0.070,nan,nan,nan,nan,nan,nan
10.0,0.750,0.0,0.024,nan,nan,nan,nan,nan,nan
10.0,0.770,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.790,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.810,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.830,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.850,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.870,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.890,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.910,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.930,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.950,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.970,nan,nan,nan,nan,nan,nan,nan,nan
10.0,0.990,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.010,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.030,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.050,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.070,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.090,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.110,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.130,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.150,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.170,nan,nan,nan,nan,nan,nan,nan,nan
10.0,1.190,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.010,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.030,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.050,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.070,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.090,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.110,nan,nan,nan,nan,nan,nan,nan,nan
30.0,0.130,30.8,5.547,nan,nan,nan,nan,nan,nan
30.0,0.150,159.8,12.639,0.4,0.595,10.7,3.268,0.935,0.019
30.0,0.170,313.9,17.716,2.0,1.426,94.7,9.733,0.764,0.021
30.0,0.190,395.0,19.875,5.9,2.438,208.9,14.453,0.648,0.019
30.0,0.210,424.6,20.606,11.7,3.417,262.5,16.201,0.608,0.018
30.0,0.230,366.1,19.133,17.2,4.142,279.1,16.705,0.553,0.019
30.0,0.250,286.6,16.929,22.3,4.720,253.0,15.906,0.510,0.021
30.0,0.270,229.9,15.164,22.0,4.692,191.9,13.853,0.518,0.024
30.0,0.290,168.0,12.960,22.3,4.727,119.8,10.945,0.542,0.028
30.0,0.310,126.3,11.239,19.4,4.401,60.5,7.775,0.613,0.034
30.0,0.330,90.8,9.527,17.4,4.167,30.0,5.477,0.657,0.040
30.0,0.350,68.9,8.299,14.6,3.827,18.6,4.310,0.675,0.046
30.0,0.370,51.9,7.207,12.4,3.520,13.4,3.657,0.668,0.053
30.0,0.390,38.9,6.240,10.0,3.164,10.0,3.167,0.660,0.062
30.0,0.410,29.8,5.455,8.2,2.860,7.5,2.736,0.655,0.071
30.0,0.430,23.1,4.809,6.5,2.541,5.7,2.396,0.655,0.080
30.0,0.450,18.4,4.288,5.2,2.286,4.4,2.089,0.657,0.090
30.0,0.470,14.4,3.796,4.2,2.039,3.4,1.838,0.657,0.101
30.0,0.490,11.5,3.398,2.8,1.670,2.3,1.502,0.696,0.113
30.0,0.510,9.3,3.053,0.7,0.852,0.6,0.800,0.872,0.102
30.0,0.530,7.5,2.742,0.1,0.345,0.1,0.375,0.967,0.064
30.0,0.550,5.7,2.384,0.0,0.170,0.0,0.192,0.989,0.044
30.0,0.570,4.5,2.129,0.0,0.090,0.0,0.115,0.995,0.032
30.0,0.590,3.5,1.883,0.0,0.060,0.0,0.050,0.998,0.022
30.0,0.610,2.9,1.695,0.0,0.036,0.0,0.028,0.999,0.016
30.0,0.630,2.3,1.517,0.0,0.017,nan,nan,nan,nan
30.0,0.650,1.9,1.390,0.0,0.021,nan,nan,nan,nan
30.0,0.670,1.8,1.323,nan,nan,nan,nan,nan,nan
30.0,0.690,1.5,1.240,nan,nan,nan,nan,nan,nan
30.0,0.710,1.5,1.232,nan,nan,nan,nan,nan,nan
30.0,0.730,1.3,1.151,nan,nan,nan,nan,nan,nan
30.0,0.750,1.2,1.107,nan,nan,nan,nan,nan,nan
30.0,0.770,1.2,1.074,nan,nan,nan,nan,nan,nan
30.0,0.790,1.0,1.024,nan,nan,nan,nan,nan,nan
30.0,0.810,0.9,0.962,nan,nan,nan,nan,nan,nan
30.0,0.830,0.8,0.877,nan,nan,nan,nan,nan,nan
30.0,0.850,0.6,0.805,nan,nan,nan,nan,nan,nan
30.0,0.870,0.5,0.711,nan,nan,nan,nan,nan,nan
30.0,0.890,0.4,0.615,nan,nan,nan,nan,nan,nan
30.0,0.910,0.3,0.510,nan,nan,nan,nan,nan,nan
30.0,0.930,0.2,0.391,nan,nan,nan,nan,nan,nan
30.0,0.950,0.1,0.315,nan,nan,nan,nan,nan,nan
30.0,0.970,0.0,0.201,nan,nan,nan,nan,nan,nan
30.0,0.990,0.0,0.130,nan,nan,nan,nan,nan,nan
30.0,1.010,0.0,0.076,nan,nan,nan,nan,nan,nan
30.0,1.030,0.0,0.030,nan,nan,nan,nan,nan,nan
30.0,1.050,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.070,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.090,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.110,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.130,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.150,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.170,nan,nan,nan,nan,nan,nan,nan,nan
30.0,1.190,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.010,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.030,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.050,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.070,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.090,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.110,nan,nan,nan,nan,nan,nan,nan,nan
50.0,0.130,117.7,10.847,nan,nan,5.5,2.350,nan,nan
50.0,0.150,684.7,26.167,1.0,0.976,157.5,12.550,0.812,0.013
50.0,0.170,1274.9,35.706,14.9,3.859,382.1,19.547,0.763,0.010
50.0,0.190,1511.1,38.872,32.7,5.721,896.2,29.936,0.619,0.010
50.0,0.210,1283.9,35.832,56.6,7.523,863.3,29.382,0.583,0.011
50.0,0.230,944.7,30.736,58.8,7.666,862.1,29.362,0.506,0.012
50.0,0.250,635.6,25.212,60.1,7.749,559.6,23.656,0.506,0.014
50.0,0.270,446.9,21.141,54.7,7.397,359.2,18.954,0.519,0.017
50.0,0.290,295.6,17.194,45.2,6.725,201.0,14.177,0.546,0.021
50.0,0.310,203.5,14.265,35.3,5.939,105.5,10.273,0.591,0.026
50.0,0.330,140.4,11.851,27.6,5.257,48.4,6.959,0.649,0.032
50.0,0.350,105.3,10.264,21.2,4.601,27.9,5.279,0.682,0.037
50.0,0.370,83.6,9.143,16.6,4.078,17.8,4.223,0.708,0.042
50.0,0.390,73.4,8.566,13.7,3.705,13.2,3.634,0.732,0.044
50.0,0.410,65.2,8.075,11.2,3.354,9.9,3.147,0.755,0.046
50.0,0.430,58.0,7.614,9.4,3.062,8.3,2.874,0.767,0.049
50.0,0.450,56.7,7.531,7.8,2.784,6.0,2.448,0.805,0.047
50.0,0.470,56.0,7.485,6.3,2.504,5.2,2.277,0.830,0.046
50.0,0.490,54.5,7.379,4.3,2.071,3.2,1.795,0.879,0.041
50.0,0.510,54.1,7.352,1.3,1.139,1.1,1.025,0.958,0.027
50.0,0.530,52.1,7.221,0.2,0.486,0.3,0.540,0.990,0.014
50.0,0.550,51.1,7.145,0.1,0.247,0.1,0.347,0.996,0.008
50.0,0.570,46.9,6.847,0.0,0.158,0.1,0.227,0.998,0.006
50.0,0.590,43.3,6.583,0.0,0.111,0.0,0.115,0.999,0.004
50.0,0.610,40.5,6.366,0.0,0.086,0.0,0.131,0.999,0.004
50.0,0.630,35.8,5.987,0.0,0.056,0.0,0.093,1.000,0.003
50.0,0.650,31.8,5.642,0.0,0.033,0.0,0.072,1.000,0.002
50.0,0.670,27.1,5.208,0.0,0.032,0.0,0.034,1.000,0.002
50.0,0.690,23.6,4.862,0.0,0.033,0.0,0.027,1.000,0.002
50.0,0.710,20.3,4.504,nan,nan,nan,nan,nan,nan
50.0,0.730,16.5,4.067,nan,nan,nan,nan,nan,nan
50.0,0.750,12.9,3.597,nan,nan,nan,nan,nan,nan
50.0,0.770,9.4,3.067,nan,nan,nan,nan,nan,nan
50.0,0.790,7.0,2.643,nan,nan,nan,nan,nan,nan
50.0,0.810,4.9,2.209,nan,nan,nan,nan,nan,nan
50.0,0.830,3.3,1.824,nan,nan,nan,nan,nan,nan
50.0,0.850,2.0,1.427,nan,nan,nan,nan,nan,nan
50.0,0.870,1.2,1.098,nan,nan,nan,nan,nan,nan
50.0,0.890,0.6,0.803,nan,nan,nan,nan,nan,nan
50.0,0.910,0.3,0.571,nan,nan,nan,nan,nan,nan
50.0,0.930,0.2,0.393,nan,nan,nan,nan,nan,nan
50.0,0.950,0.1,0.250,nan,nan,nan,nan,nan,nan
50.0,0.970,0.0,0.152,nan,nan,nan,nan,nan,nan
50.0,0.990,0.0,0.088,nan,nan,nan,nan,nan,nan
50.0,1.010,0.0,0.040,nan,nan,nan,nan,nan,nan
50.0,1.030,0.0,0.020,nan,nan,nan,nan,nan,nan
50.0,1.050,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.070,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.090,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.110,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.130,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.150,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.170,nan,nan,nan,nan,nan,nan,nan,nan
50.0,1.190,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.010,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.030,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.050,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.070,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.090,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.110,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.130,4.2,2.052,nan,nan,nan,nan,nan,nan
70.0,0.150,140.5,11.855,nan,nan,53.0,7.281,nan,nan
70.0,0.170,544.9,23.343,0.8,0.914,218.8,14.792,0.713,0.016
70.0,0.190,852.5,29.198,13.2,3.631,558.0,23.622,0.599,0.013
70.0,0.210,912.0,30.200,29.7,5.450,869.2,29.482,0.504,0.012
70.0,0.230,780.3,27.934,56.1,7.487,986.5,31.408,0.428,0.012
70.0,0.250,582.4,24.134,66.2,8.133,704.1,26.534,0.431,0.013
70.0,0.270,435.9,20.878,69.3,8.327,477.3,21.847,0.444,0.016
70.0,0.290,307.4,17.533,61.1,7.816,231.2,15.204,0.513,0.020
70.0,0.310,227.8,15.094,47.2,6.868,140.7,11.861,0.548,0.024
70.0,0.330,185.7,13.626,37.3,6.109,61.3,7.829,0.653,0.028
70.0,0.350,157.9,12.567,28.6,5.351,39.7,6.299,0.698,0.031
70.0,0.370,136.4,11.679,21.6,4.644,24.1,4.910,0.749,0.032
70.0,0.390,126.7,11.255,18.6,4.309,17.9,4.228,0.777,0.033
70.0,0.410,113.7,10.663,14.0,3.745,12.9,3.587,0.809,0.033
70.0,0.430,102.1,10.105,10.9,3.306,10.2,3.192,0.829,0.034
70.0,0.450,88.2,9.393,9.1,3.010,7.9,2.818,0.838,0.036
70.0,0.470,74.8,8.651,6.8,2.603,5.8,2.403,0.856,0.038
70.0,0.490,60.7,7.790,4.5,2.123,4.0,1.990,0.878,0.039
70.0,0.510,50.7,7.118,0.9,0.949,0.8,0.892,0.968,0.024
70.0,0.530,39.1,6.250,0.1,0.326,0.1,0.383,0.994,0.013
70.0,0.550,28.0,5.292,0.0,0.119,0.0,0.164,0.999,0.007
70.0,0.570,20.8,4.564,0.0,0.026,0.0,0.022,1.000,0.002
70.0,0.590,15.1,3.887,nan,nan,0.0,0.054,nan,nan
70.0,0.610,10.0,3.155,nan,nan,nan,nan,nan,nan
70.0,0.630,6.7,2.588,nan,nan,nan,nan,nan,nan
70.0,0.650,4.2,2.054,nan,nan,nan,nan,nan,nan
70.0,0.670,2.4,1.550,nan,nan,nan,nan,nan,nan
70.0,0.690,1.3,1.147,nan,nan,nan,nan,nan,nan
70.0,0.710,0.7,0.817,nan,nan,nan,nan,nan,nan
70.0,0.730,0.3,0.519,nan,nan,nan,nan,nan,nan
70.0,0.750,0.1,0.327,nan,nan,nan,nan,nan,nan
70.0,0.770,0.0,0.168,nan,nan,nan,nan,nan,nan
70.0,0.790,0.0,0.071,nan,nan,nan,nan,nan,nan
70.0,0.810,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.830,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.850,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.870,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.890,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.910,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.930,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.950,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.970,nan,nan,nan,nan,nan,nan,nan,nan
70.0,0.990,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.010,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.030,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.050,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.070,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.090,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.110,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.130,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.150,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.170,nan,nan,nan,nan,nan,nan,nan,nan
70.0,1.190,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.010,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.030,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.050,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.070,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.090,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.110,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.130,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.150,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.170,1.0,1.014,nan,nan,nan,nan,nan,nan
90.0,0.190,16.3,4.033,nan,nan,nan,nan,nan,nan
90.0,0.210,51.0,7.141,0.3,0.542,0.8,0.907,0.979,0.020
90.0,0.230,72.2,8.494,1.1,1.042,33.3,5.775,0.677,0.045
90.0,0.250,95.4,9.767,3.2,1.778,88.1,9.387,0.511,0.037
90.0,0.270,105.8,10.286,6.5,2.557,74.1,8.609,0.567,0.036
90.0,0.290,93.0,9.642,8.7,2.949,64.5,8.028,0.560,0.039
90.0,0.310,76.2,8.729,8.9,2.981,22.6,4.752,0.708,0.044
90.0,0.330,53.5,7.312,7.1,2.667,7.8,2.799,0.782,0.050
90.0,0.350,37.4,6.113,4.7,2.157,1.9,1.393,0.850,0.054
90.0,0.370,21.9,4.684,3.4,1.842,0.9,0.968,0.835,0.072
90.0,0.390,13.0,3.602,1.9,1.365,0.5,0.703,0.846,0.092
90.0,0.410,6.8,2.613,1.0,1.017,0.0,0.196,0.864,0.122
90.0,0.430,2.9,1.717,0.5,0.692,nan,nan,nan,nan
90.0,0.450,1.2,1.085,0.1,0.335,nan,nan,nan,nan
90.0,0.470,0.2,0.432,0.0,0.168,nan,nan,nan,nan
90.0,0.490,nan,nan,0.0,0.038,nan,nan,nan,nan
90.0,0.510,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.530,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.550,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.570,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.590,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.610,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.630,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.650,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.670,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.690,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.710,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.730,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.750,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.770,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.790,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.810,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.830,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.850,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.870,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.890,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.910,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.930,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.950,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.970,nan,nan,nan,nan,nan,nan,nan,nan
90.0,0.990,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.010,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.030,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.050,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.070,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.090,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.110,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.130,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.150,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.170,nan,nan,nan,nan,nan,nan,nan,nan
90.0,1.190,nan,nan,nan,nan,nan,nan,nan,nan
