0.000    0.000    5.000    0.000    0.000    0.000    0.000    
1.000    0.000    5.001    0.000    0.000    0.000    0.000    
2.000    0.000    5.003    0.000    0.000    0.000    0.000    
3.000    0.000    5.008    0.000    0.000    0.000    0.000    
4.000    0.000    5.020    0.000    0.000    0.000    0.000    
5.000    0.000    5.043    0.000    0.000    0.000    0.000    
6.000    0.000    5.075    0.000    0.000    0.000    0.000    
7.000    0.000    5.107    0.000    0.000    0.000    0.000    
8.000    0.000    5.124    0.000    0.000    0.000    0.000    
9.000    0.000    5.109    0.000    0.000    0.000    0.000    
10.000   0.000    5.055    0.000    0.000    0.000    0.000    
11.000   0.000    4.958    0.000    0.000    0.000    0.000    
12.000   0.000    4.823    0.000    0.000    0.000    0.000    
13.000   0.000    4.656    0.000    0.000    0.000    0.000    
14.000   0.000    4.466    0.000    0.000    0.000    0.000    
15.000   0.000    4.261    0.000    0.000    0.000    0.000    
16.000   0.000    4.044    0.000    0.000    0.000    0.000    
17.000   0.000    3.823    0.000    0.000    0.000    0.000    
18.000   0.000    3.601    0.000    0.000    0.000    0.000    
19.000   0.000    3.380    0.000    0.000    0.000    0.000    
20.000   0.000    3.165    0.000    0.000    0.000    0.000    
21.000   0.000    2.956    0.000    0.000    0.000    0.000    
22.000   0.000    2.756    0.000    0.000    0.000    0.000    
23.000   0.000    2.565    0.000    0.000    0.000    0.000    
24.000   0.000    2.384    0.000    0.000    0.000    0.000    
25.000   0.000    2.213    0.000    0.000    0.000    0.000    
26.000   0.000    2.053    0.000    0.000    0.000    0.000    
27.000   0.000    1.904    0.000    0.000    0.000    0.000    
28.000   0.000    1.765    0.000    0.000    0.000    0.000    
29.000   0.000    1.636    0.000    0.000    0.000    0.000    
30.000   0.000    1.517    0.000    0.000    0.000    0.000    
31.000   0.000    1.406    0.000    0.000    0.000    0.000    
32.000   0.000    1.305    0.000    0.000    0.000    0.000    
33.000   0.000    1.211    0.000    0.000    0.000    0.000    
34.000   0.000    1.124    0.000    0.000    0.000    0.000    
35.000   0.000    1.045    0.000    0.000    0.000    0.000    
36.000   0.000    0.972    0.000    0.000    0.000    0.000    
37.000   0.000    0.905    0.000    0.000    0.000    0.000    
38.000   0.000    0.843    0.000    0.000    0.000    0.000    
39.000   0.000    0.786    0.000    0.000    0.000    0.000    
40.000   0.000    0.733    0.000    0.000    0.000    0.000    
41.000   0.000    0.685    0.000    0.000    0.000    0.000    
42.000   0.000    0.641    0.000    0.000    0.000    0.000    
43.000   0.000    0.600    0.000    0.000    0.000    0.000    
44.000   0.000    0.562    0.000    0.000    0.000    0.000    
45.000   0.000    0.527    0.000    0.000    0.000    0.000    
46.000   0.000    0.495    0.000    0.000    0.000    0.000    
47.000   0.000    0.465    0.000    0.000    0.000    0.000    
