#number of gauss points for the integrations
    # nphi, nflex, nen
#  15  30  40
# upper limit alam=  12.00000
#form factor param. 16
#pm = q-p
 # The ejected nucleon is a proton.
 # Both the direct and the exchange term are included.
 # Calculation is done for on-shell FSI.
 # Momentum distribution is calculated.
# central NN included  1
# spin-orbit NN included  1
# double spin-flip NN included  1
# inv. NN S  1
# inv. NN V  1
# inv. NN T  1
# inv. NN P  1
# inv. NN A  1

Kinematics taken from Carlos' spreadsheet d2_pm800_thrq72_fsi with cos([phi)

first column   pmiss (GeV)  
second column  diff Xsec (nb/GeV/sr^2)    
third column   diff PWIA Xsec  (nb/GeV/sr^2)

   1.09941 0.4985725E-02 0.7755167E-04 
   1.12310 0.3789839E-02 0.6051624E-04 
   1.15846 0.2409598E-02 0.4278674E-04 
   1.18532 0.1763698E-02 0.3346755E-04 
   0.21955 0.5823015E+00 0.8256133E+00 
   0.24031 0.3524037E+00 0.4920217E+00 
   0.28184 0.1698454E+00 0.2038229E+00 
   0.31708 0.1196124E+00 0.1073107E+00 
   0.36286 0.1000313E+00 0.5585645E-01 
   0.38238 0.9631868E-01 0.4450245E-01 
   0.44405 0.9257544E-01 0.2394205E-01 
   0.47746 0.9430681E-01 0.1817293E-01 
   0.51934 0.9748622E-01 0.1316540E-01 
   0.57457 0.8813413E-01 0.8716310E-02 
   0.61051 0.1042337E+00 0.6795643E-02 
   0.64014 0.1076614E+00 0.5365080E-02 
   0.68368 0.1003004E+00 0.3761723E-02 
   0.71943 0.9026505E-01 0.2770847E-02 
   0.75825 0.7329105E-01 0.2000763E-02 
   0.79803 0.5361519E-01 0.1397437E-02 
   0.83825 0.3645207E-01 0.9489186E-03 
   0.87919 0.2335342E-01 0.6472554E-03 
   0.91951 0.1448969E-01 0.4383341E-03 
   0.95946 0.8877173E-02 0.2962996E-03 
   0.99992 0.5370778E-02 0.2030905E-03 
   1.04020 0.3154519E-02 0.1399464E-03 
   1.07977 0.1894713E-02 0.9830692E-04 
   1.11886 0.1127812E-02 0.7083112E-04 
   1.15828 0.6916181E-03 0.5172865E-04 
   1.18441 0.5214994E-03 0.4257131E-04 
   0.25220 0.2828025E+00 0.3915350E+00 
   0.28205 0.1855593E+00 0.2072866E+00 
   0.32167 0.1518179E+00 0.1023263E+00 
   0.36146 0.1488737E+00 0.5866333E-01 
   0.40164 0.1513490E+00 0.3646345E-01 
   0.44050 0.1613705E+00 0.2528987E-01 
   0.47929 0.1653988E+00 0.1829236E-01 
   0.51983 0.1737111E+00 0.1363126E-01 
   0.55978 0.1683765E+00 0.1029184E-01 
   0.59958 0.1492785E+00 0.7691792E-02 
   0.63910 0.1194749E+00 0.5657360E-02 
   0.67946 0.8823625E-01 0.4096140E-02 
   0.71920 0.6009087E-01 0.2929362E-02 
   0.75942 0.3914257E-01 0.2053756E-02 
   0.79914 0.2531877E-01 0.1447394E-02 
   0.83948 0.1589671E-01 0.1015998E-02 
   0.87921 0.9622803E-02 0.7192568E-03 
   0.91928 0.5816055E-02 0.5134233E-03 
   0.95888 0.3403888E-02 0.3713487E-03 
   0.99870 0.1955334E-02 0.2695879E-03 
   1.03804 0.1141422E-02 0.1949134E-03 
   1.07755 0.7123670E-03 0.1416596E-03 
   1.11720 0.5218773E-03 0.1016948E-03 
   1.15586 0.4664525E-03 0.7442614E-04 
   1.18431 0.4747695E-03 0.5935904E-04 
   0.25754 0.2912390E+00 0.3741338E+00 
   0.28243 0.2480784E+00 0.2235415E+00 
   0.32229 0.2310117E+00 0.1084282E+00 
   0.36161 0.2400002E+00 0.6142348E-01 
   0.40142 0.2505496E+00 0.3894146E-01 
   0.44073 0.2516048E+00 0.2690990E-01 
   0.48031 0.2314164E+00 0.1956947E-01 
   0.52034 0.1955657E+00 0.1480537E-01 
   0.55955 0.1509905E+00 0.1134433E-01 
   0.59960 0.1090627E+00 0.8578340E-02 
   0.63989 0.7489733E-01 0.6423399E-02 
   0.67964 0.4969345E-01 0.4768945E-02 
   0.71910 0.3242532E-01 0.3541468E-02 
   0.75933 0.2024156E-01 0.2591174E-02 
   0.79904 0.1237617E-01 0.1891940E-02 
   0.83861 0.7363042E-02 0.1378930E-02 
   0.87856 0.4268729E-02 0.9877481E-03 
   0.91746 0.2461229E-02 0.7163194E-03 
   0.95732 0.1424313E-02 0.5153682E-03 
   0.99567 0.8644806E-03 0.3676986E-03 
   1.03518 0.6213118E-03 0.2606208E-03 
   1.07240 0.5952816E-03 0.1902647E-03 
   1.10793 0.7052176E-03 0.1429961E-03 
   0.25965 0.3313060E+00 0.3721520E+00 
   0.28756 0.3368065E+00 0.2272973E+00 
