#number of gauss points for the integrations
    # nphi, nflex, nen
#  15  30  40
# upper limit alam=  12.00000
#form factor param. 16
#pm = q-p
 # The ejected nucleon is a proton.
 # Both the direct and the exchange term are included.
 # Calculation is done for on-shell FSI.
 # Momentum distribution is calculated.
# central NN included  1
# spin-orbit NN included  1
# double spin-flip NN included  1
# inv. NN S  1
# inv. NN V  1
# inv. NN T  1
# inv. NN P  1
# inv. NN A  1

Kinematics taken from Carlos' spreadsheet d2_pm800_thrq49_fsi with cos(phi)

first column   pmiss (GeV)  
second column  diff Xsec (nb/GeV/sr^2)    
third column   diff PWIA Xsec  (nb/GeV/sr^2)

  0.61057 0.1305171E-01 0.1748322E-01 
  0.62750 0.1121239E-01 0.1510195E-01  
  0.53314 0.2884174E-01 0.3659982E-01  
  0.56318 0.2118971E-01 0.2756476E-01  
  0.60014 0.1430486E-01 0.1916535E-01  
  0.63832 0.9582309E-02 0.1323678E-01  
  0.67596 0.6562772E-02 0.9355857E-02  
  0.71237 0.4537635E-02 0.6659917E-02  
  0.45598 0.7206007E-01 0.8359563E-01  
  0.48466 0.5136651E-01 0.6092589E-01  
  0.52317 0.3352254E-01 0.4125059E-01  
  0.56267 0.2178787E-01 0.2785014E-01  
  0.60090 0.1454702E-01 0.1928926E-01  
  0.64004 0.9455596E-02 0.1305740E-01  
  0.67854 0.6288202E-02 0.9038279E-02  
  0.71729 0.4152426E-02 0.6222840E-02  
  0.75599 0.2721862E-02 0.4255038E-02  
  0.79419 0.1779235E-02 0.2893255E-02  
  0.83260 0.1168855E-02 0.1957934E-02  
  0.86119 0.8683085E-03 0.1467612E-02  
  0.44908 0.8234261E-01 0.9189673E-01  
  0.48115 0.5757800E-01 0.6547486E-01  
  0.52158 0.3673828E-01 0.4337257E-01  
  0.56157 0.2400005E-01 0.2928115E-01  
  0.60013 0.1590264E-01 0.2019953E-01  
  0.63991 0.1034528E-01 0.1371576E-01  
  0.67925 0.6548399E-02 0.9107064E-02  
  0.71937 0.4171402E-02 0.6080625E-02  
  0.75853 0.2693128E-02 0.4101946E-02  
  0.79801 0.1728506E-02 0.2735701E-02  
  0.83731 0.1135579E-02 0.1828319E-02  
  0.87694 0.7549343E-03 0.1207699E-02  
  0.91626 0.5346020E-03 0.8120900E-03  
  0.95734 0.3845541E-03 0.5241116E-03  
  0.99382 0.2994273E-03 0.3594850E-03  
  1.03380 0.2532044E-03 0.2363442E-03  
  1.07718 0.2414244E-03 0.1501397E-03  
  1.11724 0.2339399E-03 0.1007875E-03  
  1.15860 0.2114356E-03 0.6407295E-04  
  1.18704 0.2305972E-03 0.4537494E-04  
  0.45250 0.8266952E-01 0.8867990E-01  
  0.48358 0.6084716E-01 0.6554602E-01  
  0.52107 0.4225825E-01 0.4609518E-01  
  0.56122 0.2849653E-01 0.3181517E-01  
  0.60049 0.1904179E-01 0.2188627E-01  
  0.63994 0.1234513E-01 0.1469319E-01  
  0.67958 0.7960085E-02 0.9796566E-02  
  0.71944 0.5079644E-02 0.6444127E-02  
  0.75931 0.3248396E-02 0.4217363E-02  
  0.79897 0.2086943E-02 0.2754581E-02  
  0.83845 0.1461928E-02 0.1820347E-02  
  0.87847 0.1095576E-02 0.1187295E-02  
  0.91831 0.8819950E-03 0.7748889E-03  
  0.95800 0.7891212E-03 0.5135466E-03  
  0.99827 0.7655693E-03 0.3360556E-03  
  1.03807 0.7851907E-03 0.2187856E-03  
  1.07795 0.8359469E-03 0.1456204E-03  
  1.11869 0.9668509E-03 0.9519198E-04  
  1.15742 0.1121354E-02 0.6302068E-04  
  1.18454 0.1334305E-02 0.4789659E-04  
  0.48817 0.6208662E-01 0.6221784E-01  
  0.52462 0.4633846E-01 0.4529818E-01  
  0.56229 0.3386142E-01 0.3292003E-01  
  0.60102 0.2425087E-01 0.2334292E-01  
  0.64048 0.1696380E-01 0.1613893E-01  
  0.67987 0.1192006E-01 0.1088314E-01  
  0.71952 0.8657636E-02 0.7190499E-02  
  0.75964 0.6475676E-02 0.4722566E-02  
  0.79945 0.5178128E-02 0.3094704E-02  
  0.83939 0.4343749E-02 0.1996883E-02  
  0.87902 0.3932287E-02 0.1297477E-02  
  0.91924 0.3966948E-02 0.8509034E-03  
  0.95889 0.4202448E-02 0.5556129E-03  
  0.99888 0.4591568E-02 0.3629597E-03  
  1.03905 0.5418505E-02 0.2386044E-03  
  1.07883 0.6529225E-02 0.1575788E-03  
  1.11860 0.8139889E-02 0.1058399E-03  
  1.15843 0.1013199E-01 0.7146374E-04  
  1.18454 0.1134590E-01 0.5525043E-04  
  0.52772 0.5369160E-01 0.4302228E-01  
  0.56490 0.4267111E-01 0.3160132E-01  
  0.60292 0.3398687E-01 0.2253516E-01  
  0.64149 0.2803170E-01 0.1611153E-01  
  0.68084 0.2389971E-01 0.1122458E-01  
  0.71996 0.2109641E-01 0.7648697E-02  
  0.75997 0.2012773E-01 0.5156529E-02  
  0.79950 0.1938247E-01 0.3443422E-02  
  0.83986 0.2069320E-01 0.2287763E-02  
  0.87938 0.2244756E-01 0.1521919E-02  
  0.91915 0.2531374E-01 0.1012068E-02  
  0.95894 0.2838792E-01 0.6714210E-03  
  0.99891 0.3133790E-01 0.4484788E-03  
  1.03857 0.3213847E-01 0.3007117E-03  
  1.07834 0.2997489E-01 0.2015948E-03  
  1.11788 0.2501488E-01 0.1369802E-03  
  1.15741 0.1907854E-01 0.9306756E-04  
  1.18445 0.1545010E-01 0.7230337E-04  
