# histogram parameters 
# dx = 5.0
# dy = 0.04
# nx = 38
# ny = 40
# xmin = 0.0
# ymin = -0.02

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g., 5, 15, 25, 35, . . . deg)
# pm_b       : central missing momentum value (80, 120, 160, . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm, thnq) bin
# 
pms,xsec_fsi,xsec_pwia,id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
0.35942,0.1004280E+00,0.9008414E-01,412,12,10,57.500,0.360,10545.259,8388.722,13.195,2156.538,2156.536,4671136.000,3053.160,3026.182,2877.051,359.044,359.422,1005.967,2860.975,303.726,6.053,6.060,19.205,57.637,57.676,-0.854,-0.001,0.866,6.345E+00
0.39919,0.7234469E-01,0.5316254E-01,452,12,11,57.500,0.400,10545.172,8359.560,13.319,2185.616,2185.612,4742000.421,3085.271,3040.375,2891.976,398.860,399.186,1020.850,2872.207,337.569,6.697,6.703,21.320,57.711,57.741,-0.827,0.026,0.860,5.245E+00
0.43876,0.5810829E-01,0.3527562E-01,492,12,12,57.500,0.440,10544.726,8343.720,13.372,2201.014,2201.006,4770696.601,3100.826,3039.656,2891.220,438.484,438.757,1036.963,2867.263,371.424,7.375,7.381,23.475,57.808,57.837,-0.786,0.008,0.855,3.600E+00
0.47880,0.4989215E-01,0.2490617E-01,532,12,13,57.500,0.480,10544.413,8327.371,13.407,2217.040,2217.042,4785891.606,3114.670,3038.124,2889.610,478.536,478.801,1054.531,2860.939,406.043,8.073,8.078,25.639,57.974,57.999,-0.739,0.009,0.852,2.501E+00
0.51889,0.4401050E-01,0.1814279E-01,572,12,14,57.500,0.520,10544.858,8306.911,13.450,2237.939,2237.946,4804585.125,3132.569,3040.229,2891.823,518.636,518.895,1073.330,2858.098,440.361,8.753,8.759,27.732,58.038,58.065,-0.705,0.023,0.850,1.451E+00
0.55867,0.4003256E-01,0.1340898E-01,612,12,15,57.500,0.560,10544.449,8283.550,13.488,2260.896,2260.899,4818326.967,3151.189,3043.396,2895.152,558.449,558.675,1093.116,2856.029,474.340,9.425,9.430,29.753,58.085,58.108,-0.679,0.025,0.849,1.042E+00
0.59919,0.3844887E-01,0.9930866E-02,652,12,16,57.500,0.600,10545.396,8264.904,13.492,2280.492,2280.492,4810798.730,3164.086,3041.740,2893.411,598.979,599.186,1114.364,2848.255,509.189,10.132,10.136,31.797,58.169,58.190,-0.645,0.061,0.850,6.575E-01
0.63832,0.3772991E-01,0.7134121E-02,692,12,17,57.500,0.640,10544.526,8229.017,13.543,2315.508,2315.509,4825693.206,3191.751,3055.236,2907.596,638.129,638.319,1135.885,2856.416,543.140,10.762,10.766,33.606,58.288,58.309,-0.642,-0.033,0.852,4.193E-01
0.67872,0.3858959E-01,0.5093761E-02,732,12,18,57.500,0.680,10544.013,8200.344,13.559,2343.668,2343.669,4819729.018,3211.310,3060.213,2912.825,678.542,678.717,1159.069,2854.972,577.650,11.434,11.438,35.472,58.312,58.331,-0.631,0.157,0.854,2.765E-01
0.71858,0.4124645E-01,0.3537583E-02,772,12,19,57.500,0.720,10543.672,8157.441,13.608,2386.228,2386.230,4828889.903,3243.915,3078.992,2932.548,718.393,718.577,1182.852,2867.903,612.346,12.050,12.053,37.142,58.429,58.448,-0.644,0.065,0.859,1.909E-01
0.75793,0.4696171E-01,0.2442061E-02,812,12,20,57.500,0.760,10543.903,8108.444,13.654,2435.457,2435.459,4832656.150,3280.871,3103.908,2958.698,757.763,757.931,1207.163,2886.969,647.534,12.640,12.642,38.675,58.670,58.687,-0.673,0.022,0.866,1.065E-01
0.79865,0.5157605E-01,0.1649995E-02,852,12,21,57.500,0.800,10543.421,8056.827,13.708,2486.596,2486.594,4839266.217,3320.003,3129.070,2985.084,798.503,798.650,1233.137,2905.916,682.916,13.224,13.225,40.187,58.758,58.769,-0.683,-0.065,0.872,6.286E-02
0.83832,0.5242348E-01,0.1087362E-02,892,12,22,57.500,0.840,10544.751,7990.888,13.816,2553.863,2553.863,4875870.692,3376.105,3170.281,3028.255,838.195,838.324,1259.195,2942.092,717.231,13.699,13.700,41.449,58.810,58.821,-0.727,0.037,0.878,3.476E-02
0.87957,0.5029504E-01,0.7430212E-03,932,12,23,57.500,0.880,10542.837,7947.145,13.816,2595.691,2595.692,4848310.977,3403.811,3184.284,3042.911,879.425,879.567,1287.021,2948.401,752.489,14.317,14.317,42.941,58.806,58.817,-0.736,0.119,0.885,2.174E-02
0.91893,0.4071107E-01,0.4975311E-03,972,12,24,57.500,0.920,10543.238,7881.470,13.888,2661.767,2661.767,4858181.202,3455.892,3223.146,3083.556,918.805,918.927,1314.234,2981.441,786.971,14.786,14.786,44.083,58.903,58.915,-0.754,-0.069,0.894,1.513E-02
0.95867,0.2869368E-01,0.3283850E-03,1012,12,25,57.500,0.960,10543.587,7804.955,13.985,2738.631,2738.632,4878596.804,3518.338,3271.921,3134.503,958.556,958.670,1342.324,3024.832,821.889,15.201,15.201,45.094,59.010,59.017,-0.793,0.004,0.903,8.943E-03
0.99859,0.1947899E-01,0.2239079E-03,1052,12,26,57.500,1.000,10543.012,7747.531,14.016,2795.480,2795.481,4863752.839,3560.683,3299.973,3163.774,998.472,998.593,1371.121,3045.868,855.660,15.691,15.691,46.240,58.955,58.966,-0.814,0.049,0.911,6.000E-03
1.03903,0.1218816E-01,0.1503125E-03,1092,12,27,57.500,1.040,10542.644,7672.448,14.074,2870.195,2870.195,4856452.067,3618.629,3344.966,3210.676,1038.918,1039.026,1400.842,3084.503,891.226,16.116,16.116,47.198,59.054,59.065,-0.843,-0.005,0.922,3.924E-03
1.07854,0.7587110E-02,0.1039481E-03,1132,12,28,57.500,1.080,10542.629,7606.982,14.092,2935.649,2935.647,4826863.757,3666.727,3380.865,3248.060,1078.444,1078.539,1430.395,3113.340,925.747,16.561,16.560,48.155,59.121,59.130,-0.869,0.057,0.933,2.733E-03
1.11690,0.4834956E-02,0.7444640E-04,1172,12,29,57.500,1.120,10543.246,7557.130,14.063,2986.111,2986.116,4775805.206,3700.364,3402.189,3270.250,1116.803,1116.903,1459.540,3126.686,958.314,17.042,17.040,49.164,59.085,59.094,-0.878,0.013,0.943,1.615E-03
1.15759,0.3012070E-02,0.5310640E-04,1212,12,30,57.500,1.160,10543.915,7510.540,14.011,3033.370,3033.374,4711897.003,3730.048,3418.085,3286.785,1157.506,1157.585,1490.902,3133.500,992.035,17.568,17.567,50.254,58.971,58.980,-0.888,0.020,0.952,9.024E-04
1.18447,0.2062766E-02,0.4309783E-04,1252,12,31,57.500,1.200,10541.657,7468.421,13.967,3073.235,3073.237,4655095.177,3754.981,3436.980,3306.430,1184.431,1184.468,1511.869,3146.407,1016.171,17.900,17.898,50.866,59.078,59.083,-0.896,0.046,0.961,1.005E-04
0.17351,0.5140960E+01,0.6760150E+01,213,13,5,62.500,0.160,10549.712,8526.053,12.304,2023.659,2023.659,4131969.373,2868.303,2943.819,2790.290,173.453,173.507,955.452,2786.103,152.799,3.137,3.139,9.469,61.701,61.721,-0.994,0.086,0.929,7.697E-01
0.20414,0.1906593E+01,0.2677349E+01,253,13,6,62.500,0.200,10547.906,8501.159,12.434,2046.747,2046.747,4206185.233,2897.475,2960.873,2808.276,203.796,204.139,961.487,2802.458,180.678,3.679,3.689,11.196,62.179,62.261,-0.946,-0.031,0.922,4.396E+00
0.23943,0.7279360E+00,0.1044488E+01,293,13,7,62.500,0.240,10546.646,8478.226,12.554,2068.419,2068.420,4275732.480,2924.739,2974.439,2822.576,239.084,239.433,969.594,2814.560,212.576,4.310,4.319,13.183,62.555,62.602,-0.924,0.017,0.915,7.619E+00
0.28087,0.3079542E+00,0.3888625E+00,333,13,8,62.500,0.280,10546.563,8438.281,12.745,2108.280,2108.282,4385402.608,2971.575,3003.247,2852.918,280.432,280.866,980.648,2842.013,249.197,5.002,5.011,15.417,62.484,62.529,-0.915,-0.002,0.906,6.835E+00
0.31989,0.1877142E+00,0.1812052E+00,373,13,9,62.500,0.320,10545.725,8404.670,12.887,2141.056,2141.055,4465245.443,3008.216,3024.140,2874.903,319.450,319.888,992.528,2860.849,283.921,5.659,5.668,17.520,62.534,62.569,-0.912,0.019,0.900,8.054E+00
0.36089,0.1386734E+00,0.9449209E-01,413,13,10,62.500,0.360,10545.386,8371.808,13.013,2173.576,2173.578,4534167.298,3042.796,3042.701,2894.421,360.411,360.885,1006.490,2876.638,320.358,6.347,6.355,19.705,62.550,62.586,-0.878,-0.007,0.894,8.252E+00
0.40020,0.1160049E+00,0.5662326E-01,453,13,11,62.500,0.400,10544.971,8338.758,13.120,2206.213,2206.213,4590472.517,3075.361,3060.578,2913.208,399.759,400.204,1021.248,2891.443,355.439,7.002,7.008,21.760,62.611,62.641,-0.865,-0.015,0.891,8.056E+00
0.44064,0.1043254E+00,0.3653592E-01,493,13,12,62.500,0.440,10545.252,8304.998,13.210,2240.239,2240.253,4634782.332,3107.011,3078.104,2931.615,440.192,440.643,1037.762,2905.320,391.774,7.675,7.680,23.832,62.732,62.760,-0.844,0.011,0.890,7.260E+00
0.47997,0.9956627E-01,0.2546540E-01,533,13,13,62.500,0.480,10544.804,8270.918,13.283,2273.889,2273.886,4666279.425,3136.373,3094.438,2948.761,479.576,479.967,1055.060,2917.647,427.232,8.328,8.331,25.797,62.866,62.889,-0.824,0.017,0.890,6.342E+00
0.51958,0.9684459E-01,0.1830740E-01,573,13,14,62.500,0.520,10544.699,8233.665,13.358,2311.036,2311.033,4698089.216,3168.432,3112.985,2968.219,519.216,519.580,1073.661,2931.943,462.640,8.965,8.967,27.698,62.903,62.925,-0.819,0.015,0.891,5.278E+00
0.56000,0.1015050E+00,0.1366067E-01,613,13,15,62.500,0.560,10544.920,8207.139,13.370,2337.787,2337.781,4691216.389,3186.916,3119.598,2975.153,559.656,560.005,1093.796,2932.987,499.124,9.657,9.658,29.658,63.015,63.035,-0.797,0.034,0.894,4.307E+00
0.59935,0.1052664E+00,0.9909169E-02,653,13,16,62.500,0.600,10544.550,8163.754,13.432,2380.803,2380.795,4709317.409,3221.413,3141.953,2998.585,599.014,599.355,1114.456,2950.536,534.651,10.271,10.271,31.396,63.111,63.131,-0.794,0.011,0.898,3.485E+00
0.63911,0.1114544E+00,0.7154323E-02,693,13,17,62.500,0.640,10544.430,8122.941,13.467,2421.479,2421.489,4710242.977,3251.746,3160.771,3018.297,638.747,639.111,1136.331,2963.870,570.606,10.898,10.897,33.109,63.212,63.229,-0.795,0.023,0.903,2.732E+00
0.67946,0.1120534E+00,0.5037287E-02,733,13,18,62.500,0.680,10544.407,8077.751,13.515,2466.672,2466.656,4717267.957,3286.588,3182.767,3041.324,679.145,679.456,1159.502,2980.241,606.475,11.506,11.503,34.754,63.183,63.200,-0.801,0.053,0.908,2.130E+00
0.71968,0.1049339E+00,0.3473993E-02,773,13,19,62.500,0.720,10544.347,8023.540,13.580,2520.811,2520.807,4730196.586,3329.364,3212.896,3072.840,719.393,719.684,1183.524,3004.938,642.412,12.070,12.067,36.266,63.189,63.206,-0.819,0.013,0.914,1.526E+00
0.75922,0.8849181E-01,0.2415032E-02,813,13,20,62.500,0.760,10544.196,7969.936,13.620,2574.270,2574.260,4726491.522,3369.467,3241.903,3103.156,758.919,759.215,1207.970,3028.146,678.165,12.628,12.623,37.689,63.267,63.284,-0.829,0.013,0.922,1.084E+00
0.79912,0.6604154E-01,0.1644431E-02,853,13,21,62.500,0.800,10544.382,7910.743,13.684,2633.651,2633.639,4735165.181,3416.317,3275.808,3138.561,798.863,799.124,1233.444,3056.389,713.478,13.144,13.140,39.025,63.214,63.230,-0.848,-0.009,0.930,7.658E-01
0.83873,0.4556275E-01,0.1133773E-02,893,13,22,62.500,0.840,10544.422,7853.765,13.716,2690.645,2690.657,4723509.484,3458.778,3306.808,3170.902,838.453,838.726,1259.462,3081.190,748.925,13.666,13.662,40.307,63.229,63.244,-0.862,-0.012,0.939,5.354E-01
0.87899,0.3003698E-01,0.7788384E-03,933,13,23,62.500,0.880,10544.029,7797.585,13.737,2746.426,2746.444,4703251.730,3499.458,3335.427,3200.738,878.737,878.994,1286.629,3103.094,784.555,14.193,14.189,41.576,63.183,63.197,-0.879,0.001,0.948,3.353E-01
0.91870,0.1953125E-01,0.5451108E-03,973,13,24,62.500,0.920,10543.916,7747.682,13.727,2796.225,2796.234,4666919.851,3533.531,3357.770,3224.014,918.505,918.701,1314.076,3118.141,819.429,14.727,14.724,42.818,63.105,63.118,-0.889,-0.006,0.956,2.166E-01
0.95844,0.1240968E-01,0.3822531E-03,1013,13,25,62.500,0.960,10544.204,7695.177,13.716,2849.019,2849.027,4627911.075,3569.995,3382.478,3249.739,958.294,958.444,1342.162,3135.446,854.272,15.243,15.241,43.992,63.026,63.039,-0.901,-0.013,0.966,1.372E-01
0.99805,0.7854134E-02,0.2752723E-03,1053,13,26,62.500,1.000,10543.912,7653.685,13.657,2890.229,2890.227,4563286.989,3593.981,3395.117,3262.892,997.924,998.047,1370.723,3139.564,888.596,15.804,15.803,45.213,62.901,62.915,-0.908,-0.000,0.975,7.874E-02
1.03793,0.4749954E-02,0.2002173E-03,1093,13,27,62.500,1.040,10544.168,7610.288,13.577,2933.879,2933.879,4485084.773,3618.388,3409.460,3277.813,1037.826,1037.934,1400.032,3144.976,923.681,16.367,16.368,46.379,62.849,62.864,-0.917,-0.022,0.986,4.336E-02
1.07780,0.2767593E-02,0.1479471E-03,1133,13,28,62.500,1.080,10543.711,7567.643,13.472,2976.063,2976.068,4391017.974,3639.780,3421.840,3290.689,1077.713,1077.803,1429.841,3147.851,958.992,16.941,16.943,47.514,62.829,62.844,-0.921,-0.018,0.998,2.247E-02
1.11693,0.1683117E-02,0.1089055E-03,1173,13,29,62.500,1.120,10544.351,7527.590,13.389,3016.754,3016.761,4314674.657,3662.720,3432.813,3302.098,1116.859,1116.930,1459.561,3149.549,992.063,17.480,17.484,48.614,62.633,62.649,-0.924,-0.005,1.007,9.940E-03
1.15626,0.1091063E-02,0.7903309E-04,1213,13,30,62.500,1.160,10543.965,7487.175,13.338,3056.800,3056.790,4259181.087,3688.244,3442.527,3312.196,1156.214,1156.263,1489.875,3150.122,1023.410,17.995,17.998,49.716,62.250,62.264,-0.929,0.008,1.013,3.479E-03
1.18415,0.8438897E-03,0.6287081E-04,1253,13,31,62.500,1.200,10543.568,7461.240,13.311,3082.328,3082.328,4227069.149,3705.106,3446.319,3316.136,1184.120,1184.152,1511.622,3147.326,1044.556,18.359,18.360,50.514,61.889,61.898,-0.926,0.009,1.015,3.240E-04
0.20250,0.2037108E+01,0.3054701E+01,254,14,6,67.500,0.200,10546.448,8511.549,12.252,2034.898,2034.899,4088981.851,2868.762,2949.371,2796.146,202.087,202.502,961.141,2789.918,186.523,3.814,3.825,11.442,67.028,67.086,-0.968,-0.018,0.939,3.339E+00
0.24197,0.7067119E+00,0.1059370E+01,294,14,7,67.500,0.240,10545.348,8477.718,12.391,2067.628,2067.630,4164850.688,2905.158,2973.020,2821.080,241.603,241.965,970.222,2812.221,223.405,4.533,4.542,13.653,67.377,67.412,-0.946,0.043,0.934,5.976E+00
0.28004,0.3762288E+00,0.4433540E+00,334,14,8,67.500,0.280,10546.143,8450.028,12.498,2096.110,2096.114,4223723.885,2935.544,2991.317,2840.356,279.633,280.035,980.410,2828.542,258.786,5.219,5.227,15.761,67.507,67.536,-0.922,-0.028,0.930,7.322E+00
0.32081,0.2770764E+00,0.2031395E+00,374,14,9,67.500,0.320,10545.774,8417.184,12.610,2128.590,2128.591,4282068.526,2968.664,3011.377,2861.475,320.424,320.811,992.826,2846.075,296.466,5.939,5.947,17.968,67.504,67.535,-0.905,-0.008,0.926,8.121E+00
0.36076,0.2481268E+00,0.1084101E+00,414,14,10,67.500,0.360,10545.484,8380.213,12.716,2165.268,2165.271,4335203.076,3003.931,3034.439,2885.735,360.353,360.757,1006.444,2866.398,333.512,6.630,6.637,20.068,67.565,67.590,-0.898,-0.005,0.925,9.353E+00
0.40102,0.2339860E+00,0.6373997E-01,454,14,11,67.500,0.400,10545.547,8336.549,12.835,2208.991,2208.998,4393365.918,3045.166,3063.044,2915.799,400.543,401.017,1021.567,2892.142,370.672,7.298,7.304,22.094,67.545,67.568,-0.889,-0.001,0.924,1.100E+01
0.44067,0.2342033E+00,0.4163411E-01,494,14,12,67.500,0.440,10545.406,8296.480,12.917,2248.930,2248.926,4428130.953,3079.903,3086.765,2940.708,440.211,440.671,1037.774,2912.328,407.565,7.963,7.967,24.053,67.632,67.649,-0.876,0.006,0.926,1.176E+01
0.48010,0.2371678E+00,0.2902923E-01,534,14,13,67.500,0.480,10545.295,8255.705,12.988,2289.596,2289.590,4454715.792,3113.991,3110.080,2965.172,479.642,480.103,1055.122,2931.718,444.157,8.614,8.615,25.934,67.673,67.688,-0.866,0.004,0.929,1.140E+01
