#number of gauss points for the integrations
    # nphi, nflex, nen
#  15  30  40
# upper limit alam=  12.00000
#form factor param. 16
#pm = q-p
 # The ejected nucleon is a proton.
 # Both the direct and the exchange term are included.
 # Calculation is done for on-shell FSI.
 # Momentum distribution is calculated.
# central NN included  1
# spin-orbit NN included  1
# double spin-flip NN included  1
# inv. NN S  1
# inv. NN V  1
# inv. NN T  1
# inv. NN P  1
# inv. NN A  1

Kinematics taken from Carlos' spreadsheet d2_pm500_thrq70_pwia  with cos(phi)

first column   pmiss (GeV)  
second column  diff Xsec (nb/GeV/sr^2)    
third column   diff PWIA Xsec  (nb/GeV/sr^2)

   0.21950 0.1272058E+01 0.1387556E+01
   0.23062 0.9306681E+00 0.1015699E+01
   0.26155 0.4610349E+00 0.5053213E+00
   0.24121 0.7001229E+00 0.7689853E+00
   0.26367 0.4216106E+00 0.4643871E+00
   0.20711 0.1780447E+01 0.1970073E+01
   0.23729 0.7873818E+00 0.8715896E+00
   0.27252 0.3401274E+00 0.3768320E+00
   0.16523 0.7027557E+01 0.7833872E+01
   0.20635 0.1807949E+01 0.2027139E+01
   0.23932 0.7310952E+00 0.8201940E+00
   0.27447 0.3223740E+00 0.3603652E+00
   0.30353 0.1852446E+00 0.2070209E+00
   0.17744 0.4452618E+01 0.5021936E+01
   0.20571 0.1846218E+01 0.2104843E+01
   0.23850 0.7191533E+00 0.8217093E+00
   0.27860 0.2898745E+00 0.3281113E+00
   0.31346 0.1517700E+00 0.1701206E+00
   0.34559 0.9259128E-01 0.1031010E+00
   0.17855 0.4281034E+01 0.4952398E+01
   0.20167 0.2132689E+01 0.2495867E+01
   0.24093 0.6776426E+00 0.7932902E+00
   0.27885 0.2830959E+00 0.3270460E+00
   0.31712 0.1420975E+00 0.1600047E+00
   0.35359 0.8357847E-01 0.9193941E-01
   0.39132 0.5352041E-01 0.5771786E-01
   0.42973 0.3551807E-01 0.3790652E-01
   0.17670 0.4639651E+01 0.5458316E+01
