#This datafile contains exp. redXsec and ratio to (JML Paris, MS CD-Bonn, MS AV18) PWIA, from Hall C Deuteron Experiment: E12-10-003
#Units: pm_avg [GeV/c] :: redXsec [fm^3], pm = 260 +/- 20 MeV/c 
pm_avg,pm_c,thnq,thnq_avg,data_redXsec,data_redXsec_tot_err,redXsec_paris,redXsec_cd,redXsec_v18,R_paris,R_paris_err,R_cd,R_cd_err,R_v18,R_v18_err
0.25299,0.260,15,15.000,NAN,4.67636E-03,3.40919E-03,3.53548E-03,3.30509E-03,nan,1.36579,nan,1.31700,nan,1.40881 
0.25638,0.260,25,25.000,2.73915E-03,1.24095E-03,3.24317E-03,3.28664E-03,3.07231E-03,0.84459,0.37841,0.83342,0.37340,0.89156,0.39945 
0.25754,0.260,35,35.000,2.78281E-03,8.24326E-04,3.19513E-03,3.19558E-03,2.98720E-03,0.87095,0.25191,0.87083,0.25187,0.93158,0.26944 
0.25782,0.260,45,45.000,2.83263E-03,7.06036E-04,3.16743E-03,3.15474E-03,2.94885E-03,0.89430,0.21741,0.89790,0.21828,0.96059,0.23353 
0.25868,0.260,55,55.000,2.68877E-03,6.02916E-04,3.20507E-03,3.08916E-03,2.88745E-03,0.83891,0.18449,0.87039,0.19142,0.93119,0.20479 
0.25887,0.260,65,65.000,2.20313E-03,5.39302E-04,3.13032E-03,3.07893E-03,2.87775E-03,0.70381,0.17028,0.71555,0.17312,0.76557,0.18522 
0.25809,0.260,75,75.000,3.33391E-03,7.58616E-04,3.21337E-03,3.13696E-03,2.93172E-03,1.03751,0.23266,1.06278,0.23832,1.13719,0.25501 
0.25716,0.260,85,85.000,4.56765E-03,1.24682E-03,3.19802E-03,3.21633E-03,3.00600E-03,1.42827,0.38409,1.42014,0.38190,1.51951,0.40862 
