# 1  # the knock-out nucleon is proton(1), neutron(-1)
# 1  # Off-Shell effects included (1) not included (0)
# 1  # only pole term in FSI (0), pole+PV (1) 
# 1  # it calculates d\sigma/dE'_e d\Omega_e d\Omega_pf
# 12  # icon = 0 initialization, 1 - PWIA, 2 -forward rescattering, 3 - charge exchange rescattering 
#         12 - PWIA+FSI, 13 - PWIA+CHEX, 123 - PWIA+FSI+CHEX
# 10   #iv2  - version of parameterization of CHEX amplitude - 
#         10 - Gibbs-Loiseau (has only real part), 21 - SAID, 1021 - SAID+GL
#         10021 - SAID+GL (with Im part at p>p0 modelled using SAID's value
#         -21 SAID   - For details look at fpn_chex.f
# 3  # iv1  - version of FSI; 1- diagonal FSI using fpn.f, 2- diagonal FSI using f_NN_sd.f 
#         which uses SAID parameterization for plab<3.68, 3 - nondiagonal approximation 
#         using f_NN_sd.f. At p>1.4 it uses diffractive parametrization like fpn.f
# 0  # idd  - isd = 1 spectator mechanism, isd=2 direct mechanism isd =0 both   
# 3  # iw   - 1 - Paris 2 - V18 deuteron wave funcion, 3- cd Bonn, 4 - AV18sb
# 0  # ipp  - 1 - quasi "pp" wave functio - only S-parital wave, 0, both S and D waves
#    crs  - cross section in nb/GeV/str^2
thr0,phr0,pr,ei,th_e,q2,x,plab,crs0,crs12,ratio,ID,th_nq_mc,i_x,i_y,kin,
56.2869987,345.466003,0.557196975,10.5419998,13.5843887,4.89421988,1.16212463,2.65358806,0.0148033015,0.0243232753,1.643098,thrq66_10_15,48.39,10,15,thrq66,
56.6259995,341.98999,0.597805977,10.5424995,13.6126633,4.89850998,1.14884925,2.71030164,0.00992440339,0.0196785983,1.98284948,thrq66_10_16,48.333,10,16,thrq66,
56.8919983,344.153992,0.638264,10.5416002,13.6126528,4.88380003,1.13381267,2.76765227,0.00688033272,0.0166472252,2.41953778,thrq66_10_17,48.417,10,17,thrq66,
56.6780014,339.717987,0.680266976,10.5424004,13.6555901,4.89877987,1.12367094,2.8179009,0.0044890088,0.0125337197,2.79209065,thrq66_10_18,48.452,10,18,thrq66,
56.5519981,339.227997,0.717428029,10.5430002,13.691823,4.90842009,1.11237323,2.87187958,0.00309683708,0.00996564701,3.21800828,thrq66_10_19,48.566,10,19,thrq66,
56.5079994,337.820007,0.759743989,10.5424004,13.6985102,4.89531994,1.0960108,2.93957734,0.00205021072,0.00744914263,3.63335466,thrq66_10_20,48.427,10,20,thrq66,
56.3170013,336.779999,0.800686002,10.5444002,13.7152834,4.89135981,1.08149838,3.00465178,0.0013575647,0.00609142426,4.48702335,thrq66_10_21,48.73,10,21,thrq66,
56.2820015,338.748993,0.84049201,10.5436001,13.7281799,4.8787899,1.06342912,3.08414912,0.000915441604,0.00434909016,4.7508111,thrq66_10_22,48.65,10,22,thrq66,
56.0460014,337.971985,0.878919005,10.5397997,13.728857,4.86008978,1.04857719,3.14700866,0.000619630911,0.00197858666,3.19316983,thrq66_10_23,48.444,10,23,thrq66,
56.0740013,336.63501,0.917231977,10.5450001,13.7049646,4.82842016,1.02763581,3.23525548,0.000420201104,0.00266792858,6.34917068,thrq66_10_24,48.506,10,24,thrq66,
55.6349983,339.066986,0.958190024,10.5438004,13.7676678,4.84673023,1.01515234,3.30912232,0.000266281189,0.00162224472,6.09222412,thrq66_10_25,48.529,10,25,thrq66,
55.3709984,338.278992,0.996645987,10.5403004,13.8552599,4.87317991,1.00059748,3.40054584,0.000168297571,0.000975320349,5.7952137,thrq66_10_26,48.504,10,26,thrq66,
54.9669991,338.591003,1.03961003,10.5394001,13.9610643,4.91099024,0.986657679,3.49793434,9.99349504e-05,0.000478195871,4.78507137,thrq66_10_27,48.326,10,27,thrq66,
55.2169991,339.227997,1.07428002,10.5465002,13.8230133,4.80914021,0.958353698,3.59894943,7.41641197e-05,0.000286068331,3.85723352,thrq66_10_28,48.787,10,28,thrq66,
54.7210007,340.390015,1.11935997,10.5421,14.0192719,4.89122009,0.946564078,3.71789217,4.10240646e-05,0.000133930953,3.26469254,thrq66_10_29,48.937,10,29,thrq66,
54.348999,340.220001,1.15735996,10.5402002,14.0912533,4.90884018,0.933729887,3.80691075,2.61831337e-05,6.75886331e-05,2.58138061,thrq66_10_30,48.725,10,30,thrq66,
54.4440002,344.153992,1.18428004,10.5331001,14.1238489,4.89413977,0.915802002,3.91020203,1.98491434e-05,4.29424181e-05,2.16343927,thrq66_10_31,48.519,10,31,thrq66,
48.0960007,347.687988,0.365153998,10.5452995,13.5779028,4.95699978,1.23682559,2.38641715,0.114383481,0.0890977308,0.77893877,thrq66_11_10,53.412,11,10,thrq66,
51.5149994,344.79599,0.403174013,10.5446997,13.5728083,4.93719006,1.21691442,2.45406222,0.0709673539,0.0593811832,0.836739421,thrq66_11_11,53.297,11,11,thrq66,
53.894001,343.136993,0.441087008,10.5444002,13.5426025,4.90381002,1.19808614,2.51395464,0.0470533855,0.0454550907,0.966032326,thrq66_11_12,53.038,11,12,thrq66,
55.75,340.734985,0.481034011,10.5452003,13.5378008,4.88438988,1.17785966,2.58604908,0.031080313,0.036554642,1.17613494,thrq66_11_13,53.196,11,13,thrq66,
56.8230019,339.066986,0.519414008,10.5445995,13.5330734,4.86668015,1.16130602,2.64571261,0.0213667601,0.0313916504,1.46918154,thrq66_11_14,53.091,11,14,thrq66,
57.875,337.820007,0.560151994,10.5423002,13.5160971,4.83633995,1.1402564,2.72011781,0.0146800466,0.0276899263,1.8862288,thrq66_11_15,53.124,11,15,thrq66,
58.3950005,339.884003,0.600522995,10.5438004,13.5272112,4.8276,1.12272024,2.79082894,0.0101000872,0.0236861743,2.34514546,thrq66_11_16,52.98,11,16,thrq66,
58.5270004,338.278992,0.638312995,10.5431995,13.5502071,4.82686996,1.10898316,2.85029674,0.00700362399,0.0190185178,2.71552515,thrq66_11_17,53.111,11,17,thrq66,
58.6090012,337.820007,0.679744005,10.5434999,13.5596428,4.81650019,1.09267366,2.91825271,0.00473797554,0.0157772824,3.32996273,thrq66_11_18,53.097,11,18,thrq66,
58.6599998,337.971985,0.719476998,10.5417004,13.5954618,4.81789017,1.07586968,2.99586463,0.00320358155,0.0127776517,3.98855209,thrq66_11_19,53.28,11,19,thrq66,
58.5099983,337.667999,0.759325027,10.5423002,13.6222887,4.8175602,1.06087744,3.06627202,0.00215607206,0.0094113024,4.36502218,thrq66_11_20,53.185,11,20,thrq66,
58.4990005,337.820007,0.799758971,10.5430002,13.6205406,4.79684019,1.04163504,3.14901924,0.00145955209,0.0078155715,5.354774,thrq66_11_21,53.166,11,21,thrq66,
58.4300003,338.125,0.839769006,10.5440998,13.6217165,4.77750015,1.02246165,3.23464322,0.000982288388,0.00487040961,4.95822763,thrq66_11_22,53.215,11,22,thrq66,
58.2410011,339.553986,0.879113972,10.5424004,13.6779652,4.78718996,1.00571215,3.32616878,0.000644293381,0.00381065626,5.91447353,thrq66_11_23,53.289,11,23,thrq66,
58.0769997,339.717987,0.918720007,10.5424995,13.7033005,4.77911997,0.987258911,3.41997004,0.00042316757,0.00240759482,5.6894598,thrq66_11_24,53.182,11,24,thrq66,
57.8380013,339.553986,0.95875001,10.5421,13.7475109,4.78081989,0.969799399,3.51714015,0.000271733297,0.00130369805,4.79771185,thrq66_11_25,53.162,11,25,thrq66,
57.6980019,340.052002,0.997358978,10.5417995,13.7947569,4.78122997,0.950820506,3.62576699,0.000176271264,0.00069200492,3.92579532,thrq66_11_26,53.348,11,26,thrq66,
57.4169998,340.734985,1.03997004,10.5424995,13.8420134,4.78151989,0.932068467,3.73716474,0.000108783468,0.000338422658,3.11097503,thrq66_11_27,53.336,11,27,thrq66,
57.25,341.084991,1.07757998,10.5403996,13.9162455,4.79315996,0.914196551,3.85479522,6.97860451e-05,0.000170826534,2.44786096,thrq66_11_28,53.45,11,28,thrq66,
56.9399986,342.175995,1.11849999,10.5418997,13.9798126,4.80205011,0.897172213,3.96976495,4.34000613e-05,8.34776147e-05,1.92344463,thrq66_11_29,53.456,11,29,thrq66,
56.7960014,342.746002,1.15757,10.5402002,14.0162544,4.78876019,0.876865268,4.09603024,2.8202081e-05,4.38193201e-05,1.55376196,thrq66_11_30,53.644,11,30,thrq66,
56.8089981,343.536011,1.18422997,10.5410004,13.9943113,4.75199986,0.859413505,4.19052505,2.17832712e-05,2.93313751e-05,1.34650922,thrq66_11_31,53.746,11,31,thrq66,
44.1949997,350.401001,0.289638013,10.5481997,13.4147263,4.86042976,1.23107386,2.37335181,0.403678626,0.311932355,0.77272445,thrq66_12_8,59.152,12,8,thrq66,
46.2779999,341.98999,0.323379993,10.5445004,13.5443316,4.93472004,1.23415422,2.38844037,0.211940452,0.162211344,0.765362799,thrq66_12_9,58.21,12,9,thrq66,
51.1870003,339.884003,0.361909002,10.5459003,13.5009031,4.89179993,1.21080589,2.46054721,0.123617619,0.0960265622,0.776803195,thrq66_12_10,58.263,12,10,thrq66,
54.2939987,338.278992,0.403277993,10.5464001,13.4791365,4.86327982,1.19103158,2.52587819,0.073828496,0.0643809736,0.872034192,thrq66_12_11,58.01,12,11,thrq66,
56.3790016,336.490997,0.440786988,10.5444002,13.4706936,4.84077978,1.17219079,2.59133649,0.0484212264,0.0502949357,1.03869605,thrq66_12_12,57.956,12,12,thrq66,
57.8989983,335.368011,0.480163991,10.5438004,13.4456778,4.80966997,1.15322626,2.65525579,0.0325811431,0.0436453559,1.33958948,thrq66_12_13,57.901,12,13,thrq66,
59.2260017,335.505005,0.521023989,10.5446997,13.4247303,4.77883005,1.13094199,2.73459458,0.0221426599,0.0381907187,1.72475755,thrq66_12_14,57.973,12,14,thrq66,
59.9230003,334.421997,0.560289025,10.5445995,13.4211254,4.75997019,1.11257923,2.80457997,0.015279199,0.0350364819,2.29308367,thrq66_12_15,57.951,12,15,thrq66,
60.4630013,334.421997,0.599519014,10.5441999,13.4259748,4.74413013,1.09319007,2.88233542,0.0106006172,0.0313900709,2.96115494,thrq66_12_16,57.979,12,16,thrq66,
60.7389984,335.093994,0.640069008,10.5431995,13.4458475,4.73617983,1.07454777,2.96274209,0.00723513309,0.0267263055,3.69396186,thrq66_12_17,57.99,12,17,thrq66,
60.8790016,336.063995,0.679403007,10.5431995,13.4602423,4.72579002,1.05628133,3.04263258,0.00500570377,0.0222585071,4.44662905,thrq66_12_18,57.882,12,18,thrq66,
60.8919983,336.063995,0.719531,10.5436001,13.4898129,4.72337008,1.03813422,3.12846327,0.00338005903,0.017809432,5.26897049,thrq66_12_19,57.943,12,19,thrq66,
60.9560013,336.925995,0.759663999,10.5423002,13.5030851,4.70744991,1.01747298,3.22255707,0.00230211089,0.0134988669,5.86369085,thrq66_12_20,57.998,12,20,thrq66,
60.9160004,337.518005,0.798596025,10.5427999,13.5231953,4.69712019,0.998058915,3.31655192,0.00156588829,0.00847709272,5.41359997,thrq66_12_21,57.972,12,21,thrq66,
60.7439995,337.072998,0.839051008,10.5426998,13.5564947,4.69323015,0.979390502,3.41351843,0.00103040424,0.00523484871,5.0803833,thrq66_12_22,58.033,12,22,thrq66,
60.632,338.125,0.878629982,10.5431995,13.5867186,4.68558979,0.959327102,3.51954913,0.000683469058,0.00193672976,2.83367586,thrq66_12_23,58.016,12,23,thrq66,
60.4099998,338.434998,0.918968022,10.5429001,13.6419106,4.6908102,0.940690756,3.62935567,0.000439381285,0.0013497537,3.07194161,thrq66_12_24,58.054,12,24,thrq66,
60.1889992,339.227997,0.958944976,10.5430002,13.689909,4.69101,0.921730042,3.74224019,0.000283073605,0.000807071978,2.85110283,thrq66_12_25,58.012,12,25,thrq66,
60.0530014,340.052002,0.99862498,10.5424995,13.724719,4.67995977,0.900640368,3.86559939,0.000183241878,0.000420204655,2.29316926,thrq66_12_26,58.08,12,26,thrq66,
59.8120003,340.390015,1.03867996,10.5418997,13.7468834,4.66308022,0.880902112,3.98138809,0.0001181634,0.000210890037,1.78473234,thrq66_12_27,58.025,12,27,thrq66,
59.598999,340.908997,1.07858002,10.5424995,13.7691536,4.64505005,0.860525846,4.10541153,7.6251672e-05,0.000109539127,1.43654716,thrq66_12_28,58.035,12,28,thrq66,
59.401001,341.804993,1.11787999,10.5417995,13.7907476,4.62419987,0.840025783,4.23353529,4.96043685e-05,6.10137722e-05,1.23000801,thrq66_12_29,58.065,12,29,thrq66,
59.1870003,342.364014,1.15769994,10.5422001,13.7896099,4.59111977,0.818975389,4.36181402,3.26569534e-05,3.41163977e-05,1.04469013,thrq66_12_30,58.026,12,30,thrq66,
58.987999,342.940002,1.18447995,10.5417004,13.8095102,4.58002996,0.806470513,4.4475522,2.46130003e-05,2.35831722e-05,0.958159208,thrq66_12_31,57.933,12,31,thrq66,
48.7140007,341.441986,0.283652991,10.5480003,13.2939663,4.76704979,1.20090568,2.45123339,0.48015815,0.35527873,0.739920259,thrq66_13_8,63.354,13,8,thrq66,
51.8909988,334.958008,0.323125005,10.5464001,13.3715086,4.80480003,1.19449306,2.49000931,0.232727498,0.169206247,0.727057397,thrq66_13_9,62.967,13,9,thrq66,
55.2820015,335.093994,0.363415986,10.5453997,13.3821049,4.79548979,1.17696667,2.55439234,0.128482193,0.101146035,0.787237763,thrq66_13_10,62.747,13,10,thrq66,
57.980999,334.421997,0.401333988,10.5453997,13.3501358,4.75953007,1.15583205,2.6239388,0.0806031674,0.0754985288,0.936669528,thrq66_13_11,62.898,13,11,thrq66,
59.7389984,332.872986,0.441774994,10.5448999,13.3284788,4.73030996,1.13656247,2.69027996,0.0513763428,0.0628214777,1.22277057,thrq66_13_12,62.759,13,12,thrq66,
61.0600014,332.998993,0.480863005,10.5447998,13.327898,4.71203995,1.11643577,2.76666212,0.0342944264,0.0571282282,1.66581666,thrq66_13_13,62.834,13,13,thrq66,
62.0929985,331.88501,0.520416021,10.5447998,13.2920456,4.67263985,1.09486842,2.84177017,0.0236975346,0.0545098558,2.30023313,thrq66_13_14,62.847,13,14,thrq66,
62.848999,332.747986,0.560406983,10.5444002,13.2806168,4.64550018,1.07283258,2.92683744,0.0164313894,0.050438188,3.06962395,thrq66_13_15,62.885,13,15,thrq66,
63.4269981,333.252991,0.600332975,10.5437002,13.2590446,4.61120987,1.04987705,3.01528049,0.0115329726,0.0467519276,4.05376196,thrq66_13_16,62.914,13,16,thrq66,
63.6689987,333.507996,0.639868975,10.5438995,13.2575636,4.59033012,1.02942955,3.10152817,0.00803325512,0.0359676294,4.47734165,thrq66_13_17,62.896,13,17,thrq66,
63.7369995,334.688995,0.679787993,10.5433998,13.2954206,4.59005022,1.0098803,3.19732141,0.0054634111,0.0302463602,5.53616762,thrq66_13_18,62.856,13,18,thrq66,
63.7459984,335.093994,0.719485998,10.5438004,13.3176613,4.58065987,0.989733756,3.29460168,0.00372925191,0.0202640649,5.433815,thrq66_13_19,62.825,13,19,thrq66,
63.6990013,335.644012,0.759292006,10.5437002,13.3469114,4.57327986,0.969279528,3.39831471,0.00252142642,0.0127428342,5.05381966,thrq66_13_20,62.811,13,20,thrq66,
63.5950012,336.925995,0.799045026,10.5437002,13.3878832,4.57114983,0.948988318,3.50837827,0.0016896131,0.00705163181,4.17351866,thrq66_13_21,62.78,13,21,thrq66,
63.4799995,337.368988,0.838859975,10.5432997,13.4192915,4.56167984,0.927908599,3.62289166,0.00112600916,0.00407231785,3.61659384,thrq66_13_22,62.794,13,22,thrq66,
63.3219986,337.971985,0.878567994,10.5431004,13.4458971,4.54885006,0.906939387,3.73934937,0.000747895334,0.00174602971,2.33459091,thrq66_13_23,62.74,13,23,thrq66,
63.2099991,338.748993,0.918675005,10.5431995,13.4597874,4.52622986,0.884107292,3.86581159,0.000495563087,0.000899652019,1.81541371,thrq66_13_24,62.766,13,24,thrq66,
63.026001,339.390015,0.95848,10.5433998,13.4808636,4.5075798,0.862521291,3.9926722,0.000325274741,0.000491648971,1.51148832,thrq66_13_25,62.716,13,25,thrq66,
62.8580017,340.052002,0.998449028,10.5431004,13.4743452,4.47200012,0.839641035,4.12150812,0.000215449123,0.000283169677,1.31432271,thrq66_13_26,62.661,13,26,thrq66,
62.6199989,340.562012,1.03828001,10.5429001,13.4897375,4.44822979,0.818451047,4.25332069,0.000140133692,0.000165886435,1.18377268,thrq66_13_27,62.556,13,27,thrq66,
62.4199982,341.261993,1.07789004,10.5427999,13.4755993,4.40716982,0.795897067,4.38736343,9.29907328e-05,9.33469491e-05,1.00383067,thrq66_13_28,62.455,13,28,thrq66,
62.1430016,341.98999,1.11732996,10.5424995,13.4794846,4.3763299,0.775367141,4.52047062,6.10312891e-05,5.30040888e-05,0.868474007,thrq66_13_29,62.282,13,29,thrq66,
61.8079987,342.364014,1.15691996,10.5429001,13.4861164,4.34805012,0.7561028,4.65154791,4.01964826e-05,3.02488534e-05,0.752524912,thrq66_13_30,62.056,13,30,thrq66,
61.6399994,342.940002,1.18428004,10.5424995,13.4588985,4.30942011,0.740710497,4.74569845,3.10129071e-05,2.15981891e-05,0.696425796,thrq66_13_31,61.919,13,31,thrq66,
56.7770004,336.925995,0.296301007,10.5487003,13.0912218,4.61424017,1.1526376,2.57642293,0.429517865,0.29177022,0.67929703,thrq66_14_8,67.724,14,8,thrq66,
59.2910004,333.252991,0.326611012,10.5445995,13.0667095,4.58660984,1.13945913,2.6170547,0.262760699,0.182765618,0.695559204,thrq66_14_9,67.773,14,9,thrq66,
60.9599991,333.636993,0.362816006,10.5450001,13.1152163,4.60424995,1.12785792,2.67155957,0.150676489,0.12233609,0.811912239,thrq66_14_10,67.442,14,10,thrq66,
62.7649994,333.252991,0.401041001,10.5452995,13.1293049,4.59647989,1.10937822,2.74470973,0.0915036201,0.102409005,1.11917984,thrq66_14_11,67.584,14,11,thrq66,
64.1660004,332.128998,0.441558003,10.5455999,13.1052694,4.56548023,1.08883011,2.8180418,0.0583414361,0.0938189104,1.60810077,thrq66_14_12,67.59,14,12,thrq66,
65.336998,332.498993,0.480863988,10.5450001,13.0794287,4.53037024,1.06596947,2.90162134,0.0394651555,0.0943036601,2.38954234,thrq66_14_13,67.678,14,13,thrq66,
66.1389999,332.498993,0.520721972,10.5447998,13.0524883,4.49455023,1.04311883,2.9873538,0.0271843281,0.0913559571,3.3606112,thrq66_14_14,67.708,14,14,thrq66,
66.6940002,333.380005,0.56052798,10.5447998,13.0285978,4.45982981,1.02004206,3.07746243,0.0190357566,0.0829763412,4.35897255,thrq66_14_15,67.71,14,15,thrq66,
66.9540024,333.636993,0.599858999,10.5446997,13.0302811,4.43967009,0.9986884,3.17020845,0.0132433344,0.066114746,4.99230385,thrq66_14_16,67.622,14,16,thrq66,
67.0220032,334.027008,0.639644027,10.5445004,13.0510502,4.42939997,0.978052199,3.26833296,0.00909680873,0.0447383635,4.91802835,thrq66_14_17,67.537,14,17,thrq66,
67.0309982,334.822998,0.679162025,10.5440998,13.078805,4.42120981,0.956976712,3.37380123,0.00624137465,0.0279618856,4.48008442,thrq66_14_18,67.466,14,18,thrq66,
67.038002,336.063995,0.719007015,10.5439997,13.1038361,4.40915012,0.934440494,3.48926044,0.00427025277,0.0157918837,3.6981144,thrq66_14_19,67.429,14,19,thrq66,
66.9690018,336.779999,0.758880973,10.5439997,13.1286783,4.39597988,0.912019253,3.60842466,0.00289989146,0.00849087909,2.92799902,thrq66_14_20,67.371,14,20,thrq66,
66.8570023,337.667999,0.798712015,10.5440998,13.1551685,4.38231993,0.889512539,3.73314857,0.00195801747,0.00424826983,2.16967916,thrq66_14_21,67.311,14,21,thrq66,
66.7679977,338.434998,0.838506997,10.5438995,13.1368313,4.3427,0.865185559,3.8566556,0.00134766602,0.00215322385,1.59774292,thrq66_14_22,67.189,14,22,thrq66,
66.6100006,338.907013,0.87806499,10.5438995,13.1429558,4.3155899,0.842036068,3.98739314,0.000909321476,0.00123667414,1.35999668,thrq66_14_23,67.093,14,23,thrq66,
66.4179993,339.884003,0.917925,10.5440998,13.1366634,4.28104019,0.81865871,4.12017155,0.000612729054,0.000769149046,1.25528407,thrq66_14_24,66.922,14,24,thrq66,
66.0889969,340.390015,0.957467973,10.5438004,13.1514711,4.25896978,0.798178732,4.2485199,0.000405510131,0.000458253227,1.13006604,thrq66_14_25,66.642,14,25,thrq66,
65.7789993,341.441986,0.997170985,10.5438995,13.138567,4.22135019,0.776583672,4.37798357,0.000271083118,0.000273657643,1.00949717,thrq66_14_26,66.359,14,26,thrq66,
65.4290009,342.175995,1.03673995,10.5440998,13.1565571,4.19914007,0.756494582,4.51527166,0.000176992093,0.000158564217,0.895883083,thrq66_14_27,66.081,14,27,thrq66,
65.1070023,342.940002,1.07599998,10.5434999,13.1568155,4.16586018,0.735727429,4.65455389,0.000117305564,9.32236944e-05,0.794708192,thrq66_14_28,65.812,14,28,thrq66,
64.8700027,343.536011,1.11451006,10.5440998,13.1318636,4.11810017,0.713313103,4.80101633,7.93771833e-05,5.52662859e-05,0.696249008,thrq66_14_29,65.627,14,29,thrq66,
64.5849991,345.466003,1.15307999,10.5445995,13.1196785,4.07685995,0.692229271,4.94951963,5.36038606e-05,3.37671809e-05,0.629939318,thrq66_14_30,65.372,14,30,thrq66,
64.2990036,346.656006,1.18306005,10.5360003,13.160964,4.06401014,0.678205252,5.06793928,3.90045279e-05,2.32039311e-05,0.594903529,thrq66_14_31,65.149,14,31,thrq66,
67.9219971,340.220001,0.297457993,10.5473003,12.5222559,4.23637009,1.07246947,2.73002315,0.59528482,0.364679247,0.612613022,thrq66_15_8,73.743,15,8,thrq66,
66.2419968,337.667999,0.324236989,10.5481997,12.7095327,4.34775019,1.08413172,2.73512173,0.339451551,0.242539257,0.714503288,thrq66_15_9,72.118,15,9,thrq66,
67.7509995,335.368011,0.363579005,10.5457001,12.7304354,4.34303999,1.06693983,2.80548525,0.187561825,0.195474863,1.042189,thrq66_15_10,72.202,15,10,thrq66,
69.3410034,335.644012,0.402487993,10.5459995,12.699914,4.30686998,1.0433892,2.88994765,0.116369009,0.198093519,1.70228755,thrq66_15_11,72.518,15,11,thrq66,
70.1569977,334.15799,0.441601008,10.5459003,12.6713982,4.27362013,1.02273595,2.96543145,0.0756701156,0.198427975,2.62227654,thrq66_15_12,72.492,15,12,thrq66,
70.6119995,333.895996,0.480812013,10.5453997,12.6777802,4.25863981,1.00268102,3.05038595,0.0501816347,0.173979834,3.46700215,thrq66_15_13,72.4,15,13,thrq66,
70.7699966,334.15799,0.51968199,10.5453997,12.6885281,4.24665022,0.98367089,3.13486719,0.0341844074,0.131742448,3.8538754,thrq66_15_14,72.158,15,14,thrq66,
70.947998,334.958008,0.559422016,10.5451002,12.7017422,4.23237991,0.961888373,3.23488975,0.0234367549,0.0924221054,3.94346857,thrq66_15_15,72.026,15,15,thrq66,
71.0130005,335.644012,0.598999977,10.5446997,12.7270975,4.22315979,0.939913571,3.34309077,0.016083654,0.05733734,3.56494498,thrq66_15_16,71.935,15,16,thrq66,
70.9309998,336.63501,0.638818979,10.5447998,12.7679234,4.22169018,0.918555796,3.45758343,0.0109466063,0.0336203352,3.07130218,thrq66_15_17,71.768,15,17,thrq66,
70.9509964,337.820007,0.678124011,10.5448999,12.7755775,4.19927979,0.894413233,3.57909322,0.00763744395,0.0180225279,2.35975909,thrq66_15_18,71.699,15,18,thrq66,
