# histogram parameters 
# dx = 10.0
# dy = 0.08
# nx = 19
# ny = 15
# xmin = -5.0
# ymin = 0.0

# Averaged Kinematics Numerical File
#
# NOTE: averaged quantities are determined from SIMC @ the vertex
# calculated quantities are calculated external to SIMC assuming
# (using averged quantities as input, if needed)
#
# id_bin     : 2d bin number
# id_xbin    : xbin number
# id_ybin    : ybin number
# thnq_b     : central theta_nq value (e.g. 5 15 25 35 . . . deg)
# pm_b       : central missing momentum value (80 120 160 . . . MeV)
# Ei         : average beam energy [MeV]
# kf         : average final e- momentum [MeV]
# the        : average final e- angle [deg]
# nu         : average energy transfer [MeV]
# nu_calc    : calculated energy transfer [MeV]
# Q2_calc    : calculated 4-momentum transfer [MeV^2]
# q_calc     : calculated 3-momentum transfer [MeV]
# Ep_calc    : calculated final proton energy [MeV]
# Pf         : average final proton momentum [MeV]
# Pm         : average missing momentum [MeV]
# Pm_calc    : calculated missing momentum [MeV]
# En_calc    : calculated recoil neutron energy [MeV]
# Pf_Par_q   : calculated Pf component (q-frame) parallel to q
# Pf_Perp_q  : calculated Pf component (q-frame) perpendicular to q
# thpq       : avergaed angle between proton and q [deg]
# thpq_calc  : calculated angle between proton and q [deg]
# thpq_cm    : calculated angle between proton and q in c.m. [deg]
# thnq       : averaged angle between recoil neutron and q [deg]
# thnq_calc  : calculated angle between recoil neutron and q [deg]
# cphi_pq    : averaged cos(angle) betweeen proton and q [deg]
# sphi_pq    : averaged sin(angle) betweeen proton and q [deg] 
# alpha_calc : calculated spectatror (neutron) light-cone momentum fraction 
# contz      : bin content for the specified (Pm thnq) bin
# 
id_bin,id_xbin,id_ybin,thnq_b,pm_b,Ei,kf,the,nu,nu_calc,Q2_calc,q_calc,Ep_calc,Pf,Pm,Pm_calc,En_calc,Pf_Par_q,Pf_Perp_q,thpq,thpq_calc,thpq_cm,thnq,thnq_calc,cphi_pq,sphi_pq,alpha_calc,contz
64,1,3,0.000,0.200,8797.814,7866.523,10.600,931.292,931.292,2362088.988,1797.051,1843.764,1587.170,210.411,211.792,963.141,1586.946,26.676,0.445,0.963,2.886,3.375,7.236,-0.415,0.052,0.801,5.598E+00
85,1,4,0.000,0.280,8796.638,7865.310,10.939,931.331,931.327,2514519.130,1838.991,1829.127,1570.144,269.425,270.803,977.813,1569.857,30.012,0.549,1.095,3.493,3.178,6.363,-0.239,0.002,0.754,4.505E+00
106,1,5,0.000,0.360,8797.535,7837.879,11.535,959.650,959.656,2785323.708,1925.166,1830.867,1572.171,353.845,355.018,1004.401,1571.799,34.195,0.764,1.246,4.368,3.398,5.527,-0.125,0.021,0.693,1.439E+00
127,1,6,0.000,0.440,8797.449,7798.672,12.129,998.776,998.777,3062901.903,2015.058,1838.672,1581.253,434.811,435.806,1035.718,1580.821,36.951,0.894,1.339,5.159,3.257,4.864,-0.142,0.015,0.640,5.196E-01
148,1,7,0.000,0.520,8797.125,7768.053,12.620,1029.076,1029.072,3301827.698,2088.257,1832.885,1574.520,515.024,515.724,1071.800,1574.030,39.269,1.080,1.429,6.078,3.307,4.367,-0.149,-0.077,0.593,2.684E-01
169,1,8,0.000,0.600,8797.077,7749.838,12.979,1047.240,1047.239,3483604.905,2140.167,1813.023,1551.353,590.261,590.708,1109.829,1550.831,40.242,1.218,1.486,6.997,3.210,3.906,-0.233,0.030,0.554,1.062E-01
190,1,9,0.000,0.680,8797.871,7740.073,13.237,1057.798,1057.797,3618702.170,2176.611,1785.859,1519.519,658.707,658.854,1147.551,1518.986,40.230,1.345,1.517,7.920,3.105,3.501,-0.228,-0.014,0.521,1.209E-02
44,2,2,10.000,0.120,8797.115,7830.140,10.434,966.975,966.976,2277932.579,1792.477,1889.915,1640.556,157.485,157.486,952.673,1640.076,39.694,1.386,1.386,3.931,14.599,14.599,-0.902,-0.431,0.852,6.773E-01
65,2,3,10.000,0.200,8796.738,7843.678,10.678,953.063,953.060,2389762.849,1816.063,1866.095,1613.057,207.591,209.219,962.578,1612.352,47.692,1.398,1.694,5.044,10.963,13.176,-0.621,0.014,0.808,4.016E+01
86,2,4,10.000,0.280,8797.393,7841.222,11.054,956.168,956.171,2559755.347,1863.872,1853.293,1598.230,271.499,273.238,978.490,1597.132,59.237,1.795,2.124,6.741,10.652,12.521,-0.425,-0.032,0.758,2.917E+01
107,2,5,10.000,0.360,8797.273,7801.666,11.693,995.598,995.606,2848550.218,1959.536,1866.779,1613.849,353.441,355.128,1004.440,1612.161,73.798,2.286,2.621,9.064,10.512,11.994,-0.389,0.012,0.699,7.775E+00
128,2,6,10.000,0.440,8797.246,7757.401,12.302,1039.842,1039.845,3134226.969,2053.170,1879.870,1628.974,433.992,435.498,1035.588,1626.608,87.769,2.769,3.089,11.631,10.463,11.627,-0.396,-0.006,0.648,2.853E+00
149,2,7,10.000,0.520,8797.142,7743.985,12.679,1053.172,1053.157,3322664.013,2105.185,1857.813,1603.470,513.016,513.968,1070.956,1600.514,97.317,3.208,3.480,14.316,10.088,10.915,-0.311,0.016,0.603,1.057E+00
170,2,8,10.000,0.600,8797.320,7740.834,12.940,1056.501,1056.487,3458620.045,2138.874,1822.399,1562.301,589.980,590.466,1109.700,1558.511,108.758,3.761,3.992,17.987,10.013,10.614,-0.194,-0.023,0.563,3.125E-01
191,2,9,10.000,0.680,8797.734,7734.878,13.168,1062.855,1062.856,3578559.111,2169.844,1789.854,1524.212,660.496,660.706,1148.615,1519.675,117.524,4.196,4.422,21.814,9.722,10.246,-0.140,-0.116,0.531,3.767E-02
212,2,10,10.000,0.760,8799.546,7729.907,13.283,1069.640,1069.640,3639707.726,2187.198,1759.182,1488.075,723.864,723.864,1186.070,1480.027,154.555,5.956,5.962,30.801,12.315,12.328,-0.118,0.973,0.510,2.513E-04
45,3,2,20.000,0.120,8798.638,7810.551,10.482,988.086,988.087,2293832.907,1808.355,1911.601,1665.493,153.722,153.971,952.098,1664.581,55.100,1.860,1.896,5.336,20.602,20.969,-0.895,0.238,0.860,7.897E+00
66,3,3,20.000,0.200,8797.658,7815.406,10.719,982.246,982.252,2399523.026,1834.214,1896.879,1648.574,200.070,201.765,960.986,1646.871,74.910,2.428,2.604,7.619,20.467,21.794,-0.758,0.078,0.823,8.860E+01
87,3,4,20.000,0.280,8797.223,7805.708,11.144,991.514,991.515,2589601.480,1890.160,1888.727,1639.188,270.708,272.917,978.401,1636.147,99.804,3.270,3.491,10.865,20.215,21.450,-0.535,0.074,0.771,4.519E+01
108,3,5,20.000,0.360,8797.399,7765.059,11.751,1032.333,1032.339,2863326.811,1982.183,1903.774,1656.502,352.249,354.386,1004.178,1651.578,127.631,4.208,4.419,14.783,20.158,21.109,-0.450,-0.017,0.717,1.210E+01
129,3,6,20.000,0.440,8797.248,7732.251,12.249,1064.988,1064.997,3096971.895,2056.986,1905.435,1658.412,432.585,434.512,1035.174,1651.134,155.195,5.178,5.370,19.212,20.200,20.927,-0.380,0.015,0.670,3.955E+00
150,3,7,20.000,0.520,8797.344,7723.127,12.556,1074.217,1074.217,3249967.767,2098.550,1879.167,1628.163,512.162,513.356,1070.663,1618.092,180.816,6.229,6.376,24.316,20.154,20.623,-0.254,0.019,0.628,1.253E+00
171,3,8,20.000,0.600,8797.292,7722.131,12.763,1075.160,1075.161,3356978.289,2124.370,1840.029,1582.831,591.801,592.426,1110.744,1569.249,206.905,7.389,7.511,30.422,20.122,20.441,-0.157,0.104,0.591,3.318E-01
192,3,9,20.000,0.680,8796.528,7712.724,12.955,1083.807,1083.804,3454057.498,2151.439,1807.122,1544.453,666.729,667.082,1152.294,1526.659,233.770,8.589,8.706,37.013,20.263,20.514,-0.111,0.250,0.561,5.698E-02
213,3,10,20.000,0.760,8798.198,7699.909,13.054,1098.289,1098.289,3501401.468,2169.710,1781.258,1514.109,734.437,734.585,1192.644,1488.806,275.652,10.421,10.490,44.892,21.901,22.040,-0.126,0.699,0.545,2.060E-03
46,4,2,30.000,0.120,8798.077,7794.117,10.423,1003.960,1003.960,2263006.421,1808.574,1928.607,1684.983,146.346,146.805,950.966,1683.248,76.452,2.556,2.601,7.185,30.930,31.384,-0.931,0.197,0.879,2.367E+01
